,IOC,Breeding Range,Order,Family,Hungarian
5629,Melionyx fuscus,AU,PASSERIFORMES,Meliphagidae,tarkaszemölcsös mézevő
5630,Melionyx princeps,AU,PASSERIFORMES,Meliphagidae,hosszúbajszú mézevő
5631,Melionyx nouhuysi,AU,PASSERIFORMES,Meliphagidae,rövidbajszú mézevő
5632,Ptiloprora plumbea,AU,PASSERIFORMES,Meliphagidae,szürketorkú mézevő
5633,Ptiloprora meekiana,AU,PASSERIFORMES,Meliphagidae,Meek-mézevő
5634,Ptiloprora erythropleura,AU,PASSERIFORMES,Meliphagidae,vörösvállú mézevő
5635,Ptiloprora guisei,AU,PASSERIFORMES,Meliphagidae,vöröshátú mézevő
5636,Ptiloprora mayri,AU,PASSERIFORMES,Meliphagidae,Mayr-mézevő
5637,Ptiloprora perstriata,AU,PASSERIFORMES,Meliphagidae,csíkos mézevő
5638,Ashbyia lovensis,AU,PASSERIFORMES,Meliphagidae,sivatagi dalnok
5639,Epthianura tricolor,AU,PASSERIFORMES,Meliphagidae,skarlátdalnok
5640,Epthianura aurifrons,AU,PASSERIFORMES,Meliphagidae,narancsdalnok
5641,Epthianura crocea,AU,PASSERIFORMES,Meliphagidae,sáfránydalnok
5642,Epthianura albifrons,AU,PASSERIFORMES,Meliphagidae,hamvas dalnok
5643,Stresemannia bougainvillei,AU,PASSERIFORMES,Meliphagidae,Bougainville-mézevő
5644,Conopophila albogularis,AU,PASSERIFORMES,Meliphagidae,rozsdacsíkos mézevő
5645,Conopophila rufogularis,AU,PASSERIFORMES,Meliphagidae,rozsdástorkú mézevő
5646,Conopophila whitei,AU,PASSERIFORMES,Meliphagidae,szürke mézevő
5647,Ramsayornis fasciatus,AU,PASSERIFORMES,Meliphagidae,hullámosmellű mézevő
5648,Ramsayornis modestus,AU,PASSERIFORMES,Meliphagidae,mocsári mézevő
5649,Melilestes megarhynchus,AU,PASSERIFORMES,Meliphagidae,hosszúcsőrű mézevő
5650,Timeliopsis fulvigula,AU,PASSERIFORMES,Meliphagidae,bozóti mézevő
5651,Timeliopsis griseigula,AU,PASSERIFORMES,Meliphagidae,egyenescsőrű mézevő
5652,Melipotes gymnops,AU,PASSERIFORMES,Meliphagidae,foltoshasú mézevő
5653,Melipotes fumigatus,AU,PASSERIFORMES,Meliphagidae,hamuszínűmellű mézevő
5654,Melipotes carolae,AU,PASSERIFORMES,Meliphagidae,Wattled Smoky Honeyeater
5655,Melipotes ater,AU,PASSERIFORMES,Meliphagidae,sárgaképű mézevő
5656,Macgregoria pulchra,AU,PASSERIFORMES,Meliphagidae,pápaszemes paradicsommadár
5657,Glycifohia undulata,AU,PASSERIFORMES,Meliphagidae,karvalymézevő
5658,Glycifohia notabilis,AU,PASSERIFORMES,Meliphagidae,fehérhasú mézevő
5659,Gliciphila melanops,AU,PASSERIFORMES,Meliphagidae,aranyhomlokú mézevő
5660,Pycnopygius ixoides,AU,PASSERIFORMES,Meliphagidae,bülbülmézevő
5661,Pycnopygius cinereus,AU,PASSERIFORMES,Meliphagidae,márványos mézevő
5662,Pycnopygius stictocephalus,AU,PASSERIFORMES,Meliphagidae,vonalkázottfejű mézevő
5663,Certhionyx variegatus,AU,PASSERIFORMES,Meliphagidae,tarka mézevő
5664,Prosthemadera novaeseelandiae,AU,PASSERIFORMES,Meliphagidae,tui
5665,Anthornis melanura,AU,PASSERIFORMES,Meliphagidae,csengőmadár
5666,Sugomel lombokium,AU,PASSERIFORMES,Meliphagidae,lomboki mézevő
5667,Sugomel nigrum,AU,PASSERIFORMES,Meliphagidae,fekete mézevő
5668,Melitograis gilolensis,AU,PASSERIFORMES,Meliphagidae,halmaherai csupaszfejű-mézevő
5669,Vosea whitemanensis,AU,PASSERIFORMES,Meliphagidae,Gilliard-mézevő
5670,Myzomela blasii,AU,PASSERIFORMES,Meliphagidae,amboinai mézevő
5671,Myzomela albigula,AU,PASSERIFORMES,Meliphagidae,fehérállú mézevő
5672,Myzomela cineracea,AU,PASSERIFORMES,Meliphagidae,Ashy Myzomela
5673,Myzomela eques,AU,PASSERIFORMES,Meliphagidae,tőrcsőrű mézevő
5674,Myzomela simplex,AU,PASSERIFORMES,Meliphagidae,Moluccan Myzomela
5675,Myzomela rubrotincta,AU,PASSERIFORMES,Meliphagidae,Red-tinged Myzomela
5676,Myzomela rubrobrunnea,AU,PASSERIFORMES,Meliphagidae,Biak Myzomela
5677,Myzomela obscura,AU,PASSERIFORMES,Meliphagidae,kormos mézevő
5678,Myzomela cruentata,AU,PASSERIFORMES,Meliphagidae,vérvörös mézevő
5679,Myzomela erythrina,AU,PASSERIFORMES,Meliphagidae,Reddish Myzomela
5680,Myzomela nigrita,AU,PASSERIFORMES,Meliphagidae,szerecsen mézevő
5681,Myzomela pulchella,AU,PASSERIFORMES,Meliphagidae,új-írországi mézevő
5682,Myzomela kuehni,AU,PASSERIFORMES,Meliphagidae,wetart-szigeti mézevő
5683,Myzomela prawiradilagae,AU,PASSERIFORMES,Meliphagidae,Alor Myzomela
5684,Myzomela erythrocephala,AU,PASSERIFORMES,Meliphagidae,vörösfejű mézevő
5685,Myzomela dammermani,AU,PASSERIFORMES,Meliphagidae,szumbai mézevő
5686,Myzomela irianawidodoae,AU,PASSERIFORMES,Meliphagidae,Rote Myzomela
5687,Myzomela adolphinae,AU,PASSERIFORMES,Meliphagidae,arfak mézevő
5688,Myzomela boiei,AU,PASSERIFORMES,Meliphagidae,banda-szigeteki mézevő
5689,Myzomela wahe,AU,PASSERIFORMES,Meliphagidae,Taliabu Myzomela
5690,Myzomela chloroptera,AU,PASSERIFORMES,Meliphagidae,sulawesi mézevő
5691,Myzomela batjanensis,AU,PASSERIFORMES,Meliphagidae,Bacan Myzomela
5692,Myzomela wakoloensis,AU,PASSERIFORMES,Meliphagidae,Wakolo-mézevő
5693,Myzomela sanguinolenta,AU,PASSERIFORMES,Meliphagidae,skarlát mézevő
5694,Myzomela caledonica,AU,PASSERIFORMES,Meliphagidae,új-kaledóniai mézevő
5695,Myzomela cardinalis,"AU, PO",PASSERIFORMES,Meliphagidae,kardinálismézevő
5696,Myzomela chermesina,PO,PASSERIFORMES,Meliphagidae,rotuma-szigeti mézevő
5697,Myzomela rubratra,PO,PASSERIFORMES,Meliphagidae,mikronéz mézevő
5698,Myzomela sclateri,AU,PASSERIFORMES,Meliphagidae,kókuszmézevő
5699,Myzomela pammelaena,AU,PASSERIFORMES,Meliphagidae,ébenfekete mézevő
5700,Myzomela lafargei,AU,PASSERIFORMES,Meliphagidae,skarlátvállú mézevő
5701,Myzomela eichhorni,AU,PASSERIFORMES,Meliphagidae,vörösarcú mézevő
5702,Myzomela malaitae,AU,PASSERIFORMES,Meliphagidae,malaita mézevő
5703,Myzomela melanocephala,AU,PASSERIFORMES,Meliphagidae,savo-szigeti mézevő
5704,Myzomela tristrami,AU,PASSERIFORMES,Meliphagidae,Tristram-mézevő
5705,Myzomela jugularis,PO,PASSERIFORMES,Meliphagidae,narancsmellű mézevő
5706,Myzomela erythromelas,AU,PASSERIFORMES,Meliphagidae,tűzfejű mézevő
5707,Myzomela vulnerata,AU,PASSERIFORMES,Meliphagidae,háromszínű mézevő
5708,Myzomela rosenbergii,AU,PASSERIFORMES,Meliphagidae,Rosenberg-mézevő
5709,Myzomela longirostris,AU,PASSERIFORMES,Meliphagidae,Long-billed Myzomela
5710,Philemon meyeri,AU,PASSERIFORMES,Meliphagidae,törpe csupaszfejű-mézevő
5711,Philemon brassi,AU,PASSERIFORMES,Meliphagidae,mamberano csupaszfejű-mézevő
5712,Philemon citreogularis,AU,PASSERIFORMES,Meliphagidae,fényeshomlokú csupaszfejű-mézevő
5713,Philemon kisserensis,AU,PASSERIFORMES,Meliphagidae,szürke csupaszfejű-mézevő
5714,Philemon inornatus,AU,PASSERIFORMES,Meliphagidae,timori csupaszfejű-mézevő
5715,Philemon fuscicapillus,AU,PASSERIFORMES,Meliphagidae,morotai csupaszfejű-mézevő
5716,Philemon subcorniculatus,AU,PASSERIFORMES,Meliphagidae,serami csupaszfejű-mézevő
5717,Philemon moluccensis,AU,PASSERIFORMES,Meliphagidae,burui csupaszfejű-mézevő
5718,Philemon plumigenis,AU,PASSERIFORMES,Meliphagidae,Tanimbar Friarbird
5719,Philemon buceroides,AU,PASSERIFORMES,Meliphagidae,sisakos csupaszfejű-mézevő
5720,Philemon novaeguineae,AU,PASSERIFORMES,Meliphagidae,pápua csupaszfejű-mézevő
5721,Philemon yorki,AU,PASSERIFORMES,Meliphagidae,Hornbill Friarbird
5722,Philemon cockerelli,AU,PASSERIFORMES,Meliphagidae,új-brittaniai csupaszfejű-mézevő
5723,Philemon eichhorni,AU,PASSERIFORMES,Meliphagidae,új-írországi csupaszfejű-mézevő
5724,Philemon albitorques,AU,PASSERIFORMES,Meliphagidae,manus-szigeti csupaszfejű-mézevő
5725,Philemon argenticeps,AU,PASSERIFORMES,Meliphagidae,fehérfejű csupaszfejű-mézevő
5726,Philemon corniculatus,AU,PASSERIFORMES,Meliphagidae,orrszarvúmézevő
5727,Philemon diemenensis,AU,PASSERIFORMES,Meliphagidae,új-kaledóniai orrszarvúmézevő
5728,Xanthotis polygrammus,AU,PASSERIFORMES,Meliphagidae,rigómézevő
5729,Xanthotis macleayanus,AU,PASSERIFORMES,Meliphagidae,sapkás mézevő
5730,Xanthotis flaviventer,AU,PASSERIFORMES,Meliphagidae,okkersárgamellű mézevő
5731,Plectorhyncha lanceolata,AU,PASSERIFORMES,Meliphagidae,vonalkázott mézevő
5732,Grantiella picta,AU,PASSERIFORMES,Meliphagidae,piroscsőrű mézevő
5733,Trichodere cockerelli,AU,PASSERIFORMES,Meliphagidae,White-streaked Honeyeater
5734,Phylidonyris pyrrhopterus,AU,PASSERIFORMES,Meliphagidae,aranyszárnyú mézevő
5735,Phylidonyris novaehollandiae,AU,PASSERIFORMES,Meliphagidae,fehérszemű mézevő
5736,Phylidonyris niger,AU,PASSERIFORMES,Meliphagidae,fehérpofájú mézevő
5737,Lichmera argentauris,AU,PASSERIFORMES,Meliphagidae,ezüstfülű mézevő
5738,Lichmera indistincta,AU,PASSERIFORMES,Meliphagidae,barna mézevő
5739,Lichmera incana,AU,PASSERIFORMES,Meliphagidae,szürkefülű mézevő
5740,Lichmera alboauricularis,AU,PASSERIFORMES,Meliphagidae,foltosfülű mézevő
5741,Lichmera squamata,AU,PASSERIFORMES,Meliphagidae,Salvadori-mézevő
5742,Lichmera deningeri,AU,PASSERIFORMES,Meliphagidae,burui mézevő
5743,Lichmera monticola,AU,PASSERIFORMES,Meliphagidae,serami mézevő
5744,Lichmera flavicans,AU,PASSERIFORMES,Meliphagidae,timori mézevő
5745,Lichmera notabilis,AU,PASSERIFORMES,Meliphagidae,Finsch-mézevő
5746,Cissomela pectoralis,AU,PASSERIFORMES,Meliphagidae,szalagos mézevő
5747,Guadalcanaria inexpectata,AU,PASSERIFORMES,Meliphagidae,guadalcanali mézevő
5748,Meliarchus sclateri,AU,PASSERIFORMES,Meliphagidae,rozsdásfarkú mézevő
5749,Gymnomyza viridis,PO,PASSERIFORMES,Meliphagidae,óriásmézevő
5750,Gymnomyza brunneirostris,PO,PASSERIFORMES,Meliphagidae,Giant Honeyeater
5751,Gymnomyza samoensis,PO,PASSERIFORMES,Meliphagidae,szamoai mézevő
5752,Gymnomyza aubryana,AU,PASSERIFORMES,Meliphagidae,varjúmézevő
5753,Foulehaio carunculatus,PO,PASSERIFORMES,Meliphagidae,Polynesian Wattled Honeyeater
5754,Foulehaio taviunensis,PO,PASSERIFORMES,Meliphagidae,Fiji Wattled Honeyeater
5755,Foulehaio procerior,PO,PASSERIFORMES,Meliphagidae,Kikau
5756,Meliphacator provocator,PO,PASSERIFORMES,Meliphagidae,aranyszemű mézevő
5757,Nesoptilotis leucotis,AU,PASSERIFORMES,Meliphagidae,fehérfülű mézevő
5758,Nesoptilotis flavicollis,AU,PASSERIFORMES,Meliphagidae,sárgástorkú mézevő
5759,Entomyzon cyanotis,AU,PASSERIFORMES,Meliphagidae,kékarcú mézevő
5760,Melithreptus gularis,AU,PASSERIFORMES,Meliphagidae,feketetorkú mézevő
5761,Melithreptus validirostris,AU,PASSERIFORMES,Meliphagidae,kúszó mézevő
5762,Melithreptus brevirostris,AU,PASSERIFORMES,Meliphagidae,rövidcsőrű mézevő
5763,Melithreptus albogularis,AU,PASSERIFORMES,Meliphagidae,fehértorkú mézevő
5764,Melithreptus lunatus,AU,PASSERIFORMES,Meliphagidae,holdas mézevő
5765,Melithreptus chloropsis,AU,PASSERIFORMES,Meliphagidae,Gilbert's Honeyeater
5766,Melithreptus affinis,AU,PASSERIFORMES,Meliphagidae,feketefejű mézevő
5767,Stomiopera unicolor,AU,PASSERIFORMES,Meliphagidae,dudoros mézevő
5768,Stomiopera flava,AU,PASSERIFORMES,Meliphagidae,citromsárga mézevő
5769,Meliphaga aruensis,AU,PASSERIFORMES,Meliphagidae,aru-szigeteki mézevő
5770,Meliphaga notata,AU,PASSERIFORMES,Meliphagidae,torres-szorosi mézevő
5771,Meliphaga lewinii,AU,PASSERIFORMES,Meliphagidae,aranyfülű mézevő
5772,Purnella albifrons,AU,PASSERIFORMES,Meliphagidae,fehérfejű mézevő
5773,Lichenostomus melanops,AU,PASSERIFORMES,Meliphagidae,sárgaüstökű mézevő
5774,Lichenostomus cratitius,AU,PASSERIFORMES,Meliphagidae,bíborszárnyú mézevő
5775,Microptilotis mimikae,AU,PASSERIFORMES,Meliphagidae,mimika-mézevő
5776,Microptilotis montanus,AU,PASSERIFORMES,Meliphagidae,hegyi mézevő
5777,Microptilotis orientalis,AU,PASSERIFORMES,Meliphagidae,vékonycsőrű mézevő
5778,Microptilotis albonotatus,AU,PASSERIFORMES,Meliphagidae,hófehérfülű mézevő
5779,Microptilotis analogus,AU,PASSERIFORMES,Meliphagidae,pápua mézevő
5780,Microptilotis vicina,AU,PASSERIFORMES,Meliphagidae,Tagula-mézevő
5781,Microptilotis gracilis,AU,PASSERIFORMES,Meliphagidae,tündérmézevő
5782,Microptilotis imitatrix,AU,PASSERIFORMES,Meliphagidae,Cryptic Honeyeater
5783,Microptilotis cinereifrons,AU,PASSERIFORMES,Meliphagidae,Elegant Honeyeater
5784,Microptilotis flavirictus,AU,PASSERIFORMES,Meliphagidae,sárgacsőrű mézevő
5785,Territornis albilineata,AU,PASSERIFORMES,Meliphagidae,fehérbajszú mézevő
5786,Territornis fordiana,AU,PASSERIFORMES,Meliphagidae,Kimberley Honeyeater
5787,Territornis reticulata,AU,PASSERIFORMES,Meliphagidae,Temminck-mézevő
5788,Gavicalis versicolor,AU,PASSERIFORMES,Meliphagidae,sokszínű mézevő
5789,Gavicalis fasciogularis,AU,PASSERIFORMES,Meliphagidae,mangrovemézevő
5790,Gavicalis virescens,AU,PASSERIFORMES,Meliphagidae,kantáros mézevő
5791,Oreornis chrysogenys,AU,PASSERIFORMES,Meliphagidae,aranyarcú mézevő
5792,Ptilotula flavescens,AU,PASSERIFORMES,Meliphagidae,sárgás mézevő
5793,Ptilotula fusca,AU,PASSERIFORMES,Meliphagidae,olajzöldtorkú mézevő
5794,Ptilotula keartlandi,AU,PASSERIFORMES,Meliphagidae,szürkefejű mézevő
5795,Ptilotula plumula,AU,PASSERIFORMES,Meliphagidae,zöldfejű mézevő
5796,Ptilotula ornata,AU,PASSERIFORMES,Meliphagidae,sárgafejű mézevő
5797,Ptilotula penicillata,AU,PASSERIFORMES,Meliphagidae,ártéri mézevő
5798,Caligavis chrysops,AU,PASSERIFORMES,Meliphagidae,aranysávos mézevő
5799,Caligavis subfrenata,AU,PASSERIFORMES,Meliphagidae,aranycsíkos mézevő
5800,Caligavis obscura,AU,PASSERIFORMES,Meliphagidae,lomblakó mézevő
5801,Anthochaera chrysoptera,AU,PASSERIFORMES,Meliphagidae,fahéjszárnyú mézevő
5802,Anthochaera lunulata,AU,PASSERIFORMES,Meliphagidae,Western Wattlebird
5803,Anthochaera carunculata,AU,PASSERIFORMES,Meliphagidae,piroscsüngős lebenyesmadár
5804,Anthochaera paradoxa,AU,PASSERIFORMES,Meliphagidae,sárgacsüngős lebenyesmadár
5805,Anthochaera phrygia,AU,PASSERIFORMES,Meliphagidae,kockás mézevő
5806,Acanthagenys rufogularis,AU,PASSERIFORMES,Meliphagidae,vöröstorkú mézevő
5807,Bolemoreus frenatus,AU,PASSERIFORMES,Meliphagidae,tarkacsőrű mézevő
5808,Bolemoreus hindwoodi,AU,PASSERIFORMES,Meliphagidae,Eungella-mézevő
5809,Melidectes ochromelas,AU,PASSERIFORMES,Meliphagidae,rozsdásfülű mézevő
5810,Melidectes leucostephes,AU,PASSERIFORMES,Meliphagidae,diadémmézevő
5811,Melidectes rufocrissalis,AU,PASSERIFORMES,Meliphagidae,Reichenow-mézevő
5812,Melidectes foersteri,AU,PASSERIFORMES,Meliphagidae,Foerster-mézevő
5813,Melidectes belfordi,AU,PASSERIFORMES,Meliphagidae,Belford-mézevő
5814,Melidectes torquatus,AU,PASSERIFORMES,Meliphagidae,fahéjmellű mézevő
5815,Manorina melanophrys,AU,PASSERIFORMES,Meliphagidae,harangozó mézmadár
5816,Manorina melanocephala,AU,PASSERIFORMES,Meliphagidae,feketehomlokú mézmadár
5817,Manorina flavigula,AU,PASSERIFORMES,Meliphagidae,sárgatorkú mézmadár
5818,Manorina melanotis,AU,PASSERIFORMES,Meliphagidae,feketefülű mézmadár
5819,Dasyornis brachypterus,AU,PASSERIFORMES,Dasyornithidae,keleti sörtésmadár
5820,Dasyornis longirostris,AU,PASSERIFORMES,Dasyornithidae,nyugati sörtésmadár
5821,Dasyornis broadbenti,AU,PASSERIFORMES,Dasyornithidae,vörhenyes sörtésmadár
5822,Pardalotus punctatus,AU,PASSERIFORMES,Pardalotidae,parti gyémántmadár
5823,Pardalotus quadragintus,AU,PASSERIFORMES,Pardalotidae,tasmán gyémántmadár
5824,Pardalotus rubricatus,AU,PASSERIFORMES,Pardalotidae,Red-browed Pardalote
5825,Pardalotus striatus,AU,PASSERIFORMES,Pardalotidae,csíkosfejű gyémántmadár
5826,Pachycare flavogriseum,AU,PASSERIFORMES,Acanthizidae,Goldenface
5827,Oreoscopus gutturalis,AU,PASSERIFORMES,Acanthizidae,Fernwren
5828,Acanthornis magna,AU,PASSERIFORMES,Acanthizidae,tasmán tüskecsőr
5829,Smicrornis brevirostris,AU,PASSERIFORMES,Acanthizidae,rövidcsőrű ausztrálposzáta
5830,Calamanthus fuliginosus,AU,PASSERIFORMES,Acanthizidae,Striated Fieldwren
5831,Calamanthus montanellus,AU,PASSERIFORMES,Acanthizidae,Western Fieldwren
5832,Calamanthus campestris,AU,PASSERIFORMES,Acanthizidae,Rufous Fieldwren
5833,Hylacola pyrrhopygia,AU,PASSERIFORMES,Acanthizidae,rozsdásfarkú fenyérposzáta
5834,Hylacola cauta,AU,PASSERIFORMES,Acanthizidae,Shy Heathwren
5835,Pycnoptilus floccosus,AU,PASSERIFORMES,Acanthizidae,pilótamadár
5836,Pyrrholaemus brunneus,AU,PASSERIFORMES,Acanthizidae,Redthroat
5837,Pyrrholaemus sagittatus,AU,PASSERIFORMES,Acanthizidae,nyílfoltos surranóposzáta
5838,Origma solitaria,AU,PASSERIFORMES,Acanthizidae,szirti origmaposzáta
5839,Origma murina,AU,PASSERIFORMES,Acanthizidae,Rusty Mouse-warbler
5840,Origma robusta,AU,PASSERIFORMES,Acanthizidae,Mountain Mouse-warbler
5841,Neosericornis citreogularis,AU,PASSERIFORMES,Acanthizidae,citromtorkú ausztrálposzáta
5842,Aethomyias nigrorufus,AU,PASSERIFORMES,Acanthizidae,Bicolored Scrubwren
5843,Aethomyias spilodera,AU,PASSERIFORMES,Acanthizidae,Pale-billed Scrubwren
5844,Aethomyias rufescens,AU,PASSERIFORMES,Acanthizidae,Vogelkop Scrubwren
5845,Aethomyias perspicillatus,AU,PASSERIFORMES,Acanthizidae,Buff-faced Scrubwren
5846,Aethomyias papuensis,AU,PASSERIFORMES,Acanthizidae,Papuan Scrubwren
5847,Aethomyias arfakianus,AU,PASSERIFORMES,Acanthizidae,Grey-green Scrubwren
5848,Sericornis magnirostra,AU,PASSERIFORMES,Acanthizidae,Large-billed Scrubwren
5849,Sericornis beccarii,AU,PASSERIFORMES,Acanthizidae,Tropical Scrubwren
5850,Sericornis nouhuysi,AU,PASSERIFORMES,Acanthizidae,Large Scrubwren
5851,Sericornis maculatus,AU,PASSERIFORMES,Acanthizidae,Spotted Scrubwren
5852,Sericornis humilis,AU,PASSERIFORMES,Acanthizidae,Tasmanian Scrubwren
5853,Sericornis keri,AU,PASSERIFORMES,Acanthizidae,Atherton Scrubwren
5854,Sericornis frontalis,AU,PASSERIFORMES,Acanthizidae,fehértorkú ausztrálposzáta
5855,Sericornis virgatus,AU,PASSERIFORMES,Acanthizidae,Perplexing Scrubwren
5856,Gerygone mouki,AU,PASSERIFORMES,Acanthizidae,Brown Gerygone
5857,Gerygone igata,AU,PASSERIFORMES,Acanthizidae,szürke bokormadár
5858,Gerygone modesta,AU,PASSERIFORMES,Acanthizidae,Norfolk Gerygone
5859,Gerygone albofrontata,AU,PASSERIFORMES,Acanthizidae,Chatham Gerygone
5860,Gerygone flavolateralis,AU,PASSERIFORMES,Acanthizidae,Fan-tailed Gerygone
5861,Gerygone citrina,AU,PASSERIFORMES,Acanthizidae,Rennell Gerygone
5862,Gerygone ruficollis,AU,PASSERIFORMES,Acanthizidae,Brown-breasted Gerygone
5863,Gerygone sulphurea,"OR, AU",PASSERIFORMES,Acanthizidae,Golden-bellied Gerygone
5864,Gerygone dorsalis,AU,PASSERIFORMES,Acanthizidae,Rufous-sided Gerygone
5865,Gerygone levigaster,AU,PASSERIFORMES,Acanthizidae,Mangrove Gerygone
5866,Gerygone inornata,AU,PASSERIFORMES,Acanthizidae,Plain Gerygone
5867,Gerygone fusca,AU,PASSERIFORMES,Acanthizidae,Western Gerygone
5868,Gerygone tenebrosa,AU,PASSERIFORMES,Acanthizidae,Dusky Gerygone
5869,Gerygone magnirostris,AU,PASSERIFORMES,Acanthizidae,Large-billed Gerygone
5870,Gerygone hypoxantha,AU,PASSERIFORMES,Acanthizidae,biaki bokormadár
5871,Gerygone chrysogaster,AU,PASSERIFORMES,Acanthizidae,Yellow-bellied Gerygone
5872,Gerygone chloronota,AU,PASSERIFORMES,Acanthizidae,Green-backed Gerygone
5873,Gerygone olivacea,AU,PASSERIFORMES,Acanthizidae,fehértorkú bokormadár
5874,Gerygone palpebrosa,AU,PASSERIFORMES,Acanthizidae,Fairy Gerygone
5875,Acanthiza katherina,AU,PASSERIFORMES,Acanthizidae,Mountain Thornbill
5876,Acanthiza pusilla,AU,PASSERIFORMES,Acanthizidae,barna ausztrálposzáta
5877,Acanthiza apicalis,AU,PASSERIFORMES,Acanthizidae,Inland Thornbill
5878,Acanthiza ewingii,AU,PASSERIFORMES,Acanthizidae,Tasmanian Thornbill
5879,Acanthiza murina,AU,PASSERIFORMES,Acanthizidae,New Guinea Thornbill
5880,Acanthiza uropygialis,AU,PASSERIFORMES,Acanthizidae,Chestnut-rumped Thornbill
5881,Acanthiza reguloides,AU,PASSERIFORMES,Acanthizidae,Buff-rumped Thornbill
5882,Acanthiza inornata,AU,PASSERIFORMES,Acanthizidae,Western Thornbill
5883,Acanthiza iredalei,AU,PASSERIFORMES,Acanthizidae,Slender-billed Thornbill
5884,Acanthiza chrysorrhoa,AU,PASSERIFORMES,Acanthizidae,aranyhátú tüskecsőr
5885,Acanthiza nana,AU,PASSERIFORMES,Acanthizidae,sárga ausztrálposzáta
5886,Acanthiza cinerea,AU,PASSERIFORMES,Acanthizidae,Grey Thornbill
5887,Acanthiza lineata,AU,PASSERIFORMES,Acanthizidae,Striated Thornbill
5888,Acanthiza robustirostris,AU,PASSERIFORMES,Acanthizidae,Slaty-backed Thornbill
5889,Aphelocephala leucopsis,AU,PASSERIFORMES,Acanthizidae,déli fehérarcúmadár
5890,Aphelocephala pectoralis,AU,PASSERIFORMES,Acanthizidae,Chestnut-breasted Whiteface
5891,Aphelocephala nigricincta,AU,PASSERIFORMES,Acanthizidae,szalagos fehérarcúmadár
5892,Garritornis isidorei,AU,PASSERIFORMES,Pomatostomidae,vörhenyes áltimália
5893,Pomatostomus temporalis,AU,PASSERIFORMES,Pomatostomidae,deresfejű áltimália
5894,Pomatostomus halli,AU,PASSERIFORMES,Pomatostomidae,pusztai áltimália
5895,Pomatostomus superciliosus,AU,PASSERIFORMES,Pomatostomidae,szemsávos áltimália
5896,Pomatostomus ruficeps,AU,PASSERIFORMES,Pomatostomidae,barnafejű áltimália
5897,Orthonyx novaeguineae,AU,PASSERIFORMES,Orthonychidae,Papuan Logrunner
5898,Orthonyx temminckii,AU,PASSERIFORMES,Orthonychidae,tüskefarkú avarjáró
5899,Orthonyx spaldingii,AU,PASSERIFORMES,Orthonychidae,feketefejű avarjáró
5900,Cnemophilus loriae,AU,PASSERIFORMES,Cnemophilidae,Loria-paradicsommadár
5901,Cnemophilus macgregorii,AU,PASSERIFORMES,Cnemophilidae,redős paradicsommadár 
5902,Loboparadisea sericea,AU,PASSERIFORMES,Cnemophilidae,lebenyes paradicsommadár
5903,Melanocharis arfakiana,AU,PASSERIFORMES,Melanocharitidae,Obscure Berrypecker
5904,Melanocharis longicauda,AU,PASSERIFORMES,Melanocharitidae,citrombegyű bogyókapó
5905,Melanocharis nigra,AU,PASSERIFORMES,Melanocharitidae,fekete bogyókapó
5906,Melanocharis versteri,AU,PASSERIFORMES,Melanocharitidae,legyezőfarkú bogyókapó
5907,Melanocharis striativentris,AU,PASSERIFORMES,Melanocharitidae,Streaked Berrypecker
5908,Melanocharis citreola,AU,PASSERIFORMES,Melanocharitidae,Satin Berrypecker
5909,Rhamphocharis crassirostris,AU,PASSERIFORMES,Melanocharitidae,Thick-billed Berrypecker
5910,Rhamphocharis piperata,AU,PASSERIFORMES,Melanocharitidae,Spotted Berrypecker
5911,Oedistoma iliolophus,AU,PASSERIFORMES,Melanocharitidae,Spectacled Longbill
5912,Oedistoma pygmaeum,AU,PASSERIFORMES,Melanocharitidae,törpebogyókapó
5913,Toxorhamphus novaeguineae,AU,PASSERIFORMES,Melanocharitidae,sárgahasú bogyókapó
5914,Toxorhamphus poliopterus,AU,PASSERIFORMES,Melanocharitidae,hosszúcsőrű bogyókapó
5915,Oreocharis arfaki,AU,PASSERIFORMES,Paramythiidae,álcinege
