,IOC,Breeding Range,Order,Family,Swedish
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,brunbröstad sånghöna
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,vietnamsånghöna
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,borneosånghöna
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,malackasånghöna
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,bataksånghöna
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,sumatrasånghöna
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,javasånghöna
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,vitmaskad sånghöna
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,sherpahöna
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,blodfasan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,västlig tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,satyrtragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,gråbukig tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,temmincktragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,cabottragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,brunstrupig kungshöna
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,gulstrupig kungshöna
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,himalayamonal
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,vitstjärtad monal
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,kinesisk monal
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,koklassfasan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,kalkon
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,arguskalkon
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,järpe
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,kinesisk järpe
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,dalripa
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,fjällripa
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,amurjärpe
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,tjäder
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,svartnäbbad tjäder
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,orre
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,kaukasisk orre
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,långnäbbshöna
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,dulithöna
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,tibetrapphöna
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,rapphöna
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,stäpprapphöna
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,kopparfasan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,kungsfasan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,mikadofasan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,elliotfasan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,burmafasan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,guldfasan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,diamantfasan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,fasan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,grön fasan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,klippfasan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,tibetansk öronfasan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,vit öronfasan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,brun öronfasan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,blå öronfasan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,edwardsfasan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,swinhoefasan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,brudfasan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,kalijfasan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,silverfasan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,svart eldrygg
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,grå eldrygg
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,siamesisk eldrygg
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,salvadorifasan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,strimmig eldrygg
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,rostbukig eldrygg
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,annamitargus
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,tofsargus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,större argus
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,kongopåfågel
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,påfågel
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,grön påfågel
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,grönfotshöna
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,malajhöna
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,sabahhöna
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,blodhöna
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,röd dvärgfasan
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,brokdvärgfasan
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,ceylondvärgfasan
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,palawanpåfågelfasan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,borneopåfågelfasan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,malackapåfågelfasan
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,vietnampåfågelfasan
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,hainanpåfågelfasan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,grå påfågelfasan
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,bergpåfågelfasan
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,sumatrapåfågelfasan
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,vitbrynad bambuhöna
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,kinesisk bambuhöna
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,taiwanbambuhöna
431,Gallus varius,OR,GALLIFORMES,Phasianidae,grön djungelhöna
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,röd djungelhöna
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,grå djungelhöna
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,ceylondjungelhöna
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,skogsfrankolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,tofsfrankolin
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,grå frankolin
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,kärrfrankolin
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,pärlfrankolin
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,svart frankolin
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,droppfläckig frankolin
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,coquifrankolin
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,vitstrupig frankolin
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,saufrankolin
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,halsbandsfrankolin
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,rödvingad frankolin
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,kwanzafrankolin
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,höglandsfrankolin
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,elgonfrankolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,gråvingad frankolin
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,archerfrankolin
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,miombofrankolin
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,zambiafrankolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tibetsnöhöna
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altajsnöhöna
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kaukasisk snöhöna
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,kaspisk snöhöna
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,himalayasnöhöna
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,visselhöna
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,ökenhöna
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,brunvaktel
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,papuavaktel
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,asiatisk blåvaktel
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,afrikansk blåvaktel
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,madagaskarvaktel
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,vaktel
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,japansk vaktel
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,harlekinvaktel
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,regnvaktel
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,stäppvaktel
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,klipphöna
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,arabrödhöna
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,rödhöna
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,berghöna
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,stenhöna
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,svartstrupig berghöna
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,lössbergshöna
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,djungelbuskvaktel
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,slättbuskvaktel
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,rödnäbbad buskvaktel
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,manipurbuskvaktel
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,kopjesporrhöna
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kamerunsporrhöna
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,rostbukig sporrhöna
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,etiopiensporrhöna
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,rostkronad sporrhöna
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,djiboutisporrhöna
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,angolasporrhöna
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,ahantasporrhöna
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,gråstrimmig sporrhöna
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,kikuyusporrhöna
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,rödnäbbad sporrhöna
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kapsporrhöna
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,natalsporrhöna
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,bergsporrhöna
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,marockansk sporrhöna
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,fjällig sporrhöna
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,gulnäbbad sporrhöna
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,sahelsporrhöna
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,abaysporrhöna
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,svartbent sporrhöna
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,gulstrupig sporrhöna
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,victoriasporrhöna
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,rödstrupig sporrhöna
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,argusnattskärra
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,vitstrupig nattskärra
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,salomonnattskärra
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,nyakaledoniennattskärra
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,djävulsnattskärra
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,papuanattskärra
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,archboldnattskärra
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,malajöronnattskärra
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,större öronnattskärra
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,rödnackad nattskärra
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,nacundafalknattskärra
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,dvärgfalknattskärra
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,sandfalknattskärra
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,mindre falknattskärra
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,större falknattskärra
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,kortstjärtad nattskärra
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,rödbukig nattskärra
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,bandstjärtad nattskärra
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,caatinganattskärra
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,sotnattskärra
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,pygménattskärra
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,pauaraquenattskärra
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,tumbesnattskärra
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,colombianattskärra
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,mindre nattskärra
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,roraimanattskärra
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,cayennenattskärra
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,lievingad nattskärra
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,vitvingad nattskärra
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,bandvingad nattskärra
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,kustnattskärra
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,svalstjärtad nattskärra
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lyrnattskärra
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,vitstjärtad nattskärra
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,fläckstjärtad nattskärra
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,gaffelnattskärra
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,saxnattskärra
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,släpnattskärra
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,chocónattskärra
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,mexikansk nattskärra
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,mayanattskärra
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,fläcknattskärra
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,dvalnattskärra
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,rödbrun nattskärra
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,tamaulipasnattskärra
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,yucatánnattskärra
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,silkesstjärtad nattskärra
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,halsbandsnattskärra
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,costaricanattskärra
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,kastanjenattskärra
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,rödhalsad nattskärra
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,djungelnattskärra
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,kinesisk nattskärra
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,palaunattskärra
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,nattskärra
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,busknattskärra
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,rödkindad nattskärra
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,ökennattskärra
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,sindnattskärra
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nubisk nattskärra
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,guldnattskärra
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,ghatsnattskärra
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,bredstjärtad nattskärra
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,floresnattskärra
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,andamannattskärra
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filippinnattskärra
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,sulawesinattskärra
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,törnnattskärra
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,visselnattskärra
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,bergnattskärra
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,indisk nattskärra
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskarnattskärra
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,sumpnattskärra
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,nechisarnattskärra
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,sahelnattskärra
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,stjärnfläckig nattskärra
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,savannattskärra
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,pricknattskärra
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,bonapartenattskärra
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,salvadorinattskärra
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,itombwenattskärra
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,kongonattskärra
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,långstjärtad nattskärra
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,kilstjärtad nattskärra
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,bantunattskärra
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,vimpelnattskärra
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,flaggnattskärra
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,oljefågel
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,rödbrun poto
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,större poto
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,långstjärtad poto
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,nordpoto
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,gråpoto
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andinsk poto
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,vitvingad poto
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,marmorgrodmun
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,papuagrodmun
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,australisk grodmun
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,salomongrodmun
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,större grodmun
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,dulitgrodmun
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,filippingrodmun
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,gouldgrodmun
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,ceylongrodmun
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,nordlig grodmun
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,sumatragrodmun
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,borneogrodmun
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,javagrodmun
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,blythgrodmun
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,palawangrodmun
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,sundagrodmun
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,större uggleskärra
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,stjärnuggleskärra
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,moluckuggleskärra
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,vattrad uggleskärra
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,berguggleskärra
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,sotuggleskärra
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,bennettuggleskärra
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,vogelkopuggleskärra
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,australisk uggleskärra
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,tofsträdseglare
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,grön trädseglare
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,mindre trädseglare
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,skäggträdseglare
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,fläckpannad seglare
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,gråhakad seglare
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,ljuspannad seglare
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,sotseglare
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,brunseglare
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,svartseglare
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,vitbröstad seglare
637,Cypseloides senex,SA,APODIFORMES,Apodidae,vattenfallsseglare
638,Streptoprocne phelpsi,SA,APODIFORMES,Apodidae,tepuíseglare
639,Streptoprocne rutila,"MA, SA",APODIFORMES,Apodidae,kastanjeseglare
640,Streptoprocne zonaris,"MA, SA, NA",APODIFORMES,Apodidae,halsbandsseglare
641,Streptoprocne biscutata,SA,APODIFORMES,Apodidae,halvmåneseglare
642,Streptoprocne semicollaris,MA,APODIFORMES,Apodidae,vitnackad seglare
643,Hydrochous gigas,OR,APODIFORMES,Apodidae,jättesalangan
644,Collocalia affinis,OR,APODIFORMES,Apodidae,fjäderfotssalangan
645,Collocalia marginata,OR,APODIFORMES,Apodidae,grågumpssalangan
646,Collocalia isonota,OR,APODIFORMES,Apodidae,bergsryggssalangan
647,Collocalia sumbawae,OR,APODIFORMES,Apodidae,tenggarasalangan
648,Collocalia neglecta,OR,APODIFORMES,Apodidae,timorsalangan
649,Collocalia esculenta,"OR, AU",APODIFORMES,Apodidae,glanssalangan
650,Collocalia uropygialis,AU,APODIFORMES,Apodidae,satängsalangan
651,Collocalia dodgei,OR,APODIFORMES,Apodidae,borneosalangan
652,Collocalia linchi,OR,APODIFORMES,Apodidae,javasalangan
653,Collocalia natalis,IO,APODIFORMES,Apodidae,julösalangan
654,Collocalia troglodytes,OR,APODIFORMES,Apodidae,dvärgsalangan
655,Aerodramus elaphrus,IO,APODIFORMES,Apodidae,seychellsalangan
656,Aerodramus francicus,IO,APODIFORMES,Apodidae,maskarensalangan
657,Aerodramus unicolor,OR,APODIFORMES,Apodidae,malabarsalangan
658,Aerodramus mearnsi,OR,APODIFORMES,Apodidae,filippinsalangan
659,Aerodramus infuscatus,AU,APODIFORMES,Apodidae,halmaherasalangan
