,IOC,Breeding Range,Order,Family,Chinese (Traditional)
4735,Drymophila squamata,SA,PASSERIFORMES,Thamnophilidae,鱗斑蟻鳥
4736,Drymophila devillei,SA,PASSERIFORMES,Thamnophilidae,條紋蟻鳥
4737,Drymophila hellmayri,SA,PASSERIFORMES,Thamnophilidae,聖塔馬塔蟻鳥
4738,Drymophila klagesi,SA,PASSERIFORMES,Thamnophilidae,克拉吉氏蟻鳥
4739,Drymophila caudata,SA,PASSERIFORMES,Thamnophilidae,長尾蟻鳥
4740,Drymophila striaticeps,SA,PASSERIFORMES,Thamnophilidae,紋頭蟻鷯
4741,Hypocnemis cantator,SA,PASSERIFORMES,Thamnophilidae,囀蟻鳥
4742,Hypocnemis flavescens,SA,PASSERIFORMES,Thamnophilidae,伊美里囀蟻鳥
4743,Hypocnemis peruviana,SA,PASSERIFORMES,Thamnophilidae,秘魯囀蟻鳥
4744,Hypocnemis subflava,SA,PASSERIFORMES,Thamnophilidae,黃胸囀蟻鳥
4745,Hypocnemis ochrogyna,SA,PASSERIFORMES,Thamnophilidae,隆多尼亞囀蟻鳥
4746,Hypocnemis striata,SA,PASSERIFORMES,Thamnophilidae,斯彼氏囀蟻鳥
4747,Hypocnemis rondoni,SA,PASSERIFORMES,Thamnophilidae,曼尼科雷囀蟻鳥
4748,Hypocnemis hypoxantha,SA,PASSERIFORMES,Thamnophilidae,黃額蟻鳥
4749,Sciaphylax hemimelaena,SA,PASSERIFORMES,Thamnophilidae,栗尾蟻鳥
4750,Sciaphylax castanea,SA,PASSERIFORMES,Thamnophilidae,北方栗尾蟻鳥
4751,Cercomacroides laeta,SA,PASSERIFORMES,Thamnophilidae,威利氏蟻鳥
4752,Cercomacroides parkeri,SA,PASSERIFORMES,Thamnophilidae,帕克氏蟻鳥
4753,Cercomacroides nigrescens,SA,PASSERIFORMES,Thamnophilidae,淡黑蟻鳥
4754,Cercomacroides fuscicauda,SA,PASSERIFORMES,Thamnophilidae,河岸蟻鳥
4755,Cercomacroides tyrannina,"MA, SA",PASSERIFORMES,Thamnophilidae,烏蟻鳥
4756,Cercomacroides serva,SA,PASSERIFORMES,Thamnophilidae,黑蟻鳥
4757,Cercomacra manu,SA,PASSERIFORMES,Thamnophilidae,馬努蟻鳥
4758,Cercomacra brasiliana,SA,PASSERIFORMES,Thamnophilidae,里約蟻鳥
4759,Cercomacra cinerascens,SA,PASSERIFORMES,Thamnophilidae,灰蟻鳥
4760,Cercomacra melanaria,SA,PASSERIFORMES,Thamnophilidae,馬托蟻鳥
4761,Cercomacra ferdinandi,SA,PASSERIFORMES,Thamnophilidae,巴納納爾蟻鳥
4762,Cercomacra nigricans,"MA, SA",PASSERIFORMES,Thamnophilidae,噴蟻鳥
4763,Cercomacra carbonaria,SA,PASSERIFORMES,Thamnophilidae,北巴西蟻鳥
4764,Myrmoderus ferrugineus,SA,PASSERIFORMES,Thamnophilidae,赤褐背蟻鳥
4765,Myrmoderus eowilsoni,SA,PASSERIFORMES,Thamnophilidae,Cordillera Azul Antbird
4766,Myrmoderus ruficauda,SA,PASSERIFORMES,Thamnophilidae,扇形蟻鳥
4767,Myrmoderus loricatus,SA,PASSERIFORMES,Thamnophilidae,白冑蟻鳥
4768,Myrmoderus squamosus,SA,PASSERIFORMES,Thamnophilidae,鱗斑蟻鳥
4769,Hypocnemoides melanopogon,SA,PASSERIFORMES,Thamnophilidae,黑頦蟻鳥
4770,Hypocnemoides maculicauda,SA,PASSERIFORMES,Thamnophilidae,帶斑尾蟻鳥
4771,Hylophylax naevioides,"MA, SA",PASSERIFORMES,Thamnophilidae,點斑蟻鳥
4772,Hylophylax naevius,SA,PASSERIFORMES,Thamnophilidae,斑背蟻鳥
4773,Hylophylax punctulatus,SA,PASSERIFORMES,Thamnophilidae,點斑背蟻鳥
4774,Sclateria naevia,SA,PASSERIFORMES,Thamnophilidae,銀色蟻鳥
4775,Myrmelastes hyperythrus,SA,PASSERIFORMES,Thamnophilidae,鉛色蟻鳥
4776,Myrmelastes schistaceus,SA,PASSERIFORMES,Thamnophilidae,藍灰蟻鳥
4777,Myrmelastes leucostigma,SA,PASSERIFORMES,Thamnophilidae,點翅蟻鳥
4778,Myrmelastes humaythae,SA,PASSERIFORMES,Thamnophilidae,烏麥塔蟻鳥
4779,Myrmelastes brunneiceps,SA,PASSERIFORMES,Thamnophilidae,褐頭蟻鳥
4780,Myrmelastes rufifacies,SA,PASSERIFORMES,Thamnophilidae,棕臉蟻鳥
4781,Myrmelastes saturatus,SA,PASSERIFORMES,Thamnophilidae,多彩蟻鳥
4782,Myrmelastes caurensis,SA,PASSERIFORMES,Thamnophilidae,卡拉蟻鳥
4783,Poliocrania exsul,"MA, SA",PASSERIFORMES,Thamnophilidae,栗背蟻鳥
4784,Ampelornis griseiceps,SA,PASSERIFORMES,Thamnophilidae,灰頭蟻鳥
4785,Sipia berlepschi,SA,PASSERIFORMES,Thamnophilidae,短尾蟻鳥
4786,Sipia nigricauda,SA,PASSERIFORMES,Thamnophilidae,厄瓜多蟻鳥
4787,Sipia palliata,SA,PASSERIFORMES,Thamnophilidae,馬達雷納蟻鳥
4788,Sipia laemosticta,MA,PASSERIFORMES,Thamnophilidae,暗背蟻鳥
4789,Myrmeciza longipes,SA,PASSERIFORMES,Thamnophilidae,白腹蟻鳥
4790,Myrmoborus melanurus,SA,PASSERIFORMES,Thamnophilidae,黑尾蟻鳥
4791,Myrmoborus lophotes,SA,PASSERIFORMES,Thamnophilidae,棕冠蟻鳥
4792,Myrmoborus myotherinus,SA,PASSERIFORMES,Thamnophilidae,黑臉蟻鳥
4793,Myrmoborus leucophrys,SA,PASSERIFORMES,Thamnophilidae,白額蟻鳥
4794,Myrmoborus lugubris,SA,PASSERIFORMES,Thamnophilidae,灰胸蟻鳥
4795,Gymnocichla nudiceps,"MA, SA",PASSERIFORMES,Thamnophilidae,裸冠蟻鳥
4796,Pyriglena maura,SA,PASSERIFORMES,Thamnophilidae,Western Fire-eye
4797,Pyriglena similis,SA,PASSERIFORMES,Thamnophilidae,Tapajos Fire-eye
4798,Pyriglena leuconota,SA,PASSERIFORMES,Thamnophilidae,白背火眼鳥
4799,Pyriglena atra,SA,PASSERIFORMES,Thamnophilidae,鐮背火眼鳥
4800,Pyriglena leucoptera,SA,PASSERIFORMES,Thamnophilidae,白肩火眼鳥
4801,Rhopornis ardesiacus,SA,PASSERIFORMES,Thamnophilidae,細蟻鳥
4802,Percnostola rufifrons,SA,PASSERIFORMES,Thamnophilidae,黑頭蟻鳥
4803,Percnostola arenarum,SA,PASSERIFORMES,Thamnophilidae,阿帕蟻鳥
4804,Akletos melanoceps,SA,PASSERIFORMES,Thamnophilidae,白肩蟻鳥
4805,Akletos goeldii,SA,PASSERIFORMES,Thamnophilidae,巴西蟻鳥
4806,Hafferia fortis,SA,PASSERIFORMES,Thamnophilidae,烏黑蟻鳥
4807,Hafferia immaculata,"MA, SA",PASSERIFORMES,Thamnophilidae,純潔蟻鳥
4808,Hafferia zeledoni,"MA, SA",PASSERIFORMES,Thamnophilidae,雷東氏蟻鳥
4809,Formicarius colma,SA,PASSERIFORMES,Formicariidae,棕頂蟻鶇
4810,Formicarius analis,"MA, SA",PASSERIFORMES,Formicariidae,黑臉蟻鶇
4811,Formicarius moniliger,MA,PASSERIFORMES,Formicariidae,馬亞蟻鶇
4812,Formicarius rufifrons,SA,PASSERIFORMES,Formicariidae,棕額蟻鶇
4813,Formicarius nigricapillus,"MA, SA",PASSERIFORMES,Formicariidae,黑頭蟻鶇
4814,Formicarius rufipectus,"MA, SA",PASSERIFORMES,Formicariidae,棕胸蟻鶇
4815,Chamaeza campanisona,SA,PASSERIFORMES,Formicariidae,短尾蟻鶇
4816,Chamaeza nobilis,SA,PASSERIFORMES,Formicariidae,縱紋蟻鶇
4817,Chamaeza meruloides,SA,PASSERIFORMES,Formicariidae,史契氏蟻鶇
4818,Chamaeza ruficauda,SA,PASSERIFORMES,Formicariidae,棕尾蟻鶇
4819,Chamaeza turdina,SA,PASSERIFORMES,Formicariidae,史瓦茲氏蟻鶇
4820,Chamaeza mollissima,SA,PASSERIFORMES,Formicariidae,橫斑蟻鶇
4821,Grallaria squamigera,SA,PASSERIFORMES,Grallariidae,波狀蟻八色鳥
4822,Grallaria gigantea,SA,PASSERIFORMES,Grallariidae,巨蟻八色鳥
4823,Grallaria excelsa,SA,PASSERIFORMES,Grallariidae,大蟻八色鳥
4824,Grallaria varia,SA,PASSERIFORMES,Grallariidae,雜色蟻八色鳥
4825,Grallaria alleni,SA,PASSERIFORMES,Grallariidae,髭蟻八色鳥
4826,Grallaria guatimalensis,"MA, SA",PASSERIFORMES,Grallariidae,鱗斑蟻八色鳥
4827,Grallaria chthonia,SA,PASSERIFORMES,Grallariidae,委內瑞拉蟻八色鳥
4828,Grallaria haplonota,SA,PASSERIFORMES,Grallariidae,純色背蟻八色鳥
4829,Grallaria dignissima,SA,PASSERIFORMES,Grallariidae,赭紋蟻八色鳥
4830,Grallaria eludens,SA,PASSERIFORMES,Grallariidae,南美蟻八色鳥
4831,Grallaria ruficapilla,SA,PASSERIFORMES,Grallariidae,栗頂蟻八色鳥
4832,Grallaria watkinsi,SA,PASSERIFORMES,Grallariidae,欉蟻八色鳥
4833,Grallaria bangsi,SA,PASSERIFORMES,Grallariidae,聖塔馬塔蟻八色鳥
4834,Grallaria kaestneri,SA,PASSERIFORMES,Grallariidae,康地拿蟻八色鳥
4835,Grallaria andicolus,SA,PASSERIFORMES,Grallariidae,紋頭蟻八色鳥
4836,Grallaria griseonucha,SA,PASSERIFORMES,Grallariidae,灰頸蟻八色鳥
4837,Grallaria ridgelyi,SA,PASSERIFORMES,Grallariidae,喬科托科蟻八色鳥
4838,Grallaria nuchalis,SA,PASSERIFORMES,Grallariidae,栗頸蟻八色鳥
4839,Grallaria carrikeri,SA,PASSERIFORMES,Grallariidae,白嘴蟻八色鳥
4840,Grallaria albigula,SA,PASSERIFORMES,Grallariidae,白喉蟻八色鳥
4841,Grallaria flavotincta,SA,PASSERIFORMES,Grallariidae,黃胸蟻八色鳥
4842,Grallaria hypoleuca,SA,PASSERIFORMES,Grallariidae,白腹蟻八色鳥
4843,Grallaria przewalskii,SA,PASSERIFORMES,Grallariidae,鏽色蟻八色鳥
4844,Grallaria capitalis,SA,PASSERIFORMES,Grallariidae,棕紅蟻八色鳥
4845,Grallaria erythroleuca,SA,PASSERIFORMES,Grallariidae,紅白蟻八色鳥
4846,Grallaria spatiator,SA,PASSERIFORMES,Grallariidae,Sierra Nevada Antpitta
4847,Grallaria saltuensis,SA,PASSERIFORMES,Grallariidae,Perija Antpitta
4848,Grallaria rufula,SA,PASSERIFORMES,Grallariidae,棕蟻八色鳥
4849,Grallaria rufocinerea,SA,PASSERIFORMES,Grallariidae,雙色蟻八色鳥
4850,Grallaria alvarezi,SA,PASSERIFORMES,Grallariidae,Chami Antpitta
4851,Grallaria saturata,SA,PASSERIFORMES,Grallariidae,Equatorial Antpitta
4852,Grallaria cajamarcae,SA,PASSERIFORMES,Grallariidae,Cajamarca Antpitta
4853,Grallaria blakei,SA,PASSERIFORMES,Grallariidae,栗色蟻八色鳥
4854,Grallaria gravesi,SA,PASSERIFORMES,Grallariidae,Chachapoyas Antpitta
4855,Grallaria oneilli,SA,PASSERIFORMES,Grallariidae,Panao Antpitta
4856,Grallaria obscura,SA,PASSERIFORMES,Grallariidae,Junin Antpitta
4857,Grallaria centralis,SA,PASSERIFORMES,Grallariidae,Oxapampa Antpitta
4858,Grallaria ayacuchensis,SA,PASSERIFORMES,Grallariidae,Ayacucho Antpitta
4859,Grallaria occabambae,SA,PASSERIFORMES,Grallariidae,Urubamba Antpitta
4860,Grallaria sinaensis,SA,PASSERIFORMES,Grallariidae,Puno Antpitta
4861,Grallaria cochabambae,SA,PASSERIFORMES,Grallariidae,Bolivian Antpitta
4862,Grallaria quitensis,SA,PASSERIFORMES,Grallariidae,茶褐色蟻八色鳥
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,Boyaca Antpitta
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,Atuen Antpitta
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,褐斑蟻八色鳥
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,烏勞蟻八色鳥
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,棕臉蟻八色鳥
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,斑點胸蟻八色鳥
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,條紋胸蟻八色鳥
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,斑點蟻八色鳥
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,帕拉蟻八色鳥
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,阿塔弗勒斯塔蟻八色鳥
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,黑臉蟻八色鳥
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,白眉蟻八色鳥
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,牙白蟻八色鳥
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,亞馬遜蟻八色鳥
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,茶黃腹蟻八色鳥
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,褐胸蟻鶇
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,擬蟻鶇
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,Tapajos Antpitta
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,赭胸蟻八色鳥
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,扇貝胸蟻八色鳥
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,灰冠蟻八色鳥
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,秘魯蟻八色鳥
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,赭額蟻八色鳥
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,鏽胸蟻八色鳥
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,Rufous-breasted Antpitta
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,藍灰頂蟻八色鳥
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,厄瓜多藍灰頂蟻八色鳥
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,新月臉蟻八色鳥
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,棕食蚊鳥
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,栗帶食蚊鳥
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,Black-breasted Gnateater
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,黑頭食蚊鳥
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,灰喉食蚊鳥
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,西阿拉食蚊鳥
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,藍灰食蚊鳥
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,栗頂食蚊鳥
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,黑頰食蚊鳥
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,黑腹食蚊鳥
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,黑頂蟻八色鳥
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,棕頂蟻八色鳥
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,眼斑竄鳥
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,栗喉休休鳥
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,黑喉休休鳥
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,鬚特卡雀
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,白喉竄鳥
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,智利竄鳥
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,冠竄鳥
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,沙色加利雀
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,鏽帶竄鳥
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,斑竹鷯
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,藍灰鬚額雀
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,巴西鬚額雀
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,赭脇竄鳥
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,灰色竄鳥
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,白胸竄鳥
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,栗脇竄鳥
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,高原草澤竄鳥
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,迪亞曼提納竄鳥
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,巴西竄鳥
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,岩竄鳥
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,普拉納托竄鳥
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,保諾瓦竄鳥
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,鼠色竄鳥
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,烏竄鳥
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,安地斯竄鳥
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,安卡斯竄鳥
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,White-winged Tapaculo
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Loja Tapaculo
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,帕拉莫竄鳥
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,帕拉米諾竄鳥
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,白額竄鳥
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,里默氏竄鳥
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,普納高原竄鳥
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,迪亞迪美竄鳥
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,維卡班巴竄鳥
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,內布里納竄鳥
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,顫聲竄鳥
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,玻利維亞竄鳥
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,白冠竄鳥
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,聖塔馬塔竄鳥
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,長尾竄鳥
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,棕臀竄鳥
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Utcubamba Tapaculo
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,大腳竄鳥
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,久寧竄鳥
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,純色竄鳥
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,史喬氏竄鳥
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,淡黑色竄鳥
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,銀額竄鳥
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,馬里諾竄鳥
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,淡喉竄鳥
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,喬科竄鳥
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,上馬達利納竄鳥
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,史迪氏竄鳥
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Tatama Tapaculo
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,厄瓜多竄鳥
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,卡拉卡斯竄鳥
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,淡腹竄鳥
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,褐腰竄鳥
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,珀里哈竄鳥
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,美里達竄鳥
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,楚斯奎亞竄鳥
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,史匹氏竄鳥
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,領月牙胸雀
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,雙領月牙胸雀
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,橄綠頂月牙胸雀
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,馬拉諾月牙胸雀
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,華美月牙胸雀
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,灰頭侏儒鳥
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,斑翅侏儒鳥
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,黑頂侏儒鳥
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,帶斑小霸鶲
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,雲蓋小霸鶲
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,毛腿小霸鶲
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,白額小霸鶲
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,綠小霸鶲
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,巴拉圭小霸鶲
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,烏里奇小霸鶲
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,阿根廷小霸鶲
4984,Phyllomyias griseocapilla,SA,PASSERIFORMES,Tyrannidae,灰頂小霸鶲
4985,Phyllomyias griseiceps,SA,PASSERIFORMES,Tyrannidae,烏頭小霸鶲
4986,Phyllomyias plumbeiceps,SA,PASSERIFORMES,Tyrannidae,鉛色頂小霸鶲
4987,Phyllomyias nigrocapillus,SA,PASSERIFORMES,Tyrannidae,黑頂小霸鶲
4988,Phyllomyias cinereiceps,SA,PASSERIFORMES,Tyrannidae,灰頭小霸鶲
4989,Phyllomyias uropygialis,SA,PASSERIFORMES,Tyrannidae,茶色腰小霸鶲
4990,Tyrannulus elatus,"MA, SA",PASSERIFORMES,Tyrannidae,黃頂小霸鶲
4991,Myiopagis gaimardii,"MA, SA",PASSERIFORMES,Tyrannidae,林伊拉鶲
4992,Myiopagis parambae,"MA, SA",PASSERIFORMES,Tyrannidae,Choco Elaenia
4993,Myiopagis cinerea,SA,PASSERIFORMES,Tyrannidae,Amazonian Elaenia
4994,Myiopagis caniceps,SA,PASSERIFORMES,Tyrannidae,灰伊拉鶲
4995,Myiopagis olallai,SA,PASSERIFORMES,Tyrannidae,山麓伊拉鶲
4996,Myiopagis subplacens,SA,PASSERIFORMES,Tyrannidae,太平洋伊拉鶲
4997,Myiopagis flavivertex,SA,PASSERIFORMES,Tyrannidae,黃頂伊拉鶲
4998,Myiopagis viridicata,"MA, SA",PASSERIFORMES,Tyrannidae,綠伊拉鶲
4999,Elaenia flavogaster,"MA, SA",PASSERIFORMES,Tyrannidae,黃腹伊拉鶲
5000,Elaenia spectabilis,SA,PASSERIFORMES,Tyrannidae,大伊拉鶲
5001,Elaenia ridleyana,SA,PASSERIFORMES,Tyrannidae,諾隆哈伊拉鶲
5002,Elaenia albiceps,SA,PASSERIFORMES,Tyrannidae,白冠伊拉鶲
5003,Elaenia chilensis,SA,PASSERIFORMES,Tyrannidae,智利伊拉鶲
5004,Elaenia parvirostris,SA,PASSERIFORMES,Tyrannidae,小嘴伊拉鶲
5005,Elaenia mesoleuca,SA,PASSERIFORMES,Tyrannidae,橄欖色伊拉鶲
5006,Elaenia strepera,SA,PASSERIFORMES,Tyrannidae,藍灰伊拉鶲
5007,Elaenia gigas,SA,PASSERIFORMES,Tyrannidae,點斑背伊拉鶲
5008,Elaenia pelzelni,SA,PASSERIFORMES,Tyrannidae,淡褐伊拉鶲
5009,Elaenia cristata,SA,PASSERIFORMES,Tyrannidae,純色冠伊拉鶲
5010,Elaenia chiriquensis,"MA, SA",PASSERIFORMES,Tyrannidae,小伊拉鶲
5011,Elaenia brachyptera,SA,PASSERIFORMES,Tyrannidae,古伯曼伊拉鶲
5012,Elaenia ruficeps,SA,PASSERIFORMES,Tyrannidae,棕頂伊拉鶲
5013,Elaenia frantzii,"MA, SA",PASSERIFORMES,Tyrannidae,山伊拉鶲
5014,Elaenia obscura,SA,PASSERIFORMES,Tyrannidae,高原伊拉鶲
5015,Elaenia sordida,SA,PASSERIFORMES,Tyrannidae,Small-headed Elaenia
5016,Elaenia dayi,SA,PASSERIFORMES,Tyrannidae,委內瑞拉伊拉鶲
5017,Elaenia pallatangae,SA,PASSERIFORMES,Tyrannidae,嶺伊拉鶲
5018,Elaenia olivina,SA,PASSERIFORMES,Tyrannidae,特布伊伊拉鶲
5019,Ornithion semiflavum,MA,PASSERIFORMES,Tyrannidae,黃腹小霸鶲
5020,Ornithion brunneicapillus,"MA, SA",PASSERIFORMES,Tyrannidae,褐頂小霸鶲
5021,Ornithion inerme,SA,PASSERIFORMES,Tyrannidae,白眼先小霸鶲
5022,Camptostoma imberbe,MA,PASSERIFORMES,Tyrannidae,北方無鬚小霸鶲
5023,Camptostoma obsoletum,"MA, SA",PASSERIFORMES,Tyrannidae,南方無鬚小霸鶲
5024,Suiriri suiriri,SA,PASSERIFORMES,Tyrannidae,休里霸鶲
5025,Mecocerculus leucophrys,SA,PASSERIFORMES,Tyrannidae,白喉姬霸雀
5026,Mecocerculus poecilocercus,SA,PASSERIFORMES,Tyrannidae,白尾姬霸雀
5027,Mecocerculus hellmayri,SA,PASSERIFORMES,Tyrannidae,黃斑姬霸雀
5028,Mecocerculus calopterus,SA,PASSERIFORMES,Tyrannidae,棕翅姬霸雀
