,IOC,Breeding Range,Order,Family,Turkish
314,Odontophorus atrifrons,SA,GALLIFORMES,Odontophoridae,Kara Yüzlü Tokro
315,Odontophorus hyperythrus,SA,GALLIFORMES,Odontophoridae,Kızıl Göğüslü Kurşuni Tokro
316,Odontophorus melanonotus,SA,GALLIFORMES,Odontophoridae,Kara Sırtlı Tokro
317,Odontophorus speciosus,SA,GALLIFORMES,Odontophoridae,Kızıl Göğüslü Tokro
318,Odontophorus dialeucos,"MA, SA",GALLIFORMES,Odontophoridae,Yazılı Tokro
319,Odontophorus strophium,SA,GALLIFORMES,Odontophoridae,Kolyeli Tokro
320,Odontophorus columbianus,SA,GALLIFORMES,Odontophoridae,Benekli Tokro
321,Odontophorus leucolaemus,MA,GALLIFORMES,Odontophoridae,Kara Göğüslü Tokro
322,Odontophorus balliviani,SA,GALLIFORMES,Odontophoridae,Bıyıklı Tokro
323,Odontophorus stellatus,SA,GALLIFORMES,Odontophoridae,Yıldızlı Tokro
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,İncili Tokro
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,Ötücü Kolin
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,Soytarı Kolin
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,Güney Soytarı Kolini
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,Kuşaklı Kolin
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Udzungva Orman Kekliği
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho Forest Partridge
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Kırmızı Başlı Kara Keklik
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Tepeli Keklik
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Kara Keklik
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Dağ Kekliği
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Ak Boğazlı Dağ Kekliği
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Kızıl Göğüslü Dağ Kekliği
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Kolyeli Dağ Kekliği
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Kızıl Boğazlı Dağ Kekliği
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Al Gagalı Dağ Kekliği
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Kamboçya Dağ Kekliği
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Kara Başlı Dağ Kekliği
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Tayvan Dağ Kekliği
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Ak Yanaklı Dağ Kekliği
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Sarı Göğüslü Dağ Kekliği
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Kayısı Gerdanlı Dağ Kekliği
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Kızılca Dağ Kekliği
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Malezya Dağ Kekliği
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Roll Dağ Kekliği
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Sumatra Dağ Kekliği
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Kızıl Karınlı Dağ Kekliği
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Oriyental Dağ Kekliği
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Kar Kekliği
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Kanlı Sülün
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Karaca Tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Büyük Kızıl Tragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Sarı Yüzlü Tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Küçük Kızıl Tragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Sarıca Tragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Al Gerdanlı Kumar Kekliği
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Sarı Gerdanlı Kumar Kekliği
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Himalaya Monalı
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Ak Kuyruklu Monal
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Mavi Kuyruklu Monal
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Yazılı Sülün
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Yabani Hindi
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Aynalı Hindi
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Fındık Tavuğu
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Çin Fındık Tavuğu
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Kar Tavuğu
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Dağ Kar Tavuğu
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Asya Ladin Tavuğu
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Büyük Orman Tavuğu
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Sibirya Orman Tavuğu
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Orman Horozu
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Dağ Horozu
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Uzun Gagalı Keklik
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulit Kekliği
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibet Çilkekliği
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Çilkeklik
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Moğol Çilkekliği
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Bakır Sülün
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Kral Sülün
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Mikado Sülünü
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Ak Karınlı Sülün
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Hume Sülünü
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Altın Sülün
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Hatun Sülün
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Sülün
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Green Pheasant
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Şir Sülünü
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Tibet Kulaklı Sülünü
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Kulaklı Sülün
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Kulaklı Kahverengi Sülün
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Kulaklı Mavi Sülün
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edward Sülünü
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Formoza Sülünü
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Mavi İbikli Küçük Sülün
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Kalij Sülünü
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Gümüş Sülün
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Kızıl Kuyruklu Sülün
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Siyam Sülünü
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Sumatra Kara Sülünü
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Mavi İbikli Büyük Sülün
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Vietnam Tepeli Argusu
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malay Tepeli Argusu
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Büyük Argus
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Kongo Tavuskuşu
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Tavuskuşu
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Yeşil Tavuskuşu
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Yeşil Bacaklı Dağ Kekliği
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Kestane Kolyeli Dağ Kekliği
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Al Başlı Keklik
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Kızılca Horoz Kekliği
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Boyalı Horoz Kekliği
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Benekli Horoz Kekliği
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palavan Adası Tavus Sülünü
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Borneo Tavus Sülünü
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Malezya Tavus Sülünü
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Küçük Tavus Sülünü
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Başlıklı Küçük Tavus Sülünü
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Büyük Tavus Sülünü
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Kızıl Sırtlı Tavus Sülünü
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Bronz Kuyruklu Tavus Sülünü
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Sarı Bambu Kekliği
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Al Boyunlu Bambu Kekliği
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Al Boğazlı Bambu Kekliği
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Yeşil Yaban Tavuğu
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Yaban Tavuğu
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Benekli Yaban Tavuğu
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Çizgili Yaban Tavuğu
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Karaca Turaç
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Tepeli Turaç
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Boz Turaç
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Hançerli Turaç
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,İncili Turaç
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Turaç
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Boyalı Turaç
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Sarı Başlı Turaç
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Anız Turacı
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Schlegel Turacı
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Yakalı Turaç
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Kızıl Göğüslü Turaç
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Gri Göğüslü Turaç
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Funda Turacı
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Yayla Turacı
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Akasya Turacı
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Sarıca Turaç
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tibet Urkekliği
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Altay Urkekliği
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Kafkas Urkekliği
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Urkeklik
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Himalaya Urkekliği
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Kum Kekliği
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Arabistan Kum Kekliği
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Boz Bıldırcın
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Büyük Bıldırcın
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Asya Mavi Bıldırcını
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Afrika Mavi Bıldırcını
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,İncili Keklik
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Bıldırcın
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Japon Bıldırcını
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Soytarı Bıldırcını
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Yağmur Bıldırcını
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Anız Bıldırcını
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Berberi Kekliği
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Arabistan Kekliği
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Kızıl Keklik
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Kınalı Keklik
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Kaya Kekliği
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Kara Boğazlı Keklik
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Kızılca Keklik
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Cüce Bıldırcın
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Taşlık Cüce Bıldırcını
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Kızıl Cüce Bıldırcın
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Kurşuni Cüce Bıldırcın
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Ak Kaşlı Turaç
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Kamerun Dağı Turacı
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Küçük Bambu Turacı
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Kızıl Boyunlu Turaç
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Erckel Turacı
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Cibuti Turacı
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Alaca Turaç
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Ahanta Turacı
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Kızıl Çizgili Turaç
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Büyük Bambu Turacı
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Al Gagalı Turaç
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Kap Turacı
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Benekli Turaç
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Lekeli Turaç
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Çift Mahmuzlu Turaç
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Pullu Turaç
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Sarı Gagalı Turaç
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Çorak Turacı
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Habeş Turacı
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Dere Turacı
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Sarı Boğazlı Turaç
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Al Çizgili Turaç
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Al Boğazlı Turaç
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Argus Çobanaldatanı
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Doğu Avustralya Çobanaldatanı
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Solomon Adaları Çobanaldatanı
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Yeni Kaledonya Çobanaldatanı
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Şeytani Çobanaldatan
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Papua Çobanaldatanı
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Archbold Çobanaldatanı
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Temminck Çobanaldatanı
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Büyük Kulaklı Çobanaldatan
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Kızıl Yakalı Çobanaldatan
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Nakunda Gecedoğanı
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Küçük Gecedoğanı
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Kum Gecedoğanı
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Çorak Gecedoğanı
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Gecedoğanı
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Kısa Kuyruklu Gecedoğanı
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,And Gecedoğanı
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Bant Kuyruklu Gecedoğanı
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Düz Kuyruklu Gecedoğanı
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Karaca Çobanaldatan
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Kırlangıç Çobanaldatanı
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Porak
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Anthony Porağı
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todd Çobanaldatanı
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Küçük Çobanaldatan
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Roraima Çobanaldatanı
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Guyana Çobanaldatanı
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Orak Kanatlı Çobanaldatan
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Ak Kanatlı Çobanaldatan
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Uzun Gagalı Çobanaldatan
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi Çobanaldatanı
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Kırlangıç Kuyruklu Çobanaldatan
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Lir Kuyruklu Çobanaldatan
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Ak Kuyruklu Çobanaldatan
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Kuyruğu Benekli Çobanaldatan
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Üç Kuyruklu Çobanaldatan
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Makas Kuyruklu Çobanaldatan
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Çatal Kuyruklu Çobanaldatan
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Çoko Çobanaldatanı
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Aztek Çobanaldatanı
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Yukatan Purvili
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Benekli Çobanaldatan
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Purvil
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Kızıl Çobanaldatan
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Salvin Çobanaldatanı
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Yukatan Çobanaldatanı
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,İpek Kuyruklu Çobanaldatan
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Altın Yakalı Çobanaldatan
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Karakızıl Çobanaldatan
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Kahverengi Çobanaldatan
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Kızıl Boyunlu Çobanaldatan
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Doğu Çobanaldatanı
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Gri Çobanaldatan
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau Çobanaldatanı
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Çobanaldatan
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Boz Çobanaldatan
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Kızıl Yanaklı Çobanaldatan
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Çöl Çobanaldatanı
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Maharaştra Çobanaldatanı
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Nübye Çobanaldatanı
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Sarı Çobanaldatan
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Jerdon Çobanaldatanı
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Koca Kuyruklu Çobanaldatan
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Mees Çobanaldatanı
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andaman Çobanaldatanı
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Filipin Çobanaldatanı
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Selebes Çobanaldatanı
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Diken Çobanaldatanı
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Ötücü Çobanaldatan
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Dağ Çobanaldatanı
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Hint Çobanaldatanı
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Madagaskar Çobanaldatanı
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Natal Çobanaldatanı
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Neçisar Çobanaldatanı
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Soluk Çobanaldatan
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Yıldızlı Çobanaldatan
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Savan Çobanaldatanı
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Çil Çobanaldatanı
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Bonaparte Çobanaldatanı
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Salvadori Çobanaldatanı
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Prigogine Çobanaldatanı
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Bates Çobanaldatanı
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Uzun Kuyruklu Çobanaldatan
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Elmas Kuyruklu Çobanaldatan
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Mozambik Çobanaldatanı
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Bayrak Kanatlı Çobanaldatan
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Kurdela Kanatlı Çobanaldatan
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Yağkuşu
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Kızıl Putu
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Büyük Putu
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Uzun Kuyruklu Putu
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Kuzeyli Putu
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Urutau Putusu
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,And Putusu
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Ak Kanatlı Putu
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Yazılı Kocaağız
