,IOC,Breeding Range,Order,Family,Finnish
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,ruskokurkkupyy
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,sumatranpyy
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,ruskopääpyy
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,hainaninpyy
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,taiwaninpyy
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,valkoposkipyy
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,ruskorintapyy
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,oranssiniskapyy
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,borneonpyy
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,malesianviidakkopyy
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,kirjoviidakkopyy
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,sumatranviidakkopyy
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,jaavanpyy
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,vuoriviidakkopyy
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,himalajanpyy
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,verifasaani
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,kashmirintragopaani
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,satyyritragopaani
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,burmantragopaani
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,himalajantragopaani
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,kiinantragopaani
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,lumipyy
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,metsälumipyy
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,töyhtöloistofasaani
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,loistofasaani
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,kiinanloistofasaani
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,töyhtöfasaani
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,kalkkuna
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,jukataninkalkkuna
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,pyy
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,kiinanpyy
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,riekko
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,kiiruna
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,amurinpyy
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,metso
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,siperianmetso
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,teeri
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,kaukasianteeri
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,pitkänokkapyy
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,valkovatsapyy
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,tiibetinpyy
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,peltopyy
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,partapeltopyy
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,kuparifasaani
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,kuningasfasaani
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,mikadofasaani
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,peruukkifasaani
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,burmanfasaani
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,kultafasaani
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,platinafasaani
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,fasaani
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,viherfasaani
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,harmaafasaani
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,harmaakorvafasaani
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,valkokorvafasaani
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,ruskokorvafasaani
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,sinikorvafasaani
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,annaminfasaani
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,taiwaninfasaani
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,borneonfasaani
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,teräsfasaani
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,hopeafasaani
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,punaperäfasaani
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,savufasaani
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,sumatranfasaani
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,kruunufasaani
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,harja-argusfasaani
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argusfasaani
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,kongonriikinkukko
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,riikinkukko
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,viherriikinkukko
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,viherjalkapyy
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,suomupuupyy
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,punapääpyy
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,punapyyfasaani
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,kirjopyyfasaani
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,srilankanpyyfasaani
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,palawanintäpläfasaani
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,borneontäpläfasaani
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,malesiantäpläfasaani
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,vietnamintäpläfasaani
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,hainanintäpläfasaani
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,harmaatäpläfasaani
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,vuoritäpläfasaani
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,sumatrantäpläfasaani
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,bambupyy
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,pikkubambupyy
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwan Bamboo Partridge
431,Gallus varius,OR,GALLIFORMES,Phasianidae,viherviidakkokana
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,punaviidakkokana
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,harmaaviidakkokana
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,srilankanviidakkokana
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,metsäfrankoliini
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,viirusiipifrankoliini
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,harmaafrankoliini
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,suofrankoliini
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,kiinanfrankoliini
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,mustafrankoliini
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,intianfrankoliini
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,keltapääfrankoliini
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,pensasfrankoliini
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,sudaninpensasfrankoliini
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,valkojuovafrankoliini
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,harlekiinifrankoliini
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,angolanmetsäfrankoliini
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,vuorifrankoliini
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,harmaasiipifrankoliini
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,oranjenfrankoliini
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,valkokurkkufrankoliini
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tiibetinlumikana
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altainlumikana
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kaukasianlumikana
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,kaspianlumikana
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,himalajanlumikana
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,hietikkopyy
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,aavikkopyy
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,suoviiriäinen
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,papuanviiriäinen
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,idänsiniviiriäinen
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,afrikansiniviiriäinen
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,madagaskarinpyy
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,viiriäinen
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,japaninviiriäinen
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,afrikanviiriäinen
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,aroviiriäinen
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,sänkiviiriäinen
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,kalliopyy
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,mustalakkipyy
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,punapyy
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,vuoripyy
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,kivikkopyy
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,jemeninpyy
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,tiibetinpunapyy
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,viidakkopensasviiriäinen
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,aavikkopensasviiriäinen
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,kirjopensasviiriäinen
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,assaminpensasviiriäinen
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,namibianfrankoliini
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kameruninvuorifrankoliini
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,ugandanvuorifrankoliini
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,ruskoniskafrankoliini
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,sudaninfrankoliini
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,djiboutinfrankoliini
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,angolanfrankoliini
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,guineanfrankoliini
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,juovafrankoliini
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,kenianvuorifrankoliini
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,punanokkafrankoliini
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kapinfrankoliini
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,natalinfrankoliini
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,mustatäpläfrankoliini
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,kannusfrankoliini
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,suomufrankoliini
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,keltanokkafrankoliini
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,hietikkofrankoliini
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,boranfrankoliini
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,kosteikkofrankoliini
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,keltakurkkufrankoliini
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,tansanianfrankoliini
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,punakurkkufrankoliini
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,kirjokehrääjä
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,viiksikehrääjä
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Solomons Nightjar
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,hopeakehrääjä
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,paholaiskehrääjä
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,papuankehrääjä
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,papuanvuorikehrääjä
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,malakankorvakehrääjä
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,isokorvakehrääjä
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,huivikehrääjä
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,valkovatsakehrääjä
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,pikkuhaukkakehrääjä
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,särkkäkehrääjä
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,harmaahaukkakehrääjä
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,isohaukkakehrääjä
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,sepelkehrääjä
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,andiensepelkehrääjä
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,juovapyrstökehrääjä
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,ruskohaukkakehrääjä
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,mustakehrääjä
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,kääpiökehrääjä
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,kauluskehrääjä
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,pensaikkokehrääjä
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,venezuelankehrääjä
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,pikkukehrääjä
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,roraimankehrääjä
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,munkkikehrääjä
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,sirppikehrääjä
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,vaaleakehrääjä
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,pilvikehrääjä
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi's Nightjar
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,pääskykehrääjä
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lyyrykehrääjä
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,valkopyrstökehrääjä
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,kalottikehrääjä
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,pihtipyrstökehrääjä
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,saksipyrstökehrääjä
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,laahuskehrääjä
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,kolumbiankehrääjä
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,meksikonkehrääjä
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,jukataninkehrääjä
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,täpläkehrääjä
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,horroskehrääjä
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,punakehrääjä
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,sierramadrenkehrääjä
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,belizenkehrääjä
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,silkkikehrääjä
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,sirkkakehrääjä
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,tummakehrääjä
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,ruskokehrääjä
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,ruosteniskakehrääjä
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,harmaakehrääjä
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Grey Nightjar
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau Nightjar
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,kehrääjä
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,ruskovyökehrääjä
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,rusoposkikehrääjä
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,aavikkokehrääjä
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,sindinkehrääjä
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nuubiankehrääjä
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,kultakehrääjä
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,intianpyrstökehrääjä
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,pitkäpyrstökehrääjä
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,floresinkehrääjä
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,andamaanienkehrääjä
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filippiinienkehrääjä
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,celebesinkehrääjä
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,somaliankehrääjä
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,kapinkehrääjä
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,abessiniankehrääjä
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,intiankehrääjä
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskarinkehrääjä
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,kosteikkokehrääjä
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,nechisarinkehrääjä
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,sahelinkehrääjä
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,tähtikehrääjä
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,savannikehrääjä
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,pisamakehrääjä
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,borneonkehrääjä
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,sumatrankehrääjä
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,kivunkehrääjä
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,kameruninkehrääjä
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,nauhakehrääjä
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,etelännauhakehrääjä
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,gaboninkehrääjä
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,viirikehrääjä
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,peitsikehrääjä
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,rasvakehrääjä
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,ruskopökkelökehrääjä
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,isopökkelökehrääjä
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,pyrstöpökkelökehrääjä
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,väliamerikanpökkelökehrääjä
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,harmaapökkelökehrääjä
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andienpökkelökehrääjä
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,valkopökkelökehrääjä
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,marmoripöllökehrääjä
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,papuanpöllökehrääjä
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,australianpöllökehrääjä
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,salomoninpöllökehrääjä
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,isopöllökehrääjä
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,borneonpöllökehrääjä
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,filippiinienpöllökehrääjä
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,tähtipöllökehrääjä
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,srilankanpöllökehrääjä
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,paljettipöllökehrääjä
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,vaaleapöllökehrääjä
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Bornean Frogmouth
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,jaavanpöllökehrääjä
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,pikkupöllökehrääjä
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawan Frogmouth
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,sarvipöllökehrääjä
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,sinettikehrääjä
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,pikkusinettikehrääjä
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,sundankehrääjä
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,arunkehrääjä
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,arfakinvuorikehrääjä
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,uudenkaledoniankehrääjä
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,juovakehrääjä
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,isojuovakehrääjä
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,australiankehrääjä
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,intiantöyhtökiitäjä
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,töyhtökiitäjä
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,pikkupuukiitäjä
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,isopuukiitäjä
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,koskikiitäjä
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,putouskiitäjä
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,huurreotsakiitäjä
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,nokikiitäjä
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,isonokikiitäjä
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,mustakiitäjä
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,liivikiitäjä
637,Cypseloides senex,SA,APODIFORMES,Apodidae,kuohukiitäjä
638,Streptoprocne phelpsi,SA,APODIFORMES,Apodidae,tepuikiitäjä
639,Streptoprocne rutila,"MA, SA",APODIFORMES,Apodidae,kastanjakiitäjä
640,Streptoprocne zonaris,"MA, SA, NA",APODIFORMES,Apodidae,kauluskiitäjä
641,Streptoprocne biscutata,SA,APODIFORMES,Apodidae,brasiliankiitäjä
642,Streptoprocne semicollaris,MA,APODIFORMES,Apodidae,sepelkiitäjä
643,Hydrochous gigas,OR,APODIFORMES,Apodidae,isosalangaani
644,Collocalia affinis,OR,APODIFORMES,Apodidae,Plume-toed Swiftlet
