,IOC,Breeding Range,Order,Family,Japanese
5961,Lanioturdus torquatus,AF,PASSERIFORMES,Platysteiridae,コマドリモズ
5962,Platysteira hormophora,AF,PASSERIFORMES,Platysteiridae,ニシアフリカメガネヒタキ
5963,Platysteira castanea,AF,PASSERIFORMES,Platysteiridae,メスアカメガネヒタキ
5964,Platysteira tonsa,AF,PASSERIFORMES,Platysteiridae,コシミノメガネヒタキ
5965,Platysteira laticincta,AF,PASSERIFORMES,Platysteiridae,ヨコジマメガネヒタキ
5966,Platysteira peltata,AF,PASSERIFORMES,Platysteiridae,クビワメガネヒタキ
5967,Platysteira albifrons,AF,PASSERIFORMES,Platysteiridae,クロオビメガネヒタキ
5968,Platysteira cyanea,AF,PASSERIFORMES,Platysteiridae,メガネヒタキ
5969,Platysteira concreta,AF,PASSERIFORMES,Platysteiridae,キバラメガネヒタキ
5970,Platysteira blissetti,AF,PASSERIFORMES,Platysteiridae,ホオアカメガネヒタキ
5971,Platysteira chalybea,AF,PASSERIFORMES,Platysteiridae,クロエリメガネヒタキ
5972,Platysteira jamesoni,AF,PASSERIFORMES,Platysteiridae,ヒガシホオアカメガネヒタキ
5973,Malaconotus cruentus,AF,PASSERIFORMES,Malaconotidae,クロオビオオヤブモズ
5974,Malaconotus monteiri,AF,PASSERIFORMES,Malaconotidae,アンゴラクロオビヤブモズ
5975,Malaconotus blanchoti,AF,PASSERIFORMES,Malaconotidae,オオヤブモズ
5976,Malaconotus lagdeni,AF,PASSERIFORMES,Malaconotidae,シロスジオオヤブモズ
5977,Malaconotus gladiator,AF,PASSERIFORMES,Malaconotidae,アオムネオオヤブモズ
5978,Malaconotus alius,AF,PASSERIFORMES,Malaconotidae,セグロオオヤブモズ
5979,Chlorophoneus kupeensis,AF,PASSERIFORMES,Malaconotidae,ノドジロハイイロモズ
5980,Chlorophoneus multicolor,AF,PASSERIFORMES,Malaconotidae,タショクミドリヤブモズ
5981,Chlorophoneus nigrifrons,AF,PASSERIFORMES,Malaconotidae,クロガオミドリヤブモズ
5982,Chlorophoneus olivaceus,AF,PASSERIFORMES,Malaconotidae,オリーブミドリヤブモズ
5983,Chlorophoneus bocagei,AF,PASSERIFORMES,Malaconotidae,マユジロシロハラモズ
5984,Chlorophoneus sulfureopectus,AF,PASSERIFORMES,Malaconotidae,ミドリヤブモズ
5985,Telophorus viridis,AF,PASSERIFORMES,Malaconotidae,ゴシキミドリヤブモズ
5986,Telophorus dohertyi,AF,PASSERIFORMES,Malaconotidae,アカガオミドリモズ
5987,Telophorus zeylonus,AF,PASSERIFORMES,Malaconotidae,キノドミドリヤブモズ
5988,Telophorus cruentus,AF,PASSERIFORMES,Malaconotidae,バラフヤブモズ
5989,Bocagia minuta,AF,PASSERIFORMES,Malaconotidae,ズグロヤブモズ
5990,Tchagra australis,AF,PASSERIFORMES,Malaconotidae,チャガシラヤブモズ
5991,Tchagra jamesi,AF,PASSERIFORMES,Malaconotidae,ハイイロヤブモズ
5992,Tchagra tchagra,AF,PASSERIFORMES,Malaconotidae,マユジロヤブモズ
5993,Tchagra senegalus,AF,PASSERIFORMES,Malaconotidae,チャイロヤブモズ
5994,Dryoscopus sabini,AF,PASSERIFORMES,Malaconotidae,オグロフクレヤブモズ
5995,Dryoscopus angolensis,AF,PASSERIFORMES,Malaconotidae,アカアシフクレヤブモズ
5996,Dryoscopus senegalensis,AF,PASSERIFORMES,Malaconotidae,アカメフクレヤブモズ
5997,Dryoscopus cubla,AF,PASSERIFORMES,Malaconotidae,セグロフクレヤブモズ
5998,Dryoscopus gambensis,AF,PASSERIFORMES,Malaconotidae,フクレヤブモズ
5999,Dryoscopus pringlii,AF,PASSERIFORMES,Malaconotidae,コセグロフクレヤブモズ
6000,Laniarius leucorhynchus,AF,PASSERIFORMES,Malaconotidae,テリクロナキヤブモズ
6001,Laniarius poensis,AF,PASSERIFORMES,Malaconotidae,フェルナンドポーナキヤブモズ
6002,Laniarius holomelas,AF,PASSERIFORMES,Malaconotidae,アルベルティーヌナキヤブモズ
6003,Laniarius willardi,AF,PASSERIFORMES,Malaconotidae,ウィラードナキヤブモズ
6004,Laniarius fuelleborni,AF,PASSERIFORMES,Malaconotidae,クロナキヤブモズ
6005,Laniarius funebris,AF,PASSERIFORMES,Malaconotidae,スレートナキヤブモズ
6006,Laniarius luehderi,AF,PASSERIFORMES,Malaconotidae,シロスジヤブモズ
6007,Laniarius brauni,AF,PASSERIFORMES,Malaconotidae,ブラウンヤブモズ
6008,Laniarius amboimensis,AF,PASSERIFORMES,Malaconotidae,アンゴラヤブモズ
6009,Laniarius ruficeps,AF,PASSERIFORMES,Malaconotidae,フタスジヤブモズ
6010,Laniarius nigerrimus,AF,PASSERIFORMES,Malaconotidae,ソマリアヤブモズ
6011,Laniarius aethiopicus,AF,PASSERIFORMES,Malaconotidae,エチオピアヤブモズ
6012,Laniarius major,AF,PASSERIFORMES,Malaconotidae,スズゴエヤブモズ
6013,Laniarius sublacteus,AF,PASSERIFORMES,Malaconotidae,ザンジバルヤブモズ
6014,Laniarius ferrugineus,AF,PASSERIFORMES,Malaconotidae,セグロヤブモズ
6015,Laniarius bicolor,AF,PASSERIFORMES,Malaconotidae,フタイロヤブモズ
6016,Laniarius turatii,AF,PASSERIFORMES,Malaconotidae,ニシヤブモズ
6017,Laniarius barbarus,AF,PASSERIFORMES,Malaconotidae,アカハラヤブモズ
6018,Laniarius mufumbiri,AF,PASSERIFORMES,Malaconotidae,アカハラセグロヤブモズ
6019,Laniarius erythrogaster,AF,PASSERIFORMES,Malaconotidae,アカクロヤブモズ
6020,Laniarius atrococcineus,AF,PASSERIFORMES,Malaconotidae,ハジロアカハラヤブモズ
6021,Laniarius atroflavus,AF,PASSERIFORMES,Malaconotidae,キバラセグロヤブモズ
6022,Nilaus afer,AF,PASSERIFORMES,Malaconotidae,ヒメヤブモズ
6023,Machaerirhynchus flaviventer,AU,PASSERIFORMES,Machaerirhynchidae,キムネハシビロヒタキ
6024,Machaerirhynchus nigripectus,AU,PASSERIFORMES,Machaerirhynchidae,ムナグロハシビロヒタキ
6025,Calicalicus madagascariensis,AF,PASSERIFORMES,Vangidae,アカオオオハシモズ
6026,Calicalicus rufocarpalis,AF,PASSERIFORMES,Vangidae,カタアカオオハシモズ
6027,Vanga curvirostris,AF,PASSERIFORMES,Vangidae,カギハシオオハシモズ
6028,Oriolia bernieri,AF,PASSERIFORMES,Vangidae,クロマダガスカルモズ
6029,Xenopirostris xenopirostris,AF,PASSERIFORMES,Vangidae,クロアゴハシボソオオハシモズ
6030,Xenopirostris damii,AF,PASSERIFORMES,Vangidae,シロノドハシボソオオハシモズ
6031,Xenopirostris polleni,AF,PASSERIFORMES,Vangidae,クロノドハシボソオオハシモズ
6032,Falculea palliata,AF,PASSERIFORMES,Vangidae,ハシナガオオハシモズ
6033,Artamella viridis,AF,PASSERIFORMES,Vangidae,シロガシラオオハシモズ
6034,Leptopterus chabert,AF,PASSERIFORMES,Vangidae,チェバートオオハシモズ
6035,Cyanolanius comorensis,AF,PASSERIFORMES,Vangidae,Comoro Blue Vanga
6036,Cyanolanius madagascarinus,AF,PASSERIFORMES,Vangidae,ルリイロマダガスカルモズ
6037,Schetba rufa,AF,PASSERIFORMES,Vangidae,アカオオハシモズ
6038,Euryceros prevostii,AF,PASSERIFORMES,Vangidae,ヘルメットモズ
6039,Tylas eduardi,AF,PASSERIFORMES,Vangidae,マダガスカルヒヨドリ
6040,Hypositta corallirostris,AF,PASSERIFORMES,Vangidae,ベニバシゴジュウカラモズ
6041,Newtonia amphichroa,AF,PASSERIFORMES,Vangidae,ホオアカニュートンヒタキ
6042,Newtonia brunneicauda,AF,PASSERIFORMES,Vangidae,ニュートンヒタキ
6043,Newtonia archboldi,AF,PASSERIFORMES,Vangidae,キバラニュートンヒタキ
6044,Newtonia fanovanae,AF,PASSERIFORMES,Vangidae,ノドジロニュートンヒタキ
6045,Pseudobias wardi,AF,PASSERIFORMES,Vangidae,マダガスカルタンビヒタキ
6046,Mystacornis crossleyi,AF,PASSERIFORMES,Vangidae,ハシナガマダガスカルチメドリ
6047,Prionops plumatus,AF,PASSERIFORMES,Vangidae,エボシメガネモズ
6048,Prionops poliolophus,AF,PASSERIFORMES,Vangidae,ハイガシラメガネモズ
6049,Prionops alberti,AF,PASSERIFORMES,Vangidae,キンカンメガネモズ
6050,Prionops caniceps,AF,PASSERIFORMES,Vangidae,アカハシメガネモズ
6051,Prionops rufiventris,AF,PASSERIFORMES,Vangidae,アカハラメガネモズ
6052,Prionops retzii,AF,PASSERIFORMES,Vangidae,アカメメガネモズ
6053,Prionops gabela,AF,PASSERIFORMES,Vangidae,ハイイロメガネモズ
6054,Prionops scopifrons,AF,PASSERIFORMES,Vangidae,クリビタイメガネモズ
6055,Hemipus picatus,OR,PASSERIFORMES,Vangidae,ヒタキサンショウクイ
6056,Hemipus hirundinaceus,OR,PASSERIFORMES,Vangidae,ハグロヒタキサンショウクイ
6057,Tephrodornis virgatus,OR,PASSERIFORMES,Vangidae,オオモズサンショウクイ
6058,Tephrodornis sylvicola,OR,PASSERIFORMES,Vangidae,マラバーモズサンショウクイ
6059,Tephrodornis pondicerianus,OR,PASSERIFORMES,Vangidae,モズサンショウクイ
6060,Tephrodornis affinis,OR,PASSERIFORMES,Vangidae,スリランカサンショウクイ
6061,Philentoma pyrhoptera,OR,PASSERIFORMES,Vangidae,チャバネアカメヒタキ
6062,Philentoma velata,OR,PASSERIFORMES,Vangidae,クリムネアカメヒタキ
6063,Megabyas flammulatus,AF,PASSERIFORMES,Vangidae,タンビヒタキ
6064,Bias musicus,AF,PASSERIFORMES,Vangidae,カンムリタンビヒタキ
6065,Pityriasis gymnocephala,OR,PASSERIFORMES,Pityriasidae,ブタゲモズ
6066,Artamus fuscus,OR,PASSERIFORMES,Artamidae,ハイイロモリツバメ
6067,Artamus leucorynchus,"AU, OR",PASSERIFORMES,Artamidae,モリツバメ
6068,Artamus mentalis,PO,PASSERIFORMES,Artamidae,フィジーモリツバメ
6069,Artamus monachus,AU,PASSERIFORMES,Artamidae,セレベスモリツバメ
6070,Artamus maximus,AU,PASSERIFORMES,Artamidae,パプアモリツバメ
6071,Artamus insignis,AU,PASSERIFORMES,Artamidae,ビスマルクモリツバメ
6072,Artamus personatus,AU,PASSERIFORMES,Artamidae,ホオグロモリツバメ
6073,Artamus superciliosus,AU,PASSERIFORMES,Artamidae,マミジロモリツバメ
6074,Artamus cinereus,AU,PASSERIFORMES,Artamidae,カオグロモリツバメ
6075,Artamus cyanopterus,AU,PASSERIFORMES,Artamidae,ウスズミモリツバメ
6076,Artamus minor,AU,PASSERIFORMES,Artamidae,ヒメモリツバメ
6077,Peltops blainvillii,AU,PASSERIFORMES,Artamidae,セジロヒタキ
6078,Peltops montanus,AU,PASSERIFORMES,Artamidae,ヤマセジロヒタキ
6079,Melloria quoyi,AU,PASSERIFORMES,Artamidae,クロモズガラス
6080,Gymnorhina tibicen,AU,PASSERIFORMES,Artamidae,カササギフエガラス
6081,Cracticus torquatus,AU,PASSERIFORMES,Artamidae,ハイイロモズガラス
6082,Cracticus argenteus,AU,PASSERIFORMES,Artamidae,ギンイロモズガラス
6083,Cracticus mentalis,AU,PASSERIFORMES,Artamidae,セグロモズガラス
6084,Cracticus nigrogularis,AU,PASSERIFORMES,Artamidae,ノドグロモズガラス
6085,Cracticus cassicus,AU,PASSERIFORMES,Artamidae,ズグロモズガラス
6086,Cracticus louisiadensis,AU,PASSERIFORMES,Artamidae,コシジロモズガラス
6087,Strepera graculina,AU,PASSERIFORMES,Artamidae,フエガラス
6088,Strepera fuliginosa,AU,PASSERIFORMES,Artamidae,クロフエガラス
6089,Strepera versicolor,AU,PASSERIFORMES,Artamidae,ハイイロフエガラス
6090,Rhagologus leucostigma,AU,PASSERIFORMES,Rhagologidae,フイリモズヒタキ
6091,Aegithina tiphia,OR,PASSERIFORMES,Aegithinidae,ヒメコノハドリ
6092,Aegithina nigrolutea,OR,PASSERIFORMES,Aegithinidae,ズグロヒメコノハドリ
6093,Aegithina viridissima,OR,PASSERIFORMES,Aegithinidae,ミドリヒメコノハドリ
6094,Aegithina lafresnayei,OR,PASSERIFORMES,Aegithinidae,オオヒメコノハドリ
6095,Pericrocotus erythropygius,OR,PASSERIFORMES,Campephagidae,シロハラサンショウクイ
6096,Pericrocotus albifrons,OR,PASSERIFORMES,Campephagidae,インドベニサンショウクイ
6097,Pericrocotus igneus,OR,PASSERIFORMES,Campephagidae,コベニサンショウクイ
6098,Pericrocotus cinnamomeus,OR,PASSERIFORMES,Campephagidae,コサンショウクイ
6099,Pericrocotus solaris,OR,PASSERIFORMES,Campephagidae,ベニサンショウクイ
6100,Pericrocotus miniatus,OR,PASSERIFORMES,Campephagidae,スンダベニサンショウクイ
6101,Pericrocotus brevirostris,OR,PASSERIFORMES,Campephagidae,コバシベニサンショウクイ
6102,Pericrocotus lansbergei,AU,PASSERIFORMES,Campephagidae,フロレスサンショウクイ
6103,Pericrocotus ethologus,OR,PASSERIFORMES,Campephagidae,オナガベニサンショウクイ
6104,Pericrocotus flammeus,OR,PASSERIFORMES,Campephagidae,ヒイロサンショウクイ
6105,Pericrocotus speciosus,OR,PASSERIFORMES,Campephagidae,シュイロサンショウクイ
6106,Pericrocotus divaricatus,PAL,PASSERIFORMES,Campephagidae,サンショウクイ
6107,Pericrocotus tegimae,PAL,PASSERIFORMES,Campephagidae,リュウキュウサンショウクイ
6108,Pericrocotus cantonensis,PAL,PASSERIFORMES,Campephagidae,チャイロサンショウクイ
6109,Pericrocotus roseus,OR,PASSERIFORMES,Campephagidae,モモイロサンショウクイ
6110,Ceblepyris cinereus,AF,PASSERIFORMES,Campephagidae,マダガスカルオオサンショウクイ
6111,Ceblepyris cucullatus,AF,PASSERIFORMES,Campephagidae,コモロオオサンショウクイ
6112,Ceblepyris graueri,AF,PASSERIFORMES,Campephagidae,コムナジロオオサンショウクイ
6113,Ceblepyris pectoralis,AF,PASSERIFORMES,Campephagidae,ムナジロオオサンショウクイ
6114,Ceblepyris caesius,AF,PASSERIFORMES,Campephagidae,ハイイロオオサンショウクイ
6115,Coracina caeruleogrisea,AU,PASSERIFORMES,Campephagidae,ハシブトオニサンショウクイ
6116,Coracina longicauda,AU,PASSERIFORMES,Campephagidae,ズキンオニサンショウクイ
6117,Coracina temminckii,AU,PASSERIFORMES,Campephagidae,セレベスオオサンショウクイ
6118,Coracina bicolor,AU,PASSERIFORMES,Campephagidae,シロハラオオサンショウクイ
6119,Coracina maxima,AU,PASSERIFORMES,Campephagidae,ジサンショウクイ
6120,Coracina lineata,AU,PASSERIFORMES,Campephagidae,ヨコジマカッコウサンショウクイ
6121,Coracina novaehollandiae,AU,PASSERIFORMES,Campephagidae,オーストラリアオニサンショウクイ
6122,Coracina boyeri,AU,PASSERIFORMES,Campephagidae,ノドグロオオサンショウクイ
6123,Coracina fortis,AU,PASSERIFORMES,Campephagidae,ブルオニサンショウクイ
6124,Coracina personata,AU,PASSERIFORMES,Campephagidae,ウォーレスサンショウクイ
6125,Coracina welchmani,AU,PASSERIFORMES,Campephagidae,キタメラネシアオニサンショウクイ
6126,Coracina caledonica,AU,PASSERIFORMES,Campephagidae,メラネシアオニサンショウクイ
6127,Coracina striata,OR,PASSERIFORMES,Campephagidae,カッコウサンショウクイ
6128,Coracina javensis,OR,PASSERIFORMES,Campephagidae,ジャワオニサンショウクイ
6129,Coracina macei,OR,PASSERIFORMES,Campephagidae,オオオニサンショウクイ
6130,Coracina dobsoni,OR,PASSERIFORMES,Campephagidae,アンダマンオオサンショウクイ
6131,Coracina schistacea,AU,PASSERIFORMES,Campephagidae,スーラオニサンショウクイ
6132,Coracina leucopygia,AU,PASSERIFORMES,Campephagidae,コシジロオオサンショウクイ
6133,Coracina larvata,OR,PASSERIFORMES,Campephagidae,カオグロオオサンショウクイ
6134,Coracina papuensis,AU,PASSERIFORMES,Campephagidae,パプアオオサンショウクイ
6135,Coracina ingens,AU,PASSERIFORMES,Campephagidae,マヌスオニサンショウクイ
6136,Coracina atriceps,AU,PASSERIFORMES,Campephagidae,モルッカオニサンショウクイ
6137,Campephaga flava,AF,PASSERIFORMES,Campephagidae,アフリカクロサンショウクイ
6138,Campephaga phoenicea,AF,PASSERIFORMES,Campephagidae,クロサンショウクイ
6139,Campephaga petiti,AF,PASSERIFORMES,Campephagidae,コンゴクロサンショウクイ
6140,Campephaga quiscalina,AF,PASSERIFORMES,Campephagidae,テリサンショウクイ
6141,Lobotos lobatus,AF,PASSERIFORMES,Campephagidae,ホオダレサンショウクイ
6142,Lobotos oriolinus,AF,PASSERIFORMES,Campephagidae,ヒガシホオダレサンショウクイ
6143,Campochaera sloetii,AU,PASSERIFORMES,Campephagidae,オレンジサンショウクイ
6144,Malindangia mcgregori,OR,PASSERIFORMES,Campephagidae,ミンダナオオオサンショウクイ
6145,Edolisoma anale,AU,PASSERIFORMES,Campephagidae,カレドニアオオサンショウクイ
6146,Edolisoma ostentum,OR,PASSERIFORMES,Campephagidae,ハジロオオサンショウクイ
6147,Edolisoma coerulescens,OR,PASSERIFORMES,Campephagidae,フィリピンオオサンショウクイ
6148,Edolisoma montanum,AU,PASSERIFORMES,Campephagidae,クロハラオオサンショウクイ
6149,Edolisoma dohertyi,AU,PASSERIFORMES,Campephagidae,スンバオオサンショウクイ
6150,Edolisoma dispar,AU,PASSERIFORMES,Campephagidae,カイサンショウクイ
6151,Edolisoma schisticeps,AU,PASSERIFORMES,Campephagidae,ホオグロオオサンショウクイ
6152,Edolisoma ceramense,AU,PASSERIFORMES,Campephagidae,ウスズミオオサンショウクイ
6153,Edolisoma mindanense,OR,PASSERIFORMES,Campephagidae,クロムネオオサンショウクイ
6154,Edolisoma salomonis,AU,PASSERIFORMES,Campephagidae,ソロモンセミサンショウクイ
6155,Edolisoma holopolium,AU,PASSERIFORMES,Campephagidae,ソロモンオオサンショウクイ
6156,Edolisoma morio,AU,PASSERIFORMES,Campephagidae,ネズミオオサンショウクイ
6157,Edolisoma incertum,AU,PASSERIFORMES,Campephagidae,カタグロオオサンショウクイ
6158,Edolisoma remotum,AU,PASSERIFORMES,Campephagidae,ハイガシラセミサンショウクイ
6159,Edolisoma sula,AU,PASSERIFORMES,Campephagidae,スラサンショウクイ
6160,Edolisoma tenuirostre,AU,PASSERIFORMES,Campephagidae,セミサンショウクイ
6161,Edolisoma admiralitatis,AU,PASSERIFORMES,Campephagidae,マヌスオオサンショウクイ
6162,Edolisoma monacha,PO,PASSERIFORMES,Campephagidae,パラウセミサンショウクイ
6163,Edolisoma nesiotis,PO,PASSERIFORMES,Campephagidae,Yap Cicadabird
6164,Edolisoma insperatum,PO,PASSERIFORMES,Campephagidae,Pohnpei Cicadabird
6165,Edolisoma melas,AU,PASSERIFORMES,Campephagidae,クロオオサンショウクイ
6166,Edolisoma parvulum,AU,PASSERIFORMES,Campephagidae,ハルマヘラオオサンショウクイ
6167,Celebesica abbotti,AU,PASSERIFORMES,Campephagidae,ミヤマオオサンショウクイ
6168,Cyanograucalus azureus,AF,PASSERIFORMES,Campephagidae,ルリオオサンショウクイ
6169,Lalage maculosa,"AU, PO",PASSERIFORMES,Campephagidae,ポリネシアナキサンショウクイ
6170,Lalage sharpei,PO,PASSERIFORMES,Campephagidae,サモアナキサンショウクイ
6171,Lalage sueurii,"OR, AU",PASSERIFORMES,Campephagidae,ハジロナキサンショウクイ
6172,Lalage leucopyga,AU,PASSERIFORMES,Campephagidae,オナガナキサンショウクイ
6173,Lalage tricolor,AU,PASSERIFORMES,Campephagidae,ミイロサンショウクイ
6174,Lalage aurea,AU,PASSERIFORMES,Campephagidae,モルッカナキサンショウクイ
6175,Lalage atrovirens,AU,PASSERIFORMES,Campephagidae,マユグロナキサンショウクイ
6176,Lalage leucoptera,AU,PASSERIFORMES,Campephagidae,Biak Triller
6177,Lalage moesta,AU,PASSERIFORMES,Campephagidae,マミジロサンショウクイ
6178,Lalage leucomela,AU,PASSERIFORMES,Campephagidae,マミジロナキサンショウクイ
6179,Lalage conjuncta,AU,PASSERIFORMES,Campephagidae,ビスマルクナキサンショウクイ
6180,Lalage melanoleuca,OR,PASSERIFORMES,Campephagidae,オニナキサンショウクイ
6181,Lalage nigra,OR,PASSERIFORMES,Campephagidae,マダラナキサンショウクイ
6182,Lalage leucopygialis,AU,PASSERIFORMES,Campephagidae,コシジロナキサンショウクイ
6183,Lalage melaschistos,OR,PASSERIFORMES,Campephagidae,アサクラサンショウクイ
6184,Lalage melanoptera,OR,PASSERIFORMES,Campephagidae,ズグロアサクラサンショウクイ
6185,Lalage polioptera,OR,PASSERIFORMES,Campephagidae,ハイイロアサクラサンショウクイ
6186,Lalage fimbriata,OR,PASSERIFORMES,Campephagidae,コアサクラサンショウクイ
6187,Lalage typica,IO,PASSERIFORMES,Campephagidae,モーリシャスオオサンショウクイ
