,IOC,Breeding Range,Order,Family,Catalan
1863,Vanellus malabaricus,OR,CHARADRIIFORMES,Charadriidae,fredeluga de l'Índia
1864,Vanellus albiceps,AF,CHARADRIIFORMES,Charadriidae,fredeluga de capell blanc
1865,Vanellus lugubris,AF,CHARADRIIFORMES,Charadriidae,fredeluga lúgubre
1866,Vanellus melanopterus,AF,CHARADRIIFORMES,Charadriidae,fredeluga alanegra
1867,Vanellus coronatus,AF,CHARADRIIFORMES,Charadriidae,fredeluga coronada
1868,Vanellus senegallus,AF,CHARADRIIFORMES,Charadriidae,fredeluga del Senegal
1869,Vanellus melanocephalus,AF,CHARADRIIFORMES,Charadriidae,fredeluga d'Etiòpia
1870,Vanellus superciliosus,AF,CHARADRIIFORMES,Charadriidae,fredeluga de pit rogenc
1871,Vanellus cinereus,PAL,CHARADRIIFORMES,Charadriidae,fredeluga capgrisa
1872,Vanellus indicus,OR,CHARADRIIFORMES,Charadriidae,fredeluga de màscara roja
1873,Vanellus tricolor,AU,CHARADRIIFORMES,Charadriidae,fredeluga tricolor
1874,Vanellus miles,AU,CHARADRIIFORMES,Charadriidae,fredeluga emmascarada septentrional
1875,Vanellus gregarius,PAL,CHARADRIIFORMES,Charadriidae,fredeluga gregària
1876,Vanellus leucurus,PAL,CHARADRIIFORMES,Charadriidae,fredeluga cuablanca
1877,Vanellus chilensis,"MA, SA",CHARADRIIFORMES,Charadriidae,fredeluga de Xile
1878,Vanellus resplendens,SA,CHARADRIIFORMES,Charadriidae,fredeluga dels Andes
1879,Erythrogonys cinctus,AU,CHARADRIIFORMES,Charadriidae,corriol pitnegre
1880,Peltohyas australis,AU,CHARADRIIFORMES,Charadriidae,corriol australià
1881,Anarhynchus frontalis,AU,CHARADRIIFORMES,Charadriidae,corriol bectort
1882,Pluvialis apricaria,PAL,CHARADRIIFORMES,Charadriidae,daurada grossa
1883,Pluvialis fulva,PAL,CHARADRIIFORMES,Charadriidae,daurada del Pacífic
1884,Pluvialis squatarola,"NA, PAL",CHARADRIIFORMES,Charadriidae,pigre gris
1885,Charadrius obscurus,AU,CHARADRIIFORMES,Charadriidae,corriol maori de l'illa Sud
1886,Charadrius hiaticula,PAL,CHARADRIIFORMES,Charadriidae,corriol anellat gros
1887,Charadrius placidus,PAL,CHARADRIIFORMES,Charadriidae,corriol becllarg
1888,Charadrius dubius,"PAL, OR",CHARADRIIFORMES,Charadriidae,corriol anellat petit
1889,Charadrius wilsonia,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,corriol de Wilson
1890,Charadrius vociferus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,corriol cua-roig
1891,Charadrius thoracicus,AF,CHARADRIIFORMES,Charadriidae,corriol de Madagascar
1892,Charadrius pecuarius,AF,CHARADRIIFORMES,Charadriidae,corriol pecuari
1893,Charadrius sanctaehelenae,AO,CHARADRIIFORMES,Charadriidae,corriol de l'illa Santa Helena
1894,Charadrius tricollaris,AF,CHARADRIIFORMES,Charadriidae,corriol tricollar africà
1895,Charadrius forbesi,AF,CHARADRIIFORMES,Charadriidae,corriol de Forbes
1896,Charadrius marginatus,AF,CHARADRIIFORMES,Charadriidae,corriol de front blanc
1897,Charadrius alexandrinus,"PAL, AF, OR",CHARADRIIFORMES,Charadriidae,corriol camanegre
1898,Charadrius dealbatus,OR,CHARADRIIFORMES,Charadriidae,White-faced Plover
1899,Charadrius nivosus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,corriol nevat
1900,Charadrius javanicus,OR,CHARADRIIFORMES,Charadriidae,corriol de Java
1901,Charadrius ruficapillus,AU,CHARADRIIFORMES,Charadriidae,corriol cap-roig
1902,Charadrius peronii,OR,CHARADRIIFORMES,Charadriidae,corriol de Malàisia
1903,Charadrius pallidus,AF,CHARADRIIFORMES,Charadriidae,corriol pàl·lid
1904,Charadrius collaris,"MA, SA",CHARADRIIFORMES,Charadriidae,corriol d'Azara
1905,Charadrius alticola,SA,CHARADRIIFORMES,Charadriidae,corriol de la Puna
1906,Charadrius falklandicus,SA,CHARADRIIFORMES,Charadriidae,corriol de les Malvines
1907,Charadrius bicinctus,AU,CHARADRIIFORMES,Charadriidae,corriol bicollar
1908,Charadrius leschenaultii,PAL,CHARADRIIFORMES,Charadriidae,corriol de Leschnault
1909,Charadrius mongolus,PAL,CHARADRIIFORMES,Charadriidae,corriol mongol
1910,Charadrius atrifrons,PAL,CHARADRIIFORMES,Charadriidae,Tibetan Sand Plover
1911,Charadrius asiaticus,PAL,CHARADRIIFORMES,Charadriidae,corriol asiàtic
1912,Charadrius veredus,PAL,CHARADRIIFORMES,Charadriidae,corriol oriental
1913,Charadrius morinellus,PAL,CHARADRIIFORMES,Charadriidae,corriol pit-roig
1914,Charadrius modestus,SA,CHARADRIIFORMES,Charadriidae,corriol caragrís
1915,Thinornis cucullatus,AU,CHARADRIIFORMES,Charadriidae,corriol capnegre
1916,Thinornis novaeseelandiae,AU,CHARADRIIFORMES,Charadriidae,corriol de l'illa Raratinga
1917,Elseyornis melanops,AU,CHARADRIIFORMES,Charadriidae,corriol de front negre
1918,Oreopholus ruficollis,SA,CHARADRIIFORMES,Charadriidae,corriol gola-rogenc
1919,Phegornis mitchellii,SA,CHARADRIIFORMES,Charadriidae,corriol dels Andes
1920,Hoploxypterus cayanus,SA,CHARADRIIFORMES,Charadriidae,fredeluga petita
1921,Pluvianus aegyptius,AF,CHARADRIIFORMES,Pluvianidae,plvial egipci
1922,Rostratula benghalensis,"AF, OR",CHARADRIIFORMES,Rostratulidae,becadell pintat pàl·lid
1923,Rostratula australis,AU,CHARADRIIFORMES,Rostratulidae,becadell pintat australià
1924,Nycticryphes semicollaris,SA,CHARADRIIFORMES,Rostratulidae,becadell pintat fosc
1925,Microparra capensis,AF,CHARADRIIFORMES,Jacanidae,jacana menut
1926,Actophilornis africanus,AF,CHARADRIIFORMES,Jacanidae,jacana africà
1927,Actophilornis albinucha,AF,CHARADRIIFORMES,Jacanidae,jacana de Madagascar
1928,Irediparra gallinacea,AU,CHARADRIIFORMES,Jacanidae,jacana australià
1929,Hydrophasianus chirurgus,OR,CHARADRIIFORMES,Jacanidae,jacana cua de faisà
1930,Metopidius indicus,OR,CHARADRIIFORMES,Jacanidae,jacana bronzat
1931,Jacana spinosa,MA,CHARADRIIFORMES,Jacanidae,jacana del Carib
1932,Jacana jacana,SA,CHARADRIIFORMES,Jacanidae,jacana sud-americà
1933,Pedionomus torquatus,AU,CHARADRIIFORMES,Pedionomidae,rodamón de les planes
1934,Attagis gayi,SA,CHARADRIIFORMES,Thinocoridae,tinocor rogenc
1935,Attagis malouinus,SA,CHARADRIIFORMES,Thinocoridae,tinocor de Bodaert
1936,Thinocorus orbignyianus,SA,CHARADRIIFORMES,Thinocoridae,tincor pitgrís
1937,Thinocorus rumicivorus,SA,CHARADRIIFORMES,Thinocoridae,tinocor menut
1938,Numenius phaeopus,PAL,CHARADRIIFORMES,Scolopacidae,polit cantaire
1939,Numenius minutus,PAL,CHARADRIIFORMES,Scolopacidae,polit menut
1940,Numenius madagascariensis,PAL,CHARADRIIFORMES,Scolopacidae,becut siberià
1941,Numenius tenuirostris,PAL,CHARADRIIFORMES,Scolopacidae,polit becfí
1942,Numenius arquata,PAL,CHARADRIIFORMES,Scolopacidae,becut eurasiàtic
1943,Limosa lapponica,PAL,CHARADRIIFORMES,Scolopacidae,tètol cuabarrat
1944,Limosa limosa,PAL,CHARADRIIFORMES,Scolopacidae,tètol cuanegre
1945,Arenaria interpres,"NA, PAL",CHARADRIIFORMES,Scolopacidae,remena-rocs comú
1946,Prosobonia parvirostris,PO,CHARADRIIFORMES,Scolopacidae,xivita de les illes Tuamotu
1947,Calidris tenuirostris,PAL,CHARADRIIFORMES,Scolopacidae,territ siberià
1948,Calidris canutus,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ gros
1949,Calidris pugnax,PAL,CHARADRIIFORMES,Scolopacidae,batallaire
1950,Calidris falcinellus,PAL,CHARADRIIFORMES,Scolopacidae,territ becadell
1951,Calidris acuminata,PAL,CHARADRIIFORMES,Scolopacidae,territ acuminat
1952,Calidris ferruginea,PAL,CHARADRIIFORMES,Scolopacidae,territ becllarg
1953,Calidris temminckii,PAL,CHARADRIIFORMES,Scolopacidae,territ de Temminck
1954,Calidris subminuta,PAL,CHARADRIIFORMES,Scolopacidae,territ menut siberià
1955,Calidris pygmaea,PAL,CHARADRIIFORMES,Scolopacidae,territ becplaner
1956,Calidris ruficollis,PAL,CHARADRIIFORMES,Scolopacidae,territ de gola roja
1957,Calidris alba,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ de tres dits
1958,Calidris alpina,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ variant
1959,Calidris ptilocnemis,"PAL, NA",CHARADRIIFORMES,Scolopacidae,territ roquer
1960,Calidris maritima,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ fosc
1961,Calidris bairdii,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ de Baird
1962,Calidris minuta,PAL,CHARADRIIFORMES,Scolopacidae,territ menut comú
1963,Calidris subruficollis,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ rogenc
1964,Calidris melanotos,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ pectoral
1965,Calidris pusilla,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ semipalmat
1966,Calidris mauri,"NA, PAL",CHARADRIIFORMES,Scolopacidae,territ d'Alaska
1967,Limnodromus semipalmatus,PAL,CHARADRIIFORMES,Scolopacidae,tetolet asiàtic
1968,Limnodromus scolopaceus,"PAL, NA",CHARADRIIFORMES,Scolopacidae,tetolet becllarg
1969,Scolopax rusticola,PAL,CHARADRIIFORMES,Scolopacidae,becada eurasiàtica
1970,Scolopax mira,PAL,CHARADRIIFORMES,Scolopacidae,becada de les illes Amami
1971,Scolopax saturata,OR,CHARADRIIFORMES,Scolopacidae,becada de Java
1972,Scolopax rosenbergii,AU,CHARADRIIFORMES,Scolopacidae,becada de Nova Guinea
1973,Scolopax bukidnonensis,OR,CHARADRIIFORMES,Scolopacidae,becada de les Filipines
1974,Scolopax celebensis,AU,CHARADRIIFORMES,Scolopacidae,becada de Sulawesi
1975,Scolopax rochussenii,AU,CHARADRIIFORMES,Scolopacidae,becada de les Moluques
1976,Coenocorypha pusilla,AU,CHARADRIIFORMES,Scolopacidae,becada de les illes Chatham
1977,Coenocorypha huegeli,AU,CHARADRIIFORMES,Scolopacidae,becada de les illes Snares
1978,Coenocorypha aucklandica,AU,CHARADRIIFORMES,Scolopacidae,becada de les illes Auckland
1979,Lymnocryptes minimus,PAL,CHARADRIIFORMES,Scolopacidae,becadell sord
1980,Gallinago solitaria,PAL,CHARADRIIFORMES,Scolopacidae,becadell solitari
1981,Gallinago hardwickii,PAL,CHARADRIIFORMES,Scolopacidae,becadell del Japó
1982,Gallinago nemoricola,OR,CHARADRIIFORMES,Scolopacidae,becadell de l'Himàlaia
1983,Gallinago stenura,PAL,CHARADRIIFORMES,Scolopacidae,becadell cuapunxegut
1984,Gallinago megala,PAL,CHARADRIIFORMES,Scolopacidae,becadell de Swinhoe
1985,Gallinago nigripennis,AF,CHARADRIIFORMES,Scolopacidae,becadell africà
1986,Gallinago macrodactyla,AF,CHARADRIIFORMES,Scolopacidae,becadell de Madagascar
1987,Gallinago media,PAL,CHARADRIIFORMES,Scolopacidae,becadell reial
1988,Gallinago gallinago,PAL,CHARADRIIFORMES,Scolopacidae,becadell comú
1989,Gallinago paraguaiae,SA,CHARADRIIFORMES,Scolopacidae,becadell sud-americà
1990,Gallinago magellanica,SA,CHARADRIIFORMES,Scolopacidae,Magellanic Snipe
1991,Gallinago andina,SA,CHARADRIIFORMES,Scolopacidae,becadell de la Puna
1992,Gallinago nobilis,SA,CHARADRIIFORMES,Scolopacidae,becadell noble
1993,Gallinago undulata,SA,CHARADRIIFORMES,Scolopacidae,becadell gegant
1994,Gallinago stricklandii,SA,CHARADRIIFORMES,Scolopacidae,becadell de la Terra del Foc
1995,Gallinago jamesoni,SA,CHARADRIIFORMES,Scolopacidae,becadell dels Andes
1996,Gallinago imperialis,SA,CHARADRIIFORMES,Scolopacidae,becadell imperial
1997,Xenus cinereus,PAL,CHARADRIIFORMES,Scolopacidae,siseta cendrosa
1998,Phalaropus lobatus,"NA, PAL",CHARADRIIFORMES,Scolopacidae,escuraflascons becfí
1999,Phalaropus fulicarius,"NA, PAL",CHARADRIIFORMES,Scolopacidae,escuraflascons becgròs
2000,Actitis hypoleucos,PAL,CHARADRIIFORMES,Scolopacidae,xivitona comuna
2001,Tringa ochropus,PAL,CHARADRIIFORMES,Scolopacidae,xivita comuna
2002,Tringa incana,"PAL, NA",CHARADRIIFORMES,Scolopacidae,xivita erràtica
2003,Tringa brevipes,PAL,CHARADRIIFORMES,Scolopacidae,xivita siberiana
2004,Tringa totanus,PAL,CHARADRIIFORMES,Scolopacidae,gamba roja comuna
2005,Tringa stagnatilis,PAL,CHARADRIIFORMES,Scolopacidae,siseta comuna
2006,Tringa glareola,PAL,CHARADRIIFORMES,Scolopacidae,valona
2007,Tringa erythropus,PAL,CHARADRIIFORMES,Scolopacidae,gamba roja pintada
2008,Tringa nebularia,PAL,CHARADRIIFORMES,Scolopacidae,gamba verda
2009,Tringa guttifer,PAL,CHARADRIIFORMES,Scolopacidae,gamba de Nordmann
2010,Dromas ardeola,"AF, IO",CHARADRIIFORMES,Dromadidae,dromes
2011,Cursorius cursor,"PAL, AF",CHARADRIIFORMES,Glareolidae,corredor cremós
2012,Cursorius somalensis,AF,CHARADRIIFORMES,Glareolidae,corredor de Somàlia
2013,Cursorius rufus,AF,CHARADRIIFORMES,Glareolidae,corredor de Burchell
2014,Cursorius temminckii,AF,CHARADRIIFORMES,Glareolidae,corredor de Temminck
2015,Cursorius coromandelicus,OR,CHARADRIIFORMES,Glareolidae,corredor de l'Índia
2016,Rhinoptilus africanus,AF,CHARADRIIFORMES,Glareolidae,corredor de dues bandes
2017,Rhinoptilus cinctus,AF,CHARADRIIFORMES,Glareolidae,corredor de tres bandes
2018,Rhinoptilus chalcopterus,AF,CHARADRIIFORMES,Glareolidae,corredor d'ales bronzades
2019,Rhinoptilus bitorquatus,OR,CHARADRIIFORMES,Glareolidae,corredor de Jerdon
2020,Stiltia isabella,AU,CHARADRIIFORMES,Glareolidae,perdiu de mar australiana
2021,Glareola pratincola,"AF, PAL",CHARADRIIFORMES,Glareolidae,perdiu de mar europea
2022,Glareola maldivarum,"PAL, OR",CHARADRIIFORMES,Glareolidae,perdiu de mar oriental
2023,Glareola nordmanni,PAL,CHARADRIIFORMES,Glareolidae,perdiu de mar alanegra
2024,Glareola ocularis,AF,CHARADRIIFORMES,Glareolidae,perdiu de mar de Madagascar
2025,Glareola nuchalis,AF,CHARADRIIFORMES,Glareolidae,perdiu de mar fumada
2026,Glareola cinerea,AF,CHARADRIIFORMES,Glareolidae,perdiu de mar grisa
2027,Glareola lactea,OR,CHARADRIIFORMES,Glareolidae,perdiu de mar menuda
2028,Anous stolidus,TrO,CHARADRIIFORMES,Laridae,nodi gros
2029,Anous tenuirostris,IO,CHARADRIIFORMES,Laridae,nodi becfí
2030,Anous minutus,"PO, AO",CHARADRIIFORMES,Laridae,nodi negre
2031,Anous ceruleus,PO,CHARADRIIFORMES,Laridae,nodi blau
2032,Anous albivitta,PO,CHARADRIIFORMES,Laridae,nodi argentat
2033,Gygis alba,TrO,CHARADRIIFORMES,Laridae,xatrac blanc comú
2034,Rynchops niger,"NA, MA, SA",CHARADRIIFORMES,Laridae,bec de tisora americà
2035,Rynchops flavirostris,AF,CHARADRIIFORMES,Laridae,bec de tisora africà
2036,Rynchops albicollis,OR,CHARADRIIFORMES,Laridae,bec de tisora asiàtic
2037,Creagrus furcatus,SA,CHARADRIIFORMES,Laridae,gavineta cuaforcada
2038,Rissa tridactyla,"PAL, NA",CHARADRIIFORMES,Laridae,gavineta de tres dits
2039,Pagophila eburnea,"PAL, NA",CHARADRIIFORMES,Laridae,gavina d'ivori
2040,Xema sabini,"PAL, NA",CHARADRIIFORMES,Laridae,gavineta de Sabine
2041,Chroicocephalus genei,"PAL, AF",CHARADRIIFORMES,Laridae,gavina capblanca
2042,Chroicocephalus novaehollandiae,AU,CHARADRIIFORMES,Laridae,gavina australiana
2043,Chroicocephalus bulleri,AU,CHARADRIIFORMES,Laridae,gavina de Buller
2044,Chroicocephalus serranus,SA,CHARADRIIFORMES,Laridae,gavina dels Andes
2045,Chroicocephalus brunnicephalus,PAL,CHARADRIIFORMES,Laridae,gavina del Tibet
2046,Chroicocephalus maculipennis,SA,CHARADRIIFORMES,Laridae,gavina de la Patagònia
2047,Chroicocephalus ridibundus,PAL,CHARADRIIFORMES,Laridae,gavina riallera
2048,Chroicocephalus cirrocephalus,"SA, AF",CHARADRIIFORMES,Laridae,gavina capgrisa
2049,Chroicocephalus hartlaubii,AF,CHARADRIIFORMES,Laridae,gavina de Hartlaub
2050,Chroicocephalus saundersi,PAL,CHARADRIIFORMES,Laridae,gavina de Saunders
2051,Hydrocoloeus minutus,PAL,CHARADRIIFORMES,Laridae,gavina menuda
2052,Rhodostethia rosea,"PAL, NA",CHARADRIIFORMES,Laridae,gavina rosada
2053,Leucophaeus scoresbii,SA,CHARADRIIFORMES,Laridae,gavina de Magallanes
2054,Leucophaeus fuliginosus,SA,CHARADRIIFORMES,Laridae,gavina de lava
2055,Leucophaeus atricilla,"NA, MA, SA",CHARADRIIFORMES,Laridae,gavina capnegra americana
2056,Leucophaeus modestus,SA,CHARADRIIFORMES,Laridae,gavina grisa
2057,Ichthyaetus relictus,PAL,CHARADRIIFORMES,Laridae,gavina relicta
2058,Ichthyaetus audouinii,PAL,CHARADRIIFORMES,Laridae,gavina corsa
2059,Ichthyaetus melanocephalus,PAL,CHARADRIIFORMES,Laridae,gavina capnegra mediterrània
2060,Ichthyaetus ichthyaetus,PAL,CHARADRIIFORMES,Laridae,gavinot capnegre
2061,Ichthyaetus leucophthalmus,AF,CHARADRIIFORMES,Laridae,gavina d'ulls blancs
2062,Ichthyaetus hemprichii,"AF, PAL",CHARADRIIFORMES,Laridae,gavià de Hemprich
2063,Larus pacificus,AU,CHARADRIIFORMES,Laridae,gavinot australià
2064,Larus belcheri,SA,CHARADRIIFORMES,Laridae,gavià de Belcher
2065,Larus atlanticus,SA,CHARADRIIFORMES,Laridae,gavià menjacrancs
2066,Larus crassirostris,PAL,CHARADRIIFORMES,Laridae,gavià del Japó
2067,Larus heermanni,"NA, MA",CHARADRIIFORMES,Laridae,gavina de Heerman
2068,Larus canus,"NA, PAL",CHARADRIIFORMES,Laridae,gavina cendrosa
2069,Larus marinus,"NA, PAL",CHARADRIIFORMES,Laridae,gavinot atlàntic
2070,Larus dominicanus,"SA, AU, AF",CHARADRIIFORMES,Laridae,gavià de Lichtenstein
2071,Larus glaucescens,"PAL, NA",CHARADRIIFORMES,Laridae,gavià glauc
2072,Larus occidentalis,"NA, MA",CHARADRIIFORMES,Laridae,gavià occidental
2073,Larus livens,"NA, MA",CHARADRIIFORMES,Laridae,gavià del mar de Cortés
2074,Larus hyperboreus,"PAL, NA",CHARADRIIFORMES,Laridae,gavinot hiperbori
2075,Larus glaucoides,"NA, PAL",CHARADRIIFORMES,Laridae,gavinot polar
2076,Larus argentatus,PAL,CHARADRIIFORMES,Laridae,gavià argentat de potes rosa
2077,Larus vegae,PAL,CHARADRIIFORMES,Laridae,Vega Gull
2078,Larus cachinnans,PAL,CHARADRIIFORMES,Laridae,gavià del Caspi
2079,Larus michahellis,PAL,CHARADRIIFORMES,Laridae,gavià de potes grogues
2080,Larus armenicus,PAL,CHARADRIIFORMES,Laridae,gavià d'Armènia
2081,Larus schistisagus,PAL,CHARADRIIFORMES,Laridae,gavià de Kamtxatka
2082,Larus fuscus,PAL,CHARADRIIFORMES,Laridae,gavià fosc
2083,Gelochelidon nilotica,"PAL, AF, OR, NA, MA, SA",CHARADRIIFORMES,Laridae,curroc
2084,Gelochelidon macrotarsa,AU,CHARADRIIFORMES,Laridae,Australian Tern
2085,Hydroprogne caspia,"PAL, OR, AU, NA",CHARADRIIFORMES,Laridae,xatrac gros
2086,Thalasseus maximus,"NA, MA, SA",CHARADRIIFORMES,Laridae,xatrac reial bec-roig
2087,Thalasseus bergii,"AU, OR, AF",CHARADRIIFORMES,Laridae,xatrac reial becgroc
2088,Thalasseus bengalensis,"AF, OR, AU",CHARADRIIFORMES,Laridae,xatrac de Bengala
2089,Thalasseus albididorsalis,AF,CHARADRIIFORMES,Laridae,West African Crested Tern
2090,Thalasseus bernsteini,PAL,CHARADRIIFORMES,Laridae,xatrac de la Xina
2091,Thalasseus sandvicensis,"PAL, AF",CHARADRIIFORMES,Laridae,xatrac becllarg
2092,Thalasseus acuflavidus,"NA, MA, SA",CHARADRIIFORMES,Laridae,Cabot's Tern
2093,Thalasseus elegans,"NA, MA",CHARADRIIFORMES,Laridae,xatrac elegant
2094,Sternula albifrons,"AF, PAL, OR, AU",CHARADRIIFORMES,Laridae,xatrac menut comú
2095,Sternula saundersi,"AF, PAL",CHARADRIIFORMES,Laridae,xatrac menut de Saunders
2096,Sternula antillarum,"NA, MA",CHARADRIIFORMES,Laridae,xatrac menut americà
2097,Sternula superciliaris,SA,CHARADRIIFORMES,Laridae,xatrac menut amazònic
2098,Sternula lorata,SA,CHARADRIIFORMES,Laridae,xatrac menut de Humboldt
2099,Sternula nereis,AU,CHARADRIIFORMES,Laridae,xatrac menut pàl·lid
2100,Sternula balaenarum,AF,CHARADRIIFORMES,Laridae,xatrac de Damara
2101,Onychoprion aleuticus,"PAL, NA",CHARADRIIFORMES,Laridae,xatrac de les illes Aleutianes
2102,Onychoprion lunatus,PO,CHARADRIIFORMES,Laridae,xatrac de Peale
2103,Onychoprion anaethetus,TrO,CHARADRIIFORMES,Laridae,xatrac embridat
2104,Onychoprion fuscatus,TrO,CHARADRIIFORMES,Laridae,xatrac fosc
2105,Sterna aurantia,OR,CHARADRIIFORMES,Laridae,xatrac fluvial
2106,Sterna dougallii,Worldwide,CHARADRIIFORMES,Laridae,xatrac rosat
2107,Sterna striata,AU,CHARADRIIFORMES,Laridae,xatrac de front blanc
2108,Sterna sumatrana,"AF, OR, AU",CHARADRIIFORMES,Laridae,xatrac de Sumatra
2109,Sterna hirundinacea,SA,CHARADRIIFORMES,Laridae,xatrac de Sud-amèrica
2110,Sterna hirundo,"PAL, NA",CHARADRIIFORMES,Laridae,xatrac comú
2111,Sterna repressa,"AF, PAL",CHARADRIIFORMES,Laridae,xatrac de galtes blanques
2112,Sterna paradisaea,"PAL, NA",CHARADRIIFORMES,Laridae,xatrac àrtic
2113,Sterna vittata,SO,CHARADRIIFORMES,Laridae,xatrac antàrtic
2114,Sterna virgata,IO,CHARADRIIFORMES,Laridae,xatrac de les illes Kerguelen
2115,Sterna forsteri,"NA, MA",CHARADRIIFORMES,Laridae,xatrac de Forster
2116,Sterna trudeaui,SA,CHARADRIIFORMES,Laridae,xatrac de Trudeau
2117,Sterna acuticauda,OR,CHARADRIIFORMES,Laridae,xatrac ventrenegre
2118,Chlidonias albostriatus,AU,CHARADRIIFORMES,Laridae,xatrac de Nova Zelanda
2119,Chlidonias hybrida,"AF, PAL, OR, AU",CHARADRIIFORMES,Laridae,fumarell carablanc
2120,Chlidonias leucopterus,PAL,CHARADRIIFORMES,Laridae,fumarell alablanc
2121,Chlidonias niger,"NA, PAL",CHARADRIIFORMES,Laridae,fumarell negre
2122,Phaetusa simplex,SA,CHARADRIIFORMES,Laridae,xatrac becgròs
2123,Larosterna inca,SA,CHARADRIIFORMES,Laridae,xatrac inca
2124,Stercorarius chilensis,SA,CHARADRIIFORMES,Stercorariidae,paràsit de Xile
2125,Stercorarius maccormicki,AN,CHARADRIIFORMES,Stercorariidae,paràsit austral
2126,Stercorarius antarcticus,"SO, AN",CHARADRIIFORMES,Stercorariidae,paràsit subantàrtic
2127,Stercorarius skua,PAL,CHARADRIIFORMES,Stercorariidae,paràsit boreal
2128,Stercorarius pomarinus,"NA, PAL",CHARADRIIFORMES,Stercorariidae,paràsit cuaample
2129,Stercorarius parasiticus,"NA, PAL",CHARADRIIFORMES,Stercorariidae,paràsit cuapunxegut
2130,Stercorarius longicaudus,"NA, PAL",CHARADRIIFORMES,Stercorariidae,paràsit cuallarg
2131,Alle alle,"NA, PAL",CHARADRIIFORMES,Alcidae,gavotí atlàntic
2132,Uria lomvia,"NA, PAL",CHARADRIIFORMES,Alcidae,somorgollaire de Brünnich
2133,Uria aalge,"NA, PAL",CHARADRIIFORMES,Alcidae,somorgollaire comú
2134,Alca torda,"NA, PAL",CHARADRIIFORMES,Alcidae,gavot
2135,Cepphus grylle,"NA, PAL",CHARADRIIFORMES,Alcidae,somorgollaire alablanc
2136,Cepphus columba,"PAL, NA",CHARADRIIFORMES,Alcidae,somorgollaire columbí
2137,Cepphus carbo,PAL,CHARADRIIFORMES,Alcidae,somorgollaire d'ulleres
2138,Brachyramphus perdix,PAL,CHARADRIIFORMES,Alcidae,gavotí jaspiat asiàtic
2139,Brachyramphus brevirostris,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí de bec curt
2140,Synthliboramphus hypoleucus,MA,CHARADRIIFORMES,Alcidae,gavotí de Xantus
2141,Synthliboramphus scrippsi,"NA, MA",CHARADRIIFORMES,Alcidae,gavotí de Scripps
2142,Synthliboramphus craveri,"NA, MA",CHARADRIIFORMES,Alcidae,gavotí de Craveri
2143,Synthliboramphus antiquus,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí antic
2144,Synthliboramphus wumizusume,PAL,CHARADRIIFORMES,Alcidae,gavotí del Japó
2145,Ptychoramphus aleuticus,"NA, MA",CHARADRIIFORMES,Alcidae,gavotí de Cassin
2146,Aethia psittacula,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí cotorra
2147,Aethia pusilla,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí menut
2148,Aethia pygmaea,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí de bigotis
2149,Aethia cristatella,"PAL, NA",CHARADRIIFORMES,Alcidae,gavotí emplomallat
