,IOC,Breeding Range,Order,Family,Italian
1418,Metriopelia aymara,SA,COLUMBIFORMES,Columbidae,Tortorina macchiedorate
1419,Uropelia campestris,SA,COLUMBIFORMES,Columbidae,Tortorina codalunga
1420,Geotrygon purpurata,SA,COLUMBIFORMES,Columbidae,Purple Quail-Dove
1421,Geotrygon saphirina,SA,COLUMBIFORMES,Columbidae,Tortora quaglia zaffiro
1422,Geotrygon montana,"MA, SA",COLUMBIFORMES,Columbidae,Tortora quaglia rossiccia
1423,Geotrygon violacea,"MA, SA",COLUMBIFORMES,Columbidae,Tortora quaglia violacea
1424,Leptotrygon veraguensis,"MA, SA",COLUMBIFORMES,Columbidae,Tortora quaglia dorsoliva
1425,Leptotila verreauxi,"MA, SA",COLUMBIFORMES,Columbidae,Tortora codamacchiata
1426,Leptotila megalura,SA,COLUMBIFORMES,Columbidae,Tortora facciabianca
1427,Leptotila rufaxilla,SA,COLUMBIFORMES,Columbidae,Tortora frontegrigia
1428,Leptotila plumbeiceps,"MA, SA",COLUMBIFORMES,Columbidae,Tortora testagrigia
1429,Leptotila pallida,SA,COLUMBIFORMES,Columbidae,Tortora pallida
1430,Leptotila battyi,MA,COLUMBIFORMES,Columbidae,Tortora dorsobruno
1431,Leptotila jamaicensis,"NA, MA",COLUMBIFORMES,Columbidae,Tortora dei Caraibi
1432,Leptotila cassinii,"MA, SA",COLUMBIFORMES,Columbidae,Tortora pettogrigio
1433,Leptotila ochraceiventris,SA,COLUMBIFORMES,Columbidae,Tortora panciaocra
1434,Leptotila conoveri,SA,COLUMBIFORMES,Columbidae,Tortora del Tolima
1435,Zentrygon carrikeri,MA,COLUMBIFORMES,Columbidae,Tortora quaglia di Tuxtla
1436,Zentrygon costaricensis,MA,COLUMBIFORMES,Columbidae,Tortora quaglia frontecamoscio
1437,Zentrygon lawrencii,MA,COLUMBIFORMES,Columbidae,Tortora quaglia dorsoviola
1438,Zentrygon albifacies,MA,COLUMBIFORMES,Columbidae,Tortora quaglia facciabianca
1439,Zentrygon frenata,SA,COLUMBIFORMES,Columbidae,Tortora quaglia golabianca
1440,Zentrygon linearis,SA,COLUMBIFORMES,Columbidae,Tortora quaglia lineata
1441,Zentrygon chiriquensis,MA,COLUMBIFORMES,Columbidae,Tortora quaglia pettorossiccio
1442,Zentrygon goldmani,"MA, SA",COLUMBIFORMES,Columbidae,Tortora quaglia caporossiccio
1443,Zenaida macroura,"NA, MA",COLUMBIFORMES,Columbidae,Tortora americana
1444,Zenaida graysoni,MA,COLUMBIFORMES,Columbidae,Tortora di Socorro
1445,Zenaida auriculata,SA,COLUMBIFORMES,Columbidae,Tortora orecchiuta
1446,Zenaida galapagoensis,SA,COLUMBIFORMES,Columbidae,Tortora delle Galapagos
1447,Zenaida asiatica,"NA, MA",COLUMBIFORMES,Columbidae,Tortora alibianche
1448,Zenaida meloda,SA,COLUMBIFORMES,Columbidae,Tortora del Pacifico
1449,Caloenas nicobarica,"OR, AU",COLUMBIFORMES,Columbidae,Piccione delle Nicobare
1450,Gallicolumba tristigmata,AU,COLUMBIFORMES,Columbidae,Tortorina di Sulawesi
1451,Gallicolumba rufigula,AU,COLUMBIFORMES,Columbidae,Tortorina cannella
1452,Gallicolumba luzonica,OR,COLUMBIFORMES,Columbidae,Colomba pugnalata di Luzon
1453,Gallicolumba crinigera,OR,COLUMBIFORMES,Columbidae,Colomba pugnalata di Mindanao
1454,Gallicolumba platenae,OR,COLUMBIFORMES,Columbidae,Colomba pugnalata di Mindoro
1455,Gallicolumba keayi,OR,COLUMBIFORMES,Columbidae,Colomba pugnalata di Negros
1456,Gallicolumba menagei,OR,COLUMBIFORMES,Columbidae,Colomba pugnalata delle Sulu
1457,Pampusana hoedtii,AU,COLUMBIFORMES,Columbidae,Tortorina di Wetar
1458,Pampusana jobiensis,AU,COLUMBIFORMES,Columbidae,Tortorina pettobianco
1459,Pampusana kubaryi,PO,COLUMBIFORMES,Columbidae,Tortorina delle Caroline
1460,Pampusana erythroptera,PO,COLUMBIFORMES,Columbidae,Tortorina di Polinesia
1461,Pampusana xanthonura,PO,COLUMBIFORMES,Columbidae,Tortorina golabianca
1462,Pampusana stairi,PO,COLUMBIFORMES,Columbidae,Tortorina amichevole
1463,Pampusana sanctaecrucis,AU,COLUMBIFORMES,Columbidae,Tortorina di Santa Cruz
1464,Pampusana rubescens,PO,COLUMBIFORMES,Columbidae,Tortorina delle Marchesi
1465,Pampusana beccarii,AU,COLUMBIFORMES,Columbidae,Tortorina bronzea
1466,Pampusana canifrons,PO,COLUMBIFORMES,Columbidae,Tortorina delle Palau
1467,Otidiphaps nobilis,AU,COLUMBIFORMES,Columbidae,Piccione fagiano
1468,Goura cristata,AU,COLUMBIFORMES,Columbidae,Gura occidentale
1469,Goura scheepmakeri,AU,COLUMBIFORMES,Columbidae,Gura meridionale
1470,Goura sclaterii,AU,COLUMBIFORMES,Columbidae,Sclater's Crowned Pigeon
1471,Goura victoria,AU,COLUMBIFORMES,Columbidae,Gura di Vittoria
1472,Didunculus strigirostris,PO,COLUMBIFORMES,Columbidae,Piccione dentato
1473,Phapitreron leucotis,OR,COLUMBIFORMES,Columbidae,Tortora bruna guancebianche
1474,Phapitreron amethystinus,OR,COLUMBIFORMES,Columbidae,Tortora bruna ametista
1475,Phapitreron cinereiceps,OR,COLUMBIFORMES,Columbidae,Tortora bruna guancescure
1476,Phapitreron brunneiceps,OR,COLUMBIFORMES,Columbidae,Tortora bruna di Mindanao
1477,Treron fulvicollis,OR,COLUMBIFORMES,Columbidae,Piccione verde testacannella
1478,Treron olax,OR,COLUMBIFORMES,Columbidae,Piccione verde minore
1479,Treron vernans,"OR, AU",COLUMBIFORMES,Columbidae,Piccione verde collorosa
1480,Treron bicinctus,OR,COLUMBIFORMES,Columbidae,Piccione verde pettoarancio
1481,Treron pompadora,OR,COLUMBIFORMES,Columbidae,Piccione verde della Pompadour
1482,Treron affinis,OR,COLUMBIFORMES,Columbidae,Piccione verde frontegrigia
1483,Treron phayrei,OR,COLUMBIFORMES,Columbidae,Piccione verde testacenere
1484,Treron chloropterus,OR,COLUMBIFORMES,Columbidae,Piccione verde delle Andamane
1485,Treron axillaris,OR,COLUMBIFORMES,Columbidae,Piccione verde delle Filippine
1486,Treron aromaticus,OR,COLUMBIFORMES,Columbidae,Piccione verde di Buru
1487,Treron curvirostra,OR,COLUMBIFORMES,Columbidae,Piccione verde beccogrosso
1488,Treron griseicauda,"OR, AU",COLUMBIFORMES,Columbidae,Piccione verde guancegrigie
1489,Treron teysmannii,AU,COLUMBIFORMES,Columbidae,Piccione verde di Sumba
1490,Treron floris,AU,COLUMBIFORMES,Columbidae,Piccione verde di Flores
1491,Treron psittaceus,AU,COLUMBIFORMES,Columbidae,Piccione verde di Timor
1492,Treron capellei,OR,COLUMBIFORMES,Columbidae,Piccione verde maggiore
1493,Treron phoenicopterus,OR,COLUMBIFORMES,Columbidae,Piccione verde piedigialli
1494,Treron waalia,"AF, PAL",COLUMBIFORMES,Columbidae,Colomba verde panciagialla
1495,Treron australis,AF,COLUMBIFORMES,Columbidae,Piccione verde del Madagascar
1496,Treron griveaudi,AF,COLUMBIFORMES,Columbidae,Piccione verde delle Comore
1497,Treron calvus,AF,COLUMBIFORMES,Columbidae,Piccione verde africano
1498,Treron pembaensis,AF,COLUMBIFORMES,Columbidae,Piccione verde di Pemba
1499,Treron sanctithomae,AF,COLUMBIFORMES,Columbidae,Piccione verde di São Tomé
1500,Treron apicauda,OR,COLUMBIFORMES,Columbidae,Piccione verde codaspillo
1501,Treron oxyurus,OR,COLUMBIFORMES,Columbidae,Piccione verde di Sumatra
1502,Treron seimundi,OR,COLUMBIFORMES,Columbidae,Piccione verde culgiallo
1503,Treron sphenurus,OR,COLUMBIFORMES,Columbidae,Piccione verde cuneato
1504,Treron sieboldii,"PAL, OR",COLUMBIFORMES,Columbidae,Piccione verde panciabianca
1505,Treron permagnus,PAL,COLUMBIFORMES,Columbidae,Ryukyu Green Pigeon
1506,Treron formosae,OR,COLUMBIFORMES,Columbidae,Piccione verde fischiatore
1507,Ptilinopus cinctus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta dorsonero
1508,Ptilinopus alligator,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta bandanera
1509,Ptilinopus dohertyi,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta nucarossa
1510,Ptilinopus porphyreus,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta testarosa
1511,Ptilinopus marchei,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta pettoflammeo
1512,Ptilinopus merrilli,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta panciacrema
1513,Ptilinopus occipitalis,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta pettogiallo
1514,Ptilinopus fischeri,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta guancerosse
1515,Ptilinopus jambu,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta jambu
1516,Ptilinopus subgularis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta mentomarrone
1517,Ptilinopus gularis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Oberholser
1518,Ptilinopus mangoliensis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Sula
1519,Ptilinopus leclancheri,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta mentonero
1520,Ptilinopus bernsteinii,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta pettoscarlatto
1521,Ptilinopus magnificus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta wompu
1522,Ptilinopus perlatus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta macchierosa
1523,Ptilinopus ornatus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta ornata
1524,Ptilinopus tannensis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Tanna
1525,Ptilinopus aurantiifrons,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta frontearancio
1526,Ptilinopus wallacii,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Wallace
1527,Ptilinopus superbus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta superba
1528,Ptilinopus perousii,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta multicolore
1529,Ptilinopus porphyraceus,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta capocremisi
1530,Ptilinopus ponapensis,PO,COLUMBIFORMES,Columbidae,Purple-capped Fruit Dove
1531,Ptilinopus hernsheimi,PO,COLUMBIFORMES,Columbidae,Kosrae Fruit Dove
1532,Ptilinopus pelewensis,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta delle Palau
1533,Ptilinopus rarotongensis,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta delle Cook
1534,Ptilinopus roseicapilla,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta delle Marianne
1535,Ptilinopus regina,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta caporosa
1536,Ptilinopus richardsii,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta capoargento
1537,Ptilinopus chrysogaster,PO,COLUMBIFORMES,Columbidae,Raiatea Fruit Dove
1538,Ptilinopus purpuratus,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta grigioverde
1539,Ptilinopus chalcurus,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Makatea
1540,Ptilinopus coralensis,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta degli atolli
1541,Ptilinopus greyi,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta panciarossa
1542,Ptilinopus huttoni,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Rapa
1543,Ptilinopus dupetithouarsii,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta capobianco
1544,Ptilinopus insularis,PO,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Henderson
1545,Ptilinopus coronulatus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta coronata
1546,Ptilinopus pulchellus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta magnifica
1547,Ptilinopus monacha,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta capoazzurro
1548,Ptilinopus rivoli,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta pettobianco
1549,Ptilinopus speciosus,AU,COLUMBIFORMES,Columbidae,Geelvink Fruit Dove
1550,Ptilinopus solomonensis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta dal bavaglino
1551,Ptilinopus viridis,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta pettorosso
1552,Ptilinopus eugeniae,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta testabianca
1553,Ptilinopus iozonus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta panciarancio
1554,Ptilinopus insolitus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta tubercolata
1555,Ptilinopus hyogastrus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta testagrigia
1556,Ptilinopus granulifrons,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta caruncolata
1557,Ptilinopus melanospilus,"OR, AU",COLUMBIFORMES,Columbidae,Tortora beccafrutta nucanera
1558,Ptilinopus nainus,AU,COLUMBIFORMES,Columbidae,Tortora beccafrutta nana
1559,Ptilinopus arcanus,OR,COLUMBIFORMES,Columbidae,Tortora beccafrutta di Negros
1560,Ptilinopus victor,PO,COLUMBIFORMES,Columbidae,Tortora arancione
1561,Ptilinopus luteovirens,PO,COLUMBIFORMES,Columbidae,Tortora dorata
1562,Ptilinopus layardi,PO,COLUMBIFORMES,Columbidae,Tortora fischiatrice
1563,Drepanoptila holosericea,AU,COLUMBIFORMES,Columbidae,Tortora piumosa
1564,Alectroenas madagascariensis,AF,COLUMBIFORMES,Columbidae,Piccione blu del Madagascar
1565,Alectroenas sganzini,AF,COLUMBIFORMES,Columbidae,Piccione blu delle Comore
1566,Alectroenas pulcherrimus,AF,COLUMBIFORMES,Columbidae,Piccione blu delle Seychelles
1567,Ducula poliocephala,OR,COLUMBIFORMES,Columbidae,Piccione imperiale panciarosa
1568,Ducula forsteni,AU,COLUMBIFORMES,Columbidae,Piccione imperiale panciabianca
1569,Ducula mindorensis,OR,COLUMBIFORMES,Columbidae,Piccione imperiale di Mindoro
1570,Ducula radiata,AU,COLUMBIFORMES,Columbidae,Piccione imperiale testagrigia
1571,Ducula carola,OR,COLUMBIFORMES,Columbidae,Piccione imperiale macchiato
1572,Ducula aenea,OR,COLUMBIFORMES,Columbidae,Piccione imperiale verde
1573,Ducula oenothorax,OR,COLUMBIFORMES,Columbidae,Enggano Imperial Pigeon
1574,Ducula nicobarica,OR,COLUMBIFORMES,Columbidae,Piccione imperiale delle Nicobare
1575,Ducula perspicillata,AU,COLUMBIFORMES,Columbidae,Piccione imperiale occhibianchi
1576,Ducula neglecta,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Seram
1577,Ducula concinna,AU,COLUMBIFORMES,Columbidae,Piccione imperiale elegante
1578,Ducula pacifica,PO,COLUMBIFORMES,Columbidae,Piccione imperiale del Pacifico
1579,Ducula oceanica,PO,COLUMBIFORMES,Columbidae,Piccione imperiale di Micronesia
1580,Ducula aurorae,PO,COLUMBIFORMES,Columbidae,Piccione imperiale di Polinesia
1581,Ducula galeata,PO,COLUMBIFORMES,Columbidae,Piccione imperiale delle Marchesi
1582,Ducula rubricera,AU,COLUMBIFORMES,Columbidae,Piccione imperiale caruncolato
1583,Ducula myristicivora,AU,COLUMBIFORMES,Columbidae,Piccione imperiale delle spezie
1584,Ducula geelvinkiana,AU,COLUMBIFORMES,Columbidae,Geelvink Imperial Pigeon
1585,Ducula rufigaster,AU,COLUMBIFORMES,Columbidae,Piccione imperiale codaviola
1586,Ducula basilica,AU,COLUMBIFORMES,Columbidae,Piccione imperiale panciacannella
1587,Ducula finschii,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Finsch
1588,Ducula chalconota,AU,COLUMBIFORMES,Columbidae,Piccione imperiale splendente
1589,Ducula pistrinaria,AU,COLUMBIFORMES,Columbidae,Piccione imperiale insulare
1590,Ducula rosacea,AU,COLUMBIFORMES,Columbidae,Piccione imperiale testarosa
1591,Ducula whartoni,OR,COLUMBIFORMES,Columbidae,Piccione imperiale di Christmas
1592,Ducula pickeringii,OR,COLUMBIFORMES,Columbidae,Piccione imperiale grigio
1593,Ducula latrans,PO,COLUMBIFORMES,Columbidae,Piccione imperiale di Peale
1594,Ducula brenchleyi,AU,COLUMBIFORMES,Columbidae,Piccione imperiale panciacastana
1595,Ducula bakeri,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Baker
1596,Ducula goliath,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di New Caledonia
1597,Ducula pinon,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Pinon
1598,Ducula melanochroa,AU,COLUMBIFORMES,Columbidae,Piccione imperiale delle Bismarck
1599,Ducula mullerii,AU,COLUMBIFORMES,Columbidae,Piccione imperiale dal collare
1600,Ducula zoeae,AU,COLUMBIFORMES,Columbidae,Piccione imperiale fasciato
1601,Ducula cuprea,OR,COLUMBIFORMES,Columbidae,Malabar Imperial Pigeon
1602,Ducula badia,OR,COLUMBIFORMES,Columbidae,Piccione imperiale montano
1603,Ducula lacernulata,"OR, AU",COLUMBIFORMES,Columbidae,Piccione imperiale dorsoscuro
1604,Ducula cineracea,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Timor
1605,Ducula bicolor,OR,COLUMBIFORMES,Columbidae,Piccione imperiale bianconero
1606,Ducula luctuosa,AU,COLUMBIFORMES,Columbidae,Piccione imperiale bianco
1607,Ducula spilorrhoa,AU,COLUMBIFORMES,Columbidae,Piccione imperiale di Torres
1608,Ducula subflavescens,AU,COLUMBIFORMES,Columbidae,Piccione imperiale isabellino
1609,Lopholaimus antarcticus,AU,COLUMBIFORMES,Columbidae,Piccione doppiacresta
1610,Hemiphaga novaeseelandiae,AU,COLUMBIFORMES,Columbidae,Piccione di Nuova Zelanda
1611,Hemiphaga chathamensis,AU,COLUMBIFORMES,Columbidae,Piccione delle Chatham
1612,Cryptophaps poecilorrhoa,AU,COLUMBIFORMES,Columbidae,Piccione scuro
1613,Gymnophaps albertisii,AU,COLUMBIFORMES,Columbidae,Piccione montano papua
1614,Gymnophaps mada,AU,COLUMBIFORMES,Columbidae,Piccione montano codalunga
1615,Gymnophaps stalkeri,AU,COLUMBIFORMES,Columbidae,Piccione montano di Stalker
1616,Gymnophaps solomonensis,AU,COLUMBIFORMES,Columbidae,Piccione montano chiaro
1617,Podica senegalensis,AF,GRUIFORMES,Heliornithidae,Svassorallo africano
1618,Heliopais personatus,OR,GRUIFORMES,Heliornithidae,Svassorallo asiatico
1619,Heliornis fulica,"MA, SA",GRUIFORMES,Heliornithidae,Svassorallo americano
1620,Mentocrex kioloides,AF,GRUIFORMES,Sarothruridae,Rallo del Madagascar
1621,Mentocrex beankaensis,AF,GRUIFORMES,Sarothruridae,Rallo degli tsingy
1622,Sarothrura pulchra,AF,GRUIFORMES,Sarothruridae,Codapiuma macchiebianche
1623,Sarothrura elegans,AF,GRUIFORMES,Sarothruridae,Codapiuma macchiecamoscio
1624,Sarothrura rufa,AF,GRUIFORMES,Sarothruridae,Codapiuma pettorosso
1625,Sarothrura lugens,AF,GRUIFORMES,Sarothruridae,Codapiuma testacastana
1626,Sarothrura boehmi,AF,GRUIFORMES,Sarothruridae,Codapiuma pettostriato
1627,Sarothrura ayresi,AF,GRUIFORMES,Sarothruridae,Codapiuma alibianche
1628,Sarothrura affinis,AF,GRUIFORMES,Sarothruridae,Codapiuma striato
1629,Sarothrura insularis,AF,GRUIFORMES,Sarothruridae,Codapiuma del Madagascar
1630,Sarothrura watersi,AF,GRUIFORMES,Sarothruridae,Codapiuma beccosottile
1631,Rallicula leucospila,AU,GRUIFORMES,Sarothruridae,Rallina striebianche
1632,Rallicula rubra,AU,GRUIFORMES,Sarothruridae,Rallina castana
1633,Rallicula forbesi,AU,GRUIFORMES,Sarothruridae,Rallina di Forbes
1634,Rallicula mayri,AU,GRUIFORMES,Sarothruridae,Rallina di Mayr
1635,Canirallus oculeus,AF,GRUIFORMES,Rallidae,Rallo golagrigia
1636,Mustelirallus albicollis,SA,GRUIFORMES,Rallidae,Schiribilla golacenere
1637,Mustelirallus erythrops,SA,GRUIFORMES,Rallidae,Rallo beccodipinto
1638,Mustelirallus colombianus,"MA, SA",GRUIFORMES,Rallidae,Rallo della Colombia
1639,Pardirallus maculatus,"MA, SA",GRUIFORMES,Rallidae,Rallo macchiato
1640,Pardirallus nigricans,SA,GRUIFORMES,Rallidae,Rallo scuro
1641,Pardirallus sanguinolentus,SA,GRUIFORMES,Rallidae,Rallo piombato
1642,Amaurolimnas concolor,"MA, SA",GRUIFORMES,Rallidae,Rallo uniforme
1643,Aramides axillaris,"MA, SA",GRUIFORMES,Rallidae,Rallo boschereccio collorossiccio
1644,Aramides mangle,SA,GRUIFORMES,Rallidae,Rallo boschereccio minore
1645,Aramides albiventris,MA,GRUIFORMES,Rallidae,Russet-naped Wood Rail
1646,Aramides cajaneus,"MA, SA",GRUIFORMES,Rallidae,Rallo boschereccio collogrigio
1647,Aramides wolfi,SA,GRUIFORMES,Rallidae,Rallo boschereccio bruno
1648,Aramides ypecaha,SA,GRUIFORMES,Rallidae,Rallo boschereccio gigante
1649,Aramides calopterus,SA,GRUIFORMES,Rallidae,Rallo boschereccio alirosse
1650,Aramides saracura,SA,GRUIFORMES,Rallidae,Rallo boschereccio pettoardesia
1651,Rallus obsoletus,"NA, MA",GRUIFORMES,Rallidae,Ridgway's Rail
1652,Rallus crepitans,"NA, MA",GRUIFORMES,Rallidae,Clapper Rail
1653,Rallus tenuirostris,MA,GRUIFORMES,Rallidae,Aztec Rail
1654,Rallus longirostris,"MA, SA",GRUIFORMES,Rallidae,Rallo beccolungo
1655,Rallus elegans,"NA, MA",GRUIFORMES,Rallidae,Rallo re
1656,Rallus wetmorei,SA,GRUIFORMES,Rallidae,Rallo fianchiuniformi
1657,Rallus semiplumbeus,SA,GRUIFORMES,Rallidae,Rallo di Bogotà
1658,Rallus aequatorialis,SA,GRUIFORMES,Rallidae,Rallo dell'Ecuador
1659,Rallus antarcticus,SA,GRUIFORMES,Rallidae,Rallo australe
1660,Rallus aquaticus,PAL,GRUIFORMES,Rallidae,Porciglione
1661,Rallus indicus,PAL,GRUIFORMES,Rallidae,Porciglione guancebrune
1662,Rallus caerulescens,AF,GRUIFORMES,Rallidae,Porciglione africano
1663,Rallus madagascariensis,AF,GRUIFORMES,Rallidae,Porciglione del Madagascar
1664,Crecopsis egregia,AF,GRUIFORMES,Rallidae,Re di quaglie africano
1665,Rougetius rougetii,AF,GRUIFORMES,Rallidae,Rallo di Rouget
1666,Dryolimnas cuvieri,"AF, IO",GRUIFORMES,Rallidae,Rallo di Cuvier
1667,Crex crex,PAL,GRUIFORMES,Rallidae,Re di quaglie
1668,Aramidopsis plateni,AU,GRUIFORMES,Rallidae,Rallo di Platen
1669,Lewinia striata,"OR, AU",GRUIFORMES,Rallidae,Rallo pettoardesia
1670,Lewinia mirifica,OR,GRUIFORMES,Rallidae,Rallo di Luzon
1671,Lewinia pectoralis,AU,GRUIFORMES,Rallidae,Rallo di Lewin
1672,Lewinia muelleri,AU,GRUIFORMES,Rallidae,Rallo delle Auckland
1673,Aptenorallus calayanensis,OR,GRUIFORMES,Rallidae,Rallo di Calayan
1674,Habroptila wallacii,AU,GRUIFORMES,Rallidae,Rallo invisibile
1675,Gallirallus australis,AU,GRUIFORMES,Rallidae,Weka
1676,Eulabeornis castaneoventris,AU,GRUIFORMES,Rallidae,Rallo castano
1677,Cabalus lafresnayanus,AU,GRUIFORMES,Rallidae,Rallo di New Caledonia
1678,Hypotaenidia okinawae,PAL,GRUIFORMES,Rallidae,Rallo di Okinawa
1679,Hypotaenidia torquata,AU,GRUIFORMES,Rallidae,Rallo barrato
1680,Hypotaenidia philippensis,"AU, PO",GRUIFORMES,Rallidae,Rallo bandecamoscio
1681,Hypotaenidia owstoni,PO,GRUIFORMES,Rallidae,Rallo di Guam
1682,Hypotaenidia insignis,AU,GRUIFORMES,Rallidae,Rallo di New Britain
1683,Hypotaenidia rovianae,AU,GRUIFORMES,Rallidae,Rallo roviana
1684,Hypotaenidia woodfordi,AU,GRUIFORMES,Rallidae,Rallo di Woodford
1685,Hypotaenidia sylvestris,AU,GRUIFORMES,Rallidae,Rallo di Lord Howe
1686,Porphyriops melanops,SA,GRUIFORMES,Rallidae,Gallinella fianchimacchiati
1687,Porzana porzana,PAL,GRUIFORMES,Rallidae,Voltolino
1688,Porzana fluminea,AU,GRUIFORMES,Rallidae,Schiribilla australiana
1689,Tribonyx ventralis,AU,GRUIFORMES,Rallidae,Gallinella codanera
1690,Tribonyx mortierii,AU,GRUIFORMES,Rallidae,Gallinella di Tasmania
1691,Paragallinula angulata,AF,GRUIFORMES,Rallidae,Sciabica minore
1692,Gallinula tenebrosa,AU,GRUIFORMES,Rallidae,Gallinella fosca
1693,Gallinula galeata,"NA, SA, PO",GRUIFORMES,Rallidae,Gallinella americana
1694,Gallinula chloropus,"PAL, AF, IO, OR, PO",GRUIFORMES,Rallidae,Gallinella d'acqua
1695,Gallinula comeri,AO,GRUIFORMES,Rallidae,Gallinella di Gough
1696,Gallinula silvestris,AU,GRUIFORMES,Rallidae,Gallinella di San Cristobal
1697,Fulica rufifrons,SA,GRUIFORMES,Rallidae,Folaga fronterossa
1698,Fulica cornuta,SA,GRUIFORMES,Rallidae,Folaga dai ciuffetti
1699,Fulica gigantea,SA,GRUIFORMES,Rallidae,Folaga gigante
1700,Fulica armillata,SA,GRUIFORMES,Rallidae,Folaga zamperosse
1701,Fulica atra,"PAL, OR, AU",GRUIFORMES,Rallidae,Folaga
1702,Fulica cristata,"PAL, AF",GRUIFORMES,Rallidae,Folaga crestata
1703,Fulica alai,PO,GRUIFORMES,Rallidae,Folaga delle Hawaii
1704,Fulica americana,"NA, MA, SA",GRUIFORMES,Rallidae,Folaga americana
1705,Fulica ardesiaca,SA,GRUIFORMES,Rallidae,Folaga ardesia
1706,Fulica leucoptera,SA,GRUIFORMES,Rallidae,Folaga alibianche
1707,Porphyrio alleni,AF,GRUIFORMES,Rallidae,Pollo sultano di Allen
1708,Porphyrio martinica,"NA, MA, SA",GRUIFORMES,Rallidae,Pollo sultano della Martinica
1709,Porphyrio flavirostris,SA,GRUIFORMES,Rallidae,Pollo sultano azzurro
