,IOC,Breeding Range,Order,Family,German
100,Sarkidiornis melanotos,"AF, OR",ANSERIFORMES,Anatidae,Glanzente
101,Cyanochen cyanoptera,AF,ANSERIFORMES,Anatidae,Blauflügelgans
102,Alopochen aegyptiaca,AF,ANSERIFORMES,Anatidae,Nilgans
103,Neochen jubata,SA,ANSERIFORMES,Anatidae,Orinokogans
104,Chloephaga melanoptera,SA,ANSERIFORMES,Anatidae,Andengans
105,Chloephaga picta,SA,ANSERIFORMES,Anatidae,Magellangans
106,Chloephaga hybrida,SA,ANSERIFORMES,Anatidae,Kelpgans
107,Chloephaga poliocephala,SA,ANSERIFORMES,Anatidae,Graukopfgans
108,Chloephaga rubidiceps,SA,ANSERIFORMES,Anatidae,Rotkopfgans
109,Radjah radjah,AU,ANSERIFORMES,Anatidae,Radjahgans
110,Tadorna tadorna,"PAL, AF",ANSERIFORMES,Anatidae,Brandgans
111,Tadorna ferruginea,PAL,ANSERIFORMES,Anatidae,Rostgans
112,Tadorna cana,AF,ANSERIFORMES,Anatidae,Kapgans
113,Tadorna tadornoides,AU,ANSERIFORMES,Anatidae,Halsbandgans
114,Tadorna variegata,AU,ANSERIFORMES,Anatidae,Paradiesgans
115,Malacorhynchus membranaceus,AU,ANSERIFORMES,Anatidae,Rosenohrente
116,Salvadorina waigiuensis,AU,ANSERIFORMES,Anatidae,Salvadoriente
117,Cairina moschata,"NA, MA, SA",ANSERIFORMES,Anatidae,Moschusente
118,Asarcornis scutulata,OR,ANSERIFORMES,Anatidae,Weißflügelente
119,Pteronetta hartlaubii,AF,ANSERIFORMES,Anatidae,Hartlaubente
120,Aix galericulata,PAL,ANSERIFORMES,Anatidae,Mandarinente
121,Chenonetta jubata,AU,ANSERIFORMES,Anatidae,Mähnenente
122,Nettapus auritus,AF,ANSERIFORMES,Anatidae,Schmuckzwergente
123,Nettapus coromandelianus,OR,ANSERIFORMES,Anatidae,Koromandelzwergente
124,Nettapus pulchellus,AU,ANSERIFORMES,Anatidae,Smaragdzwergente
125,Amazonetta brasiliensis,SA,ANSERIFORMES,Anatidae,Amazonasente
126,Callonetta leucophrys,SA,ANSERIFORMES,Anatidae,Rotschulterente
127,Lophonetta specularioides,SA,ANSERIFORMES,Anatidae,Schopfente
128,Speculanas specularis,SA,ANSERIFORMES,Anatidae,Kupferspiegelente
129,Sibirionetta formosa,PAL,ANSERIFORMES,Anatidae,Gluckente
130,Spatula querquedula,PAL,ANSERIFORMES,Anatidae,Knäkente
131,Spatula hottentota,AF,ANSERIFORMES,Anatidae,Pünktchenente
132,Spatula puna,SA,ANSERIFORMES,Anatidae,Punaente
133,Spatula versicolor,SA,ANSERIFORMES,Anatidae,Silberente
134,Spatula platalea,SA,ANSERIFORMES,Anatidae,Fuchslöffelente
135,Spatula cyanoptera,"NA, MA, SA",ANSERIFORMES,Anatidae,Zimtente
136,Spatula smithii,AF,ANSERIFORMES,Anatidae,Kaplöffelente
137,Spatula rhynchotis,AU,ANSERIFORMES,Anatidae,Halbmond-Löffelente
138,Spatula clypeata,"NA, PAL",ANSERIFORMES,Anatidae,Löffelente
139,Mareca strepera,"NA, PAL",ANSERIFORMES,Anatidae,Schnatterente
140,Mareca falcata,PAL,ANSERIFORMES,Anatidae,Sichelente
141,Mareca penelope,PAL,ANSERIFORMES,Anatidae,Pfeifente
142,Mareca sibilatrix,SA,ANSERIFORMES,Anatidae,Chilepfeifente
143,Anas sparsa,AF,ANSERIFORMES,Anatidae,Schwarzente
144,Anas undulata,AF,ANSERIFORMES,Anatidae,Gelbschnabelente
145,Anas melleri,AF,ANSERIFORMES,Anatidae,Madagaskarente
146,Anas superciliosa,AU,ANSERIFORMES,Anatidae,Augenbrauenente
147,Anas laysanensis,PO,ANSERIFORMES,Anatidae,Laysanente
148,Anas wyvilliana,PO,ANSERIFORMES,Anatidae,Hawaiiente
149,Anas luzonica,OR,ANSERIFORMES,Anatidae,Philippinenente
150,Anas poecilorhyncha,OR,ANSERIFORMES,Anatidae,Indien-Fleckschnabelente
151,Anas zonorhyncha,OR,ANSERIFORMES,Anatidae,China-Fleckschnabelente
152,Anas platyrhynchos,"NA, PAL",ANSERIFORMES,Anatidae,Stockente
153,Anas diazi,"NA, MA",ANSERIFORMES,Anatidae,Mexikoente
154,Anas capensis,AF,ANSERIFORMES,Anatidae,Fahlente
155,Anas bahamensis,"SA, NA",ANSERIFORMES,Anatidae,Bahamaente
156,Anas erythrorhyncha,AF,ANSERIFORMES,Anatidae,Rotschnabelente
157,Anas georgica,SA,ANSERIFORMES,Anatidae,Spitzschwanzente
158,Anas eatoni,IO,ANSERIFORMES,Anatidae,Kerguelenente
159,Anas acuta,"NA, PAL",ANSERIFORMES,Anatidae,Spießente
160,Anas crecca,"PAL, NA",ANSERIFORMES,Anatidae,Krickente
161,Anas flavirostris,SA,ANSERIFORMES,Anatidae,Braunkopfente
162,Anas andium,SA,ANSERIFORMES,Anatidae,Andenente
163,Anas gibberifrons,OR,ANSERIFORMES,Anatidae,Sundaente
164,Anas albogularis,OR,ANSERIFORMES,Anatidae,Weißkehlente
165,Anas gracilis,AU,ANSERIFORMES,Anatidae,Australente
166,Anas castanea,AU,ANSERIFORMES,Anatidae,Kastanienente
167,Anas bernieri,AF,ANSERIFORMES,Anatidae,Bernierente
168,Anas chlorotis,AU,ANSERIFORMES,Anatidae,Neuseelandente
169,Anas aucklandica,AU,ANSERIFORMES,Anatidae,Aucklandente
170,Anas nesiotis,AU,ANSERIFORMES,Anatidae,Campbellente
171,Marmaronetta angustirostris,PAL,ANSERIFORMES,Anatidae,Marmelente
172,Netta rufina,PAL,ANSERIFORMES,Anatidae,Kolbenente
173,Netta peposaca,SA,ANSERIFORMES,Anatidae,Rosenschnabelente
174,Netta erythrophthalma,"AF, SA",ANSERIFORMES,Anatidae,Rotaugenente
175,Aythya ferina,PAL,ANSERIFORMES,Anatidae,Tafelente
176,Aythya australis,AU,ANSERIFORMES,Anatidae,Tasmanmoorente
177,Aythya innotata,AF,ANSERIFORMES,Anatidae,Madagaskarmoorente
178,Aythya baeri,PAL,ANSERIFORMES,Anatidae,Baermoorente
179,Aythya nyroca,PAL,ANSERIFORMES,Anatidae,Moorente
180,Aythya novaeseelandiae,AU,ANSERIFORMES,Anatidae,Maoriente
181,Aythya fuligula,PAL,ANSERIFORMES,Anatidae,Reiherente
182,Aythya marila,"NA, PAL",ANSERIFORMES,Anatidae,Bergente
183,Polysticta stelleri,"NA, PAL",ANSERIFORMES,Anatidae,Scheckente
184,Somateria fischeri,"NA, PAL",ANSERIFORMES,Anatidae,Plüschkopfente
185,Somateria spectabilis,"NA, PAL",ANSERIFORMES,Anatidae,Prachteiderente
186,Somateria mollissima,"NA, PAL",ANSERIFORMES,Anatidae,Eiderente
187,Histrionicus histrionicus,"NA, PAL",ANSERIFORMES,Anatidae,Kragenente
188,Melanitta fusca,PAL,ANSERIFORMES,Anatidae,Samtente
189,Melanitta stejnegeri,PAL,ANSERIFORMES,Anatidae,Kamtschatkasamtente
190,Melanitta nigra,PAL,ANSERIFORMES,Anatidae,Trauerente
191,Melanitta americana,"PAL, NA",ANSERIFORMES,Anatidae,Pazifiktrauerente
192,Clangula hyemalis,"NA, PAL",ANSERIFORMES,Anatidae,Eisente
193,Bucephala clangula,"NA, PAL",ANSERIFORMES,Anatidae,Schellente
194,Bucephala islandica,"NA, PAL",ANSERIFORMES,Anatidae,Spatelente
195,Mergellus albellus,PAL,ANSERIFORMES,Anatidae,Zwergsäger
196,Mergus octosetaceus,SA,ANSERIFORMES,Anatidae,Dunkelsäger
197,Mergus merganser,"NA, PAL",ANSERIFORMES,Anatidae,Gänsesäger
198,Mergus serrator,"NA, PAL",ANSERIFORMES,Anatidae,Mittelsäger
199,Mergus squamatus,PAL,ANSERIFORMES,Anatidae,Schuppensäger
200,Heteronetta atricapilla,SA,ANSERIFORMES,Anatidae,Kuckucksente
201,Nomonyx dominicus,"MA, SA",ANSERIFORMES,Anatidae,Maskenruderente
202,Oxyura jamaicensis,"NA, MA",ANSERIFORMES,Anatidae,Schwarzkopf-Ruderente
203,Oxyura ferruginea,SA,ANSERIFORMES,Anatidae,Andenruderente
204,Oxyura vittata,SA,ANSERIFORMES,Anatidae,Bindenruderente
205,Oxyura australis,AU,ANSERIFORMES,Anatidae,Schwarzkinn-Ruderente
206,Oxyura maccoa,AF,ANSERIFORMES,Anatidae,Afrikaruderente
207,Oxyura leucocephala,PAL,ANSERIFORMES,Anatidae,Weißkopf-Ruderente
208,Biziura lobata,AU,ANSERIFORMES,Anatidae,Lappenente
209,Alectura lathami,AU,GALLIFORMES,Megapodiidae,Australbuschhuhn
210,Aepypodius arfakianus,AU,GALLIFORMES,Megapodiidae,Kammbuschhuhn
211,Aepypodius bruijnii,AU,GALLIFORMES,Megapodiidae,Braunbrust-Buschhuhn
212,Talegalla cuvieri,AU,GALLIFORMES,Megapodiidae,Rotschnabel-Buschhuhn
213,Talegalla fuscirostris,AU,GALLIFORMES,Megapodiidae,Schwarzschnabel-Buschhuhn
214,Talegalla jobiensis,AU,GALLIFORMES,Megapodiidae,Halsband-Buschhuhn
215,Leipoa ocellata,AU,GALLIFORMES,Megapodiidae,Thermometerhuhn
216,Macrocephalon maleo,AU,GALLIFORMES,Megapodiidae,Hammerhuhn
217,Eulipoa wallacei,AU,GALLIFORMES,Megapodiidae,Wallace-Großfußhuhn
218,Megapodius pritchardii,PO,GALLIFORMES,Megapodiidae,Tonga-Großfußhuhn
219,Megapodius laperouse,PO,GALLIFORMES,Megapodiidae,Marianen-Großfußhuhn
220,Megapodius nicobariensis,OR,GALLIFORMES,Megapodiidae,Nikobaren-Großfußhuhn
221,Megapodius cumingii,"OR, AU",GALLIFORMES,Megapodiidae,Philippinen-Großfußhuhn
222,Megapodius bernsteinii,AU,GALLIFORMES,Megapodiidae,Sula-Großfußhuhn
223,Megapodius tenimberensis,AU,GALLIFORMES,Megapodiidae,Tanimbar-Großfußhuhn
224,Megapodius freycinet,AU,GALLIFORMES,Megapodiidae,Molukken-Großfußhuhn
225,Megapodius geelvinkianus,AU,GALLIFORMES,Megapodiidae,Biak-Großfußhuhn
226,Megapodius eremita,AU,GALLIFORMES,Megapodiidae,Bismarck-Großfußhuhn
227,Megapodius layardi,AU,GALLIFORMES,Megapodiidae,Vanuatu-Großfußhuhn
228,Megapodius decollatus,AU,GALLIFORMES,Megapodiidae,Neuguinea-Großfußhuhn
229,Megapodius reinwardt,AU,GALLIFORMES,Megapodiidae,Rotbein-Großfußhuhn
230,Ortalis vetula,"NA, MA",GALLIFORMES,Cracidae,Braunflügelguan
231,Ortalis cinereiceps,"MA, SA",GALLIFORMES,Cracidae,Graukopfguan
232,Ortalis garrula,SA,GALLIFORMES,Cracidae,Rotflügelguan
233,Ortalis ruficauda,SA,GALLIFORMES,Cracidae,Rotsteißguan
234,Ortalis erythroptera,SA,GALLIFORMES,Cracidae,Rotkopfguan
235,Ortalis wagleri,MA,GALLIFORMES,Cracidae,Rotbauchguan
236,Ortalis poliocephala,MA,GALLIFORMES,Cracidae,Graubrustguan
237,Ortalis canicollis,SA,GALLIFORMES,Cracidae,Chacoguan
238,Ortalis leucogastra,MA,GALLIFORMES,Cracidae,Weißbauchguan
239,Ortalis guttata,SA,GALLIFORMES,Cracidae,Tüpfelguan
240,Ortalis araucuan,SA,GALLIFORMES,Cracidae,Ostbrasilienguan
241,Ortalis squamata,SA,GALLIFORMES,Cracidae,Schuppenguan
242,Ortalis columbiana,SA,GALLIFORMES,Cracidae,Kolumbienguan
243,Ortalis motmot,SA,GALLIFORMES,Cracidae,Motmotguan
244,Ortalis ruficeps,SA,GALLIFORMES,Cracidae,Maronenkopfguan
245,Ortalis superciliaris,SA,GALLIFORMES,Cracidae,Gelbbrauenguan
246,Penelope argyrotis,SA,GALLIFORMES,Cracidae,Bindenschwanzguan
247,Penelope barbata,SA,GALLIFORMES,Cracidae,Bartguan
248,Penelope ortoni,SA,GALLIFORMES,Cracidae,Ortonguan
249,Penelope montagnii,SA,GALLIFORMES,Cracidae,Andenguan
250,Penelope marail,SA,GALLIFORMES,Cracidae,Marailguan
251,Penelope superciliaris,SA,GALLIFORMES,Cracidae,Weißstirnguan
252,Penelope dabbenei,SA,GALLIFORMES,Cracidae,Rotgesichtguan
253,Penelope purpurascens,"MA, SA",GALLIFORMES,Cracidae,Haubenguan
254,Penelope perspicax,SA,GALLIFORMES,Cracidae,Caucaguan
255,Penelope albipennis,SA,GALLIFORMES,Cracidae,Weißschwingenguan
256,Penelope jacquacu,SA,GALLIFORMES,Cracidae,Spixguan
257,Penelope obscura,SA,GALLIFORMES,Cracidae,Bronzeguan
258,Penelope bridgesi,SA,GALLIFORMES,Cracidae,Yungasguan
259,Penelope pileata,SA,GALLIFORMES,Cracidae,Weißschopfguan
260,Penelope ochrogaster,SA,GALLIFORMES,Cracidae,Rotbrustguan
261,Penelope jacucaca,SA,GALLIFORMES,Cracidae,Weißbrauenguan
262,Pipile pipile,SA,GALLIFORMES,Cracidae,Trinidadguan
263,Pipile cumanensis,SA,GALLIFORMES,Cracidae,Blaukehlguan
264,Pipile grayi,SA,GALLIFORMES,Cracidae,Blasskehlguan
265,Pipile cujubi,SA,GALLIFORMES,Cracidae,Rotkehlguan
266,Pipile jacutinga,SA,GALLIFORMES,Cracidae,Schwarzmaskenguan
267,Aburria aburri,SA,GALLIFORMES,Cracidae,Lappenguan
268,Chamaepetes unicolor,MA,GALLIFORMES,Cracidae,Schwarzguan
269,Chamaepetes goudotii,SA,GALLIFORMES,Cracidae,Sichelguan
270,Penelopina nigra,MA,GALLIFORMES,Cracidae,Schluchtenguan
271,Oreophasis derbianus,MA,GALLIFORMES,Cracidae,Zapfenguan
272,Nothocrax urumutum,SA,GALLIFORMES,Cracidae,Rothokko
273,Mitu tomentosum,SA,GALLIFORMES,Cracidae,Samthokko
274,Mitu salvini,SA,GALLIFORMES,Cracidae,Salvinhokko
275,Mitu tuberosum,SA,GALLIFORMES,Cracidae,Amazonashokko
276,Mitu mitu,SA,GALLIFORMES,Cracidae,Mituhokko
277,Pauxi pauxi,SA,GALLIFORMES,Cracidae,Helmhokko
278,Pauxi unicornis,SA,GALLIFORMES,Cracidae,Hornhokko
279,Pauxi koepckeae,SA,GALLIFORMES,Cracidae,Koepckehokko
280,Crax rubra,"MA, SA",GALLIFORMES,Cracidae,Kronenhokko
281,Crax alberti,SA,GALLIFORMES,Cracidae,Blaulappenhokko
282,Crax daubentoni,SA,GALLIFORMES,Cracidae,Gelblappenhokko
283,Crax alector,SA,GALLIFORMES,Cracidae,Glattschnabelhokko
284,Crax globulosa,SA,GALLIFORMES,Cracidae,Rotlappenhokko
285,Crax fasciolata,SA,GALLIFORMES,Cracidae,Nacktgesichthokko
286,Crax blumenbachii,SA,GALLIFORMES,Cracidae,Rotschnabelhokko
287,Agelastes meleagrides,AF,GALLIFORMES,Numididae,Weißbrust-Perlhuhn
288,Agelastes niger,AF,GALLIFORMES,Numididae,Schwarzperlhuhn
289,Numida meleagris,AF,GALLIFORMES,Numididae,Helmperlhuhn
290,Guttera plumifera,AF,GALLIFORMES,Numididae,Schlichthauben-Perlhuhn
291,Guttera verreauxi,AF,GALLIFORMES,Numididae,Kongo-Haubenperlhuhn
292,Guttera pucherani,AF,GALLIFORMES,Numididae,Haubenperlhuhn
293,Guttera edouardi,AF,GALLIFORMES,Numididae,Sambesi-Haubenperlhuhn
294,Acryllium vulturinum,AF,GALLIFORMES,Numididae,Geierperlhuhn
295,Ptilopachus petrosus,AF,GALLIFORMES,Odontophoridae,Felsenwachtel
296,Ptilopachus nahani,AF,GALLIFORMES,Odontophoridae,Nahanwachtel
297,Dendrortyx leucophrys,MA,GALLIFORMES,Odontophoridae,Guatemalawachtel
298,Dendrortyx macroura,MA,GALLIFORMES,Odontophoridae,Langschwanzwachtel
299,Dendrortyx barbatus,MA,GALLIFORMES,Odontophoridae,Bartwachtel
300,Oreortyx pictus,"NA, MA",GALLIFORMES,Odontophoridae,Bergwachtel
301,Callipepla squamata,"NA, MA",GALLIFORMES,Odontophoridae,Schuppenwachtel
302,Callipepla douglasii,MA,GALLIFORMES,Odontophoridae,Douglaswachtel
303,Callipepla californica,"NA, MA",GALLIFORMES,Odontophoridae,Schopfwachtel
304,Callipepla gambelii,"NA, MA",GALLIFORMES,Odontophoridae,Helmwachtel
305,Philortyx fasciatus,MA,GALLIFORMES,Odontophoridae,Bindenwachtel
306,Colinus virginianus,"NA, MA",GALLIFORMES,Odontophoridae,Virginiawachtel
307,Colinus nigrogularis,MA,GALLIFORMES,Odontophoridae,Schwarzkehlwachtel
308,Colinus leucopogon,MA,GALLIFORMES,Odontophoridae,Fleckenwachtel
309,Colinus cristatus,"MA, SA",GALLIFORMES,Odontophoridae,Haubenwachtel
310,Odontophorus gujanensis,"MA, SA",GALLIFORMES,Odontophoridae,Marmorwachtel
311,Odontophorus capueira,SA,GALLIFORMES,Odontophoridae,Capueirawachtel
312,Odontophorus melanotis,MA,GALLIFORMES,Odontophoridae,Schwarzohrwachtel
313,Odontophorus erythrops,SA,GALLIFORMES,Odontophoridae,Rotstirnwachtel
314,Odontophorus atrifrons,SA,GALLIFORMES,Odontophoridae,Schwarzstirnwachtel
315,Odontophorus hyperythrus,SA,GALLIFORMES,Odontophoridae,Kastanienwachtel
316,Odontophorus melanonotus,SA,GALLIFORMES,Odontophoridae,Schwarzrückenwachtel
317,Odontophorus speciosus,SA,GALLIFORMES,Odontophoridae,Rotbrustwachtel
318,Odontophorus dialeucos,"MA, SA",GALLIFORMES,Odontophoridae,Tacarcunawachtel
319,Odontophorus strophium,SA,GALLIFORMES,Odontophoridae,Kragenwachtel
320,Odontophorus columbianus,SA,GALLIFORMES,Odontophoridae,Venezuelawachtel
321,Odontophorus leucolaemus,MA,GALLIFORMES,Odontophoridae,Weißkehlwachtel
322,Odontophorus balliviani,SA,GALLIFORMES,Odontophoridae,Streifengesichtwachtel
323,Odontophorus stellatus,SA,GALLIFORMES,Odontophoridae,Sternwachtel
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,Tropfenwachtel
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,Singwachtel
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,Montezumawachtel
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,Tränenwachtel
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,Graubrustwachtel
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Udzungwawachtel
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubehowachtel
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Augenwachtel
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Straußwachtel
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Schwarzwachtel
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Hügelbuschwachtel
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Sichuanbuschwachtel
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Rotbrust-Buschwachtel
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Chinabuschwachtel
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Rotkehl-Buschwachtel
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Rotschnabel-Buschwachtel
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siambuschwachtel
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Kambodschabuschwachtel
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Hainanbuschwachtel
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Taiwanbuschwachtel
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Weißwangen-Buschwachtel
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Braunbrust-Buschwachtel
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Davidbuschwachtel
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Borneobuschwachtel
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Malaienbuschwachtel
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Orangebrust-Buschwachtel
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Sumatrabuschwachtel
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Javabuschwachtel
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Weißgesicht-Buschwachtel
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Haldenhuhn
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Blutfasan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Schwarzkopftragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Satyrtragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Blythtragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Temmincktragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Cabottragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Braunkehl-Keilschwanzhuhn
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Rostkehl-Keilschwanzhuhn
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Rostschwanz-Glanzfasan
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Weißschwanz-Glanzfasan
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Grünschwanz-Glanzfasan
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Koklasfasan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Truthuhn
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Pfauentruthuhn
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Haselhuhn
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Schwarzbrust-Haselhuhn
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Moorschneehuhn
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Alpenschneehuhn
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Sichelhuhn
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Auerhuhn
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Steinauerhuhn
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Birkhuhn
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Kaukasusbirkhuhn
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Langschnabelwachtel
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulitwachtel
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibetrebhuhn
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Rebhuhn
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Bartrebhuhn
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Kupferfasan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Königsfasan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Mikadofasan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Elliotfasan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Burmafasan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Goldfasan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Diamantfasan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Jagdfasan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Buntfasan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Schopffasan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Tibetohrfasan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Weißflügel-Ohrfasan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Braunflügel-Ohrfasan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Blauflügel-Ohrfasan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edwardsfasan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Swinhoefasan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Bulwerfasan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Kalifasan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Silberfasan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Gelbschwanzfasan
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Borneo-Gelbschwanzfasan
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Prälatfasan
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Salvadorifasan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malaienhaubenfasan
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Haubenfasan
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Perlenfasan
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malaienfasan
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argusfasan
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Kongopfau
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Pfau
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Ährenträgerpfau
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Grünfuß-Buschwachtel
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Charltonbuschwachtel
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabahbuschwachtel
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Rotkopfwachtel
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Rotspornhuhn
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Perlspornhuhn
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Ceylonspornhuhn
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palawanpfaufasan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Borneopfaufasan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Malaienpfaufasan
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Annampfaufasan
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hainanpfaufasan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Indochina-Pfaufasan
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Rothschild-Pfaufasan
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Bronzepfaufasan
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Gelbbrauen-Bambushuhn
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Graubrauen-Bambushuhn
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwanbambushuhn
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Gabelschwanzhuhn
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Bankivahuhn
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Sonnerathuhn
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Ceylonhuhn
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Lathamfrankolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Schopffrankolin
