,IOC,Breeding Range,Order,Family,Dutch
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,Gevlekte Tandkwartel
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,Zangkwartel
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,Montezumabergkwartel
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,Gevlekte Bergkwartel
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,Langpootkwartel
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Udzungwabospatrijs
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubehobospatrijs
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Gevlekte Bospatrijs
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Roelroel
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Zwarte Bospatrijs
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Gewone Bospatrijs
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Boultons Bospatrijs
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Roodborstbospatrijs
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Ricketts Bospatrijs
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Roodkeelbospatrijs
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Roodsnavelbospatrijs
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Bospatrijs
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Cambodjaanse Bospatrijs
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Hainanbospatrijs
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Taiwanbospatrijs
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Witwangbospatrijs
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Bruinborstbospatrijs
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Davids Bospatrijs
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Borneobospatrijs
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Maleise Bospatrijs
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Rolls Bospatrijs
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Sumatraanse Bospatrijs
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Javaanse Bospatrijs
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Grijsborstbospatrijs
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Sneeuwpatrijs
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Bloedfazant
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Zwartkapsaterhoen
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Rood Saterhoen
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Blyths Saterhoen
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Temmincks Saterhoen
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Cabots Saterhoen
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Tibetaans Wigstaarthoen
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Roodkeelwigstaarthoen
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Himalayaglansfazant
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Sclaters Glansfazant
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Chinese Glansfazant
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Koklasfazant
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Kalkoen
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Pauwkalkoen
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Hazelhoen
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Zwartborsthazelhoen
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Moerassneeuwhoen
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Alpensneeuwhoen
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Spitsvleugelhoen
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Auerhoen
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Rotsauerhoen
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Korhoen
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Kaukasisch Korhoen
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Indische Bospatrijs
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Hoses Bospatrijs
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibetaanse Patrijs
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Patrijs
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Baardpatrijs
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Koperfazant
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Koningsfazant
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Mikadofazant
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Elliots Fazant
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Humes Fazant
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Goudfazant
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Lady-Amherstfazant
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Fazant
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Groene Fazant
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Wallichs Fazant
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Tibetaanse Oorfazant
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Witte Oorfazant
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Bruine Oorfazant
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Blauwe Oorfazant
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edwards' Fazant
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Swinhoes Fazant
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Bulwers Fazant
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Nepalfazant
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Zilverfazant
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Maleise Vuurrugfazant
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Borneovuurrugfazant
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Kuifloze Prelaatfazant
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Salvadori's Fazant
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Maleise Gekuifde Vuurrugfazant
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Borneose Gekuifde Vuurrugfazant
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Vietnamese Gekuifde Argusfazant
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Maleise Gekuifde Argusfazant
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argusfazant
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Congopauw
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Blauwe Pauw
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Groene Pauw
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Groenpootbospatrijs
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Charltons Bospatrijs
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabahbospatrijs
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Roodkopbospatrijs
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Rode Dwergfazant
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Pareldwergfazant
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Ceylondwergfazant
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palawanspiegelpauw
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Borneospiegelpauw
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Maleise Spiegelpauw
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Germains Pauwfazant
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hainanspiegelpauw
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Spiegelpauw
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Rothschilds Pauwfazant
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Sumatraanse Pauwfazant
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Bamboepatrijs
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Chinese Bamboepatrijs
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwanbamboepatrijs
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Vorkstaarthoen
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Bankivahoen
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Sonnerathoen
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Ceylonhoen
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Lathams Frankolijn
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Kuiffrankolijn
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Grijze Frankolijn
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Moerasfrankolijn
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Chinese Frankolijn
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Zwarte Frankolijn
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Bonte Frankolijn
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Coquifrankolijn
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Witkeelfrankolijn
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Schlegels Frankolijn
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Kraagfrankolijn
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Roodvleugelfrankolijn
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Finsch' Frankolijn
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Hooglandfrankolijn
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgonfrankolijn
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Grijsvleugelfrankolijn
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Archers Frankolijn
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Shelleys Frankolijn
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whytes Frankolijn
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tibetaans Berghoen
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Altaiberghoen
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Kaukasisch Berghoen
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Kaspisch Berghoen
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Himalayaberghoen
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Perzische Woestijnpatrijs
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Arabische Woestijnpatrijs
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Bruine Kwartel
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Nieuw-Guinese Bergpatrijs
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Chinese Dwergkwartel
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Blauwe Kwartel
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Madagaskarpatrijs
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Kwartel
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Japanse Kwartel
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Harlekijnkwartel
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Regenkwartel
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Stoppelveldkwartel
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Barbarijse Patrijs
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Arabische Steenpatrijs
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Rode Patrijs
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Aziatische Steenpatrijs
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Steenpatrijs
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Philby's Steenpatrijs
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Chinese Steenpatrijs
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Jungledwergpatrijs
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Madrasdwergpatrijs
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Bonte Dwergpatrijs
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Manipurdwergpatrijs
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Hartlaubs Frankolijn
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Kameroenfrankolijn
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Bamboefrankolijn
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Roestkopfrankolijn
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Erckels Frankolijn
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Djiboutifrankolijn
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Swierstra's Frankolijn
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Ahantafrankolijn
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Grants Frankolijn
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Jacksons Frankolijn
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Roodsnavelfrankolijn
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Kaapse Frankolijn
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Natalfrankolijn
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Hildebrandts Frankolijn
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Barbarijse Frankolijn
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Geschubde Frankolijn
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Geelsnavelfrankolijn
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Clappertons Frankolijn
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Harwoods Frankolijn
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Swainsons Frankolijn
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Geelkeelfrankolijn
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Grijshalsfrankolijn
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Roodkeelfrankolijn
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Argusnachtzwaluw
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Baardnachtzwaluw
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Salomonsnachtzwaluw
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Nieuw-Caledonische Nachtzwaluw
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Duivelsnachtzwaluw
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Papoeanachtzwaluw
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Archbolds Nachtzwaluw
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Temmincks Nachtzwaluw
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Grote Nachtzwaluw
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Gekraagde Nachtzwaluw
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Nacundanachtzwaluw
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Kleinste Nachtzwaluw
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Zandkleurige Nachtzwaluw
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Texasnachtzwaluw
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Amerikaanse Nachtzwaluw
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Kortstaartnachtzwaluw
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Roodbuiknachtzwaluw
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Staartbandnachtzwaluw
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Bahianachtzwaluw
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Roetnachtzwaluw
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Spix' Nachtzwaluw
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Pauraque
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Ecuadornachtzwaluw
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todds Nachtzwaluw
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Kleine Nachtzwaluw
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Roraimanachtzwaluw
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Cayennenachtzwaluw
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Sikkelvleugelnachtzwaluw
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Witvleugelnachtzwaluw
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Vleugelbandnachtzwaluw
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi's Nachtzwaluw
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Vorkstaartnachtzwaluw
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Lierstaartnachtzwaluw
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Witstaartnachtzwaluw
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Vlekstaartnachtzwaluw
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Trapstaartnachtzwaluw
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Spiesstaartnachtzwaluw
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Braziliaanse Nachtzwaluw
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Chocópoorwill
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Mexicaanse Poorwill
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatánpoorwill
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Gevlekte Poorwill
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Poorwill
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Rosse Nachtzwaluw
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Salvins Nachtzwaluw
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatánnachtzwaluw
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Zijdestaartnachtzwaluw
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Ridgways Whippoorwill
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Zwarte Nachtzwaluw
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Bootstaartnachtzwaluw
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Moorse Nachtzwaluw
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Junglenachtzwaluw
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Grijze Nachtzwaluw
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palaunachtzwaluw
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Nachtzwaluw
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Grijsbruine Nachtzwaluw
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Roodwangnachtzwaluw
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Egyptische Nachtzwaluw
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Sykes' Nachtzwaluw
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Nubische Nachtzwaluw
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Goudgele Nachtzwaluw
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Indische Nachtzwaluw
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Horsfields Nachtzwaluw
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Mees' Nachtzwaluw
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andamanennachtzwaluw
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Filipijnse Nachtzwaluw
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Sulawesinachtzwaluw
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Doornstruiknachtzwaluw
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Roesthalsnachtzwaluw
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Ethiopische Nachtzwaluw
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Hindoenachtzwaluw
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Madagaskarnachtzwaluw
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Moerasnachtzwaluw
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Nechisarnachtzwaluw
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Marmernachtzwaluw
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Okervleknachtzwaluw
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Savannenachtzwaluw
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Rotsnachtzwaluw
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Bonapartes Nachtzwaluw
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Salvadori's Nachtzwaluw
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Louettes Nachtzwaluw
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Bates' Nachtzwaluw
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Langstaartnachtzwaluw
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Reichenows Nachtzwaluw
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Gabonnachtzwaluw
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Viervleugelnachtzwaluw
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Wimpelnachtzwaluw
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Vetvogel
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Rosse Reuzennachtzwaluw
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Vale Reuzennachtzwaluw
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Wigstaartreuzennachtzwaluw
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Noordelijke Reuzennachtzwaluw
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Grijze Reuzennachtzwaluw
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Andesreuzennachtzwaluw
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Witvleugelreuzennachtzwaluw
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Gemarmerde Uilnachtzwaluw
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Reuzenuilnachtzwaluw
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Uilnachtzwaluw
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Salomonskikkerbek
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Grote Kikkerbek
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Duifkikkerbek
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Filipijnse Kikkerbek
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Goulds Kikkerbek
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Ceylonkikkerbek
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Hodgsons Kikkerbek
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Sumatraanse Kikkerbek
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Borneokikkerbek
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Javaanse Kikkerbek
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Blyths Kikkerbek
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawankikkerbek
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Maleise Kikkerbek
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Rosse Dwergnachtzwaluw
