,IOC,Breeding Range,Order,Family,Spanish
2456,Ixobrychus dubius,AU,PELECANIFORMES,Ardeidae,Avetorillo australiano
2457,Ixobrychus sinensis,"PAL, IO, OR",PELECANIFORMES,Ardeidae,Avetorillo chino
2458,Ixobrychus eurhythmus,PAL,PELECANIFORMES,Ardeidae,Avetorillo manchú
2459,Ixobrychus cinnamomeus,"OR, PAL",PELECANIFORMES,Ardeidae,Avetorillo canelo
2460,Ixobrychus sturmii,AF,PELECANIFORMES,Ardeidae,Avetorillo plomizo
2461,Ixobrychus flavicollis,"OR, AU",PELECANIFORMES,Ardeidae,Avetorillo negro
2462,Gorsachius magnificus,OR,PELECANIFORMES,Ardeidae,Martinete magnífico
2463,Gorsachius goisagi,PAL,PELECANIFORMES,Ardeidae,Martinete japonés
2464,Gorsachius melanolophus,OR,PELECANIFORMES,Ardeidae,Martinete malayo
2465,Gorsachius leuconotus,AF,PELECANIFORMES,Ardeidae,Martinete encapuchado
2466,Nycticorax nycticorax,Worldwide,PELECANIFORMES,Ardeidae,Martinete común
2467,Nycticorax caledonicus,AU,PELECANIFORMES,Ardeidae,Martinete canelo
2468,Nyctanassa violacea,"NA, MA, SA",PELECANIFORMES,Ardeidae,Martinete coronado
2469,Butorides virescens,"NA, MA",PELECANIFORMES,Ardeidae,Garcilla Verde
2470,Butorides sundevalli,SA,PELECANIFORMES,Ardeidae,Garcilla de Lava
2471,Butorides striata,"SA, PAL, AF, AU",PELECANIFORMES,Ardeidae,Garcita verdosa
2472,Ardeola ralloides,"PAL, AF",PELECANIFORMES,Ardeidae,Garcilla cangrejera
2473,Ardeola grayii,"PAL, OR",PELECANIFORMES,Ardeidae,Garcilla india
2474,Ardeola bacchus,OR,PELECANIFORMES,Ardeidae,Garcilla china
2475,Ardeola speciosa,OR,PELECANIFORMES,Ardeidae,Garcilla indonesia
2476,Ardeola idae,AF,PELECANIFORMES,Ardeidae,Garcilla malgache
2477,Ardeola rufiventris,AF,PELECANIFORMES,Ardeidae,Garcilla ventrirroja
2478,Bubulcus ibis,"PAL, AF, NA, MA, SA",PELECANIFORMES,Ardeidae,Garcilla bueyera occidental
2479,Bubulcus coromandus,OR,PELECANIFORMES,Ardeidae,Garcilla bueyera oriental
2480,Ardea cinerea,"PAL, AF, OR",PELECANIFORMES,Ardeidae,Garza real
2481,Ardea herodias,"NA, MA",PELECANIFORMES,Ardeidae,Garza azulada
2482,Ardea cocoi,SA,PELECANIFORMES,Ardeidae,Garza cuca
2483,Ardea pacifica,AU,PELECANIFORMES,Ardeidae,Garza cuelliblanca
2484,Ardea melanocephala,AF,PELECANIFORMES,Ardeidae,Garza cabecinegra
2485,Ardea humbloti,AF,PELECANIFORMES,Ardeidae,Garza malgache
2486,Ardea insignis,OR,PELECANIFORMES,Ardeidae,Garza ventriblanca
2487,Ardea sumatrana,"OR, AU",PELECANIFORMES,Ardeidae,Garza de Sumatra
2488,Ardea goliath,"AF, PAL",PELECANIFORMES,Ardeidae,Garza goliat
2489,Ardea purpurea,"PAL, OR, AF",PELECANIFORMES,Ardeidae,Garza imperial
2490,Ardea alba,"NA, SA, AF, PAL, OR, AU",PELECANIFORMES,Ardeidae,Garceta grande
2491,Ardea intermedia,"OR, AF, AU",PELECANIFORMES,Ardeidae,Garceta intermedia
2492,Pilherodius pileatus,"MA, SA",PELECANIFORMES,Ardeidae,Garza capirotada
2493,Syrigma sibilatrix,SA,PELECANIFORMES,Ardeidae,Garza chiflona
2494,Egretta picata,AU,PELECANIFORMES,Ardeidae,Garceta pía
2495,Egretta novaehollandiae,AU,PELECANIFORMES,Ardeidae,Garceta cariblanca
2496,Egretta rufescens,"NA, MA",PELECANIFORMES,Ardeidae,Garceta rojiza
2497,Egretta ardesiaca,AF,PELECANIFORMES,Ardeidae,Garceta azabache
2498,Egretta vinaceigula,AF,PELECANIFORMES,Ardeidae,Garceta gorjirroja
2499,Egretta tricolor,"NA, MA, SA",PELECANIFORMES,Ardeidae,Garceta tricolor
2500,Egretta caerulea,"NA, MA, SA",PELECANIFORMES,Ardeidae,Garceta azul
2501,Egretta thula,"NA, MA, SA",PELECANIFORMES,Ardeidae,Garceta nívea
2502,Egretta garzetta,"PAL, AF, OR, AU",PELECANIFORMES,Ardeidae,Garceta común
2503,Egretta gularis,"AF, PAL, OR",PELECANIFORMES,Ardeidae,Garceta dimorfa
2504,Egretta dimorpha,AF,PELECANIFORMES,Ardeidae,Garceta Dimorfa
2505,Egretta sacra,"OR, AU",PELECANIFORMES,Ardeidae,Garceta de arrecife
2506,Egretta eulophotes,PAL,PELECANIFORMES,Ardeidae,Garceta china
2507,Scopus umbretta,AF,PELECANIFORMES,Scopidae,Avemartillo
2508,Balaeniceps rex,AF,PELECANIFORMES,Balaenicipitidae,Picozapato
2509,Pelecanus onocrotalus,"PAL, AF",PELECANIFORMES,Pelecanidae,Pelícano común
2510,Pelecanus rufescens,AF,PELECANIFORMES,Pelecanidae,Pelícano rosado
2511,Pelecanus philippensis,OR,PELECANIFORMES,Pelecanidae,Pelícano oriental
2512,Pelecanus crispus,PAL,PELECANIFORMES,Pelecanidae,Pelícano ceñudo
2513,Pelecanus conspicillatus,AU,PELECANIFORMES,Pelecanidae,Pelícano australiano
2514,Pelecanus occidentalis,"NA, MA, SA",PELECANIFORMES,Pelecanidae,Pelícano pardo
2515,Pelecanus thagus,SA,PELECANIFORMES,Pelecanidae,Pelícano alcatraz
2516,Opisthocomus hoazin,SA,OPISTHOCOMIFORMES,Opisthocomidae,Hoazín
2517,Sarcoramphus papa,"MA, SA",ACCIPITRIFORMES,Cathartidae,Zopilote rey
2518,Vultur gryphus,SA,ACCIPITRIFORMES,Cathartidae,Cóndor andino
2519,Coragyps atratus,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,Zopilote negro
2520,Cathartes aura,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,Aura gallipavo
2521,Cathartes burrovianus,"MA, SA",ACCIPITRIFORMES,Cathartidae,Aura sabanera
2522,Cathartes melambrotus,SA,ACCIPITRIFORMES,Cathartidae,Aura selvática
2523,Sagittarius serpentarius,AF,ACCIPITRIFORMES,Sagittariidae,Secretario
2524,Pandion haliaetus,Worldwide,ACCIPITRIFORMES,Pandionidae,Águila pescadora
2525,Elanus caeruleus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,Elanio común
2526,Elanus axillaris,AU,ACCIPITRIFORMES,Accipitridae,Elanio australiano
2527,Elanus leucurus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Elanio maromero
2528,Elanus scriptus,AU,ACCIPITRIFORMES,Accipitridae,Elanio escrito
2529,Gampsonyx swainsonii,SA,ACCIPITRIFORMES,Accipitridae,Elanio enano
2530,Chelictinia riocourii,AF,ACCIPITRIFORMES,Accipitridae,Elanio golondrina
2531,Polyboroides typus,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho caricalvo común
2532,Polyboroides radiatus,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho caricalvo malgache
2533,Gypohierax angolensis,AF,ACCIPITRIFORMES,Accipitridae,Buitre palmero
2534,Gypaetus barbatus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,Quebrantahuesos
2535,Neophron percnopterus,"AF, PAL, OR",ACCIPITRIFORMES,Accipitridae,Alimoche común
2536,Eutriorchis astur,AF,ACCIPITRIFORMES,Accipitridae,Culebrera azor
2537,Leptodon cayanensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,Milano cabecigrís
2538,Leptodon forbesi,SA,ACCIPITRIFORMES,Accipitridae,Milano acollarado
2539,Chondrohierax uncinatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Milano picogarfio
2540,Pernis apivorus,PAL,ACCIPITRIFORMES,Accipitridae,Abejero europeo
2541,Pernis ptilorhynchus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,Abejero oriental
2542,Pernis celebensis,AU,ACCIPITRIFORMES,Accipitridae,Abejero de Célebes
2543,Pernis steerei,OR,ACCIPITRIFORMES,Accipitridae,Abejero de Filipinas
2544,Elanoides forficatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Elanio tijereta
2545,Lophoictinia isura,AU,ACCIPITRIFORMES,Accipitridae,Milano colicuadrado
2546,Hamirostra melanosternon,AU,ACCIPITRIFORMES,Accipitridae,Milano pechinegro
2547,Aviceda cuculoides,AF,ACCIPITRIFORMES,Accipitridae,Baza africano
2548,Aviceda madagascariensis,AF,ACCIPITRIFORMES,Accipitridae,Baza malgache
2549,Aviceda jerdoni,"OR, AU",ACCIPITRIFORMES,Accipitridae,Baza oriental
2550,Aviceda subcristata,AU,ACCIPITRIFORMES,Accipitridae,Baza australiano
2551,Aviceda leuphotes,OR,ACCIPITRIFORMES,Accipitridae,Baza negro
2552,Henicopernis longicauda,AU,ACCIPITRIFORMES,Accipitridae,Milano colilargo
2553,Henicopernis infuscatus,AU,ACCIPITRIFORMES,Accipitridae,Milano de Nueva Bretaña
2554,Necrosyrtes monachus,AF,ACCIPITRIFORMES,Accipitridae,Alimoche sombrío
2555,Gyps africanus,AF,ACCIPITRIFORMES,Accipitridae,Buitre dorsiblanco africano
2556,Gyps bengalensis,OR,ACCIPITRIFORMES,Accipitridae,Buitre dorsiblanco bengalí
2557,Gyps indicus,OR,ACCIPITRIFORMES,Accipitridae,Buitre indio
2558,Gyps tenuirostris,OR,ACCIPITRIFORMES,Accipitridae,Buitre picofino
2559,Gyps rueppelli,AF,ACCIPITRIFORMES,Accipitridae,Buitre moteado
2560,Gyps himalayensis,OR,ACCIPITRIFORMES,Accipitridae,Buitre del Himalaya
2561,Gyps fulvus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,Buitre leonado
2562,Gyps coprotheres,AF,ACCIPITRIFORMES,Accipitridae,Buitre de El Cabo
2563,Sarcogyps calvus,OR,ACCIPITRIFORMES,Accipitridae,Buitre cabecirrojo
2564,Trigonoceps occipitalis,AF,ACCIPITRIFORMES,Accipitridae,Buitre cabeciblanco
2565,Aegypius monachus,PAL,ACCIPITRIFORMES,Accipitridae,Buitre negro
2566,Torgos tracheliotos,AF,ACCIPITRIFORMES,Accipitridae,Buitre orejudo
2567,Spilornis cheela,OR,ACCIPITRIFORMES,Accipitridae,Culebrera chiíla
2568,Spilornis klossi,OR,ACCIPITRIFORMES,Accipitridae,Culebrera de Nicobar
2569,Spilornis kinabaluensis,OR,ACCIPITRIFORMES,Accipitridae,Culebrera del Kinabalu
2570,Spilornis rufipectus,AU,ACCIPITRIFORMES,Accipitridae,Culebrera de Célebes
2571,Spilornis holospilus,OR,ACCIPITRIFORMES,Accipitridae,Culebrera filipina
2572,Spilornis elgini,OR,ACCIPITRIFORMES,Accipitridae,Culebrera de Andamán
2573,Pithecophaga jefferyi,OR,ACCIPITRIFORMES,Accipitridae,Águila monera
2574,Circaetus gallicus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,Culebrera europea
2575,Circaetus beaudouini,AF,ACCIPITRIFORMES,Accipitridae,Culebrera sudanesa
2576,Circaetus pectoralis,AF,ACCIPITRIFORMES,Accipitridae,Culebrera pechinegra
2577,Circaetus cinereus,AF,ACCIPITRIFORMES,Accipitridae,Culebrera sombría
2578,Circaetus fasciolatus,AF,ACCIPITRIFORMES,Accipitridae,Culebrera barrada
2579,Circaetus cinerascens,AF,ACCIPITRIFORMES,Accipitridae,Culebrera coliblanca
2580,Dryotriorchis spectabilis,AF,ACCIPITRIFORMES,Accipitridae,Culebrera congoleña
2581,Terathopius ecaudatus,AF,ACCIPITRIFORMES,Accipitridae,Águila volatinera
2582,Macheiramphus alcinus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,Milano murcielaguero
2583,Harpyopsis novaeguineae,AU,ACCIPITRIFORMES,Accipitridae,Arpía papúa
2584,Morphnus guianensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,Arpía menor
2585,Harpia harpyja,"MA, SA",ACCIPITRIFORMES,Accipitridae,Arpía mayor
2586,Stephanoaetus coronatus,AF,ACCIPITRIFORMES,Accipitridae,Águila coronada
2587,Nisaetus kelaarti,OR,ACCIPITRIFORMES,Accipitridae,Aguila-azor de Ceilán
2588,Nisaetus nanus,OR,ACCIPITRIFORMES,Accipitridae,Águila de Wallace
2589,Nisaetus nipalensis,OR,ACCIPITRIFORMES,Accipitridae,Águila montañesa
2590,Nisaetus alboniger,OR,ACCIPITRIFORMES,Accipitridae,Águila indonesia
2591,Nisaetus bartelsi,OR,ACCIPITRIFORMES,Accipitridae,Águila de Java
2592,Nisaetus lanceolatus,AU,ACCIPITRIFORMES,Accipitridae,Águila de Célebes
2593,Nisaetus pinskeri,OR,ACCIPITRIFORMES,Accipitridae,Águila de Pinsker
2594,Nisaetus philippensis,OR,ACCIPITRIFORMES,Accipitridae,Águila filipina
2595,Nisaetus cirrhatus,OR,ACCIPITRIFORMES,Accipitridae,Águila variable
2596,Nisaetus floris,AU,ACCIPITRIFORMES,Accipitridae,Águila de Flores
2597,Spizaetus tyrannus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Águila negra
2598,Spizaetus melanoleucus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Águila blanquinegra
2599,Spizaetus ornatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Águila galana
2600,Spizaetus isidori,SA,ACCIPITRIFORMES,Accipitridae,Águila poma
2601,Lophotriorchis kienerii,"OR, AU",ACCIPITRIFORMES,Accipitridae,Águila ventrirroja
2602,Polemaetus bellicosus,AF,ACCIPITRIFORMES,Accipitridae,Águila marcial
2603,Lophaetus occipitalis,AF,ACCIPITRIFORMES,Accipitridae,Águila crestilarga
2604,Ictinaetus malaiensis,OR,ACCIPITRIFORMES,Accipitridae,Águila milana
2605,Clanga hastata,OR,ACCIPITRIFORMES,Accipitridae,Águila india
2606,Clanga pomarina,PAL,ACCIPITRIFORMES,Accipitridae,Águila pomerana
2607,Clanga clanga,PAL,ACCIPITRIFORMES,Accipitridae,Águila moteada
2608,Hieraaetus wahlbergi,AF,ACCIPITRIFORMES,Accipitridae,Águila de Wahlberg
2609,Hieraaetus ayresii,AF,ACCIPITRIFORMES,Accipitridae,Águila de Ayres
2610,Hieraaetus pennatus,PAL,ACCIPITRIFORMES,Accipitridae,Águila calzada
2611,Hieraaetus weiskei,AU,ACCIPITRIFORMES,Accipitridae,Águila papúa
2612,Hieraaetus morphnoides,AU,ACCIPITRIFORMES,Accipitridae,Águila chica
2613,Aquila nipalensis,PAL,ACCIPITRIFORMES,Accipitridae,Águila esteparia
2614,Aquila rapax,AF,ACCIPITRIFORMES,Accipitridae,Águila rapaz
2615,Aquila adalberti,PAL,ACCIPITRIFORMES,Accipitridae,Águila imperial ibérica
2616,Aquila heliaca,PAL,ACCIPITRIFORMES,Accipitridae,Águila imperial oriental
2617,Aquila chrysaetos,"NA, MA, PAL",ACCIPITRIFORMES,Accipitridae,Águila real
2618,Aquila africana,AF,ACCIPITRIFORMES,Accipitridae,Águila congoleña
2619,Aquila audax,AU,ACCIPITRIFORMES,Accipitridae,Águila audaz
2620,Aquila gurneyi,AU,ACCIPITRIFORMES,Accipitridae,Águila moluqueña
2621,Aquila verreauxii,AF,ACCIPITRIFORMES,Accipitridae,Águila cafre
2622,Aquila fasciata,"PAL, OR",ACCIPITRIFORMES,Accipitridae,Águila perdicera
2623,Aquila spilogaster,AF,ACCIPITRIFORMES,Accipitridae,Águila estriada
2624,Harpagus bidentatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Milano bidentado
2625,Harpagus diodon,SA,ACCIPITRIFORMES,Accipitridae,Milano muslirrufo
2626,Kaupifalco monogrammicus,AF,ACCIPITRIFORMES,Accipitridae,Busardo gavilán
2627,Micronisus gabar,AF,ACCIPITRIFORMES,Accipitridae,Gavilán gabar
2628,Melierax metabates,AF,ACCIPITRIFORMES,Accipitridae,Azor lagartijero oscuro
2629,Melierax poliopterus,AF,ACCIPITRIFORMES,Accipitridae,Azor lagartijero somalí
2630,Melierax canorus,AF,ACCIPITRIFORMES,Accipitridae,Azor lagartijero claro
2631,Urotriorchis macrourus,AF,ACCIPITRIFORMES,Accipitridae,Azor rabilargo
2632,Erythrotriorchis buergersi,AU,ACCIPITRIFORMES,Accipitridae,Azor de Bürgers
2633,Erythrotriorchis radiatus,AU,ACCIPITRIFORMES,Accipitridae,Azor rojo
2634,Megatriorchis doriae,AU,ACCIPITRIFORMES,Accipitridae,Azor de Doria
2635,Microspizias superciliosus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Gavilancito americano
2636,Microspizias collaris,SA,ACCIPITRIFORMES,Accipitridae,Gavilancito torcaz
2637,Accipiter trivirgatus,OR,ACCIPITRIFORMES,Accipitridae,Azor moñudo
2638,Accipiter griseiceps,AU,ACCIPITRIFORMES,Accipitridae,Gavilán de Célebes
2639,Accipiter poliogaster,SA,ACCIPITRIFORMES,Accipitridae,Azor ventrigrís
2640,Accipiter toussenelii,AF,ACCIPITRIFORMES,Accipitridae,Azor de Toussenel
2641,Accipiter tachiro,AF,ACCIPITRIFORMES,Accipitridae,Azor tachiro
2642,Accipiter castanilius,AF,ACCIPITRIFORMES,Accipitridae,Gavilán flanquirrojo
2643,Accipiter badius,"AF, OR",ACCIPITRIFORMES,Accipitridae,Gavilán chikra
2644,Accipiter butleri,OR,ACCIPITRIFORMES,Accipitridae,Gavilán de Nicobar
2645,Accipiter brevipes,PAL,ACCIPITRIFORMES,Accipitridae,Gavilán griego
2646,Accipiter soloensis,PAL,ACCIPITRIFORMES,Accipitridae,Gavilán ranero
2647,Accipiter francesiae,AF,ACCIPITRIFORMES,Accipitridae,Gavilán de Frances
2648,Accipiter trinotatus,AU,ACCIPITRIFORMES,Accipitridae,Gavilán colipinto
2649,Accipiter novaehollandiae,AU,ACCIPITRIFORMES,Accipitridae,Azor gris
2650,Accipiter hiogaster,AU,ACCIPITRIFORMES,Accipitridae,Azor variable
2651,Accipiter fasciatus,AU,ACCIPITRIFORMES,Accipitridae,Azor australiano
2652,Accipiter melanochlamys,AU,ACCIPITRIFORMES,Accipitridae,Gavilán rufinegro
2653,Accipiter albogularis,AU,ACCIPITRIFORMES,Accipitridae,Gavilán pío
2654,Accipiter haplochrous,AU,ACCIPITRIFORMES,Accipitridae,Gavilán de Nueva Caledonia
2655,Accipiter rufitorques,PO,ACCIPITRIFORMES,Accipitridae,Gavilán de las Fiji
2656,Accipiter henicogrammus,AU,ACCIPITRIFORMES,Accipitridae,Azor moluqueño
2657,Accipiter luteoschistaceus,AU,ACCIPITRIFORMES,Accipitridae,Gavilán de Nueva Bretaña
2658,Accipiter imitator,AU,ACCIPITRIFORMES,Accipitridae,Gavilán imitador
2659,Accipiter poliocephalus,AU,ACCIPITRIFORMES,Accipitridae,Gavilán cabecigrís
2660,Accipiter princeps,AU,ACCIPITRIFORMES,Accipitridae,Azor de Nueva Bretaña
2661,Accipiter erythropus,AF,ACCIPITRIFORMES,Accipitridae,Gavilancito patirrojo
2662,Accipiter minullus,AF,ACCIPITRIFORMES,Accipitridae,Gavilancito chico
2663,Accipiter gularis,PAL,ACCIPITRIFORMES,Accipitridae,Gavilancito japonés
2664,Accipiter virgatus,OR,ACCIPITRIFORMES,Accipitridae,Gavilán besra
2665,Accipiter nanus,AU,ACCIPITRIFORMES,Accipitridae,Gavilancito de Célebes
2666,Accipiter erythrauchen,AU,ACCIPITRIFORMES,Accipitridae,Gavilancito moluqueño
2667,Accipiter cirrocephalus,AU,ACCIPITRIFORMES,Accipitridae,Gavilán acollarado
2668,Accipiter brachyurus,AU,ACCIPITRIFORMES,Accipitridae,Gavilancito de Nueva Bretaña
2669,Accipiter rhodogaster,AU,ACCIPITRIFORMES,Accipitridae,Gavilán pechirrojo
2670,Accipiter madagascariensis,AF,ACCIPITRIFORMES,Accipitridae,Gavilán malgache
2671,Accipiter ovampensis,AF,ACCIPITRIFORMES,Accipitridae,Gavilán del Ovampo
2672,Accipiter nisus,PAL,ACCIPITRIFORMES,Accipitridae,Gavilán común
2673,Accipiter rufiventris,AF,ACCIPITRIFORMES,Accipitridae,Gavilán papirrufo
2674,Accipiter striatus,"NA, MA",ACCIPITRIFORMES,Accipitridae,Gavilán americano
2675,Accipiter chionogaster,MA,ACCIPITRIFORMES,Accipitridae,Gavilán Ventriblanco
2676,Accipiter ventralis,SA,ACCIPITRIFORMES,Accipitridae,Gavilán Andino
2677,Accipiter erythronemius,SA,ACCIPITRIFORMES,Accipitridae,Gavilán Muslirrufo
2678,Accipiter cooperii,"NA, MA",ACCIPITRIFORMES,Accipitridae,Gavilán de Cooper
2679,Accipiter bicolor,"MA, SA",ACCIPITRIFORMES,Accipitridae,Gavilán bicolor
2680,Accipiter chilensis,SA,ACCIPITRIFORMES,Accipitridae,Gavilán Chileno
2681,Accipiter melanoleucus,AF,ACCIPITRIFORMES,Accipitridae,Azor blanquinegro
2682,Accipiter henstii,AF,ACCIPITRIFORMES,Accipitridae,Azor malgache
2683,Accipiter gentilis,PAL,ACCIPITRIFORMES,Accipitridae,Azor común
2684,Accipiter atricapillus,"NA, MA",ACCIPITRIFORMES,Accipitridae,American Goshawk
2685,Accipiter meyerianus,AU,ACCIPITRIFORMES,Accipitridae,Azor de Meyer
2686,Circus aeruginosus,"PAL, AF",ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero occidental
2687,Circus spilonotus,PAL,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero oriental
2688,Circus spilothorax,AU,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero papú
2689,Circus approximans,AU,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero del Pacífico
2690,Circus ranivorus,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero etiópico
2691,Circus maillardi,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero de Reunión
2692,Circus macrosceles,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho lagunero malgache
2693,Circus buffoni,SA,ACCIPITRIFORMES,Accipitridae,Aguilucho de Azara
2694,Circus assimilis,AU,ACCIPITRIFORMES,Accipitridae,Aguilucho moteado
2695,Circus maurus,AF,ACCIPITRIFORMES,Accipitridae,Aguilucho negro
2696,Circus cyaneus,PAL,ACCIPITRIFORMES,Accipitridae,Aguilucho pálido
2697,Circus hudsonius,"NA, MA",ACCIPITRIFORMES,Accipitridae,Aguilucho de Hudson
2698,Circus cinereus,SA,ACCIPITRIFORMES,Accipitridae,Aguilucho vari
2699,Circus macrourus,PAL,ACCIPITRIFORMES,Accipitridae,Aguilucho papialbo
2700,Circus melanoleucos,PAL,ACCIPITRIFORMES,Accipitridae,Aguilucho pío
2701,Circus pygargus,PAL,ACCIPITRIFORMES,Accipitridae,Aguilucho cenizo
2702,Milvus milvus,PAL,ACCIPITRIFORMES,Accipitridae,Milano real
2703,Milvus migrans,"PAL, AF, OR, AU",ACCIPITRIFORMES,Accipitridae,Milano negro
2704,Milvus aegyptius,AF,ACCIPITRIFORMES,Accipitridae,Yellow-billed Kite
2705,Haliastur sphenurus,AU,ACCIPITRIFORMES,Accipitridae,Milano silbador
2706,Haliastur indus,"OR, AU",ACCIPITRIFORMES,Accipitridae,Milano brahmán
2707,Haliaeetus pelagicus,PAL,ACCIPITRIFORMES,Accipitridae,Pigargo gigante
2708,Haliaeetus leucoryphus,PAL,ACCIPITRIFORMES,Accipitridae,Pigargo de Pallas
2709,Haliaeetus albicilla,PAL,ACCIPITRIFORMES,Accipitridae,Pigargo europeo
2710,Icthyophaga leucogaster,"OR, AU",ACCIPITRIFORMES,Accipitridae,Pigargo oriental
2711,Icthyophaga sanfordi,AU,ACCIPITRIFORMES,Accipitridae,Pigargo de las Salomón
2712,Icthyophaga vocifer,AF,ACCIPITRIFORMES,Accipitridae,Pigargo vocinglero
2713,Icthyophaga vociferoides,AF,ACCIPITRIFORMES,Accipitridae,Pigargo malgache
2714,Icthyophaga humilis,"OR, AU",ACCIPITRIFORMES,Accipitridae,Pigarguillo menor
2715,Icthyophaga ichthyaetus,OR,ACCIPITRIFORMES,Accipitridae,Pigarguillo común
2716,Butastur rufipennis,AF,ACCIPITRIFORMES,Accipitridae,Busardo langostero
2717,Butastur teesa,OR,ACCIPITRIFORMES,Accipitridae,Busardo tisa
2718,Butastur liventer,"OR, AU",ACCIPITRIFORMES,Accipitridae,Busardo alirrufo
2719,Butastur indicus,PAL,ACCIPITRIFORMES,Accipitridae,Busardo carigrís
2720,Ictinia plumbea,"MA, SA",ACCIPITRIFORMES,Accipitridae,Elanio plomizo
2721,Busarellus nigricollis,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo colorado
2722,Rostrhamus sociabilis,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Caracolero común
2723,Helicolestes hamatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,Caracolero plomizo
2724,Geranospiza caerulescens,"MA, SA",ACCIPITRIFORMES,Accipitridae,Azor zancón
2725,Cryptoleucopteryx plumbea,SA,ACCIPITRIFORMES,Accipitridae,Busardo plomizo
2726,Buteogallus schistaceus,SA,ACCIPITRIFORMES,Accipitridae,Busardo pizarroso
2727,Buteogallus anthracinus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo negro
2728,Buteogallus aequinoctialis,SA,ACCIPITRIFORMES,Accipitridae,Busardo cangrejero
2729,Buteogallus meridionalis,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo sabanero
2730,Buteogallus lacernulatus,SA,ACCIPITRIFORMES,Accipitridae,Busardo cuelliblanco
2731,Buteogallus urubitinga,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo urubitinga
2732,Buteogallus solitarius,"MA, SA",ACCIPITRIFORMES,Accipitridae,Águila solitaria
2733,Buteogallus coronatus,SA,ACCIPITRIFORMES,Accipitridae,Águila de Azara
2734,Morphnarchus princeps,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo azoreño
2735,Rupornis magnirostris,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo caminero
2736,Parabuteo unicinctus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo mixto
2737,Parabuteo leucorrhous,SA,ACCIPITRIFORMES,Accipitridae,Busardo culiblanco
2738,Geranoaetus albicaudatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo coliblanco
2739,Geranoaetus polyosoma,SA,ACCIPITRIFORMES,Accipitridae,Busardo dorsirrojo
2740,Geranoaetus melanoleucus,SA,ACCIPITRIFORMES,Accipitridae,Águila mora
2741,Pseudastur polionotus,SA,ACCIPITRIFORMES,Accipitridae,Busardo blanquinegro
2742,Pseudastur albicollis,"MA, SA",ACCIPITRIFORMES,Accipitridae,Busardo blanco
