,IOC,Breeding Range,Order,Family,Croatian
2204,Thalassarche melanophris,SO,PROCELLARIIFORMES,Diomedeidae,žutokljuni albatros
2205,Thalassarche impavida,PO,PROCELLARIIFORMES,Diomedeidae,kambelski albatros
2206,Thalassarche cauta,SO,PROCELLARIIFORMES,Diomedeidae,plahi albatros
2207,Thalassarche eremita,PO,PROCELLARIIFORMES,Diomedeidae,čatamski albatros
2208,Thalassarche salvini,"IO, PO",PROCELLARIIFORMES,Diomedeidae,srebrnastoglavi albatros
2209,Thalassarche chrysostoma,SO,PROCELLARIIFORMES,Diomedeidae,sivoglavi albatros
2210,Thalassarche chlororhynchos,AO,PROCELLARIIFORMES,Diomedeidae,žutonosi albatros
2211,Thalassarche carteri,IO,PROCELLARIIFORMES,Diomedeidae,kerguelenski albatros
2212,Thalassarche bulleri,PO,PROCELLARIIFORMES,Diomedeidae,bullerov albatros
2213,Hydrobates pelagicus,AO,PROCELLARIIFORMES,Hydrobatidae,burnica
2214,Hydrobates furcatus,PO,PROCELLARIIFORMES,Hydrobatidae,svijetla burnica
2215,Hydrobates hornbyi,PO,PROCELLARIIFORMES,Hydrobatidae,sinja burnica
2216,Hydrobates monorhis,"IO, PO",PROCELLARIIFORMES,Hydrobatidae,mrka burnica
2217,Hydrobates matsudairae,"IO, PO",PROCELLARIIFORMES,Hydrobatidae,vulkanska burnica
2218,Hydrobates leucorhous,"PO, AO",PROCELLARIIFORMES,Hydrobatidae,burnica lastarka
2219,Hydrobates socorroensis,PO,PROCELLARIIFORMES,Hydrobatidae,Townsend's Storm Petrel
2220,Hydrobates cheimomnestes,PO,PROCELLARIIFORMES,Hydrobatidae,Ainley's Storm Petrel
2221,Hydrobates homochroa,PO,PROCELLARIIFORMES,Hydrobatidae,kalifornijska burnica
2222,Hydrobates castro,"PO, AO",PROCELLARIIFORMES,Hydrobatidae,madeirska burnica
2223,Hydrobates monteiroi,AO,PROCELLARIIFORMES,Hydrobatidae,azorska burnica
2224,Hydrobates jabejabe,AO,PROCELLARIIFORMES,Hydrobatidae,Cape Verde Storm Petrel
2225,Hydrobates tethys,PO,PROCELLARIIFORMES,Hydrobatidae,galapagoska burnica
2226,Hydrobates melania,PO,PROCELLARIIFORMES,Hydrobatidae,crna burnica
2227,Hydrobates markhami,PO,PROCELLARIIFORMES,Hydrobatidae,parakaska burnica
2228,Hydrobates tristrami,PO,PROCELLARIIFORMES,Hydrobatidae,havajska burnica
2229,Hydrobates microsoma,PO,PROCELLARIIFORMES,Hydrobatidae,mala burnica
2230,Macronectes giganteus,"SO, AN",PROCELLARIIFORMES,Procellariidae,veliki burnjak
2231,Macronectes halli,SO,PROCELLARIIFORMES,Procellariidae,sjeverni veliki burnjak
2232,Fulmarus glacialis,"NA, PAL",PROCELLARIIFORMES,Procellariidae,burnjak
2233,Fulmarus glacialoides,"SO, AN",PROCELLARIIFORMES,Procellariidae,antarktički burnjak
2234,Thalassoica antarctica,"SO, AN",PROCELLARIIFORMES,Procellariidae,bjelokrili burnjak
2235,Daption capense,"SO, AN",PROCELLARIIFORMES,Procellariidae,kapski burnjak
2236,Pagodroma nivea,"SO, AN",PROCELLARIIFORMES,Procellariidae,bijeli zovoj
2237,Halobaena caerulea,SO,PROCELLARIIFORMES,Procellariidae,bjelogrli zovoj
2238,Pachyptila vittata,SO,PROCELLARIIFORMES,Procellariidae,krupnokljuni zovoj
2239,Pachyptila salvini,IO,PROCELLARIIFORMES,Procellariidae,širokorepi zovoj
2240,Pachyptila macgillivrayi,"AO, IO",PROCELLARIIFORMES,Procellariidae,MacGillivray's Prion
2241,Pachyptila desolata,"SO, AN",PROCELLARIIFORMES,Procellariidae,antarktički zovoj
2242,Pachyptila belcheri,SO,PROCELLARIIFORMES,Procellariidae,srebrnasti zovoj
2243,Pachyptila turtur,SO,PROCELLARIIFORMES,Procellariidae,sinji zovoj
2244,Pachyptila crassirostris,SO,PROCELLARIIFORMES,Procellariidae,debelokljuni zovoj
2245,Aphrodroma brevirostris,SO,PROCELLARIIFORMES,Procellariidae,kratkokljuni zovoj
2246,Pterodroma macroptera,SO,PROCELLARIIFORMES,Procellariidae,dugokrili zovoj
2247,Pterodroma lessonii,SO,PROCELLARIIFORMES,Procellariidae,bjeloglavi zovoj
2248,Pterodroma gouldi,SO,PROCELLARIIFORMES,Procellariidae,sivolici zovoj
2249,Pterodroma incerta,AO,PROCELLARIIFORMES,Procellariidae,bjelotrbi zovoj
2250,Pterodroma solandri,PO,PROCELLARIIFORMES,Procellariidae,solanderov zovoj
2251,Pterodroma magentae,PO,PROCELLARIIFORMES,Procellariidae,čatamski zovoj
2252,Pterodroma ultima,PO,PROCELLARIIFORMES,Procellariidae,murphijev zovoj
2253,Pterodroma mollis,SO,PROCELLARIIFORMES,Procellariidae,sivi zovoj
2254,Pterodroma madeira,AO,PROCELLARIIFORMES,Procellariidae,madeirski zovoj
2255,Pterodroma feae,AO,PROCELLARIIFORMES,Procellariidae,zelenortski zovoj
2256,Pterodroma deserta,AO,PROCELLARIIFORMES,Procellariidae,bjeločeli zovoj
2257,Pterodroma cahow,AO,PROCELLARIIFORMES,Procellariidae,bermudski zovoj
2258,Pterodroma hasitata,AO,PROCELLARIIFORMES,Procellariidae,karipski zovoj
2259,Pterodroma externa,PO,PROCELLARIIFORMES,Procellariidae,bjelovrati zovoj
2260,Pterodroma occulta,PO,PROCELLARIIFORMES,Procellariidae,Vanuatu Petrel
2261,Pterodroma neglecta,PO,PROCELLARIIFORMES,Procellariidae,polinezijski zovoj
2262,Pterodroma heraldica,"IO, PO",PROCELLARIIFORMES,Procellariidae,oštrorepi zovoj
2263,Pterodroma arminjoniana,"AO, IO",PROCELLARIIFORMES,Procellariidae,brazilski zovoj
2264,Pterodroma atrata,PO,PROCELLARIIFORMES,Procellariidae,hendersonski zovoj
2265,Pterodroma alba,PO,PROCELLARIIFORMES,Procellariidae,crnokrili zovoj
2266,Pterodroma baraui,IO,PROCELLARIIFORMES,Procellariidae,rodrigeški zovoj
2267,Pterodroma sandwichensis,PO,PROCELLARIIFORMES,Procellariidae,havajski zovoj
2268,Pterodroma phaeopygia,PO,PROCELLARIIFORMES,Procellariidae,galapagoski zovoj
2269,Pterodroma inexpectata,"PO, IO",PROCELLARIIFORMES,Procellariidae,sivotrbi zovoj
2270,Pterodroma cervicalis,PO,PROCELLARIIFORMES,Procellariidae,kermadečki zovoj
2271,Pterodroma nigripennis,PO,PROCELLARIIFORMES,Procellariidae,tamnokrili zovoj
2272,Pterodroma axillaris,PO,PROCELLARIIFORMES,Procellariidae,rangitirski zovoj
2273,Pterodroma hypoleuca,PO,PROCELLARIIFORMES,Procellariidae,boninski zovoj
2274,Pterodroma leucoptera,PO,PROCELLARIIFORMES,Procellariidae,bjelokrili zovoj
2275,Pterodroma brevipes,PO,PROCELLARIIFORMES,Procellariidae,ogrličasti zovoj
2276,Pterodroma cookii,PO,PROCELLARIIFORMES,Procellariidae,cookov zovoj
2277,Pterodroma defilippiana,PO,PROCELLARIIFORMES,Procellariidae,čilski zovoj
2278,Pterodroma longirostris,PO,PROCELLARIIFORMES,Procellariidae,tamnokapi zovoj
2279,Pterodroma pycrofti,PO,PROCELLARIIFORMES,Procellariidae,sivovrati zovoj
2280,Pseudobulweria aterrima,IO,PROCELLARIIFORMES,Procellariidae,reunionski zovoj
2281,Pseudobulweria rostrata,PO,PROCELLARIIFORMES,Procellariidae,tahitski zovoj
2282,Pseudobulweria becki,PO,PROCELLARIIFORMES,Procellariidae,solomonski zovoj
2283,Pseudobulweria macgillivrayi,PO,PROCELLARIIFORMES,Procellariidae,fidžijski zovoj
2284,Procellaria cinerea,SO,PROCELLARIIFORMES,Procellariidae,sivosmeđi zovoj
2285,Procellaria aequinoctialis,SO,PROCELLARIIFORMES,Procellariidae,bjelobrki zovoj
2286,Procellaria conspicillata,SO,PROCELLARIIFORMES,Procellariidae,zovoj naočar
2287,Procellaria parkinsoni,PO,PROCELLARIIFORMES,Procellariidae,crni zovoj
2288,Procellaria westlandica,PO,PROCELLARIIFORMES,Procellariidae,novozelandski zovoj
2289,Calonectris leucomelas,PO,PROCELLARIIFORMES,Procellariidae,bjelolici zovoj
2290,Calonectris diomedea,AO,PROCELLARIIFORMES,Procellariidae,kaukal
2291,Calonectris borealis,AO,PROCELLARIIFORMES,Procellariidae,krupnokljuni kaukal
2292,Calonectris edwardsii,AO,PROCELLARIIFORMES,Procellariidae,zelenortski kaukal
2293,Ardenna pacifica,"PO, IO",PROCELLARIIFORMES,Procellariidae,klinorepi zovoj
2294,Ardenna bulleri,PO,PROCELLARIIFORMES,Procellariidae,sivoleđi zovoj
2295,Ardenna grisea,Worldwide,PROCELLARIIFORMES,Procellariidae,mrki zovoj
2296,Ardenna tenuirostris,PO,PROCELLARIIFORMES,Procellariidae,tankokljuni zovoj
2297,Ardenna creatopus,PO,PROCELLARIIFORMES,Procellariidae,ružičastonogi zovoj
2298,Ardenna carneipes,"PO, IO",PROCELLARIIFORMES,Procellariidae,svjetlonogi zovoj
2299,Ardenna gravis,AO,PROCELLARIIFORMES,Procellariidae,crnokapi zovoj
2300,Puffinus nativitatis,PO,PROCELLARIIFORMES,Procellariidae,smeđi zovoj
2301,Puffinus puffinus,AO,PROCELLARIIFORMES,Procellariidae,mali zovoj
2302,Puffinus yelkouan,AO,PROCELLARIIFORMES,Procellariidae,gregula
2303,Puffinus mauretanicus,AO,PROCELLARIIFORMES,Procellariidae,balearski zovoj
2304,Puffinus bryani,PO,PROCELLARIIFORMES,Procellariidae,patuljasti zovoj
2305,Puffinus opisthomelas,PO,PROCELLARIIFORMES,Procellariidae,tamnolici zovoj
2306,Puffinus auricularis,PO,PROCELLARIIFORMES,Procellariidae,tamnoleđi zovoj
2307,Puffinus newelli,PO,PROCELLARIIFORMES,Procellariidae,dugorepi zovoj
2308,Puffinus myrtae,PO,PROCELLARIIFORMES,Procellariidae,Rapa Shearwater
2309,Puffinus gavia,PO,PROCELLARIIFORMES,Procellariidae,priobalni zovoj
2310,Puffinus huttoni,PO,PROCELLARIIFORMES,Procellariidae,huttonov zovoj
2311,Puffinus lherminieri,AO,PROCELLARIIFORMES,Procellariidae,audubonov zovoj
2312,Puffinus persicus,IO,PROCELLARIIFORMES,Procellariidae,perzijski zovoj
2313,Puffinus bailloni,"IO, PO",PROCELLARIIFORMES,Procellariidae,maskarenski zovoj
2314,Puffinus subalaris,PO,PROCELLARIIFORMES,Procellariidae,kratkokrili zovoj
2315,Puffinus bannermani,PO,PROCELLARIIFORMES,Procellariidae,japanski zovoj
2316,Puffinus heinrothi,PO,PROCELLARIIFORMES,Procellariidae,melanezijski zovoj
2317,Puffinus assimilis,"IO, PO",PROCELLARIIFORMES,Procellariidae,kratkorepi zovoj
2318,Puffinus elegans,"AO, PO, IO",PROCELLARIIFORMES,Procellariidae,južni zovoj
2319,Puffinus baroli,AO,PROCELLARIIFORMES,Procellariidae,makaronezijski zovoj
2320,Puffinus boydi,AO,PROCELLARIIFORMES,Procellariidae,Boyd's Shearwater
2321,Pelecanoides garnotii,SA,PROCELLARIIFORMES,Procellariidae,peruanska burnica
2322,Pelecanoides magellani,SA,PROCELLARIIFORMES,Procellariidae,mageljanska burnica
2323,Pelecanoides georgicus,SO,PROCELLARIIFORMES,Procellariidae,zdepasta burnica
2324,Pelecanoides urinatrix,SO,PROCELLARIIFORMES,Procellariidae,burnica njorka
2325,Bulweria bulwerii,TrO,PROCELLARIIFORMES,Procellariidae,čađasti zovoj
2326,Bulweria fallax,IO,PROCELLARIIFORMES,Procellariidae,suri zovoj
2327,Anastomus lamelligerus,AF,CICONIIFORMES,Ciconiidae,afrička roda
2328,Anastomus oscitans,OR,CICONIIFORMES,Ciconiidae,otvorenokljuna roda
2329,Leptoptilos crumenifer,AF,CICONIIFORMES,Ciconiidae,afrički marabu
2330,Leptoptilos javanicus,OR,CICONIIFORMES,Ciconiidae,mali marabu
2331,Leptoptilos dubius,OR,CICONIIFORMES,Ciconiidae,asamski marabu
2332,Mycteria americana,"NA, MA, SA",CICONIIFORMES,Ciconiidae,gologlava roda
2333,Mycteria ibis,AF,CICONIIFORMES,Ciconiidae,žutokljuna roda
2334,Mycteria leucocephala,OR,CICONIIFORMES,Ciconiidae,šarena roda
2335,Mycteria cinerea,"OR, AU",CICONIIFORMES,Ciconiidae,crvenolica roda
2336,Jabiru mycteria,"MA, SA",CICONIIFORMES,Ciconiidae,jabiru
2337,Ephippiorhynchus senegalensis,AF,CICONIIFORMES,Ciconiidae,šarenokljuna roda
2338,Ephippiorhynchus asiaticus,"OR, AU",CICONIIFORMES,Ciconiidae,crnovrata roda
2339,Ciconia abdimii,AF,CICONIIFORMES,Ciconiidae,plavolica roda
2340,Ciconia episcopus,"OR, AU",CICONIIFORMES,Ciconiidae,bjelovrata roda
2341,Ciconia stormi,OR,CICONIIFORMES,Ciconiidae,crnokapa roda
2342,Ciconia nigra,"AF, PAL",CICONIIFORMES,Ciconiidae,crna roda
2343,Ciconia maguari,SA,CICONIIFORMES,Ciconiidae,južnoamerička roda
2344,Ciconia microscelis,AF,CICONIIFORMES,Ciconiidae,crnolica roda
2345,Ciconia ciconia,"PAL, AF",CICONIIFORMES,Ciconiidae,bijela roda
2346,Ciconia boyciana,PAL,CICONIIFORMES,Ciconiidae,crnokljuna roda
2347,Fregata aquila,AO,SULIFORMES,Fregatidae,asensionski brzan
2348,Fregata andrewsi,IO,SULIFORMES,Fregatidae,bjelotrbi brzan
2349,Fregata magnificens,"AO, PO",SULIFORMES,Fregatidae,veliki brzan
2350,Fregata minor,TrO,SULIFORMES,Fregatidae,smeđokrili brzan
2351,Fregata ariel,TrO,SULIFORMES,Fregatidae,mali brzan
2352,Morus bassanus,AO,SULIFORMES,Sulidae,bluna
2353,Morus capensis,AF,SULIFORMES,Sulidae,kapska bluna
2354,Morus serrator,AU,SULIFORMES,Sulidae,australska bluna
2355,Papasula abbotti,IO,SULIFORMES,Sulidae,crnokrila bluna
2356,Sula nebouxii,PO,SULIFORMES,Sulidae,plavonoga bluna
2357,Sula variegata,SA,SULIFORMES,Sulidae,peruanska bluna
2358,Sula dactylatra,TrO,SULIFORMES,Sulidae,žutokljuna bluna
2359,Sula granti,PO,SULIFORMES,Sulidae,narančastokljuna bluna
2360,Sula sula,TrO,SULIFORMES,Sulidae,crvenonoga bluna
2361,Sula leucogaster,TrO,SULIFORMES,Sulidae,smeđa bluna
2362,Anhinga melanogaster,"OR, AU",SULIFORMES,Anhingidae,azijska zmijovrata
2363,Anhinga rufa,"AF, PAL",SULIFORMES,Anhingidae,afrička zmijovrata
2364,Anhinga novaehollandiae,AU,SULIFORMES,Anhingidae,australska zmijovrata
2365,Anhinga anhinga,"NA, MA, SA",SULIFORMES,Anhingidae,američka zmijovrata
2366,Microcarbo pygmaeus,PAL,SULIFORMES,Phalacrocoracidae,mali vranac
2367,Microcarbo africanus,AF,SULIFORMES,Phalacrocoracidae,afrički vranac
2368,Microcarbo coronatus,AF,SULIFORMES,Phalacrocoracidae,namipski vranac
2369,Microcarbo niger,OR,SULIFORMES,Phalacrocoracidae,dugorepi vranac
2370,Microcarbo melanoleucos,AU,SULIFORMES,Phalacrocoracidae,bjeloglavi vranac
2371,Poikilocarbo gaimardi,SA,SULIFORMES,Phalacrocoracidae,pjegavi vranac
2372,Urile penicillatus,"NA, MA",SULIFORMES,Phalacrocoracidae,plavogrli vranac
2373,Urile urile,PO,SULIFORMES,Phalacrocoracidae,crvenolici vranac
2374,Urile pelagicus,PO,SULIFORMES,Phalacrocoracidae,pučinski vranac
2375,Phalacrocorax neglectus,AF,SULIFORMES,Phalacrocoracidae,priobalni vranac
2376,Phalacrocorax nigrogularis,"PAL, AF",SULIFORMES,Phalacrocoracidae,perzijski vranac
2377,Phalacrocorax featherstoni,AU,SULIFORMES,Phalacrocoracidae,sivoprsi vranac
2378,Phalacrocorax punctatus,AU,SULIFORMES,Phalacrocoracidae,kudravi vranac
2379,Phalacrocorax fuscescens,AU,SULIFORMES,Phalacrocoracidae,tasmanski vranac
2380,Phalacrocorax varius,AU,SULIFORMES,Phalacrocoracidae,šarenolici vranac
2381,Phalacrocorax sulcirostris,"OR, AU",SULIFORMES,Phalacrocoracidae,crni vranac
2382,Phalacrocorax fuscicollis,OR,SULIFORMES,Phalacrocoracidae,indijski vranac
2383,Phalacrocorax capensis,AF,SULIFORMES,Phalacrocoracidae,kapski vranac
2384,Phalacrocorax capillatus,PAL,SULIFORMES,Phalacrocoracidae,japanski vranac
2385,Phalacrocorax lucidus,AF,SULIFORMES,Phalacrocoracidae,bjelovrati vranac
2386,Phalacrocorax carbo,"PAL, AU, OR, NA, AF",SULIFORMES,Phalacrocoracidae,veliki vranac
2387,Gulosus aristotelis,"PAL, AF",SULIFORMES,Phalacrocoracidae,morski vranac
2388,Nannopterum harrisi,SA,SULIFORMES,Phalacrocoracidae,galapagoski vranac
2389,Nannopterum brasilianum,"NA, MA, SA",SULIFORMES,Phalacrocoracidae,maslinasti vranac
2390,Nannopterum auritum,"NA, MA",SULIFORMES,Phalacrocoracidae,dvokresti vranac
2391,Leucocarbo magellanicus,SA,SULIFORMES,Phalacrocoracidae,patagonski vranac
2392,Leucocarbo bougainvillii,SA,SULIFORMES,Phalacrocoracidae,čilski vranac
2393,Leucocarbo ranfurlyi,AU,SULIFORMES,Phalacrocoracidae,bauntski vranac
2394,Leucocarbo carunculatus,AU,SULIFORMES,Phalacrocoracidae,cookov vranac
2395,Leucocarbo onslowi,AU,SULIFORMES,Phalacrocoracidae,čatamski vranac
2396,Leucocarbo chalconotus,AU,SULIFORMES,Phalacrocoracidae,novozelandski vranac
2397,Leucocarbo stewarti,AU,SULIFORMES,Phalacrocoracidae,Foveaux Shag
2398,Leucocarbo colensoi,AU,SULIFORMES,Phalacrocoracidae,oklandski vranac
2399,Leucocarbo campbelli,AU,SULIFORMES,Phalacrocoracidae,kambelski vranac
2400,Leucocarbo atriceps,SA,SULIFORMES,Phalacrocoracidae,bjelotrbi vranac
2401,Leucocarbo georgianus,SO,SULIFORMES,Phalacrocoracidae,South Georgia Shag
2402,Leucocarbo melanogenis,SO,SULIFORMES,Phalacrocoracidae,Crozet Shag
2403,Leucocarbo bransfieldensis,SO,SULIFORMES,Phalacrocoracidae,Antarctic Shag
2404,Leucocarbo verrucosus,IO,SULIFORMES,Phalacrocoracidae,kerguelenski vranac
2405,Leucocarbo nivalis,SO,SULIFORMES,Phalacrocoracidae,Heard Island Shag
2406,Leucocarbo purpurascens,SO,SULIFORMES,Phalacrocoracidae,Macquarie Shag
2407,Threskiornis aethiopicus,AF,PELECANIFORMES,Threskiornithidae,sveti ibis
2408,Threskiornis bernieri,AF,PELECANIFORMES,Threskiornithidae,madagaskarski ibis
2409,Threskiornis melanocephalus,OR,PELECANIFORMES,Threskiornithidae,crnoglavi ibis
2410,Threskiornis molucca,AU,PELECANIFORMES,Threskiornithidae,australski ibis
2411,Threskiornis spinicollis,AU,PELECANIFORMES,Threskiornithidae,šareni ibis
2412,Pseudibis papillosa,OR,PELECANIFORMES,Threskiornithidae,indijski ibis
2413,Pseudibis davisoni,OR,PELECANIFORMES,Threskiornithidae,ogrličasti ibis
2414,Pseudibis gigantea,OR,PELECANIFORMES,Threskiornithidae,veliki ibis
2415,Geronticus eremita,AF,PELECANIFORMES,Threskiornithidae,ćelavi ibis
2416,Geronticus calvus,AF,PELECANIFORMES,Threskiornithidae,crvenokapi ibis
2417,Nipponia nippon,PAL,PELECANIFORMES,Threskiornithidae,crvenolici ibis
2418,Bostrychia olivacea,AF,PELECANIFORMES,Threskiornithidae,maslinasti ibis
2419,Bostrychia bocagei,AF,PELECANIFORMES,Threskiornithidae,saotomski ibis
2420,Bostrychia rara,AF,PELECANIFORMES,Threskiornithidae,pjegavoprsi ibis
2421,Bostrychia hagedash,AF,PELECANIFORMES,Threskiornithidae,smeđi ibis
2422,Bostrychia carunculata,AF,PELECANIFORMES,Threskiornithidae,bradušasti ibis
2423,Theristicus caerulescens,SA,PELECANIFORMES,Threskiornithidae,bjeločeli ibis
2424,Theristicus caudatus,SA,PELECANIFORMES,Threskiornithidae,bjelokrili ibis
2425,Theristicus melanopis,SA,PELECANIFORMES,Threskiornithidae,sivoleđi ibis
2426,Theristicus branickii,SA,PELECANIFORMES,Threskiornithidae,andski ibis
2427,Cercibis oxycerca,SA,PELECANIFORMES,Threskiornithidae,dugorepi ibis
2428,Mesembrinibis cayennensis,"MA, SA",PELECANIFORMES,Threskiornithidae,zelenokresti ibis
2429,Phimosus infuscatus,SA,PELECANIFORMES,Threskiornithidae,crni ibis
2430,Eudocimus albus,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,bijeli ibis
2431,Eudocimus ruber,SA,PELECANIFORMES,Threskiornithidae,ružičasti ibis
2432,Plegadis falcinellus,Worldwide but disjunctly,PELECANIFORMES,Threskiornithidae,blistavi ibis
2433,Plegadis chihi,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,bjelolici ibis
2434,Plegadis ridgwayi,SA,PELECANIFORMES,Threskiornithidae,punski ibis
2435,Lophotibis cristata,AF,PELECANIFORMES,Threskiornithidae,kudravi ibis
2436,Platalea leucorodia,"AF, PAL, OR",PELECANIFORMES,Threskiornithidae,žličarka
2437,Platalea minor,PAL,PELECANIFORMES,Threskiornithidae,mala žličarka
2438,Platalea alba,AF,PELECANIFORMES,Threskiornithidae,afrička žličarka
2439,Platalea regia,AU,PELECANIFORMES,Threskiornithidae,crnolica žličarka
2440,Platalea flavipes,AU,PELECANIFORMES,Threskiornithidae,žutokljuna žličarka
2441,Platalea ajaja,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,ružičasta žličarka
2442,Zonerodius heliosylus,AU,PELECANIFORMES,Ardeidae,novogvinejski gak
2443,Tigriornis leucolopha,AF,PELECANIFORMES,Ardeidae,prugasti gak
2444,Tigrisoma lineatum,"MA, SA",PELECANIFORMES,Ardeidae,riđovrati gak
2445,Tigrisoma fasciatum,"MA, SA",PELECANIFORMES,Ardeidae,prugastoleđi gak
2446,Tigrisoma mexicanum,"MA, SA",PELECANIFORMES,Ardeidae,srednjoamerički gak
2447,Agamia agami,"MA, SA",PELECANIFORMES,Ardeidae,dugokljuna čaplja
2448,Cochlearius cochlearius,"MA, SA",PELECANIFORMES,Ardeidae,krupnokljuni gak
2449,Zebrilus undulatus,SA,PELECANIFORMES,Ardeidae,prugasta čapljica
2450,Botaurus stellaris,PAL,PELECANIFORMES,Ardeidae,bukavac
2451,Botaurus poiciloptilus,AU,PELECANIFORMES,Ardeidae,australski bukavac
2452,Botaurus pinnatus,"MA, SA",PELECANIFORMES,Ardeidae,južnoamerički bukavac
2453,Ixobrychus involucris,SA,PELECANIFORMES,Ardeidae,prugastoleđa čapljica
2454,Ixobrychus exilis,"NA, MA, SA",PELECANIFORMES,Ardeidae,američka čapljica
2455,Ixobrychus minutus,"PAL, AF",PELECANIFORMES,Ardeidae,čapljica voljak
2456,Ixobrychus dubius,AU,PELECANIFORMES,Ardeidae,australska čapljica
2457,Ixobrychus sinensis,"PAL, IO, OR",PELECANIFORMES,Ardeidae,žutonoga čapljica
2458,Ixobrychus eurhythmus,PAL,PELECANIFORMES,Ardeidae,smeđa čapljica
2459,Ixobrychus cinnamomeus,"OR, PAL",PELECANIFORMES,Ardeidae,cimetasta čapljica
2460,Ixobrychus sturmii,AF,PELECANIFORMES,Ardeidae,afrička čapljica
2461,Ixobrychus flavicollis,"OR, AU",PELECANIFORMES,Ardeidae,crna čapljica
2462,Gorsachius magnificus,OR,PELECANIFORMES,Ardeidae,hainanski gak
2463,Gorsachius goisagi,PAL,PELECANIFORMES,Ardeidae,japanski gak
2464,Gorsachius melanolophus,OR,PELECANIFORMES,Ardeidae,malajski gak
2465,Gorsachius leuconotus,AF,PELECANIFORMES,Ardeidae,afrički gak
2466,Nycticorax nycticorax,Worldwide,PELECANIFORMES,Ardeidae,gak
2467,Nycticorax caledonicus,AU,PELECANIFORMES,Ardeidae,riđi gak
2468,Nyctanassa violacea,"NA, MA, SA",PELECANIFORMES,Ardeidae,žutokruni gak
2469,Butorides virescens,"NA, MA",PELECANIFORMES,Ardeidae,zeleni gak
2470,Butorides sundevalli,SA,PELECANIFORMES,Ardeidae,Lava Heron
2471,Butorides striata,"SA, PAL, AF, AU",PELECANIFORMES,Ardeidae,zelenoleđi gak
2472,Ardeola ralloides,"PAL, AF",PELECANIFORMES,Ardeidae,žuta čaplja
2473,Ardeola grayii,"PAL, OR",PELECANIFORMES,Ardeidae,indijska čaplja
2474,Ardeola bacchus,OR,PELECANIFORMES,Ardeidae,kineska čaplja
2475,Ardeola speciosa,OR,PELECANIFORMES,Ardeidae,bjelokrila čaplja
2476,Ardeola idae,AF,PELECANIFORMES,Ardeidae,plavokljuna čaplja
2477,Ardeola rufiventris,AF,PELECANIFORMES,Ardeidae,smeđotrba čaplja
2478,Bubulcus ibis,"PAL, AF, NA, MA, SA",PELECANIFORMES,Ardeidae,čaplja govedarica
2479,Bubulcus coromandus,OR,PELECANIFORMES,Ardeidae,Eastern Cattle Egret
2480,Ardea cinerea,"PAL, AF, OR",PELECANIFORMES,Ardeidae,siva čaplja
2481,Ardea herodias,"NA, MA",PELECANIFORMES,Ardeidae,američka čaplja
2482,Ardea cocoi,SA,PELECANIFORMES,Ardeidae,crnokapa čaplja
2483,Ardea pacifica,AU,PELECANIFORMES,Ardeidae,bjeloglava čaplja
2484,Ardea melanocephala,AF,PELECANIFORMES,Ardeidae,crnoglava čaplja
2485,Ardea humbloti,AF,PELECANIFORMES,Ardeidae,madagaskarska čaplja
2486,Ardea insignis,OR,PELECANIFORMES,Ardeidae,bjelotrba čaplja
2487,Ardea sumatrana,"OR, AU",PELECANIFORMES,Ardeidae,sivosmeđa čaplja
2488,Ardea goliath,"AF, PAL",PELECANIFORMES,Ardeidae,velika čaplja
2489,Ardea purpurea,"PAL, OR, AF",PELECANIFORMES,Ardeidae,čaplja danguba
2490,Ardea alba,"NA, SA, AF, PAL, OR, AU",PELECANIFORMES,Ardeidae,velika bijela čaplja
2491,Ardea intermedia,"OR, AF, AU",PELECANIFORMES,Ardeidae,azijska čaplja
2492,Pilherodius pileatus,"MA, SA",PELECANIFORMES,Ardeidae,bijeli gak
2493,Syrigma sibilatrix,SA,PELECANIFORMES,Ardeidae,čaplja zviždara
2494,Egretta picata,AU,PELECANIFORMES,Ardeidae,bjelovrata čaplja
2495,Egretta novaehollandiae,AU,PELECANIFORMES,Ardeidae,bjelolica čaplja
2496,Egretta rufescens,"NA, MA",PELECANIFORMES,Ardeidae,crvenkasta čaplja
2497,Egretta ardesiaca,AF,PELECANIFORMES,Ardeidae,crna čaplja
2498,Egretta vinaceigula,AF,PELECANIFORMES,Ardeidae,riđogrla čaplja
2499,Egretta tricolor,"NA, MA, SA",PELECANIFORMES,Ardeidae,trobojna čaplja
2500,Egretta caerulea,"NA, MA, SA",PELECANIFORMES,Ardeidae,modrosiva čaplja
2501,Egretta thula,"NA, MA, SA",PELECANIFORMES,Ardeidae,snježna čaplja
