,IOC,Breeding Range,Order,Family,Chinese
3348,Nystalus striatipectus,SA,PICIFORMES,Bucconidae,查科蓬头䴕
3349,Hypnelus ruficollis,SA,PICIFORMES,Bucconidae,黄喉蓬头䴕
3350,Hypnelus bicinctus,SA,PICIFORMES,Bucconidae,双斑蓬头䴕
3351,Malacoptila striata,SA,PICIFORMES,Bucconidae,月胸蓬头䴕
3352,Malacoptila fusca,SA,PICIFORMES,Bucconidae,白胸蓬头䴕
3353,Malacoptila semicincta,SA,PICIFORMES,Bucconidae,半领蓬头䴕
3354,Malacoptila fulvogularis,SA,PICIFORMES,Bucconidae,黑纹蓬头䴕
3355,Malacoptila rufa,SA,PICIFORMES,Bucconidae,棕颈蓬头䴕
3356,Malacoptila panamensis,"MA, SA",PICIFORMES,Bucconidae,白须蓬头䴕
3357,Malacoptila mystacalis,SA,PICIFORMES,Bucconidae,须蓬头䴕
3358,Micromonacha lanceolata,"MA, SA",PICIFORMES,Bucconidae,矛蓬头䴕
3359,Nonnula rubecula,SA,PICIFORMES,Bucconidae,锈胸小蓬头䴕
3360,Nonnula sclateri,SA,PICIFORMES,Bucconidae,褐颊小蓬头䴕
3361,Nonnula brunnea,SA,PICIFORMES,Bucconidae,褐小蓬头䴕
3362,Nonnula frontalis,"MA, SA",PICIFORMES,Bucconidae,灰颊小蓬头䴕
3363,Nonnula ruficapilla,SA,PICIFORMES,Bucconidae,棕顶小蓬头䴕
3364,Nonnula amaurocephala,SA,PICIFORMES,Bucconidae,栗头小蓬头䴕
3365,Hapaloptila castanea,SA,PICIFORMES,Bucconidae,白脸䴕
3366,Monasa atra,SA,PICIFORMES,Bucconidae,黑䴕
3367,Monasa nigrifrons,SA,PICIFORMES,Bucconidae,黑额黑䴕
3368,Monasa morphoeus,"MA, SA",PICIFORMES,Bucconidae,白额黑䴕
3369,Monasa flavirostris,SA,PICIFORMES,Bucconidae,黄嘴黑䴕
3370,Chelidoptera tenebrosa,SA,PICIFORMES,Bucconidae,燕翅䴕
3371,Capito aurovirens,SA,PICIFORMES,Capitonidae,红顶拟啄木鸟
3372,Capito wallacei,SA,PICIFORMES,Capitonidae,红领须啄木鸟
3373,Capito fitzpatricki,SA,PICIFORMES,Capitonidae,希拉须啄木鸟
3374,Capito maculicoronatus,"MA, SA",PICIFORMES,Capitonidae,斑冠拟啄木鸟
3375,Capito squamatus,SA,PICIFORMES,Capitonidae,橙额拟啄木鸟
3376,Capito hypoleucus,SA,PICIFORMES,Capitonidae,白背拟啄木鸟
3377,Capito dayi,SA,PICIFORMES,Capitonidae,黑环拟啄木鸟
3378,Capito brunneipectus,SA,PICIFORMES,Capitonidae,棕胸拟啄木鸟
3379,Capito niger,SA,PICIFORMES,Capitonidae,红喉拟啄木鸟
3380,Capito auratus,SA,PICIFORMES,Capitonidae,金胸拟啄木鸟
3381,Capito quinticolor,SA,PICIFORMES,Capitonidae,五色拟啄木鸟
3382,Eubucco richardsoni,SA,PICIFORMES,Capitonidae,黄喉拟啄木鸟
3383,Eubucco bourcierii,"MA, SA",PICIFORMES,Capitonidae,红头拟啄木鸟
3384,Eubucco tucinkae,SA,PICIFORMES,Capitonidae,红巾拟啄木鸟
3385,Eubucco versicolor,SA,PICIFORMES,Capitonidae,彩拟啄木鸟
3386,Semnornis frantzii,MA,PICIFORMES,Semnornithidae,厚嘴拟啄木鸟
3387,Semnornis ramphastinus,SA,PICIFORMES,Semnornithidae,巨嘴拟啄木鸟
3388,Aulacorhynchus wagleri,MA,PICIFORMES,Ramphastidae,韦氏绿巨嘴鸟
3389,Aulacorhynchus prasinus,MA,PICIFORMES,Ramphastidae,绿巨嘴鸟
3390,Aulacorhynchus caeruleogularis,"MA, SA",PICIFORMES,Ramphastidae,蓝喉巨嘴鸟
3391,Aulacorhynchus albivitta,SA,PICIFORMES,Ramphastidae,白喉巨嘴鸟
3392,Aulacorhynchus atrogularis,SA,PICIFORMES,Ramphastidae,黑喉巨嘴鸟
3393,Aulacorhynchus sulcatus,SA,PICIFORMES,Ramphastidae,沟嘴巨嘴鸟
3394,Aulacorhynchus derbianus,SA,PICIFORMES,Ramphastidae,栗斑巨嘴鸟
3395,Aulacorhynchus whitelianus,SA,PICIFORMES,Ramphastidae,怀氏巨嘴鸟
3396,Aulacorhynchus haematopygus,SA,PICIFORMES,Ramphastidae,绯腰巨嘴鸟
3397,Aulacorhynchus huallagae,SA,PICIFORMES,Ramphastidae,黄额巨嘴鸟
3398,Aulacorhynchus coeruleicinctis,SA,PICIFORMES,Ramphastidae,蓝斑巨嘴鸟
3399,Pteroglossus viridis,SA,PICIFORMES,Ramphastidae,绿簇舌巨嘴鸟
3400,Pteroglossus inscriptus,SA,PICIFORMES,Ramphastidae,巴西簇舌巨嘴鸟
3401,Pteroglossus bitorquatus,SA,PICIFORMES,Ramphastidae,红颈簇舌巨嘴鸟
3402,Pteroglossus azara,SA,PICIFORMES,Ramphastidae,白嘴簇舌巨嘴鸟
3403,Pteroglossus mariae,SA,PICIFORMES,Ramphastidae,褐嘴簇舌巨嘴鸟
3404,Pteroglossus aracari,SA,PICIFORMES,Ramphastidae,黑颈簇舌巨嘴鸟
3405,Pteroglossus castanotis,SA,PICIFORMES,Ramphastidae,栗耳簇舌巨嘴鸟
3406,Pteroglossus pluricinctus,SA,PICIFORMES,Ramphastidae,多斑簇舌巨嘴鸟
3407,Pteroglossus torquatus,"MA, SA",PICIFORMES,Ramphastidae,领簇舌巨嘴鸟
3408,Pteroglossus sanguineus,SA,PICIFORMES,Ramphastidae,斑嘴簇舌巨嘴鸟
3409,Pteroglossus erythropygius,SA,PICIFORMES,Ramphastidae,淡嘴簇舌巨嘴鸟
3410,Pteroglossus frantzii,MA,PICIFORMES,Ramphastidae,红嘴簇舌巨嘴鸟
3411,Pteroglossus beauharnaisii,SA,PICIFORMES,Ramphastidae,曲冠簇舌巨嘴鸟
3412,Pteroglossus bailloni,SA,PICIFORMES,Ramphastidae,橘黄巨嘴鸟
3413,Selenidera spectabilis,"MA, SA",PICIFORMES,Ramphastidae,黄耳小巨嘴鸟
3414,Selenidera piperivora,SA,PICIFORMES,Ramphastidae,圭亚那小巨嘴鸟
3415,Selenidera reinwardtii,SA,PICIFORMES,Ramphastidae,金领小巨嘴鸟
3416,Selenidera nattereri,SA,PICIFORMES,Ramphastidae,褐须小巨嘴鸟
3417,Selenidera gouldii,SA,PICIFORMES,Ramphastidae,高氏小巨嘴鸟
3418,Selenidera maculirostris,SA,PICIFORMES,Ramphastidae,点嘴小巨嘴鸟
3419,Andigena hypoglauca,SA,PICIFORMES,Ramphastidae,灰胸山巨嘴鸟
3420,Andigena laminirostris,SA,PICIFORMES,Ramphastidae,扁嘴山巨嘴鸟
3421,Andigena cucullata,SA,PICIFORMES,Ramphastidae,冠山巨嘴鸟
3422,Andigena nigrirostris,SA,PICIFORMES,Ramphastidae,黑嘴山巨嘴鸟
3423,Ramphastos dicolorus,SA,PICIFORMES,Ramphastidae,红胸巨嘴鸟
3424,Ramphastos vitellinus,SA,PICIFORMES,Ramphastidae,凹嘴巨嘴鸟
3425,Ramphastos citreolaemus,SA,PICIFORMES,Ramphastidae,淡黄喉巨嘴鸟
3426,Ramphastos brevis,SA,PICIFORMES,Ramphastidae,乔科巨嘴鸟
3427,Ramphastos sulfuratus,"MA, SA",PICIFORMES,Ramphastidae,厚嘴巨嘴鸟
3428,Ramphastos toco,SA,PICIFORMES,Ramphastidae,巨嘴鸟
3429,Ramphastos tucanus,SA,PICIFORMES,Ramphastidae,红嘴巨嘴鸟
3430,Ramphastos ambiguus,SA,PICIFORMES,Ramphastidae,黑嘴巨嘴鸟
3431,Psilopogon pyrolophus,OR,PICIFORMES,Megalaimidae,火簇拟啄木鸟
3432,Psilopogon virens,OR,PICIFORMES,Megalaimidae,大拟啄木鸟
3433,Psilopogon lagrandieri,OR,PICIFORMES,Megalaimidae,红臀拟啄木鸟
3434,Psilopogon zeylanicus,OR,PICIFORMES,Megalaimidae,棕头绿拟啄木鸟
3435,Psilopogon lineatus,OR,PICIFORMES,Megalaimidae,斑头绿拟啄木鸟
3436,Psilopogon viridis,OR,PICIFORMES,Megalaimidae,小绿拟啄木鸟
3437,Psilopogon faiostrictus,OR,PICIFORMES,Megalaimidae,黄纹拟啄木鸟
3438,Psilopogon corvinus,OR,PICIFORMES,Megalaimidae,褐喉拟啄木鸟
3439,Psilopogon chrysopogon,OR,PICIFORMES,Megalaimidae,金须拟啄木鸟
3440,Psilopogon rafflesii,OR,PICIFORMES,Megalaimidae,花彩拟啄木鸟
3441,Psilopogon mystacophanos,OR,PICIFORMES,Megalaimidae,丽色拟啄木鸟
3442,Psilopogon javensis,OR,PICIFORMES,Megalaimidae,黑斑拟啄木鸟
3443,Psilopogon flavifrons,OR,PICIFORMES,Megalaimidae,黄额拟啄木鸟
3444,Psilopogon franklinii,OR,PICIFORMES,Megalaimidae,金喉拟啄木鸟
3445,Psilopogon auricularis,OR,PICIFORMES,Megalaimidae,斑喉拟啄木鸟
3446,Psilopogon oorti,OR,PICIFORMES,Megalaimidae,马来拟啄木鸟
3447,Psilopogon annamensis,OR,PICIFORMES,Megalaimidae,中南拟啄木鸟
3448,Psilopogon faber,OR,PICIFORMES,Megalaimidae,黑眉拟啄木鸟
3449,Psilopogon nuchalis,OR,PICIFORMES,Megalaimidae,台湾拟啄木鸟
3450,Psilopogon asiaticus,OR,PICIFORMES,Megalaimidae,蓝喉拟啄木鸟
3451,Psilopogon chersonesus,OR,PICIFORMES,Megalaimidae,绿喉拟啄木鸟
3452,Psilopogon monticola,OR,PICIFORMES,Megalaimidae,山拟啄木鸟
3453,Psilopogon incognitus,OR,PICIFORMES,Megalaimidae,休氏拟啄木鸟
3454,Psilopogon henricii,OR,PICIFORMES,Megalaimidae,黄顶拟啄木鸟
3455,Psilopogon armillaris,OR,PICIFORMES,Megalaimidae,蓝顶拟啄木鸟
3456,Psilopogon pulcherrimus,OR,PICIFORMES,Megalaimidae,金枕拟啄木鸟
3457,Psilopogon australis,OR,PICIFORMES,Megalaimidae,黄耳拟啄木鸟
3458,Psilopogon duvaucelii,OR,PICIFORMES,Megalaimidae,蓝耳拟啄木鸟
3459,Psilopogon eximius,OR,PICIFORMES,Megalaimidae,加里曼丹拟啄木鸟
3460,Psilopogon rubricapillus,OR,PICIFORMES,Megalaimidae,斯里兰卡拟啄木鸟
3461,Psilopogon malabaricus,OR,PICIFORMES,Megalaimidae,马拉巴拟啄木鸟
3462,Psilopogon haemacephalus,OR,PICIFORMES,Megalaimidae,赤胸拟啄木鸟
3463,Caloramphus fuliginosus,OR,PICIFORMES,Megalaimidae,褐拟啄木鸟
3464,Caloramphus hayii,OR,PICIFORMES,Megalaimidae,马来棕拟啄木鸟
3465,Gymnobucco bonapartei,AF,PICIFORMES,Lybiidae,灰喉拟啄木鸟
3466,Gymnobucco sladeni,AF,PICIFORMES,Lybiidae,斯氏拟啄木鸟
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,须鼻拟啄木鸟
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,裸颊拟啄木鸟
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,白耳拟啄木鸟
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,中非拟啄木鸟
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,黄头拟啄木鸟
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,非洲绿拟啄木鸟
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,点斑小拟啄木鸟
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,绿小拟啄木鸟
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,须绿小拟啄木鸟
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,西非小拟啄木鸟
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,红腰小拟啄木鸟
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,黄喉小拟啄木鸟
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,金腰小拟啄木鸟
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,红额小拟啄木鸟
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,黄额小拟啄木鸟
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,黄斑拟啄木鸟
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,丝胸拟啄木鸟
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,红额拟啄木鸟
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,疏林拟啄木鸟
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,斑拟啄木鸟
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,斑胁拟啄木鸟
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,黑喉拟啄木鸟
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,横斑拟啄木鸟
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,维氏拟啄木鸟
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,白头拟啄木鸟
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,查氏拟啄木鸟
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,红颊拟啄木鸟
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,黑嘴拟啄木鸟
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,黑领拟啄木鸟
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,褐胸拟啄木鸟
3497,Lybius minor,AF,PICIFORMES,Lybiidae,黑背拟啄木鸟
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,双齿拟啄木鸟
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,须拟啄木鸟
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,黑胸拟啄木鸟
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,黄嘴拟啄木鸟
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,南非拟啄木鸟
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,红黄拟啄木鸟
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,黄胸拟啄木鸟
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,东非拟啄木鸟
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,坦桑拟啄木鸟
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,尖嘴蜜䴕
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,绿背蜜䴕
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,沃氏蜜䴕
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,中非响蜜䴕
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,黄脚响蜜䴕
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,姬响蜜䴕
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,西非响蜜䴕
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,东非响蜜䴕
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,小响蜜䴕
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,北非响蜜䴕
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,斑响蜜䴕
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,鳞喉响蜜䴕
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,黄腰响蜜䴕
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,马来响蜜䴕
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,黑喉响蜜䴕
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,琴尾响蜜䴕
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,蚁䴕
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,红胸蚁䴕
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,斑姬啄木鸟
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,金额姬啄木鸟
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,拉氏姬啄木鸟
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,奥里姬啄木鸟
3529,Picumnus exilis,SA,PICIFORMES,Picidae,亮丽姬啄木鸟
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,厄瓜多尔姬啄木鸟
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,鳞斑姬啄木鸟
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,白腹姬啄木鸟
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,尖头姬啄木鸟
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,姬啄木鸟
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,斑胸姬啄木鸟
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,巴西姬啄木鸟
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,白斑姬啄木鸟
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,眼斑姬啄木鸟
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,赭领姬啄木鸟
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,白尾姬啄木鸟
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,锈颈姬啄木鸟
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,棕胸姬啄木鸟
3543,Picumnus limae,SA,PICIFORMES,Picidae,赭色姬啄木鸟
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,丽色姬啄木鸟
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,纯胸姬啄木鸟
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,细斑姬啄木鸟
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,暗绿姬啄木鸟
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,灰姬啄木鸟
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,栗姬啄木鸟
3550,Verreauxia africana,AF,PICIFORMES,Picidae,非洲姬啄木鸟
3551,Sasia abnormis,OR,PICIFORMES,Picidae,棕啄木鸟
3552,Sasia ochracea,OR,PICIFORMES,Picidae,白眉棕啄木鸟
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,灰黄啄木鸟
3554,Hemicircus canente,OR,PICIFORMES,Picidae,黑冠啄木鸟
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,白啄木鸟
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,橡树啄木鸟
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,黄须啄木鸟
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,黄额啄木鸟
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,金枕啄木鸟
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,华丽啄木鸟
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,黑颊啄木鸟
3562,Melanerpes cactorum,SA,PICIFORMES,Picidae,白额啄木鸟
3563,Melanerpes chrysogenys,MA,PICIFORMES,Picidae,金颊啄木鸟
3564,Melanerpes hypopolius,MA,PICIFORMES,Picidae,灰胸啄木鸟
3565,Melanerpes pygmaeus,MA,PICIFORMES,Picidae,尤卡坦啄木鸟
3566,Melanerpes rubricapillus,"MA, SA",PICIFORMES,Picidae,红冠啄木鸟
3567,Melanerpes uropygialis,"NA, MA",PICIFORMES,Picidae,吉拉啄木鸟
3568,Melanerpes hoffmannii,MA,PICIFORMES,Picidae,霍氏啄木鸟
3569,Melanerpes aurifrons,"NA, MA",PICIFORMES,Picidae,金额啄木鸟
3570,Melanerpes santacruzi,MA,PICIFORMES,Picidae,委氏啄木鸟
3571,Sphyrapicus thyroideus,"NA, MA",PICIFORMES,Picidae,威氏吸汁啄木鸟
3572,Pardipicus nivosus,AF,PICIFORMES,Picidae,棕斑啄木鸟
3573,Pardipicus caroli,AF,PICIFORMES,Picidae,褐耳啄木鸟
3574,Geocolaptes olivaceus,AF,PICIFORMES,Picidae,地啄木鸟
3575,Campethera punctuligera,AF,PICIFORMES,Picidae,红点啄木鸟
3576,Campethera bennettii,AF,PICIFORMES,Picidae,班氏啄木鸟
3577,Campethera scriptoricauda,AF,PICIFORMES,Picidae,赖氏啄木鸟
3578,Campethera nubica,AF,PICIFORMES,Picidae,东非啄木鸟
3579,Campethera abingoni,AF,PICIFORMES,Picidae,金尾啄木鸟
3580,Campethera mombassica,AF,PICIFORMES,Picidae,蒙巴萨啄木鸟
3581,Campethera notata,AF,PICIFORMES,Picidae,南非啄木鸟
3582,Campethera maculosa,AF,PICIFORMES,Picidae,小绿啄木鸟
3583,Campethera cailliautii,AF,PICIFORMES,Picidae,绿背啄木鸟
3584,Campethera tullbergi,AF,PICIFORMES,Picidae,喀麦隆啄木鸟
3585,Campethera taeniolaema,AF,PICIFORMES,Picidae,绿背斑啄木鸟
3586,Yungipicus temminckii,AU,PICIFORMES,Picidae,坦氏啄木鸟
3587,Yungipicus nanus,OR,PICIFORMES,Picidae,褐头啄木鸟
3588,Yungipicus canicapillus,"OR, PAL",PICIFORMES,Picidae,星头啄木鸟
3589,Yungipicus maculatus,OR,PICIFORMES,Picidae,菲律宾啄木鸟
3590,Yungipicus ramsayi,OR,PICIFORMES,Picidae,苏禄啄木鸟
3591,Yungipicus moluccensis,OR,PICIFORMES,Picidae,巽他啄木鸟
3592,Yungipicus kizuki,PAL,PICIFORMES,Picidae,小星头啄木鸟
3593,Picoides tridactylus,PAL,PICIFORMES,Picidae,三趾啄木鸟
3594,Dendrocoptes dorae,PAL,PICIFORMES,Picidae,阿拉伯啄木鸟
3595,Dendrocoptes auriceps,OR,PICIFORMES,Picidae,褐额啄木鸟
3596,Dendrocoptes medius,PAL,PICIFORMES,Picidae,中斑啄木鸟
3597,Leiopicus mahrattensis,OR,PICIFORMES,Picidae,黄冠斑啄木鸟
3598,Chloropicus namaquus,AF,PICIFORMES,Picidae,须啄木鸟
3599,Chloropicus xantholophus,AF,PICIFORMES,Picidae,金冠啄木鸟
3600,Chloropicus pyrrhogaster,AF,PICIFORMES,Picidae,火腹啄木鸟
3601,Dendropicos elachus,AF,PICIFORMES,Picidae,小灰啄木鸟
3602,Dendropicos poecilolaemus,AF,PICIFORMES,Picidae,斑胸啄木鸟
3603,Dendropicos abyssinicus,AF,PICIFORMES,Picidae,非洲金背啄木鸟
3604,Dendropicos fuscescens,AF,PICIFORMES,Picidae,暗红啄木鸟
3605,Dendropicos gabonensis,AF,PICIFORMES,Picidae,加蓬啄木鸟
3606,Dendropicos lugubris,AF,PICIFORMES,Picidae,棕顶啄木鸟
3607,Dendropicos stierlingi,AF,PICIFORMES,Picidae,斯氏啄木鸟
3608,Dendropicos elliotii,AF,PICIFORMES,Picidae,埃氏啄木鸟
3609,Dendropicos goertae,AF,PICIFORMES,Picidae,灰啄木鸟
3610,Dendropicos spodocephalus,AF,PICIFORMES,Picidae,灰头啄木鸟
3611,Dendropicos griseocephalus,AF,PICIFORMES,Picidae,非洲灰啄木鸟
3612,Dendropicos obsoletus,AF,PICIFORMES,Picidae,褐背啄木鸟
3613,Dryobates nuttallii,"NA, MA",PICIFORMES,Picidae,加州啄木鸟
3614,Dryobates scalaris,"NA, MA",PICIFORMES,Picidae,纹背啄木鸟
3615,Dryobates cathpharius,"OR, PAL",PICIFORMES,Picidae,红枕啄木鸟
3616,Dryobates pernyii,"OR, PAL",PICIFORMES,Picidae,赤胸啄木鸟
3617,Dryobates minor,PAL,PICIFORMES,Picidae,小斑啄木鸟
3618,Veniliornis passerinus,SA,PICIFORMES,Picidae,小啄木鸟
3619,Veniliornis frontalis,SA,PICIFORMES,Picidae,点额啄木鸟
3620,Veniliornis spilogaster,SA,PICIFORMES,Picidae,白斑啄木鸟
3621,Veniliornis mixtus,SA,PICIFORMES,Picidae,格斑啄木鸟
3622,Veniliornis lignarius,SA,PICIFORMES,Picidae,条纹啄木鸟
3623,Veniliornis callonotus,SA,PICIFORMES,Picidae,朱背啄木鸟
3624,Veniliornis dignus,SA,PICIFORMES,Picidae,黄臀啄木鸟
3625,Veniliornis nigriceps,SA,PICIFORMES,Picidae,斑腹啄木鸟
3626,Veniliornis sanguineus,SA,PICIFORMES,Picidae,红啄木鸟
3627,Veniliornis kirkii,"MA, SA",PICIFORMES,Picidae,红腰啄木鸟
3628,Veniliornis affinis,SA,PICIFORMES,Picidae,红晕啄木鸟
3629,Veniliornis chocoensis,SA,PICIFORMES,Picidae,乔科啄木鸟
3630,Veniliornis cassini,SA,PICIFORMES,Picidae,金领啄木鸟
3631,Veniliornis maculifrons,SA,PICIFORMES,Picidae,黄耳啄木鸟
3632,Leuconotopicus fumigatus,"MA, SA",PICIFORMES,Picidae,褐啄木鸟
3633,Leuconotopicus arizonae,"NA, MA",PICIFORMES,Picidae,亚利桑那啄木鸟
3634,Leuconotopicus stricklandi,MA,PICIFORMES,Picidae,褐斑啄木鸟
3635,Leuconotopicus villosus,"NA, MA",PICIFORMES,Picidae,长嘴啄木鸟
3636,Dendrocopos hyperythrus,OR,PICIFORMES,Picidae,棕腹啄木鸟
3637,Dendrocopos macei,OR,PICIFORMES,Picidae,茶胸斑啄木鸟
3638,Dendrocopos analis,OR,PICIFORMES,Picidae,点胸啄木鸟
3639,Dendrocopos atratus,OR,PICIFORMES,Picidae,纹胸啄木鸟
3640,Dendrocopos darjellensis,OR,PICIFORMES,Picidae,黄颈啄木鸟
3641,Dendrocopos himalayensis,PAL,PICIFORMES,Picidae,喜山啄木鸟
3642,Dendrocopos assimilis,PAL,PICIFORMES,Picidae,信德啄木鸟
3643,Dendrocopos syriacus,PAL,PICIFORMES,Picidae,叙利亚啄木鸟
3644,Dendrocopos leucopterus,PAL,PICIFORMES,Picidae,白翅啄木鸟
3645,Dendrocopos major,PAL,PICIFORMES,Picidae,大斑啄木鸟
3646,Dendrocopos noguchii,PAL,PICIFORMES,Picidae,冲绳啄木鸟
3647,Dendrocopos leucotos,PAL,PICIFORMES,Picidae,白背啄木鸟
3648,Piculus simplex,MA,PICIFORMES,Picidae,棕翅啄木鸟
3649,Piculus callopterus,MA,PICIFORMES,Picidae,纹颊啄木鸟
3650,Piculus leucolaemus,SA,PICIFORMES,Picidae,白喉啄木鸟
3651,Piculus litae,SA,PICIFORMES,Picidae,利塔啄木鸟
3652,Piculus flavigula,SA,PICIFORMES,Picidae,黄喉啄木鸟
3653,Piculus chrysochloros,"MA, SA",PICIFORMES,Picidae,黄绿啄木鸟
3654,Piculus aurulentus,SA,PICIFORMES,Picidae,白眉啄木鸟
3655,Colaptes rubiginosus,"MA, SA",PICIFORMES,Picidae,高原啄木鸟
3656,Colaptes aeruginosus,MA,PICIFORMES,Picidae,铜翅啄木鸟
3657,Colaptes auricularis,MA,PICIFORMES,Picidae,灰顶啄木鸟
3658,Colaptes rivolii,SA,PICIFORMES,Picidae,红背啄木鸟
3659,Colaptes atricollis,SA,PICIFORMES,Picidae,黑颈扑翅䴕
3660,Colaptes punctigula,"MA, SA",PICIFORMES,Picidae,斑胸扑翅䴕
3661,Colaptes melanochloros,SA,PICIFORMES,Picidae,绿斑扑翅䴕
3662,Colaptes auratus,"NA, MA",PICIFORMES,Picidae,北扑翅䴕
3663,Colaptes chrysoides,"NA, MA",PICIFORMES,Picidae,黄扑翅䴕
3664,Colaptes pitius,SA,PICIFORMES,Picidae,智利扑翅䴕
3665,Colaptes rupicola,SA,PICIFORMES,Picidae,安第斯扑翅䴕
3666,Colaptes campestris,SA,PICIFORMES,Picidae,草原扑翅䴕
