,IOC,Breeding Range,Order,Family,Czech
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,koroptev siamská
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,koroptev rezavohlavá
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,koroptev chajnanská
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,koroptev tchajwanská
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,koroptev bělolící
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,koroptev pruhokřídlá
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,koroptev vietnamská
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,koroptev bornejská
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,koroptev peracká
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,koroptev batacká
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,koroptev sumaterská
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,koroptev jávská
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,koroptev bělohrdlá
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,koroptev sněžní
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,bažant krvavý
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,satyr černohlavý
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,satyr himálajský
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,satyr žlutolící
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,satyr modrolící
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,satyr perlový
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,velekur hnědohrdlý
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,velekur plavohrdlý
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,monal lesklý
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,monal běloocasý
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,monal zelenoocasý
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,bažant chocholatý
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,krocan divoký
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,krocan paví
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,jeřábek lesní
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,jeřábek čínský
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,bělokur rousný
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,bělokur horský
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,tetřívek amurský
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,tetřev hlušec
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,tetřev černozobý
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,tetřívek obecný
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,tetřívek kavkazský
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,koroptev dlouhozobá
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,koroptev dulitská
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,koroptev tibetská
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,koroptev polní
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,koroptev vousatá
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,bažant měděný
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,bažant královský
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,bažant mikado
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,bažant Elliotův
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,bažant proužkovaný
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,bažant zlatý
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,bažant diamantový
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,bažant obecný
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,bažant zelený
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,bažant himálajský
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,bažant popelavý
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,bažant tibetský
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,bažant mandžuský
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,bažant ušatý
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,bažant annamský
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,bažant tchajwanský
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,bažant bělochvostý
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,bažant tmavý
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,bažant stříbrný
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,bažant červenolící
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,bažant sarawacký
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,bažant prelát
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,bažant černý
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,bažant indomalajský
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,bažant korunkatý
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,argus perlový
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,argus malajský
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argus okatý
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,páv konžský
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,páv korunkatý
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,páv zelený
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,koroptev zelenonohá
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,koroptev malajská
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,koroptev sabažská
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,koroptev karmínovohlavá
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,kur rezavý
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,kur indický
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,kur dvouostruhý
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,bažant palawanský
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,bažant bornejský
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,bažant malajský
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,bažant hnědý
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,bažant chajnanský
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,bažant paví
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,bažant horský
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,bažant bronzový
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,kur skvrnitý
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,kur bambusový
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,kur tchajwanský
431,Gallus varius,OR,GALLIFORMES,Phasianidae,kur zelený
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,kur bankivský
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,kur kropenatý
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,kur srílanský
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,frankolín běloskvrnný
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,frankolín čapkový
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,frankolín křepelčí
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,frankolín bažinný
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,frankolín perličkový
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,frankolín obecný
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,frankolín indický
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,frankolín rezavohlavý
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,frankolín bělohrdlý
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,frankolín proužkoprsý
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,frankolín obojkový
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,frankolín rezavokřídlý
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,frankolín rezavolící
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,frankolín vřesovištní
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,frankolín elgonský
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,frankolín jihoafrický
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,frankolín čárkoprsý
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,frankolín Shelleyův
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,frankolín zambijský
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,velekur tibetský
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,velekur altajský
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,velekur kavkazský
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,velekur kaspický
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,velekur himálajský
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,koroptev pouštní
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,koroptev arabská
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,křepelka proměnlivá
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,křepelka novoguinejská
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,křepelka čínská
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,křepelka modrá
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,křepelka madagaskarská
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,křepelka polní
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,křepelka japonská
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,křepelka harlekýn
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,křepelka černoprsá
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,křepelka rezavohrdlá
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,orebice berberská
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,orebice černohlavá
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,orebice rudá
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,orebice čukar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,orebice horská
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,orebice Philbyova
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,orebice čínská
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,křepelka křovinná
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,křepelka skalní
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,křepelka pestrá
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,křepelka ásámská
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,frankolín namibijský
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,frankolín kamerunský
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,frankolín ugandský
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,frankolín rezavokrký
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,frankolín Erckelův
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,frankolín džibutský
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,frankolín angolský
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,frankolín západoafrický
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,frankolín páskovaný
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,frankolín keňský
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,frankolín červenozobý
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,frankolín kapský
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,frankolín natalský
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,frankolín skvrnoprsý
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,frankolín dvouostruhý
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,frankolín šupinkatý
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,frankolín žlutonohý
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,frankolín savanový
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,frankolín orobincový
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,frankolín žíhaný
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,frankolín žlutohrdlý
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,frankolín šedoprsý
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,frankolín rudohrdlý
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek australský
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek bělohrdlý
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek šalomounský
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek novokaledonský
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek vulkánový
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek papuánský
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek Archboldův
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek Temminckův
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek ušatý
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek obojkový
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek skvrnokřídlý
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek nejmenší
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek pískobarvý
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek menší
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,lelek sokolí
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek netopýří
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek rezavobřichý
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek pruhoocasý
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek bahijský
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek černavý
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek zakrslý
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek šedočelý
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek křovinný
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek Toddův
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek malý
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek roraimský
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek skvrnitý
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek srpkokřídlý
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek bělokřídlý
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek pruhokřídlý
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek peruánský
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek vidloocasý
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek lyroocasý
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek běloocasý
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek kropenatý
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek rezavolímcový
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek nůžkoocasý
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek vlečkoocasý
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek Rosenbergův
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek mexický
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek stromový
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek očkatý
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,lelek americký
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek rezavý
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek Salvinův
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek yukatanský
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek hedvábný
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek středoamerický
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek šerý
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hnědý
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek rezavokrký
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek indický
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek čínský
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek palauský
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek lesní
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek východoafrický
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek rezavolící
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek světlý
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek sindhský
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek núbijský
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek zlatý
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek malovaný
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek indomalajský
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek floreský
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek andamanský
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek filipínský
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek celebeský
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek Donaldsonův
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hvízdavý
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek etiopský
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek džunglový
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek madagaskarský
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek mokřadní
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek nechisarský
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek mramorovaný
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hvězdičkový
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek savanový
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek pihovaný
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sumaterský
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sundský
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek kivuský
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek konžský
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek dlouhoocasý
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek štíhlý
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek lemoocasý
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek dlouhoperý
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek vlajkový
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,gvačaro jeskynní
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,potu rezavý
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,potu velký
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,potu dlouhoocasý
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,potu středoamerický
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,potu obecný
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,potu andský
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,potu bělokřídlý
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,lelkoun mramorovaný
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,lelkoun papuánský
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,lelkoun soví
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,lelkoun šalomounský
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,lelkoun ušatý
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,lelkoun Hartertův
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,lelkoun filipínský
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,lelkoun pralesní
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,lelkoun srílanský
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,lelkoun dlouhoocasý
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,lelkoun krátkoocasý
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,lelkoun bornejský
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,lelkoun jávský
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,lelkoun malajský
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,lelkoun palawanský
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,lelkoun sundský
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,lelčík velký
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,lelčík nížinný
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,lelčík molucký
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,lelčík skvrnitý
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,lelčík horský
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,lelčík novokaledonský
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,lelčík proužkovaný
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,lelčík vlnkovaný
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,lelčík australský
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,klecho rezavolící
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,klecho chocholatý
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,klecho menší
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,klecho vousatý
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,rorýs skvrnolící
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,rorýs bělobradý
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,rorýs běločelý
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,rorýs kouřový
