,IOC,Breeding Range,Order,Family,Lithuanian
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,baltakaktis topakulas
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,kuskinis topakulas
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,amazoninis topakulas
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,trumpasnapis topakulas
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,bolivinis topakulas
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,baltavainikis topakulas
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,santamartinis topakulas
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,ilgauodegis topakulas
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,rusvapilvis topakulas
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Utcubamba Tapaculo
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,didžiakojis topakulas
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,Junin Tapaculo
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,vienspalvis topakulas
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,pilkasis topakulas
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,juosvasis topakulas
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,pilkakaktis topakulas
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,narinjinis topakulas
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,panaminis topakulas
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,čokinis topakulas
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,Rodrigeso topakulas
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,kolumbinis topakulas
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Tatama Tapaculo
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,ekvadorinis topakulas
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,karakasinis topakulas
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,pietinis topakulas
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,rudasturplis topakulas
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,Perija Tapaculo
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,meridinis topakulas
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,Parkerio topakulas
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,Špilmano topakulas
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,apykaklėtasis krūmyninis topakulas
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,Double-collared Crescentchest
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,Maksimiliano krūmyninis topakulas
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,maranjoninis krūmyninis topakulas
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,puošnusis krūmyninis topakulas
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,pilkagalvė piprita
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,dryžasparnė piprita
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,juodakepurė piprita
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,dryžasis mažasis tironas
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,lapasinis mažasis tironas
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,raibaskruostis mažasis tironas
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,White-fronted Tyrannulet
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,paprastasis mažasis tironas
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,Reizerio mažasis tironas
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,Uricho mažasis tironas
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,Skleterio mažasis tironas
4984,Phyllomyias griseocapilla,SA,PASSERIFORMES,Tyrannidae,pilkakepuris mažasis tironas
4985,Phyllomyias griseiceps,SA,PASSERIFORMES,Tyrannidae,tamsusis mažasis tironas
4986,Phyllomyias plumbeiceps,SA,PASSERIFORMES,Tyrannidae,andinis mažasis pilkagalvis tironas
4987,Phyllomyias nigrocapillus,SA,PASSERIFORMES,Tyrannidae,juodakepuris mažasis tironas
4988,Phyllomyias cinereiceps,SA,PASSERIFORMES,Tyrannidae,pilkšvakepuris mažasis tironas
4989,Phyllomyias uropygialis,SA,PASSERIFORMES,Tyrannidae,rusvasturplis mažasis tironas
4990,Tyrannulus elatus,"MA, SA",PASSERIFORMES,Tyrannidae,geltonvainikis tironiukas
4991,Myiopagis gaimardii,"MA, SA",PASSERIFORMES,Tyrannidae,miškinė tironinė elenija
4992,Myiopagis parambae,"MA, SA",PASSERIFORMES,Tyrannidae,Choco Elaenia
4993,Myiopagis cinerea,SA,PASSERIFORMES,Tyrannidae,Amazonian Elaenia
4994,Myiopagis caniceps,SA,PASSERIFORMES,Tyrannidae,pilkoji tironinė elenija
4995,Myiopagis olallai,SA,PASSERIFORMES,Tyrannidae,ekvadorinė tironinė elenija
4996,Myiopagis subplacens,SA,PASSERIFORMES,Tyrannidae,atlantinė tironinė elenija
4997,Myiopagis flavivertex,SA,PASSERIFORMES,Tyrannidae,geltonvainikė tironinė elenija
4998,Myiopagis viridicata,"MA, SA",PASSERIFORMES,Tyrannidae,žalsvoji tironinė elenija
4999,Elaenia flavogaster,"MA, SA",PASSERIFORMES,Tyrannidae,geltonpilvė elenija
5000,Elaenia spectabilis,SA,PASSERIFORMES,Tyrannidae,pilkakrūtė elenija
5001,Elaenia ridleyana,SA,PASSERIFORMES,Tyrannidae,noronjinė elenija
5002,Elaenia albiceps,SA,PASSERIFORMES,Tyrannidae,baltakuodė elenija
5003,Elaenia chilensis,SA,PASSERIFORMES,Tyrannidae,Chilean Elaenia
5004,Elaenia parvirostris,SA,PASSERIFORMES,Tyrannidae,trumpasnapė elenija
5005,Elaenia mesoleuca,SA,PASSERIFORMES,Tyrannidae,alyvinė elenija
5006,Elaenia strepera,SA,PASSERIFORMES,Tyrannidae,dūminė elenija
5007,Elaenia gigas,SA,PASSERIFORMES,Tyrannidae,taškuotoji elenija
5008,Elaenia pelzelni,SA,PASSERIFORMES,Tyrannidae,rusvoji elenija
5009,Elaenia cristata,SA,PASSERIFORMES,Tyrannidae,kuoduotoji elenija
5010,Elaenia chiriquensis,"MA, SA",PASSERIFORMES,Tyrannidae,mažoji elenija
5011,Elaenia brachyptera,SA,PASSERIFORMES,Tyrannidae,Coopmans's Elaenia
5012,Elaenia ruficeps,SA,PASSERIFORMES,Tyrannidae,rusvavainikė elenija
5013,Elaenia frantzii,"MA, SA",PASSERIFORMES,Tyrannidae,kalninė elenija
5014,Elaenia obscura,SA,PASSERIFORMES,Tyrannidae,tamsioji elenija
5015,Elaenia sordida,SA,PASSERIFORMES,Tyrannidae,Small-headed Elaenia
5016,Elaenia dayi,SA,PASSERIFORMES,Tyrannidae,didžioji elenija
5017,Elaenia pallatangae,SA,PASSERIFORMES,Tyrannidae,paljatanginė elenija
5018,Elaenia olivina,SA,PASSERIFORMES,Tyrannidae,Tepui Elaenia
5019,Ornithion semiflavum,MA,PASSERIFORMES,Tyrannidae,geltonpilvis nykštukinis tironiukas
5020,Ornithion brunneicapillus,"MA, SA",PASSERIFORMES,Tyrannidae,rudakepuris nykštukinis tironiukas
5021,Ornithion inerme,SA,PASSERIFORMES,Tyrannidae,šviesiagurklis nykštukinis tironiukas
5022,Camptostoma imberbe,MA,PASSERIFORMES,Tyrannidae,šiaurinis kuklusis tironiukas
5023,Camptostoma obsoletum,"MA, SA",PASSERIFORMES,Tyrannidae,pietinis kuklusis tironiukas
5024,Suiriri suiriri,SA,PASSERIFORMES,Tyrannidae,paprastasis suiriris
5025,Mecocerculus leucophrys,SA,PASSERIFORMES,Tyrannidae,baltagurklis ilgauodegis tironiukas
5026,Mecocerculus poecilocercus,SA,PASSERIFORMES,Tyrannidae,baltauodegis ilgauodegis tironiukas
5027,Mecocerculus hellmayri,SA,PASSERIFORMES,Tyrannidae,Helmajerio ilgauodegis tironiukas
5028,Mecocerculus calopterus,SA,PASSERIFORMES,Tyrannidae,rusvasparnis ilgauodegis tironiukas
5029,Mecocerculus minor,SA,PASSERIFORMES,Tyrannidae,geltonpilvis ilgauodegis tironiukas
5030,Mecocerculus stictopterus,SA,PASSERIFORMES,Tyrannidae,baltadryžis ilgauodegis tironiukas
5031,Anairetes nigrocristatus,SA,PASSERIFORMES,Tyrannidae,juodakuodis zylinis tironas
5032,Anairetes reguloides,SA,PASSERIFORMES,Tyrannidae,margasis zylinis tironas
5033,Anairetes alpinus,SA,PASSERIFORMES,Tyrannidae,juosvakrūtis zylinis tironas
5034,Anairetes flavirostris,SA,PASSERIFORMES,Tyrannidae,geltonsnapis zylinis tironas
5035,Anairetes parulus,SA,PASSERIFORMES,Tyrannidae,kuoduotasis zylinis tironas
5036,Anairetes fernandezianus,SA,PASSERIFORMES,Tyrannidae,salinis zylinis tironas
5037,Uromyias agilis,SA,PASSERIFORMES,Tyrannidae,vikrusis zylinis tironas
5038,Uromyias agraphia,SA,PASSERIFORMES,Tyrannidae,pilkakrūtis zylinis tironas
5039,Serpophaga cinerea,"MA, SA",PASSERIFORMES,Tyrannidae,dūminis serpofagas
5040,Serpophaga hypoleuca,SA,PASSERIFORMES,Tyrannidae,upinis serpofagas
5041,Serpophaga nigricans,SA,PASSERIFORMES,Tyrannidae,tamsusis serpofagas
5042,Serpophaga subcristata,SA,PASSERIFORMES,Tyrannidae,baltakuodis serpofagas
5043,Serpophaga griseicapilla,SA,PASSERIFORMES,Tyrannidae,Straneko serpofagas
5044,Nesotriccus incomtus,"MA, SA",PASSERIFORMES,Tyrannidae,Northern Mouse-colored Tyrannulet
5045,Nesotriccus ridgwayi,MA,PASSERIFORMES,Tyrannidae,kokosinis tironas
5046,Nesotriccus murinus,SA,PASSERIFORMES,Tyrannidae,rudasis tironiukas
5047,Nesotriccus tumbezanus,SA,PASSERIFORMES,Tyrannidae,Tumbesian Tyrannulet
5048,Nesotriccus maranonicus,SA,PASSERIFORMES,Tyrannidae,Maranon Tyrannulet
5049,Capsiempis flaveola,"MA, SA",PASSERIFORMES,Tyrannidae,geltonasis tironiukas
5050,Polystictus pectoralis,SA,PASSERIFORMES,Tyrannidae,barzdotasis tačiuris
5051,Polystictus superciliaris,SA,PASSERIFORMES,Tyrannidae,pilkanugaris tačiuris
5052,Pseudocolopteryx dinelliana,SA,PASSERIFORMES,Tyrannidae,Dinelio doraditas
5053,Pseudocolopteryx sclateri,SA,PASSERIFORMES,Tyrannidae,kuoduotasis doraditas
5054,Pseudocolopteryx acutipennis,SA,PASSERIFORMES,Tyrannidae,siaurasparnis doraditas
5055,Pseudocolopteryx flaviventris,SA,PASSERIFORMES,Tyrannidae,čiulbantysis doraditas
5056,Pseudocolopteryx citreola,SA,PASSERIFORMES,Tyrannidae,Ticking Doradito
5057,Pseudotriccus pelzelni,"MA, SA",PASSERIFORMES,Tyrannidae,bronzinis kapolegas
5058,Pseudotriccus simplex,SA,PASSERIFORMES,Tyrannidae,rudakaktis kapolegas
5059,Pseudotriccus ruficeps,SA,PASSERIFORMES,Tyrannidae,rausvagalvis kapolegas
5060,Corythopis torquatus,SA,PASSERIFORMES,Tyrannidae,šiaurinis skruzdinis tironas
5061,Corythopis delalandi,SA,PASSERIFORMES,Tyrannidae,pietinis skruzdinis tironas
5062,Euscarthmus meloryphus,SA,PASSERIFORMES,Tyrannidae,rusvavainikis tironas mažylis
5063,Euscarthmus fulviceps,SA,PASSERIFORMES,Tyrannidae,Fulvous-faced Scrub Tyrant
5064,Euscarthmus rufomarginatus,SA,PASSERIFORMES,Tyrannidae,rausvašonis tironas mažylis
5065,Pseudelaenia leucospodia,SA,PASSERIFORMES,Tyrannidae,margoji elenija
5066,Stigmatura napensis,SA,PASSERIFORMES,Tyrannidae,mažoji kalandrita
5067,Stigmatura bahiae,SA,PASSERIFORMES,Tyrannidae,Bahia Wagtail-Tyrant
5068,Stigmatura budytoides,SA,PASSERIFORMES,Tyrannidae,didžioji kalandrita
5069,Zimmerius vilissimus,MA,PASSERIFORMES,Tyrannidae,paprastasis nykštukinis tironas
5070,Zimmerius parvus,"MA, SA",PASSERIFORMES,Tyrannidae,Mistletoe Tyrannulet
5071,Zimmerius improbus,SA,PASSERIFORMES,Tyrannidae,venesuelinis nykštukinis tironas
5072,Zimmerius petersi,SA,PASSERIFORMES,Tyrannidae,Venezuelan Tyrannulet
5073,Zimmerius bolivianus,SA,PASSERIFORMES,Tyrannidae,bolivinis nykštukinis tironas
5074,Zimmerius cinereicapilla,SA,PASSERIFORMES,Tyrannidae,raudonsnapis nykštukinis tironas
5075,Zimmerius villarejoi,SA,PASSERIFORMES,Tyrannidae,Viljarecho nykštukinis tironas
5076,Zimmerius chicomendesi,SA,PASSERIFORMES,Tyrannidae,brazilinis nykštukinis tironas
5077,Zimmerius gracilipes,SA,PASSERIFORMES,Tyrannidae,grakštusis nykštukinis tironas
5078,Zimmerius acer,SA,PASSERIFORMES,Tyrannidae,Guianan Tyrannulet
5079,Zimmerius chrysops,SA,PASSERIFORMES,Tyrannidae,auksaveidis nykštukinis tironas
5080,Zimmerius minimus,SA,PASSERIFORMES,Tyrannidae,Coopmans's Tyrannulet
5081,Zimmerius albigularis,SA,PASSERIFORMES,Tyrannidae,Choco Tyrannulet
5082,Zimmerius flavidifrons,SA,PASSERIFORMES,Tyrannidae,Loja Tyrannulet
5083,Zimmerius viridiflavus,SA,PASSERIFORMES,Tyrannidae,auksakaktis nykštukinis tironas
5084,Pogonotriccus poecilotis,SA,PASSERIFORMES,Tyrannidae,margasis šeriuotasis tironas
5085,Pogonotriccus chapmani,SA,PASSERIFORMES,Tyrannidae,Čapmano šeriuotasis tironas
5086,Pogonotriccus ophthalmicus,SA,PASSERIFORMES,Tyrannidae,peruvinis šeriuotasis tironas
5087,Pogonotriccus orbitalis,SA,PASSERIFORMES,Tyrannidae,akiniuotasis šeriuotasis tironas
5088,Pogonotriccus venezuelanus,SA,PASSERIFORMES,Tyrannidae,venesuelinis šeriuotasis tironas
5089,Pogonotriccus lanyoni,SA,PASSERIFORMES,Tyrannidae,antiokinis šeriuotasis tironas
5090,Pogonotriccus eximius,SA,PASSERIFORMES,Tyrannidae,pietinis šeriuotasis tironas
5091,Phylloscartes ventralis,SA,PASSERIFORMES,Tyrannidae,geltonpilvis devynbalsis tironiukas
5092,Phylloscartes ceciliae,SA,PASSERIFORMES,Tyrannidae,alagoavinis devynbalsis tironiukas
5093,Phylloscartes kronei,SA,PASSERIFORMES,Tyrannidae,geltongurklis devynbalsis tironiukas
5094,Phylloscartes beckeri,SA,PASSERIFORMES,Tyrannidae,Bekerio devynbalsis tironiukas
5095,Phylloscartes flavovirens,MA,PASSERIFORMES,Tyrannidae,panaminis devynbalsis tironiukas
5096,Phylloscartes virescens,SA,PASSERIFORMES,Tyrannidae,surinaminis devynbalsis tironiukas
5097,Phylloscartes gualaquizae,SA,PASSERIFORMES,Tyrannidae,pusiaujinis devynbalsis tironiukas
5098,Phylloscartes nigrifrons,SA,PASSERIFORMES,Tyrannidae,juodakaktis devynbalsis tironiukas
5099,Phylloscartes superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,rusvabruvis devynbalsis tironiukas
5100,Phylloscartes flaviventris,SA,PASSERIFORMES,Tyrannidae,rusvakaktis devynbalsis tironiukas
5101,Phylloscartes parkeri,SA,PASSERIFORMES,Tyrannidae,Parkerio devynbalsis tironiukas
5102,Phylloscartes roquettei,SA,PASSERIFORMES,Tyrannidae,gelsvaausis devynbalsis tironiukas
5103,Phylloscartes paulista,SA,PASSERIFORMES,Tyrannidae,brazilinis devynbalsis tironiukas
5104,Phylloscartes oustaleti,SA,PASSERIFORMES,Tyrannidae,auksaakis devynbalsis tironiukas
5105,Phylloscartes difficilis,SA,PASSERIFORMES,Tyrannidae,atkaklusis devynbalsis tironiukas
5106,Phylloscartes sylviolus,SA,PASSERIFORMES,Tyrannidae,šviesiapilvis devynbalsis tironiukas
5107,Mionectes striaticollis,SA,PASSERIFORMES,Tyrannidae,smailiasparnis margakrūtis tironiukas
5108,Mionectes olivaceus,MA,PASSERIFORMES,Tyrannidae,alyvinis margakrūtis tironiukas
5109,Mionectes galbinus,"MA, SA",PASSERIFORMES,Tyrannidae,Olive-striped Flycatcher
5110,Mionectes oleagineus,"MA, SA",PASSERIFORMES,Tyrannidae,rusvapilvis margakrūtis tironiukas
5111,Mionectes macconnelli,SA,PASSERIFORMES,Tyrannidae,juodasnapis margakrūtis tironiukas
5112,Mionectes roraimae,SA,PASSERIFORMES,Tyrannidae,Sierra de Lema Flycatcher
5113,Mionectes rufiventris,SA,PASSERIFORMES,Tyrannidae,pilkagalvis margakrūtis tironiukas
5114,Leptopogon amaurocephalus,"MA, SA",PASSERIFORMES,Tyrannidae,rudakepuris tironinis inkas
5115,Leptopogon superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,pilkagalvis tironinis inkas
5116,Leptopogon rufipectus,SA,PASSERIFORMES,Tyrannidae,rausvakrūtis tironinis inkas
5117,Leptopogon taczanowskii,SA,PASSERIFORMES,Tyrannidae,Tačanovskio tironinis inkas
5118,Guyramemua affine,SA,PASSERIFORMES,Tyrannidae,čapadinis suiriris
5119,Sublegatus arenarum,"MA, SA",PASSERIFORMES,Tyrannidae,šiaurinis krūmyninis tironiukas
5120,Sublegatus obscurior,SA,PASSERIFORMES,Tyrannidae,amazoninis krūmyninis tironiukas
5121,Sublegatus modestus,SA,PASSERIFORMES,Tyrannidae,paprastasis krūmyninis tironiukas
5122,Inezia tenuirostris,SA,PASSERIFORMES,Tyrannidae,liaunasnapė inezija
5123,Inezia inornata,SA,PASSERIFORMES,Tyrannidae,paprastoji inezija
5124,Inezia subflava,SA,PASSERIFORMES,Tyrannidae,geltongurklė inezija
5125,Inezia caudata,SA,PASSERIFORMES,Tyrannidae,kirpčiuotoji inezija
5126,Myiophobus flavicans,SA,PASSERIFORMES,Tyrannidae,geltonasis miofobas
5127,Myiophobus phoenicomitra,SA,PASSERIFORMES,Tyrannidae,rusvakuodis miofobas
5128,Myiophobus inornatus,SA,PASSERIFORMES,Tyrannidae,paprastasis miofobas
5129,Myiophobus roraimae,SA,PASSERIFORMES,Tyrannidae,roraiminis miofobas
5130,Myiophobus cryptoxanthus,SA,PASSERIFORMES,Tyrannidae,alyvinis miofobas
5131,Myiophobus fasciatus,"MA, SA",PASSERIFORMES,Tyrannidae,rusvasis miofobas
5132,Myiophobus crypterythrus,SA,PASSERIFORMES,Tyrannidae,Mouse-grey Flycatcher
5133,Myiophobus rufescens,SA,PASSERIFORMES,Tyrannidae,Rufescent Flycatcher
5134,Nephelomyias pulcher,SA,PASSERIFORMES,Tyrannidae,dailusis miofobas
5135,Nephelomyias lintoni,SA,PASSERIFORMES,Tyrannidae,Lintono miofobas
5136,Nephelomyias ochraceiventris,SA,PASSERIFORMES,Tyrannidae,geltonkrūtis miofobas
5137,Myiotriccus ornatus,SA,PASSERIFORMES,Tyrannidae,puošnusis tironas
5138,Tachuris rubrigastra,SA,PASSERIFORMES,Tyrannidae,raibasis tačiuris
5139,Culicivora caudacuta,SA,PASSERIFORMES,Tyrannidae,smailiauodegis tironas
5140,Hemitriccus diops,SA,PASSERIFORMES,Tyrannidae,Teminko miškinis todis
5141,Hemitriccus obsoletus,SA,PASSERIFORMES,Tyrannidae,rudakrūtis miškinis todis
5142,Hemitriccus flammulatus,SA,PASSERIFORMES,Tyrannidae,plačiasnapis miškinis todis
5143,Hemitriccus minor,SA,PASSERIFORMES,Tyrannidae,Snetlagės miškinis todis
5144,Hemitriccus spodiops,SA,PASSERIFORMES,Tyrannidae,bolivinis miškinis todis
5145,Hemitriccus cohnhafti,SA,PASSERIFORMES,Tyrannidae,Acre miškinis todis
5146,Hemitriccus josephinae,SA,PASSERIFORMES,Tyrannidae,didžiasnapis miškinis todis
5147,Hemitriccus zosterops,SA,PASSERIFORMES,Tyrannidae,baltaakis miškinis todis
5148,Hemitriccus griseipectus,SA,PASSERIFORMES,Tyrannidae,baltapilvis miškinis todis
5149,Hemitriccus minimus,SA,PASSERIFORMES,Tyrannidae,Zimerio miškinis todis
5150,Hemitriccus orbitatus,SA,PASSERIFORMES,Tyrannidae,akiniuotasis miškinis todis
5151,Hemitriccus iohannis,SA,PASSERIFORMES,Tyrannidae,Johano miškinis todis
5152,Hemitriccus striaticollis,SA,PASSERIFORMES,Tyrannidae,dryžagurklis miškinis todis
5153,Hemitriccus nidipendulus,SA,PASSERIFORMES,Tyrannidae,žalianugaris miškinis todis
5154,Hemitriccus margaritaceiventer,SA,PASSERIFORMES,Tyrannidae,balsvapilvis miškinis todis
5155,Hemitriccus inornatus,SA,PASSERIFORMES,Tyrannidae,Pelcelno miškinis todis
5156,Hemitriccus granadensis,SA,PASSERIFORMES,Tyrannidae,juodagurklis miškinis todis
5157,Hemitriccus mirandae,SA,PASSERIFORMES,Tyrannidae,Mirandos miškinis todis
5158,Hemitriccus cinnamomeipectus,SA,PASSERIFORMES,Tyrannidae,cinamoninis miškinis todis
5159,Hemitriccus kaempferi,SA,PASSERIFORMES,Tyrannidae,Kempferio miškinis todis
5160,Hemitriccus rufigularis,SA,PASSERIFORMES,Tyrannidae,rusvagurklis miškinis todis
5161,Hemitriccus furcatus,SA,PASSERIFORMES,Tyrannidae,skeltauodegis miškinis todis
5162,Myiornis auricularis,SA,PASSERIFORMES,Tyrannidae,ausuotasis miornis
5163,Myiornis albiventris,SA,PASSERIFORMES,Tyrannidae,baltapilvis miornis
5164,Myiornis atricapillus,"MA, SA",PASSERIFORMES,Tyrannidae,juodagalvis miornis
5165,Myiornis ecaudatus,SA,PASSERIFORMES,Tyrannidae,trumpauodegis miornis
5166,Oncostoma cinereigulare,MA,PASSERIFORMES,Tyrannidae,šiaurinis lenktasnapis tironas
5167,Oncostoma olivaceum,"MA, SA",PASSERIFORMES,Tyrannidae,pietinis lenktasnapis tironas
5168,Lophotriccus pileatus,"MA, SA",PASSERIFORMES,Tyrannidae,paprastasis žvynuotagalvis tironas
5169,Lophotriccus eulophotes,SA,PASSERIFORMES,Tyrannidae,ilgakuodis žvynuotagalvis tironas
5170,Lophotriccus vitiosus,SA,PASSERIFORMES,Tyrannidae,dvidryžis žvynuotagalvis tironas
5171,Lophotriccus galeatus,SA,PASSERIFORMES,Tyrannidae,šalminis žvynuotagalvis tironas
5172,Atalotriccus pilaris,"MA, SA",PASSERIFORMES,Tyrannidae,blyškiaakis tironas
5173,Poecilotriccus ruficeps,SA,PASSERIFORMES,Tyrannidae,rusvavainikis musinukinis todis
5174,Poecilotriccus luluae,SA,PASSERIFORMES,Tyrannidae,Džonsono musinukinis todis
5175,Poecilotriccus albifacies,SA,PASSERIFORMES,Tyrannidae,baltaskruostis musinukinis todis
5176,Poecilotriccus capitalis,SA,PASSERIFORMES,Tyrannidae,dvispalvis musinukinis todis
5177,Poecilotriccus senex,SA,PASSERIFORMES,Tyrannidae,rusvaskruostis musinukinis todis
5178,Poecilotriccus russatus,SA,PASSERIFORMES,Tyrannidae,rusvasis musinukinis todis
5179,Poecilotriccus plumbeiceps,SA,PASSERIFORMES,Tyrannidae,rusvaveidis musinukinis todis
5180,Poecilotriccus fumifrons,SA,PASSERIFORMES,Tyrannidae,dulsvakaktis musinukinis todis
5181,Poecilotriccus latirostris,SA,PASSERIFORMES,Tyrannidae,rudakaktis musinukinis todis
5182,Poecilotriccus sylvia,"MA, SA",PASSERIFORMES,Tyrannidae,pilkagurklis musinukinis todis
5183,Poecilotriccus calopterus,SA,PASSERIFORMES,Tyrannidae,auksasparnis musinukinis todis
5184,Poecilotriccus pulchellus,SA,PASSERIFORMES,Tyrannidae,juodnugaris musinukinis todis
5185,Taeniotriccus andrei,SA,PASSERIFORMES,Tyrannidae,juodakrūtis tironas
5186,Todirostrum maculatum,SA,PASSERIFORMES,Tyrannidae,dėmėtasis musinis tironas
5187,Todirostrum poliocephalum,SA,PASSERIFORMES,Tyrannidae,pilkagalvis musinis tironas
5188,Todirostrum cinereum,"MA, SA",PASSERIFORMES,Tyrannidae,paprastasis musinis tironas
5189,Todirostrum viridanum,SA,PASSERIFORMES,Tyrannidae,marakaibinis musinis tironas
5190,Todirostrum pictum,SA,PASSERIFORMES,Tyrannidae,spalvingasis musinis tironas
5191,Todirostrum chrysocrotaphum,SA,PASSERIFORMES,Tyrannidae,geltonbruvis musinis tironas
5192,Todirostrum nigriceps,"MA, SA",PASSERIFORMES,Tyrannidae,juodagalvis musinis tironas
5193,Cnipodectes subbrunneus,"MA, SA",PASSERIFORMES,Tyrannidae,rudoji musinukė
5194,Cnipodectes superrufus,SA,PASSERIFORMES,Tyrannidae,peruvinė rudoji musinukė
5195,Rhynchocyclus pacificus,SA,PASSERIFORMES,Tyrannidae,kolumbinis plokščiasnapis tironas
5196,Rhynchocyclus brevirostris,MA,PASSERIFORMES,Tyrannidae,akiniuotasis plokščiasnapis tironas
5197,Rhynchocyclus fulvipectus,SA,PASSERIFORMES,Tyrannidae,rusvakrūtis plokščiasnapis tironas
5198,Rhynchocyclus aequinoctialis,"MA, SA",PASSERIFORMES,Tyrannidae,Western Olivaceous Flatbill
5199,Rhynchocyclus olivaceus,"MA, SA",PASSERIFORMES,Tyrannidae,alyvinis plokščiasnapis tironas
