,IOC,Breeding Range,Order,Family,Danish
1345,Streptopelia xanthocycla,OR,COLUMBIFORMES,Columbidae,Burmesisk Tyrkerdue
1346,Streptopelia roseogrisea,AF,COLUMBIFORMES,Columbidae,Skoggerdue
1347,Streptopelia reichenowi,AF,COLUMBIFORMES,Columbidae,Hvidvinget Skoggerdue
1348,Streptopelia decipiens,AF,COLUMBIFORMES,Columbidae,Guløjet Skoggerdue
1349,Streptopelia semitorquata,"AF, PAL",COLUMBIFORMES,Columbidae,Rødøjet Skoggerdue
1350,Streptopelia capicola,AF,COLUMBIFORMES,Columbidae,Savanneskoggerdue
1351,Streptopelia vinacea,AF,COLUMBIFORMES,Columbidae,Sahelskoggerdue
1352,Streptopelia tranquebarica,OR,COLUMBIFORMES,Columbidae,Dværgskoggerdue
1353,Spilopelia chinensis,OR,COLUMBIFORMES,Columbidae,Perlehalsdue
1354,Spilopelia senegalensis,"AF, PAL, OR",COLUMBIFORMES,Columbidae,Palmedue
1355,Macropygia unchall,OR,COLUMBIFORMES,Columbidae,Gøgedue
1356,Macropygia amboinensis,AU,COLUMBIFORMES,Columbidae,Rosenbrystet Gøgedue
1357,Macropygia doreya,AU,COLUMBIFORMES,Columbidae,Papua-gøgedue
1358,Macropygia emiliana,OR,COLUMBIFORMES,Columbidae,Indonesisk Gøgedue
1359,Macropygia cinnamomea,OR,COLUMBIFORMES,Columbidae,Enggano-gøgedue
1360,Macropygia modiglianii,OR,COLUMBIFORMES,Columbidae,Nias-gøgedue
1361,Macropygia magna,AU,COLUMBIFORMES,Columbidae,Sundagøgedue
1362,Macropygia timorlaoensis,AU,COLUMBIFORMES,Columbidae,Tanimbar-gøgedue
1363,Macropygia macassariensis,AU,COLUMBIFORMES,Columbidae,Sulawesi-gøgedue
1364,Macropygia tenuirostris,OR,COLUMBIFORMES,Columbidae,Filippinsk Gøgedue
1365,Macropygia phasianella,AU,COLUMBIFORMES,Columbidae,Australsk Gøgedue
1366,Macropygia rufipennis,OR,COLUMBIFORMES,Columbidae,Andamangøgedue
1367,Macropygia nigrirostris,AU,COLUMBIFORMES,Columbidae,Ny Guinea-gøgedue
1368,Macropygia mackinlayi,AU,COLUMBIFORMES,Columbidae,Stillehavsgøgedue
1369,Macropygia ruficeps,OR,COLUMBIFORMES,Columbidae,Lille Gøgedue
1370,Reinwardtoena reinwardti,AU,COLUMBIFORMES,Columbidae,Kæmpegøgedue
1371,Reinwardtoena browni,AU,COLUMBIFORMES,Columbidae,Broget Gøgedue
1372,Reinwardtoena crassirostris,AU,COLUMBIFORMES,Columbidae,Toppet Gøgedue
1373,Turacoena manadensis,AU,COLUMBIFORMES,Columbidae,Hvidmasket Gøgedue
1374,Turacoena sulaensis,AU,COLUMBIFORMES,Columbidae,Sula Cuckoo-Dove
1375,Turacoena modesta,AU,COLUMBIFORMES,Columbidae,Timorgøgedue
1376,Turtur chalcospilos,AF,COLUMBIFORMES,Columbidae,Smaragdpletdue
1377,Turtur abyssinicus,AF,COLUMBIFORMES,Columbidae,Sortnæbbet Stålpletdue
1378,Turtur afer,AF,COLUMBIFORMES,Columbidae,Stålpletdue
1379,Turtur tympanistria,AF,COLUMBIFORMES,Columbidae,Tamburindue
1380,Turtur brehmeri,AF,COLUMBIFORMES,Columbidae,Kaneldue
1381,Oena capensis,"AF, PAL",COLUMBIFORMES,Columbidae,Namaqua-due
1382,Chalcophaps indica,"OR, AU",COLUMBIFORMES,Columbidae,Dove Grønvingedue
1383,Chalcophaps longirostris,AU,COLUMBIFORMES,Columbidae,Stillehavs-grønvingedue
1384,Chalcophaps stephani,AU,COLUMBIFORMES,Columbidae,Brunrygget Due
1385,Henicophaps albifrons,AU,COLUMBIFORMES,Columbidae,Ny Guinea-bronzevinge
1386,Henicophaps foersteri,AU,COLUMBIFORMES,Columbidae,New Britain-bronzevinge
1387,Phaps chalcoptera,AU,COLUMBIFORMES,Columbidae,Bronzevinge
1388,Phaps elegans,AU,COLUMBIFORMES,Columbidae,Brunrygget Bronzevinge
1389,Phaps histrionica,AU,COLUMBIFORMES,Columbidae,Harlekindue
1390,Ocyphaps lophotes,AU,COLUMBIFORMES,Columbidae,Australsk Topdue
1391,Geophaps plumifera,AU,COLUMBIFORMES,Columbidae,Spinifexdue
1392,Geophaps scripta,AU,COLUMBIFORMES,Columbidae,Skriftdue
1393,Geophaps smithii,AU,COLUMBIFORMES,Columbidae,Agerhønedue
1394,Trugon terrestris,AU,COLUMBIFORMES,Columbidae,Øredue
1395,Leucosarcia melanoleuca,AU,COLUMBIFORMES,Columbidae,Wongadue
1396,Petrophassa rufipennis,AU,COLUMBIFORMES,Columbidae,Rødvinget Stendue
1397,Petrophassa albipennis,AU,COLUMBIFORMES,Columbidae,Hvidvinget Stendue
1398,Geopelia cuneata,AU,COLUMBIFORMES,Columbidae,Diamantdue
1399,Geopelia striata,OR,COLUMBIFORMES,Columbidae,Zebradue
1400,Geopelia placida,AU,COLUMBIFORMES,Columbidae,Australsk Zebradue
1401,Geopelia maugeus,AU,COLUMBIFORMES,Columbidae,Guløjet Zebradue
1402,Geopelia humeralis,AU,COLUMBIFORMES,Columbidae,Kobbernakkedue
1403,Columbina inca,"NA, MA",COLUMBIFORMES,Columbidae,Inkadue
1404,Columbina squammata,SA,COLUMBIFORMES,Columbidae,Skælspurvedue
1405,Columbina passerina,"NA, MA, SA",COLUMBIFORMES,Columbidae,Spurvedue
1406,Columbina minuta,"MA, SA",COLUMBIFORMES,Columbidae,Dværgdue
1407,Columbina buckleyi,SA,COLUMBIFORMES,Columbidae,Ecuadordue
1408,Columbina talpacoti,"MA, SA",COLUMBIFORMES,Columbidae,Rustdue
1409,Columbina picui,SA,COLUMBIFORMES,Columbidae,Picuidue
1410,Columbina cruziana,SA,COLUMBIFORMES,Columbidae,Gulnæbbet Spurvedue
1411,Columbina cyanopis,SA,COLUMBIFORMES,Columbidae,Blåøjet Spurvedue
1412,Claravis pretiosa,"MA, SA",COLUMBIFORMES,Columbidae,Grådue
1413,Paraclaravis geoffroyi,SA,COLUMBIFORMES,Columbidae,Hvidmasket Grådue
1414,Paraclaravis mondetoura,"MA, SA",COLUMBIFORMES,Columbidae,Brunbrystet Grådue
1415,Metriopelia ceciliae,SA,COLUMBIFORMES,Columbidae,Brilledue
1416,Metriopelia morenoi,SA,COLUMBIFORMES,Columbidae,Morenodue
1417,Metriopelia melanoptera,SA,COLUMBIFORMES,Columbidae,Kordillerdue
1418,Metriopelia aymara,SA,COLUMBIFORMES,Columbidae,Aymaradue
1419,Uropelia campestris,SA,COLUMBIFORMES,Columbidae,Camposdue
1420,Geotrygon purpurata,SA,COLUMBIFORMES,Columbidae,Colombiansk Vagteldue
1421,Geotrygon saphirina,SA,COLUMBIFORMES,Columbidae,Safirvagteldue
1422,Geotrygon montana,"MA, SA",COLUMBIFORMES,Columbidae,Rødbrun Vagteldue
1423,Geotrygon violacea,"MA, SA",COLUMBIFORMES,Columbidae,Violet Vagteldue
1424,Leptotrygon veraguensis,"MA, SA",COLUMBIFORMES,Columbidae,Veraguavagteldue
1425,Leptotila verreauxi,"MA, SA",COLUMBIFORMES,Columbidae,Hvidpandet Jorddue
1426,Leptotila megalura,SA,COLUMBIFORMES,Columbidae,Yungasjorddue
1427,Leptotila rufaxilla,SA,COLUMBIFORMES,Columbidae,Gråpandet Jorddue
1428,Leptotila plumbeiceps,"MA, SA",COLUMBIFORMES,Columbidae,Gråhovedet Jorddue
1429,Leptotila pallida,SA,COLUMBIFORMES,Columbidae,Chocójorddue
1430,Leptotila battyi,MA,COLUMBIFORMES,Columbidae,Panamajorddue
1431,Leptotila jamaicensis,"NA, MA",COLUMBIFORMES,Columbidae,Cariberjorddue
1432,Leptotila cassinii,"MA, SA",COLUMBIFORMES,Columbidae,Gråbrystet Jorddue
1433,Leptotila ochraceiventris,SA,COLUMBIFORMES,Columbidae,Tumbesjorddue
1434,Leptotila conoveri,SA,COLUMBIFORMES,Columbidae,Tolimajorddue
1435,Zentrygon carrikeri,MA,COLUMBIFORMES,Columbidae,Tuxtlavagteldue
1436,Zentrygon costaricensis,MA,COLUMBIFORMES,Columbidae,Costa Rica-vagteldue
1437,Zentrygon lawrencii,MA,COLUMBIFORMES,Columbidae,Panamavagteldue
1438,Zentrygon albifacies,MA,COLUMBIFORMES,Columbidae,Hvidstrubet Vagteldue
1439,Zentrygon frenata,SA,COLUMBIFORMES,Columbidae,Stor Vagteldue
1440,Zentrygon linearis,SA,COLUMBIFORMES,Columbidae,Rustpandet Vagteldue
1441,Zentrygon chiriquensis,MA,COLUMBIFORMES,Columbidae,Chiriquívagteldue
1442,Zentrygon goldmani,"MA, SA",COLUMBIFORMES,Columbidae,Brunhovedet Vagteldue
1443,Zenaida macroura,"NA, MA",COLUMBIFORMES,Columbidae,Sørgedue
1444,Zenaida graysoni,MA,COLUMBIFORMES,Columbidae,Socorrodue
1445,Zenaida auriculata,SA,COLUMBIFORMES,Columbidae,Ørepletdue
1446,Zenaida galapagoensis,SA,COLUMBIFORMES,Columbidae,Galapagosdue
1447,Zenaida asiatica,"NA, MA",COLUMBIFORMES,Columbidae,Hvidvingedue
1448,Zenaida meloda,SA,COLUMBIFORMES,Columbidae,Peruhvidvingedue
1449,Caloenas nicobarica,"OR, AU",COLUMBIFORMES,Columbidae,Nicobardue
1450,Gallicolumba tristigmata,AU,COLUMBIFORMES,Columbidae,Sulawesipurpurdue
1451,Gallicolumba rufigula,AU,COLUMBIFORMES,Columbidae,Guldbrystet Purpurdue
1452,Gallicolumba luzonica,OR,COLUMBIFORMES,Columbidae,Dolkestikdue
1453,Gallicolumba crinigera,OR,COLUMBIFORMES,Columbidae,Mindanaodolkestikdue
1454,Gallicolumba platenae,OR,COLUMBIFORMES,Columbidae,Mindorodolkestikdue
1455,Gallicolumba keayi,OR,COLUMBIFORMES,Columbidae,Negrosdolkestiksdue
1456,Gallicolumba menagei,OR,COLUMBIFORMES,Columbidae,Suludolkestikdue
1457,Pampusana hoedtii,AU,COLUMBIFORMES,Columbidae,Wetarpurpurdue
1458,Pampusana jobiensis,AU,COLUMBIFORMES,Columbidae,Jobipurpurdue
1459,Pampusana kubaryi,PO,COLUMBIFORMES,Columbidae,Carolinerpurpurdue
1460,Pampusana erythroptera,PO,COLUMBIFORMES,Columbidae,Tuamotupurpurdue
1461,Pampusana xanthonura,PO,COLUMBIFORMES,Columbidae,Hvidstrubet Purpurdue
1462,Pampusana stairi,PO,COLUMBIFORMES,Columbidae,Melanesisk Purpurdue
1463,Pampusana sanctaecrucis,AU,COLUMBIFORMES,Columbidae,Santa Cruz-purpurdue
1464,Pampusana rubescens,PO,COLUMBIFORMES,Columbidae,Marquesaspurpurdue
1465,Pampusana beccarii,AU,COLUMBIFORMES,Columbidae,Gråbrystet Purpurdue
1466,Pampusana canifrons,PO,COLUMBIFORMES,Columbidae,Palaupurpurdue
1467,Otidiphaps nobilis,AU,COLUMBIFORMES,Columbidae,Fasandue
1468,Goura cristata,AU,COLUMBIFORMES,Columbidae,Krondue
1469,Goura scheepmakeri,AU,COLUMBIFORMES,Columbidae,Rødbrystet Krondue
1470,Goura sclaterii,AU,COLUMBIFORMES,Columbidae,Gråbuget Krondue
1471,Goura victoria,AU,COLUMBIFORMES,Columbidae,Victoriakrondue
1472,Didunculus strigirostris,PO,COLUMBIFORMES,Columbidae,Tanddue
1473,Phapitreron leucotis,OR,COLUMBIFORMES,Columbidae,Grønnakket Brundue
1474,Phapitreron amethystinus,OR,COLUMBIFORMES,Columbidae,Ametystbrundue
1475,Phapitreron cinereiceps,OR,COLUMBIFORMES,Columbidae,Bjergbrundue
1476,Phapitreron brunneiceps,OR,COLUMBIFORMES,Columbidae,Mørkøret Brundue
1477,Treron fulvicollis,OR,COLUMBIFORMES,Columbidae,Kanelpapegøjedue
1478,Treron olax,OR,COLUMBIFORMES,Columbidae,Lille Papegøjedue
1479,Treron vernans,"OR, AU",COLUMBIFORMES,Columbidae,Rødhalset Papegøjedue
1480,Treron bicinctus,OR,COLUMBIFORMES,Columbidae,Orangebrystet Papegøjedue
1481,Treron pompadora,OR,COLUMBIFORMES,Columbidae,Indisk Papegøjedue
1482,Treron affinis,OR,COLUMBIFORMES,Columbidae,Gråpandet Papegøjedue
1483,Treron phayrei,OR,COLUMBIFORMES,Columbidae,Himalaya-papegøjedue
1484,Treron chloropterus,OR,COLUMBIFORMES,Columbidae,Andamanpapegøjedue
1485,Treron axillaris,OR,COLUMBIFORMES,Columbidae,Filippinsk Papegøjedue
1486,Treron aromaticus,OR,COLUMBIFORMES,Columbidae,Burupapegøjedue
1487,Treron curvirostra,OR,COLUMBIFORMES,Columbidae,Tyknæbbet Papegøjedue
1488,Treron griseicauda,"OR, AU",COLUMBIFORMES,Columbidae,Gråmasket Papegøjedue
1489,Treron teysmannii,AU,COLUMBIFORMES,Columbidae,Sumbapapegøjedue
1490,Treron floris,AU,COLUMBIFORMES,Columbidae,Florespapegøjedue
1491,Treron psittaceus,AU,COLUMBIFORMES,Columbidae,Timorpapegøjedue
1492,Treron capellei,OR,COLUMBIFORMES,Columbidae,Stor Papegøjedue
1493,Treron phoenicopterus,OR,COLUMBIFORMES,Columbidae,Gyldenhalset Papegøjedue
1494,Treron waalia,"AF, PAL",COLUMBIFORMES,Columbidae,Gulbuget Papegøjedue
1495,Treron australis,AF,COLUMBIFORMES,Columbidae,Madagaskarpapegøjedue
1496,Treron griveaudi,AF,COLUMBIFORMES,Columbidae,Comorer-papegøjedue
1497,Treron calvus,AF,COLUMBIFORMES,Columbidae,Papegøjedue
1498,Treron pembaensis,AF,COLUMBIFORMES,Columbidae,Pembapapegøjedue
1499,Treron sanctithomae,AF,COLUMBIFORMES,Columbidae,São Tomé-papegøjedue
1500,Treron apicauda,OR,COLUMBIFORMES,Columbidae,Langhalet Papegøjedue
1501,Treron oxyurus,OR,COLUMBIFORMES,Columbidae,Sumatrapapegøjedue
1502,Treron seimundi,OR,COLUMBIFORMES,Columbidae,Hvidbåndet Papegøjedue
1503,Treron sphenurus,OR,COLUMBIFORMES,Columbidae,Kilehalepapegøjedue
1504,Treron sieboldii,"PAL, OR",COLUMBIFORMES,Columbidae,Hvidbuget Papegøjedue
1505,Treron permagnus,PAL,COLUMBIFORMES,Columbidae,Nordryukyu-papegøjedue
1506,Treron formosae,OR,COLUMBIFORMES,Columbidae,Taiwanpapegøjedue
1507,Ptilinopus cinctus,AU,COLUMBIFORMES,Columbidae,Sortrygget Frugtdue
1508,Ptilinopus alligator,AU,COLUMBIFORMES,Columbidae,Arnhemfrugtdue
1509,Ptilinopus dohertyi,AU,COLUMBIFORMES,Columbidae,Rødnakket Frugtdue
1510,Ptilinopus porphyreus,OR,COLUMBIFORMES,Columbidae,Rosenhovedet Frugtdue
1511,Ptilinopus marchei,OR,COLUMBIFORMES,Columbidae,Sortøret Frugtdue
1512,Ptilinopus merrilli,OR,COLUMBIFORMES,Columbidae,Luzonfrugtdue
1513,Ptilinopus occipitalis,OR,COLUMBIFORMES,Columbidae,Gulbrystet Frugtdue
1514,Ptilinopus fischeri,AU,COLUMBIFORMES,Columbidae,Sulawesifrugtdue
1515,Ptilinopus jambu,OR,COLUMBIFORMES,Columbidae,Jambufrugtdue
1516,Ptilinopus subgularis,AU,COLUMBIFORMES,Columbidae,Brunstrubet Frugtdue
1517,Ptilinopus gularis,AU,COLUMBIFORMES,Columbidae,Oberholser's Fruit Dove
1518,Ptilinopus mangoliensis,AU,COLUMBIFORMES,Columbidae,Mangola-frugtdue
1519,Ptilinopus leclancheri,OR,COLUMBIFORMES,Columbidae,Sorthaget Frugtdue
1520,Ptilinopus bernsteinii,AU,COLUMBIFORMES,Columbidae,Rødplettet Frugtdue
1521,Ptilinopus magnificus,AU,COLUMBIFORMES,Columbidae,Wompoofrugtdue
1522,Ptilinopus perlatus,AU,COLUMBIFORMES,Columbidae,Rosaplettet Frugtdue
1523,Ptilinopus ornatus,AU,COLUMBIFORMES,Columbidae,Epauletfrugtdue
1524,Ptilinopus tannensis,AU,COLUMBIFORMES,Columbidae,Vanuatufrugtdue
1525,Ptilinopus aurantiifrons,AU,COLUMBIFORMES,Columbidae,Orangepandet Frugtdue
1526,Ptilinopus wallacii,AU,COLUMBIFORMES,Columbidae,Gyldenskuldret Frugtdue
1527,Ptilinopus superbus,AU,COLUMBIFORMES,Columbidae,Pragtfrugtdue
1528,Ptilinopus perousii,PO,COLUMBIFORMES,Columbidae,Mangefarvet Frugtdue
1529,Ptilinopus porphyraceus,PO,COLUMBIFORMES,Columbidae,Fijifrugtdue
1530,Ptilinopus ponapensis,PO,COLUMBIFORMES,Columbidae,Ponapéfrugtdue
1531,Ptilinopus hernsheimi,PO,COLUMBIFORMES,Columbidae,Kosrae-frugtdue
1532,Ptilinopus pelewensis,PO,COLUMBIFORMES,Columbidae,Palaufrugtdue
1533,Ptilinopus rarotongensis,PO,COLUMBIFORMES,Columbidae,Rarotongafrugtdue
1534,Ptilinopus roseicapilla,PO,COLUMBIFORMES,Columbidae,Marianerfrugtdue
1535,Ptilinopus regina,AU,COLUMBIFORMES,Columbidae,Diademfrugtdue
1536,Ptilinopus richardsii,AU,COLUMBIFORMES,Columbidae,Renellfrugtdue
1537,Ptilinopus chrysogaster,PO,COLUMBIFORMES,Columbidae,Society-frugtdue
1538,Ptilinopus purpuratus,PO,COLUMBIFORMES,Columbidae,Tahitifrugtdue
1539,Ptilinopus chalcurus,PO,COLUMBIFORMES,Columbidae,Mahateafrugtdue
1540,Ptilinopus coralensis,PO,COLUMBIFORMES,Columbidae,Tuamotufrugtdue
1541,Ptilinopus greyi,AU,COLUMBIFORMES,Columbidae,Rødbuget Frugtdue
1542,Ptilinopus huttoni,PO,COLUMBIFORMES,Columbidae,Rapafrugtdue
1543,Ptilinopus dupetithouarsii,PO,COLUMBIFORMES,Columbidae,Hvidkronet Frugtdue
1544,Ptilinopus insularis,PO,COLUMBIFORMES,Columbidae,Hendersonfrugtdue
1545,Ptilinopus coronulatus,AU,COLUMBIFORMES,Columbidae,Malet Frugtdue
1546,Ptilinopus pulchellus,AU,COLUMBIFORMES,Columbidae,Hvidkindet Frugtdue
1547,Ptilinopus monacha,AU,COLUMBIFORMES,Columbidae,Blåkronet Frugtdue
1548,Ptilinopus rivoli,AU,COLUMBIFORMES,Columbidae,Hvidbrystet Frugtdue
1549,Ptilinopus speciosus,AU,COLUMBIFORMES,Columbidae,Geelvink-frugtdue
1550,Ptilinopus solomonensis,AU,COLUMBIFORMES,Columbidae,Gulbåndet Frugtdue
1551,Ptilinopus viridis,AU,COLUMBIFORMES,Columbidae,Rødbrystet Frugtdue
1552,Ptilinopus eugeniae,AU,COLUMBIFORMES,Columbidae,Hvidhovedet Frugtdue
1553,Ptilinopus iozonus,AU,COLUMBIFORMES,Columbidae,Orangebuget Frugtdue
1554,Ptilinopus insolitus,AU,COLUMBIFORMES,Columbidae,Knopfrugtdue
1555,Ptilinopus hyogastrus,AU,COLUMBIFORMES,Columbidae,Gråhovedet Frugtdue
1556,Ptilinopus granulifrons,AU,COLUMBIFORMES,Columbidae,Obifrugtdue
1557,Ptilinopus melanospilus,"OR, AU",COLUMBIFORMES,Columbidae,Sortnakket Frugtdue
1558,Ptilinopus nainus,AU,COLUMBIFORMES,Columbidae,Dværgfrugtdue
1559,Ptilinopus arcanus,OR,COLUMBIFORMES,Columbidae,Canlaonfrugtdue
1560,Ptilinopus victor,PO,COLUMBIFORMES,Columbidae,Orangefrugtdue
1561,Ptilinopus luteovirens,PO,COLUMBIFORMES,Columbidae,Gylden Frugtdue
1562,Ptilinopus layardi,PO,COLUMBIFORMES,Columbidae,Gulhovedet Frugtdue
1563,Drepanoptila holosericea,AU,COLUMBIFORMES,Columbidae,Låddenbenet Korthaledue
1564,Alectroenas madagascariensis,AF,COLUMBIFORMES,Columbidae,Madagaskarblådue
1565,Alectroenas sganzini,AF,COLUMBIFORMES,Columbidae,Comorerblådue
1566,Alectroenas pulcherrimus,AF,COLUMBIFORMES,Columbidae,Seychellerblådue
1567,Ducula poliocephala,OR,COLUMBIFORMES,Columbidae,Filippinsk Kejserdue
1568,Ducula forsteni,AU,COLUMBIFORMES,Columbidae,Hvidbuget Kejserdue
1569,Ducula mindorensis,OR,COLUMBIFORMES,Columbidae,Mindorokejserdue
1570,Ducula radiata,AU,COLUMBIFORMES,Columbidae,Gråhovedet Kejserdue
1571,Ducula carola,OR,COLUMBIFORMES,Columbidae,Plettet Kejserdue
1572,Ducula aenea,OR,COLUMBIFORMES,Columbidae,Kejserdue
1573,Ducula oenothorax,OR,COLUMBIFORMES,Columbidae,Kastanjebrystet Kejserdue
1574,Ducula nicobarica,OR,COLUMBIFORMES,Columbidae,Nicobar-kejserdue
1575,Ducula perspicillata,AU,COLUMBIFORMES,Columbidae,Brillekejserdue
1576,Ducula neglecta,AU,COLUMBIFORMES,Columbidae,Seram-kejserdue
1577,Ducula concinna,AU,COLUMBIFORMES,Columbidae,Blåhalet Kejserdue
1578,Ducula pacifica,PO,COLUMBIFORMES,Columbidae,Melanesisk Kejserdue
1579,Ducula oceanica,PO,COLUMBIFORMES,Columbidae,Mikronesisk Kejserdue
1580,Ducula aurorae,PO,COLUMBIFORMES,Columbidae,Polynesisk Kejserdue
1581,Ducula galeata,PO,COLUMBIFORMES,Columbidae,Marquesaskejserdue
1582,Ducula rubricera,AU,COLUMBIFORMES,Columbidae,Rødknoppet Kejserdue
1583,Ducula myristicivora,AU,COLUMBIFORMES,Columbidae,Sortknoppet Kejserdue
1584,Ducula geelvinkiana,AU,COLUMBIFORMES,Columbidae,Geelvink-kejserdue
1585,Ducula rufigaster,AU,COLUMBIFORMES,Columbidae,Purpurhalet Kejserdue
1586,Ducula basilica,AU,COLUMBIFORMES,Columbidae,Molukkejserdue
1587,Ducula finschii,AU,COLUMBIFORMES,Columbidae,Brunbuget Kejserdue
1588,Ducula chalconota,AU,COLUMBIFORMES,Columbidae,Pragtkejserdue
1589,Ducula pistrinaria,AU,COLUMBIFORMES,Columbidae,Blågrøn Kejserdue
1590,Ducula rosacea,AU,COLUMBIFORMES,Columbidae,Rosahovedet Kejserdue
1591,Ducula whartoni,OR,COLUMBIFORMES,Columbidae,Juleø-kejserdue
1592,Ducula pickeringii,OR,COLUMBIFORMES,Columbidae,Sulukejserdue
1593,Ducula latrans,PO,COLUMBIFORMES,Columbidae,Fijikejserdue
1594,Ducula brenchleyi,AU,COLUMBIFORMES,Columbidae,Vinbrystet Kejserdue
1595,Ducula bakeri,AU,COLUMBIFORMES,Columbidae,Vanuatukejserdue
1596,Ducula goliath,AU,COLUMBIFORMES,Columbidae,Goliatkejserdue
1597,Ducula pinon,AU,COLUMBIFORMES,Columbidae,Sortskuldret Kejserdue
1598,Ducula melanochroa,AU,COLUMBIFORMES,Columbidae,Bismarck Kejserdue
1599,Ducula mullerii,AU,COLUMBIFORMES,Columbidae,Halsbåndskejserdue
1600,Ducula zoeae,AU,COLUMBIFORMES,Columbidae,Båndkejserdue
1601,Ducula cuprea,OR,COLUMBIFORMES,Columbidae,Nilgiri Bjergkejserdue
1602,Ducula badia,OR,COLUMBIFORMES,Columbidae,Bjergkejserdue
1603,Ducula lacernulata,"OR, AU",COLUMBIFORMES,Columbidae,Sundakejserdue
1604,Ducula cineracea,AU,COLUMBIFORMES,Columbidae,Timorkejserdue
1605,Ducula bicolor,OR,COLUMBIFORMES,Columbidae,Broget Kejserdue
1606,Ducula luctuosa,AU,COLUMBIFORMES,Columbidae,Gråvinget Kejserdue
1607,Ducula spilorrhoa,AU,COLUMBIFORMES,Columbidae,Torreskejserdue
1608,Ducula subflavescens,AU,COLUMBIFORMES,Columbidae,Cremefarvet Kejserdue
1609,Lopholaimus antarcticus,AU,COLUMBIFORMES,Columbidae,Parykdue
1610,Hemiphaga novaeseelandiae,AU,COLUMBIFORMES,Columbidae,Maoridue
1611,Hemiphaga chathamensis,AU,COLUMBIFORMES,Columbidae,Chatham-maoridue
1612,Cryptophaps poecilorrhoa,AU,COLUMBIFORMES,Columbidae,Sulawesidue
1613,Gymnophaps albertisii,AU,COLUMBIFORMES,Columbidae,Rødøjet Bjergdue
1614,Gymnophaps mada,AU,COLUMBIFORMES,Columbidae,Langhalet Bjergdue
1615,Gymnophaps stalkeri,AU,COLUMBIFORMES,Columbidae,Seram-bjergdue
1616,Gymnophaps solomonensis,AU,COLUMBIFORMES,Columbidae,Salomonbjergdue
1617,Podica senegalensis,AF,GRUIFORMES,Heliornithidae,Afrikansk Svømmerikse
1618,Heliopais personatus,OR,GRUIFORMES,Heliornithidae,Asiatisk Svømmerikse
1619,Heliornis fulica,"MA, SA",GRUIFORMES,Heliornithidae,Svømmerikse
1620,Mentocrex kioloides,AF,GRUIFORMES,Sarothruridae,Madagaskarskovrikse
1621,Mentocrex beankaensis,AF,GRUIFORMES,Sarothruridae,Tsingy Skovrikse
1622,Sarothrura pulchra,AF,GRUIFORMES,Sarothruridae,Hvidplettet Dunhale
1623,Sarothrura elegans,AF,GRUIFORMES,Sarothruridae,Okkerplettet Dunhale
1624,Sarothrura rufa,AF,GRUIFORMES,Sarothruridae,Rødbrystet Dunhale
1625,Sarothrura lugens,AF,GRUIFORMES,Sarothruridae,Sørgedunhale
1626,Sarothrura boehmi,AF,GRUIFORMES,Sarothruridae,Lysbuget Dunhale
1627,Sarothrura ayresi,AF,GRUIFORMES,Sarothruridae,Hvidvinget Dunhale
1628,Sarothrura affinis,AF,GRUIFORMES,Sarothruridae,Stribet Dunhale
1629,Sarothrura insularis,AF,GRUIFORMES,Sarothruridae,Madagaskardunhale
1630,Sarothrura watersi,AF,GRUIFORMES,Sarothruridae,Brunbuget Dunhale
1631,Rallicula leucospila,AU,GRUIFORMES,Sarothruridae,Hvidstribet Kastanjerikse
1632,Rallicula rubra,AU,GRUIFORMES,Sarothruridae,Lille Kastanjerikse
1633,Rallicula forbesi,AU,GRUIFORMES,Sarothruridae,Sortvinget Kastanjerikse
1634,Rallicula mayri,AU,GRUIFORMES,Sarothruridae,Kastanjerikse
1635,Canirallus oculeus,AF,GRUIFORMES,Rallidae,Gråstrubet Skovrikse
1636,Mustelirallus albicollis,SA,GRUIFORMES,Rallidae,Hvidstrubet Rørvagtel
1637,Mustelirallus erythrops,SA,GRUIFORMES,Rallidae,Gråpandet Rørvagtel
1638,Mustelirallus colombianus,"MA, SA",GRUIFORMES,Rallidae,Colombiarørvagtel
1639,Pardirallus maculatus,"MA, SA",GRUIFORMES,Rallidae,Stribet Rikse
1640,Pardirallus nigricans,SA,GRUIFORMES,Rallidae,Askerikse
1641,Pardirallus sanguinolentus,SA,GRUIFORMES,Rallidae,Blygrå Rikse
1642,Amaurolimnas concolor,"MA, SA",GRUIFORMES,Rallidae,Ensfarvet Rørvagtel
1643,Aramides axillaris,"MA, SA",GRUIFORMES,Rallidae,Brunhalset Hønserikse
1644,Aramides mangle,SA,GRUIFORMES,Rallidae,Hønserikse
1645,Aramides albiventris,MA,GRUIFORMES,Rallidae,Hvidbuget Hønserikse
1646,Aramides cajaneus,"MA, SA",GRUIFORMES,Rallidae,Gråhalset Hønserikse
1647,Aramides wolfi,SA,GRUIFORMES,Rallidae,Brun Hønserikse
1648,Aramides ypecaha,SA,GRUIFORMES,Rallidae,Kæmpehønserikse
1649,Aramides calopterus,SA,GRUIFORMES,Rallidae,Rødvinget Hønserikse
1650,Aramides saracura,SA,GRUIFORMES,Rallidae,Skiferbrystet Hønserikse
1651,Rallus obsoletus,"NA, MA",GRUIFORMES,Rallidae,San Francisco-klapperrikse
1652,Rallus crepitans,"NA, MA",GRUIFORMES,Rallidae,Connecticot Klapperrikese
1653,Rallus tenuirostris,MA,GRUIFORMES,Rallidae,Tyndnæbbet Klapperrikse
