,IOC,Breeding Range,Order,Family,Portuguese
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,colim-arlequim
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,colim-ocelado
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,colim-de-cara-fulva
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,perdiz-dos-udzungwa
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,perdiz-dos-rubeho
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,perdiz-ferrugínea
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,perdiz-coroada
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,perdiz-do-mato-preta
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,perdiz-montês
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,perdiz-de-sujuão
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,perdiz-de-peito-ferrugíneo
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,perdiz-de-gargantilha
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,perdiz-de-papo-ruivo
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,perdiz-de-bico-vermelho
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,perdiz-siamesa
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,perdiz-de-cabeça-alaranjada
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,perdiz-de-ainão
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,perdiz-da-formosa
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,perdiz-de-faces-brancas
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,perdiz-de-peito-castanho
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,perdiz-de-pescoço-laranja
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,perdiz-de-bornéu
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,perdiz-de-malaca
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,perdiz-de-peito-moreno
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,perdiz-de-samatra
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,perdiz-de-java
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,perdiz-de-peito-cinzento
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,perdiz-das-neves
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,faisão-ensanguentado
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,tragopana-ocidental
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,tragopana-sátiro
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,tragopana-de-barriga-branca
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,tragopana-de-cara-azul
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,tragopana-de-peito-branco
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,perdiz-faisão-de-papo-escuro
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,perdiz-faisão-de-papo-fulvo
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,monal-do-himalaia
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,monal-de-rabo-branco
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,monal-de-rabo-azul
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,faisão-coclasse
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,peru-bravo
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,peru-ocelado
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,galinha-montês
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,tetraz-chinês
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,lagopo-ruivo
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,lagopo-branco
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,tetraz-siberiano
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,tetraz-real
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,tetraz-de-bico-preto
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,tetraz-lira
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,tetraz-do-cáucaso
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,perdiz-bicuda
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,perdiz-do-dulit
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,perdiz-tibetana
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,charrela-comum
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,charrela-dáurica
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,faisão-cuprino
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,faisão-venerado
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,faisão-micado
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,faisão-de-capuz-cinzento
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,faisão-de-pescoço-cinzento
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,faisão-dourado
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,faisão-diamante
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,faisão-comum
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,faisão-verde
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,faisão-de-penacho
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,faisão-orelhudo-tibetano
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,faisão-orelhudo-branco
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,faisão-orelhudo-castanho
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,faisão-orelhudo-azul
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,faisão-do-vietname
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,faisão-da-formosa
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,faisão-de-cauda-branca
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,faisão-calije
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,faisão-prateado
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,faisão-de-dorso-canela
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,faisão-prelado
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,faisão-simplório
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,faisão-nobre
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,argos-ocelado-vietnamita
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,argos-ocelado-de-malaca
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argos-real
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,pavão-congolês
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,pavão-azul
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,pavão-verde
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,perdiz-de-pernas-verdes
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,perdiz-de-colar-castanho
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,perdiz-de-cabeça-carmim
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,perdiz-ruiva
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,perdiz-colorida
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,perdiz-cingalesa
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,pavãozinho-de-palauã
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,pavãozinho-de-bornéu
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,pavãozinho-malaio
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,pavãozinho-castanho
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,pavãozinho-de-ainão
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,pavãozinho-cinzento
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,pavãozinho-montês
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,pavãozinho-de-cauda-bronzeada
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,perdiz-do-bambuzal-montês
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,perdiz-do-bambuzal-chinesa
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,perdiz-do-bambuzal-da-formosa
431,Gallus varius,OR,GALLIFORMES,Phasianidae,galo-de-java
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,galo-bravo-vermelho
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,galo-cinzento
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,galo-cingalês
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,francolim-da-floresta
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,francolim-de-poupa
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,francolim-cinzento
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,francolim-palustre
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,francolim-perlado
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,francolim-escuro
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,francolim-pintalgado
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,francolim-das-pedras
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,francolim-de-garganta-branca
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,francolim-da-savana
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,francolim-de-colar
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,francolim-de-asa-vermelha
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,francolim-de-cara-ruiva
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,francolim-das-charnecas
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,francolim-do-elgom
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,francolim-de-asa-cinzenta
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,francolim-dourado
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,francolim-de-barriga-barrada
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,galo-das-neves-tibetano
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,galo-das-neves-do-altai
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,galo-das-neves-do-cáucaso
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,galo-das-neves-do-cáspio
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,galo-das-neves-do-himalaia
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,perdiz-assobiadeira
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,perdiz-do-deserto
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,codorniz-parda
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,codorniz-papua
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,codorniz-chinesa
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,codorniz-azul
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,perdiz-de-madagáscar
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,codorniz-comum
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,codorniz-japonesa
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,codorniz-arlequim
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,codorniz-pluvial
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,codorniz-dos-restolhos
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,perdiz-mourisca
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,perdiz-arábica
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,perdiz-vermelha
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,perdiz-chucar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,perdiz-grega
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,perdiz-de-papo-preto
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,perdiz-magna
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,codorniz-de-papo-vermelho
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,codorniz-das-rochas
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,codorniz-de-bico-vermelho
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,codorniz-de-manipur
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,francolim-das-rochas
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,francolim-camaronês
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,francolim-nobre
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,francolim-de-nuca-castanha
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,francolim-de-sobrancelha-preta
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,francolim-de-cara-preta
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,francolim-da-montanha
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,perdiz-do-gunal
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,francolim-de-estrias-cinzentas
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,francolim-flamejante
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,francolim-de-bico-vermelho
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,francolim-do-cabo
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,francolim-do-natal
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,francolim-de-barriga-branca
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,choca
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,francolim-malhado
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,francolim-de-bico-amarelo
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,francolim-de-bigodes
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,francolim-etíope
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,francolim-castanho
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,francolim-de-garganta-amarela
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,francolim-de-peito-cinzento
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,francolim-de-gola-vermelha
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-malhado
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-bigodes
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-das-salomão
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-nova-caledónia
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-satânico
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-papua
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-cordilheira
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-malaio
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,noitibó-orelhudo
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-coleira
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,corucão
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurauzinho-preto
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-da-praia
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-asa-fina
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-norte-americano
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,tuju
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-barriga-ruiva
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-cauda-barrada
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-do-são-francisco
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-lajeado
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurauzinho-da-caatinga
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-comum
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-equatoriano
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-dos-lhanos
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-chintã
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-dos-tepuis
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-da-guiana
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,curiango-do-banhado
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-rabo-branco
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-da-telha
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-do-deserto
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,noitibó-cauda-de-andorinha
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,noitibó-lira
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-cauda-branca
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-rabo-maculado
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,acurana
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-tesoura
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-tesourão
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-do-chocó
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,noitibó-asteca
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-do-iucatão
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,bacurau-ocelado
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-garganta-branca
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,joão-corta-pau
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-nuca-acanelada
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-maia
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-rabo-de-seda
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-de-nuca-dourada
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,bacurau-fuliginoso
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-bimaculado
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-nuca-vermelha
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-selva
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-jotaca
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-palau
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,noitibó-cinzento
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-freios
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-faces-ruivas
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,noitibó-do-deserto
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,noitibó-do-sinde
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-núbia
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-dourado
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-marajá
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-cauda-larga
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-pequena-sunda
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-das-andamão
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-filipino
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-celebes
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-dos-espinheiros
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-pescoço-dourado
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-montanha
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-indiano
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-madagáscar
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-do-natal
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-nechisar
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-modesto
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-estrelado
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-savana
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-sardento
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-grande-sunda
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-enfileirada
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-itombué
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-da-floresta
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-rabilongo
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-cauda-aguda
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-moçambique
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-galhardetes
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,noitibó-de-balanceiros
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,guácharo
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,urutau-ferrugem
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,urutau-grande
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,urutau-pardo
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,urutau-jamaicano
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,urutau-comum
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,urutau-andino
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,urutau-de-asa-branca
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,boca-de-sapo-marmoreado
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,boca-de-sapo-papua
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,boca-de-sapo-australiano
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,boca-de-sapo-das-salomão
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-orelhudo
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,boca-de-sapo-do-dulit
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-filipino
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-estrelado
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,boca-de-sapo-cingalês
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,boca-de-sapo-indochinês
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-de-samatra
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-de-bornéu
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,boca-de-sapo-de-java
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,boca-de-sapo-malaio
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,boca-de-sapo-de-palauã
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,boca-de-sapo-da-sunda
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-felino
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-estrelado
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-das-molucas
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-malhado
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-serrano
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-da-nova-caledónia
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-barrado
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-de-vogelkop
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,egotelo-australiano
