,IOC,Breeding Range,Order,Family,Ukrainian
101,Cyanochen cyanoptera,AF,ANSERIFORMES,Anatidae,каргарка ефіопська
102,Alopochen aegyptiaca,AF,ANSERIFORMES,Anatidae,каргарка нільська
103,Neochen jubata,SA,ANSERIFORMES,Anatidae,каргарка гриваста
104,Chloephaga melanoptera,SA,ANSERIFORMES,Anatidae,каргарка андійська
105,Chloephaga picta,SA,ANSERIFORMES,Anatidae,каргарка магеланська
106,Chloephaga hybrida,SA,ANSERIFORMES,Anatidae,каргарка патагонська
107,Chloephaga poliocephala,SA,ANSERIFORMES,Anatidae,каргарка сіроголова
108,Chloephaga rubidiceps,SA,ANSERIFORMES,Anatidae,каргарка рудоголова
109,Radjah radjah,AU,ANSERIFORMES,Anatidae,галагаз-раджа
110,Tadorna tadorna,"PAL, AF",ANSERIFORMES,Anatidae,галагаз євразійський
111,Tadorna ferruginea,PAL,ANSERIFORMES,Anatidae,огар рудий
112,Tadorna cana,AF,ANSERIFORMES,Anatidae,огар сіроголовий
113,Tadorna tadornoides,AU,ANSERIFORMES,Anatidae,галагаз австралійський
114,Tadorna variegata,AU,ANSERIFORMES,Anatidae,огар новозеландський
115,Malacorhynchus membranaceus,AU,ANSERIFORMES,Anatidae,качка-лопатоніс
116,Salvadorina waigiuensis,AU,ANSERIFORMES,Anatidae,качка смугаста
117,Cairina moschata,"NA, MA, SA",ANSERIFORMES,Anatidae,качка мускусна
118,Asarcornis scutulata,OR,ANSERIFORMES,Anatidae,качка білоголова
119,Pteronetta hartlaubii,AF,ANSERIFORMES,Anatidae,качка екваторіальна
120,Aix galericulata,PAL,ANSERIFORMES,Anatidae,мандаринка
121,Chenonetta jubata,AU,ANSERIFORMES,Anatidae,качка гриваста
122,Nettapus auritus,AF,ANSERIFORMES,Anatidae,чирянка-крихітка африканська
123,Nettapus coromandelianus,OR,ANSERIFORMES,Anatidae,чирянка-крихітка індійська
124,Nettapus pulchellus,AU,ANSERIFORMES,Anatidae,чирянка-крихітка чорношия
125,Amazonetta brasiliensis,SA,ANSERIFORMES,Anatidae,чирянка бразильська
126,Callonetta leucophrys,SA,ANSERIFORMES,Anatidae,чирянка болівійська
127,Lophonetta specularioides,SA,ANSERIFORMES,Anatidae,крижень андійський
128,Speculanas specularis,SA,ANSERIFORMES,Anatidae,крижень білошиїй
129,Sibirionetta formosa,PAL,ANSERIFORMES,Anatidae,чирянка-квоктун
130,Spatula querquedula,PAL,ANSERIFORMES,Anatidae,чирянка велика
131,Spatula hottentota,AF,ANSERIFORMES,Anatidae,чирянка жовтощока
132,Spatula puna,SA,ANSERIFORMES,Anatidae,чирянка пунайська
133,Spatula versicolor,SA,ANSERIFORMES,Anatidae,чирянка чорноголова
134,Spatula platalea,SA,ANSERIFORMES,Anatidae,широконіска аргентинська
135,Spatula cyanoptera,"NA, MA, SA",ANSERIFORMES,Anatidae,чирянка руда
136,Spatula smithii,AF,ANSERIFORMES,Anatidae,широконіска капська
137,Spatula rhynchotis,AU,ANSERIFORMES,Anatidae,широконіска австралійська
138,Spatula clypeata,"NA, PAL",ANSERIFORMES,Anatidae,широконіска північна
139,Mareca strepera,"NA, PAL",ANSERIFORMES,Anatidae,нерозень
140,Mareca falcata,PAL,ANSERIFORMES,Anatidae,качка далекосхідна
141,Mareca penelope,PAL,ANSERIFORMES,Anatidae,свищ євразійський
142,Mareca sibilatrix,SA,ANSERIFORMES,Anatidae,свищ чилійський
143,Anas sparsa,AF,ANSERIFORMES,Anatidae,качка чорна
144,Anas undulata,AF,ANSERIFORMES,Anatidae,крижень жовтодзьобий
145,Anas melleri,AF,ANSERIFORMES,Anatidae,крижень мадагаскарський
146,Anas superciliosa,AU,ANSERIFORMES,Anatidae,крижень австралійський
147,Anas laysanensis,PO,ANSERIFORMES,Anatidae,крижень лайсанський
148,Anas wyvilliana,PO,ANSERIFORMES,Anatidae,колоа
149,Anas luzonica,OR,ANSERIFORMES,Anatidae,крижень філіпінський
150,Anas poecilorhyncha,OR,ANSERIFORMES,Anatidae,крижень чорний
151,Anas zonorhyncha,OR,ANSERIFORMES,Anatidae,крижень китайський
152,Anas platyrhynchos,"NA, PAL",ANSERIFORMES,Anatidae,крижень звичайний
153,Anas diazi,"NA, MA",ANSERIFORMES,Anatidae,крижень мексиканський
154,Anas capensis,AF,ANSERIFORMES,Anatidae,чирянка африканська
155,Anas bahamensis,"SA, NA",ANSERIFORMES,Anatidae,шилохвіст білощокий
156,Anas erythrorhyncha,AF,ANSERIFORMES,Anatidae,шилохвіст червонодзьобий
157,Anas georgica,SA,ANSERIFORMES,Anatidae,шилохвіст жовтодзьобий
158,Anas eatoni,IO,ANSERIFORMES,Anatidae,шилохвіст кергеленський
159,Anas acuta,"NA, PAL",ANSERIFORMES,Anatidae,шилохвіст північний
160,Anas crecca,"PAL, NA",ANSERIFORMES,Anatidae,чирянка мала
161,Anas flavirostris,SA,ANSERIFORMES,Anatidae,чирянка жовтодзьоба
162,Anas andium,SA,ANSERIFORMES,Anatidae,чирянка андійська
163,Anas gibberifrons,OR,ANSERIFORMES,Anatidae,чирянка сіра
164,Anas albogularis,OR,ANSERIFORMES,Anatidae,чирянка маврикійська
165,Anas gracilis,AU,ANSERIFORMES,Anatidae,чирянка світлогорла
166,Anas castanea,AU,ANSERIFORMES,Anatidae,чирянка австралійська
167,Anas bernieri,AF,ANSERIFORMES,Anatidae,чирянка мадагаскарська
168,Anas chlorotis,AU,ANSERIFORMES,Anatidae,чирянка каштанововола
169,Anas aucklandica,AU,ANSERIFORMES,Anatidae,чирянка новозеландська
170,Anas nesiotis,AU,ANSERIFORMES,Anatidae,чирянка острівна
171,Marmaronetta angustirostris,PAL,ANSERIFORMES,Anatidae,чирянка вузькодзьоба
172,Netta rufina,PAL,ANSERIFORMES,Anatidae,чернь червонодзьоба
173,Netta peposaca,SA,ANSERIFORMES,Anatidae,чернь аргентинська
174,Netta erythrophthalma,"AF, SA",ANSERIFORMES,Anatidae,чернь червоноока
175,Aythya ferina,PAL,ANSERIFORMES,Anatidae,попелюх звичайний
176,Aythya australis,AU,ANSERIFORMES,Anatidae,чернь австралійська
177,Aythya innotata,AF,ANSERIFORMES,Anatidae,попелюх мадагаскарський
178,Aythya baeri,PAL,ANSERIFORMES,Anatidae,чернь зеленоголова
179,Aythya nyroca,PAL,ANSERIFORMES,Anatidae,чернь білоока
180,Aythya novaeseelandiae,AU,ANSERIFORMES,Anatidae,чернь новозеландська
181,Aythya fuligula,PAL,ANSERIFORMES,Anatidae,чернь чубата
182,Aythya marila,"NA, PAL",ANSERIFORMES,Anatidae,чернь морська
183,Polysticta stelleri,"NA, PAL",ANSERIFORMES,Anatidae,пухівка мала
184,Somateria fischeri,"NA, PAL",ANSERIFORMES,Anatidae,пухівка Фішера
185,Somateria spectabilis,"NA, PAL",ANSERIFORMES,Anatidae,пухівка горбатодзьоба
186,Somateria mollissima,"NA, PAL",ANSERIFORMES,Anatidae,пухівка зеленошия
187,Histrionicus histrionicus,"NA, PAL",ANSERIFORMES,Anatidae,каменярка
188,Melanitta fusca,PAL,ANSERIFORMES,Anatidae,турпан білокрилий
189,Melanitta stejnegeri,PAL,ANSERIFORMES,Anatidae,турпан азійський
190,Melanitta nigra,PAL,ANSERIFORMES,Anatidae,синьга євразійська
191,Melanitta americana,"PAL, NA",ANSERIFORMES,Anatidae,синьга американська
192,Clangula hyemalis,"NA, PAL",ANSERIFORMES,Anatidae,морянка
193,Bucephala clangula,"NA, PAL",ANSERIFORMES,Anatidae,гоголь зеленоголовий
194,Bucephala islandica,"NA, PAL",ANSERIFORMES,Anatidae,гоголь ісландський
195,Mergellus albellus,PAL,ANSERIFORMES,Anatidae,крех малий
196,Mergus octosetaceus,SA,ANSERIFORMES,Anatidae,крех бразильський
197,Mergus merganser,"NA, PAL",ANSERIFORMES,Anatidae,крех великий
198,Mergus serrator,"NA, PAL",ANSERIFORMES,Anatidae,крех середній
199,Mergus squamatus,PAL,ANSERIFORMES,Anatidae,крех китайський
200,Heteronetta atricapilla,SA,ANSERIFORMES,Anatidae,качка чорноголова
201,Nomonyx dominicus,"MA, SA",ANSERIFORMES,Anatidae,савка маскова
202,Oxyura jamaicensis,"NA, MA",ANSERIFORMES,Anatidae,савка американська
203,Oxyura ferruginea,SA,ANSERIFORMES,Anatidae,савка андійська
204,Oxyura vittata,SA,ANSERIFORMES,Anatidae,савка аргентинська
205,Oxyura australis,AU,ANSERIFORMES,Anatidae,савка австралійська
206,Oxyura maccoa,AF,ANSERIFORMES,Anatidae,савка африканська
207,Oxyura leucocephala,PAL,ANSERIFORMES,Anatidae,савка білоголова
208,Biziura lobata,AU,ANSERIFORMES,Anatidae,савка сіра
209,Alectura lathami,AU,GALLIFORMES,Megapodiidae,великоніг східний
210,Aepypodius arfakianus,AU,GALLIFORMES,Megapodiidae,великоніг сірощокий
211,Aepypodius bruijnii,AU,GALLIFORMES,Megapodiidae,великоніг червонощокий
212,Talegalla cuvieri,AU,GALLIFORMES,Megapodiidae,великоніг червонодзьобий
213,Talegalla fuscirostris,AU,GALLIFORMES,Megapodiidae,великоніг чорнодзьобий
214,Talegalla jobiensis,AU,GALLIFORMES,Megapodiidae,великоніг буродзьобий
215,Leipoa ocellata,AU,GALLIFORMES,Megapodiidae,великоніг строкатий
216,Macrocephalon maleo,AU,GALLIFORMES,Megapodiidae,малео
217,Eulipoa wallacei,AU,GALLIFORMES,Megapodiidae,великоніг молуцький
218,Megapodius pritchardii,PO,GALLIFORMES,Megapodiidae,великоніг полінезійський
219,Megapodius laperouse,PO,GALLIFORMES,Megapodiidae,великоніг мікронезійський
220,Megapodius nicobariensis,OR,GALLIFORMES,Megapodiidae,великоніг нікобарський
221,Megapodius cumingii,"OR, AU",GALLIFORMES,Megapodiidae,великоніг філіпінський
222,Megapodius bernsteinii,AU,GALLIFORMES,Megapodiidae,великоніг сулуйський
223,Megapodius tenimberensis,AU,GALLIFORMES,Megapodiidae,великоніг танімбарський
224,Megapodius freycinet,AU,GALLIFORMES,Megapodiidae,великоніг джунглевий
225,Megapodius geelvinkianus,AU,GALLIFORMES,Megapodiidae,великоніг біяцький
226,Megapodius eremita,AU,GALLIFORMES,Megapodiidae,великоніг меланезійський
227,Megapodius layardi,AU,GALLIFORMES,Megapodiidae,великоніг вануатський
228,Megapodius decollatus,AU,GALLIFORMES,Megapodiidae,великоніг папуанський
229,Megapodius reinwardt,AU,GALLIFORMES,Megapodiidae,великоніг австралійський
230,Ortalis vetula,"NA, MA",GALLIFORMES,Cracidae,чачалака східна
231,Ortalis cinereiceps,"MA, SA",GALLIFORMES,Cracidae,чачалака сіроголова
232,Ortalis garrula,SA,GALLIFORMES,Cracidae,чачалака рудокрила
233,Ortalis ruficauda,SA,GALLIFORMES,Cracidae,чачалака рудогуза
234,Ortalis erythroptera,SA,GALLIFORMES,Cracidae,чачалака рудоголова
235,Ortalis wagleri,MA,GALLIFORMES,Cracidae,чачалака рудогруда
236,Ortalis poliocephala,MA,GALLIFORMES,Cracidae,чачалака західна
237,Ortalis canicollis,SA,GALLIFORMES,Cracidae,чачалака бура
238,Ortalis leucogastra,MA,GALLIFORMES,Cracidae,чачалака білочерева
239,Ortalis guttata,SA,GALLIFORMES,Cracidae,чачалака цяткована
240,Ortalis araucuan,SA,GALLIFORMES,Cracidae,чачалака східнобразильська
241,Ortalis squamata,SA,GALLIFORMES,Cracidae,чачалака строкатовола
242,Ortalis columbiana,SA,GALLIFORMES,Cracidae,чачалака колумбійська
243,Ortalis motmot,SA,GALLIFORMES,Cracidae,чачалака мала
244,Ortalis ruficeps,SA,GALLIFORMES,Cracidae,чачалака бразильська
245,Ortalis superciliaris,SA,GALLIFORMES,Cracidae,чачалака світлоброва
246,Penelope argyrotis,SA,GALLIFORMES,Cracidae,пенелопа світлоголова
247,Penelope barbata,SA,GALLIFORMES,Cracidae,пенелопа бородата
248,Penelope ortoni,SA,GALLIFORMES,Cracidae,пенелопа брунатна
249,Penelope montagnii,SA,GALLIFORMES,Cracidae,пенелопа андійська
250,Penelope marail,SA,GALLIFORMES,Cracidae,пенелопа гаянська
251,Penelope superciliaris,SA,GALLIFORMES,Cracidae,пенелопа рудобока
252,Penelope dabbenei,SA,GALLIFORMES,Cracidae,пенелопа еквадорська
253,Penelope purpurascens,"MA, SA",GALLIFORMES,Cracidae,пенелопа чубата
254,Penelope perspicax,SA,GALLIFORMES,Cracidae,пенелопа колумбійська
255,Penelope albipennis,SA,GALLIFORMES,Cracidae,пенелопа білокрила
256,Penelope jacquacu,SA,GALLIFORMES,Cracidae,пенелопа амазонійська
257,Penelope obscura,SA,GALLIFORMES,Cracidae,пенелопа парагвайська
258,Penelope bridgesi,SA,GALLIFORMES,Cracidae,пенелопа болівійська
259,Penelope pileata,SA,GALLIFORMES,Cracidae,пенелопа тапайська
260,Penelope ochrogaster,SA,GALLIFORMES,Cracidae,пенелопа бразильська
261,Penelope jacucaca,SA,GALLIFORMES,Cracidae,пенелопа білоброва
262,Pipile pipile,SA,GALLIFORMES,Cracidae,абурі-крикун синьогорлий
263,Pipile cumanensis,SA,GALLIFORMES,Cracidae,абурі-крикун білоголовий
264,Pipile grayi,SA,GALLIFORMES,Cracidae,абурі-крикун великий
265,Pipile cujubi,SA,GALLIFORMES,Cracidae,абурі-крикун червоногорлий
266,Pipile jacutinga,SA,GALLIFORMES,Cracidae,абурі-крикун чорнолобий
267,Aburria aburri,SA,GALLIFORMES,Cracidae,абурі
268,Chamaepetes unicolor,MA,GALLIFORMES,Cracidae,пенелопа чорна
269,Chamaepetes goudotii,SA,GALLIFORMES,Cracidae,пенелопа вогнистогруда
270,Penelopina nigra,MA,GALLIFORMES,Cracidae,пенелопа мексиканська
271,Oreophasis derbianus,MA,GALLIFORMES,Cracidae,пенелопа рогата
272,Nothocrax urumutum,SA,GALLIFORMES,Cracidae,гоко
273,Mitu tomentosum,SA,GALLIFORMES,Cracidae,міту малий
274,Mitu salvini,SA,GALLIFORMES,Cracidae,міту білогузий
275,Mitu tuberosum,SA,GALLIFORMES,Cracidae,міту гребенедзьобий
276,Mitu mitu,SA,GALLIFORMES,Cracidae,міту горбодзьобий
277,Pauxi pauxi,SA,GALLIFORMES,Cracidae,кракс-рогань північний
278,Pauxi unicornis,SA,GALLIFORMES,Cracidae,кракс-рогань південний
279,Pauxi koepckeae,SA,GALLIFORMES,Cracidae,кракс-рогань сирайський
280,Crax rubra,"MA, SA",GALLIFORMES,Cracidae,кракс великий
281,Crax alberti,SA,GALLIFORMES,Cracidae,кракс синьодзьобий
282,Crax daubentoni,SA,GALLIFORMES,Cracidae,кракс венесуельський
283,Crax alector,SA,GALLIFORMES,Cracidae,кракс тонкодзьобий
284,Crax globulosa,SA,GALLIFORMES,Cracidae,кракс амазонійський
285,Crax fasciolata,SA,GALLIFORMES,Cracidae,кракс жовтодзьобий
286,Crax blumenbachii,SA,GALLIFORMES,Cracidae,кракс червонодзьобий
287,Agelastes meleagrides,AF,GALLIFORMES,Numididae,цесарка біловола
288,Agelastes niger,AF,GALLIFORMES,Numididae,цесарка чорна
289,Numida meleagris,AF,GALLIFORMES,Numididae,цесарка рогата
290,Guttera plumifera,AF,GALLIFORMES,Numididae,цесарка камерунська
291,Guttera verreauxi,AF,GALLIFORMES,Numididae,цесарка західна
292,Guttera pucherani,AF,GALLIFORMES,Numididae,цесарка чубата
293,Guttera edouardi,AF,GALLIFORMES,Numididae,цесарка південна
294,Acryllium vulturinum,AF,GALLIFORMES,Numididae,цесарка синьогруда
295,Ptilopachus petrosus,AF,GALLIFORMES,Odontophoridae,куріпка скельна
296,Ptilopachus nahani,AF,GALLIFORMES,Odontophoridae,турач ітурійський
297,Dendrortyx leucophrys,MA,GALLIFORMES,Odontophoridae,перепелиця білолоба
298,Dendrortyx macroura,MA,GALLIFORMES,Odontophoridae,перепелиця чорногорла
299,Dendrortyx barbatus,MA,GALLIFORMES,Odontophoridae,перепелиця мексиканська
300,Oreortyx pictus,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця гірська
301,Callipepla squamata,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця строкатобока
302,Callipepla douglasii,MA,GALLIFORMES,Odontophoridae,перепелиця жовточуба
303,Callipepla californica,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця каліфорнійська
304,Callipepla gambelii,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця жовтогруда
305,Philortyx fasciatus,MA,GALLIFORMES,Odontophoridae,перепелиця смугаста
306,Colinus virginianus,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця віргінська
307,Colinus nigrogularis,MA,GALLIFORMES,Odontophoridae,перепелиця білоброва
308,Colinus leucopogon,MA,GALLIFORMES,Odontophoridae,перепелиця білогорла
309,Colinus cristatus,"MA, SA",GALLIFORMES,Odontophoridae,перепелиця чубата
310,Odontophorus gujanensis,"MA, SA",GALLIFORMES,Odontophoridae,токро гвіанський
311,Odontophorus capueira,SA,GALLIFORMES,Odontophoridae,токро бразильський
312,Odontophorus melanotis,MA,GALLIFORMES,Odontophoridae,токро чорнощокий
313,Odontophorus erythrops,SA,GALLIFORMES,Odontophoridae,токро рудолобий
314,Odontophorus atrifrons,SA,GALLIFORMES,Odontophoridae,токро чорнолобий
315,Odontophorus hyperythrus,SA,GALLIFORMES,Odontophoridae,токро каштановий
316,Odontophorus melanonotus,SA,GALLIFORMES,Odontophoridae,токро еквадорський
317,Odontophorus speciosus,SA,GALLIFORMES,Odontophoridae,токро рудогрудий
318,Odontophorus dialeucos,"MA, SA",GALLIFORMES,Odontophoridae,токро панамський
319,Odontophorus strophium,SA,GALLIFORMES,Odontophoridae,токро білощокий
320,Odontophorus columbianus,SA,GALLIFORMES,Odontophoridae,токро венесуельський
321,Odontophorus leucolaemus,MA,GALLIFORMES,Odontophoridae,токро білогорлий
322,Odontophorus balliviani,SA,GALLIFORMES,Odontophoridae,токро андійський
323,Odontophorus stellatus,SA,GALLIFORMES,Odontophoridae,токро рудочубий
324,Odontophorus guttatus,MA,GALLIFORMES,Odontophoridae,токро чубатий
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,перепелиця довгопала
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,перепелиця-клоун мексиканська
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,перепелиця-клоун західна
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,перепелиця рудощока
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,куріпка африканська
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,куріпка рубезька
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,куропатиця
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,куріпка червоночуба
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,куріпка чорна
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,куріпка чагарникова
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,куріпка сичуанська
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,куріпка рудогруда
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,куріпка білолоба
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,куріпка непальська
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,куріпка червонодзьоба
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,куріпка сіамська
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,куріпка камбоджійська
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,куріпка хайнанська
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,куріпка тайванська
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,куріпка білощока
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,куріпка буровола
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,куріпка в’єтнамська
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,куріпка борнейська
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,куріпка сіровола
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,куріпка індонезійська
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,куріпка нагірна
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,куріпка яванська
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,куріпка суматранська
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,куріпка сніжна
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,ітагін
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,трагопан чорноголовий
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,трагопан-сатир
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,трагопан сірогрудий
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,трагопан синьогорлий
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,трагопан плямистий
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,кундик плямистогрудий
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,кундик жовтогорлий
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,монал гімалайський
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,монал білогузий
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,монал китайський
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,коклас
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,індик великий
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,індик малий
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,орябок лісовий
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,орябок китайський
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,куріпка біла
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,куріпка тундрова
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,дикуша чорна
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,глушець білодзьобий
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,глушець чорнодзьобий
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,тетерук євразійський
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,тетерук кавказький
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,куріпка довгохвоста
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,куріпка саравацька
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,куріпка тибетська
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,куріпка сіра
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,куріпка даурська
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,мікадо японський
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,мікадо китайський
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,мікадо тайванський
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,мікадо білошиїй
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,мікадо бірманський
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,фазан золотий
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,фазан алмазний
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,фазан звичайний
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,фазан японський
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,фазан гімалайський
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,фазан-вухань тибетський
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,фазан-вухань білий
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,фазан-вухань бурий
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,фазан-вухань сизий
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,лофур анамський
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,лофур тайванський
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,лофур білохвостий
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,лофур непальський
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,лофур сріблястий
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,лофур жовтохвостий
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,лофур борнейський
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,лофур сіамський
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,лофур суматранський
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,лофур червононогий
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,лофур чубатий
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,аргус чубатий
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,аргус малайський
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,аргус великий
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,павич африканський
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,павич чубатий
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,павич синьокрилий
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,куріпка зеленонога
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,куріпка малазійська
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,куріпка сабазька
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,куріпка червоноголова
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,куріпка-шпороніг індійська
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,куріпка-шпороніг сіроголова
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,куріпка-шпороніг цейлонська
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,віялохвіст зеленокрилий
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,віялохвіст білогорлий
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,віялохвіст малазійський
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,віялохвіст в’єтнамський
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,віялохвіст гайнанський
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,віялохвіст сірий
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,віялохвіст гірський
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,віялохвіст бронзовий
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,куріпка бамбукова
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,куріпка китайська
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,куріпка острівна
431,Gallus varius,OR,GALLIFORMES,Phasianidae,курка зелена
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,курка банківська
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,курка сіра
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,курка цейлонська
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,турач лісовий
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,турач чубатий
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,турач сірий
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,турач болотяний
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,турач китайський
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,турач туркменський
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,турач індійський
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,турач вохристоголовий
