,IOC,Breeding Range,Order,Family,Slovak
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,kurička himalájska
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,kurička hnedoprsá
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,kurička hrdzavohrdlá
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,kurička bieločelá
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,kurička hrdzavokrká
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,kurička červenozobá
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,kurička šupinatá
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,kurička tmavochrbtá
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,kurička hainanská
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,kurička bielobradá
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,kurička bielolíca
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,kurička plavá
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,kurička Davidova
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,kurička tmavoboká
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,kurička malajská
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,kurička Rollova
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,kurička sumatranská
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,kurička hnedobruchá
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,kurička jávska
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,lerva snežná
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,vrchár krvavý
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,tragopan čiernohlavý
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,tragopan rožkatý
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,tragopan žltolíci
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,tragopan modrolíci
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,tragopan perlavý
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,tokáň horský
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,tokáň čečinový
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,monal lesklý
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,monal bielochvostý
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,monal zelenochvostý
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,koklas chochlatý
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,morka divá
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,morka lesklá
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,jariabok hôrny
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,jariabok čínsky
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,snehuľa kapcavá
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,snehuľa horská
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,jariabok sibírsky
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,hlucháň hôrny
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,hlucháň tajgový
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,tetrov hoľniak
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,tetrov dlhochvostý
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,jarabica dlhozobá
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,jarabica bornejská
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,jarabica vrchovská
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,jarabica poľná
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,jarabica bradatá
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,bažant medený
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,bažant kráľovský
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,bažant čierny
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,bažant pásavý
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,bažant pásavokrídly
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,bažant zlatý
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,bažant diamantový
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,bažant obyčajný
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,bažant zelený
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,bažant škvrnitý
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,uškáň popolavý
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,uškáň biely
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,uškáň bielochrbtý
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,uškáň modrý
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,bažant pestrý
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,bažant lesklý
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,bažant bielochvostý
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,bažant čiernochrbtý
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,bažant strieborný
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,bažant červenolíci
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,bažant bornejský
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,bažant zamatový
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,bažant tmavý
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,bažant malajský
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,bažant ohnivý
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,argus perlový
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,argus vrkočatý
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argus páví
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,páv pralesný
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,páv korunkatý
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,páv chochlatý
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,kurička zelenonohá
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,kurička goliernatá
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,kurička nížinná
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,maparang lesný
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,bažantík hrdzavý
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,bažantík tmavonohý
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,bažantík perlavý
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,okáč tmavý
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,okáč bielobradý
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,okáč malajský
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,okáč hnedý
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,okáč hainanský
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,okáč činkvis
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,okáč horský
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,okáč bronzový
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,bambusiar horský
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,bambusiar sivočelý
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,bambusiar taiwanský
431,Gallus varius,OR,GALLIFORMES,Phasianidae,kura pestrá
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,kura divá
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,kura čiarkovaná
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,kura džungľová
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,frankolín čiernohrdlý
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,frankolín čepcový
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,frankolín sivý
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,frankolín močiarny
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,frankolín škvrnitý
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,frankolín tmavý
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,frankolín pestrý
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,frankolín kokvi
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,frankolín bielohrdlý
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,frankolín jarabý
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,frankolín goliernatý
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,frankolín hrdzavokrídly
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,frankolín hrdzavolíci
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,frankolín slatinový
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,frankolín ugandský
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,frankolín sivokrídly
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,frankolín trávny
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,frankolín skalný
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,frankolín ranný
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,ular tibetský
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,ular bieloprsý
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,ular maľovaný
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,ular kaspický
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,ular himalájsky
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,čiľ sivokrký
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,čiľ piesočný
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,prepelica mokrinová
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,prepelica horská
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,prepelica čínska
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,prepelica modrá
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,prepelica čiernobradá
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,prepelica poľná
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,prepelica japonská
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,prepelica pestrá
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,prepelica dažďová
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,prepelica austrálska
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,kuropta skalná
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,kuropta čiernohlavá
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,kuropta červená
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,kuropta čukar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,kuropta horská
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,kuropta púšťová
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,kuropta čínska
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,jarabička džungľová
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,jarabička skalná
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,jarabička červenozobá
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,jarabička hnedočelá
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,frankolínec malý
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,frankolínec kamerunský
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,frankolínec kráľovský
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,frankolínec hnedotylový
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,frankolínec čiapočkatý
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,frankolínec džibutský
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,frankolínec obojkový
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,frankolínec hnedý
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,frankolínec čiarkový
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,frankolínec bambusový
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,frankolínec červenozobý
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,frankolínec pobrežný
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,frankolínec krikľavý
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,frankolínec lupienkatý
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,frankolínec dvojostrohý
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,frankolínec šupinatý
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,frankolínec žltozobý
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,frankolínec pancierový
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,frankolínec trstinový
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,frankolínec Swainsonov
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,frankolínec žltohrdlý
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,frankolínec sivoprsý
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,frankolínec červenohrdlý
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár škvrnitý
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár bielohrdlý
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár šalamúnsky
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár novokaledónsky
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár vulkánový
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár nížinný
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,nočnár horský
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,nočnár malajský
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,nočnár veľký
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hrdzavotylový
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,súmračník nakunda
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,súmračník malý
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,súmračník pieskový
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,súmračník ostrokrídly
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,súmračník krahulčí
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek kolohrivý
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek červený
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek pásochvostý
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek gaštanový
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek černastý
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek trpasličí
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek paurake
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek krovinový
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek Toddov
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek hájový
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek venezuelský
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek guyanský
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek krátkochvostý
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek bielokrídly
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek zrkadlový
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek suchomilný
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek nožnicochvostý
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek lýrochvostý
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek bielochvostý
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek škvrnochvostý
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek riečny
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek šípochvostý
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek vlečkový
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek tmavý
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek aztécky
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek yucatánsky
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek očkatý
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,lelek spáč
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,lelek hrdzavý
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek okrovokrký
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek mayský
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,lelek hodvábny
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek obojkový
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,lelek vrchársky
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hnedý
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek červenokrký
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sivý
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek jotaka
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek palauský
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek lesný
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek fúzatý
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hrdzavolíci
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,lelek žltkavý
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,lelek kotvičkový
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek pustatinný
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek zlatý
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek tmavokrídly
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek veľkochvostý
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek Meesov
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek andamanský
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek filipínsky
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,lelek celebeský
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek tŕniar
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek piskľavý
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek horský
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek krpatý
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek madagaskarský
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek močiarny
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek etiópsky
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek menlivý
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek hviezdičkatý
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,lelek stepný
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sivohnedý
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek skalný
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek sundský
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,lelek pôvabný
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek ryšavý
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek čiapočkatý
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek dlhochvostý
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek savanový
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek družný
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek veslár
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,lelek vlajkokrídly
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,guačaro jaskynný
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,lelkovec hrdzavý
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,lelkovec veľký
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,lelkovec dlhochvostý
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,lelkovec pahýľový
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,lelkovec urutau
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,lelkovec andský
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,lelkovec bielokrídly
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,krátkonoh dlhochvostý
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,krátkonoh papuánsky
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,krátkonoh soví
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,krátkonoh šalamúnsky
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,žaboústka ušatá
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,žaboústka očkatá
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,žaboústka filipínska
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,žaboústka šupinatá
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,žaboústka malá
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,žaboústka dlhochvostá
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,žaboústka krátkochvostá
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,žaboústka horská
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,žaboústka jávska
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,žaboústka malajská
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,žaboústka palawanská
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,žaboústka rožkatá
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,lelčík veľký
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,lelčík hviezdičkatý
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,lelčík fúzatý
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,lelčík svetloprsý
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,lelčík horský
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,lelčík paitský
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,lelčík jarabý
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,lelčík polostrovný
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,lelčík závojový
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,klecho chochlatý
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,klecho dlhokrídly
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,klecho pestrý
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,klecho fúzatý
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,sadziar škvrnitohlavý
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,sadziar bielobradý
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,sadziar bieločelý
