,IOC,Breeding Range,Order,Family,Polish
2767,Buteo oreophilus,AF,ACCIPITRIFORMES,Accipitridae,myszołów górski
2768,Buteo auguralis,AF,ACCIPITRIFORMES,Accipitridae,myszołów plamisty
2769,Buteo brachypterus,AF,ACCIPITRIFORMES,Accipitridae,myszołów madagaskarski
2770,Buteo augur,AF,ACCIPITRIFORMES,Accipitridae,myszołów białobrzuchy
2771,Buteo rufofuscus,AF,ACCIPITRIFORMES,Accipitridae,myszołów przylądkowy
2772,Tyto tenebricosa,AU,STRIGIFORMES,Tytonidae,płomykówka przydymiona
2773,Tyto multipunctata,AU,STRIGIFORMES,Tytonidae,płomykówka falista
2774,Tyto inexspectata,AU,STRIGIFORMES,Tytonidae,płomykówka rdzawolica
2775,Tyto nigrobrunnea,AU,STRIGIFORMES,Tytonidae,płomykówka brunatna
2776,Tyto sororcula,AU,STRIGIFORMES,Tytonidae,płomykówka molucka
2777,Tyto manusi,AU,STRIGIFORMES,Tytonidae,płomykówka atolowa
2778,Tyto aurantia,AU,STRIGIFORMES,Tytonidae,płomykówka złotawa
2779,Tyto novaehollandiae,AU,STRIGIFORMES,Tytonidae,płomykówka duża
2780,Tyto rosenbergii,AU,STRIGIFORMES,Tytonidae,płomykówka szarogłowa
2781,Tyto soumagnei,AF,STRIGIFORMES,Tytonidae,płomykówka madagaskarska
2782,Tyto alba,"AF, PAL",STRIGIFORMES,Tytonidae,płomykówka (zwyczajna)
2783,Tyto furcata,"NA, MA, SA",STRIGIFORMES,Tytonidae,płomykówka amerykańska
2784,Tyto javanica,"OR, AU, PO",STRIGIFORMES,Tytonidae,płomykówa nadobna
2785,Tyto deroepstorffi,OR,STRIGIFORMES,Tytonidae,płomykówka andamańska
2786,Tyto capensis,AF,STRIGIFORMES,Tytonidae,płomykówka ziemna
2787,Tyto longimembris,"OR, AU",STRIGIFORMES,Tytonidae,płomykówka długonoga
2788,Tyto prigoginei,AF,STRIGIFORMES,Tytonidae,płomykówka malutka
2789,Phodilus badius,OR,STRIGIFORMES,Tytonidae,puchówka
2790,Phodilus assimilis,OR,STRIGIFORMES,Tytonidae,puchówka cejlońska
2791,Uroglaux dimorpha,AU,STRIGIFORMES,Strigidae,sowica jastrzębia
2792,Ninox rufa,AU,STRIGIFORMES,Strigidae,sowica maskowa
2793,Ninox strenua,AU,STRIGIFORMES,Strigidae,sowica wielka
2794,Ninox connivens,AU,STRIGIFORMES,Strigidae,sowica szczekliwa
2795,Ninox rudolfi,AU,STRIGIFORMES,Strigidae,sowica plamkogłowa
2796,Ninox boobook,AU,STRIGIFORMES,Strigidae,sowica australijska
2797,Ninox rotiensis,AU,STRIGIFORMES,Strigidae,sowica pręgoskrzydła
2798,Ninox fusca,AU,STRIGIFORMES,Strigidae,sowica timorska
2799,Ninox plesseni,AU,STRIGIFORMES,Strigidae,sowica atolowa
2800,Ninox leucopsis,AU,STRIGIFORMES,Strigidae,sowica tasmańska
2801,Ninox novaeseelandiae,AU,STRIGIFORMES,Strigidae,sowica ciemnolica
2802,Ninox japonica,OR,STRIGIFORMES,Strigidae,sowica północna
2803,Ninox scutulata,"OR, PAL",STRIGIFORMES,Strigidae,sowica brunatna
2804,Ninox obscura,OR,STRIGIFORMES,Strigidae,sowica ciemnobrzucha
2805,Ninox randi,OR,STRIGIFORMES,Strigidae,sowica czekoladowa
2806,Ninox affinis,OR,STRIGIFORMES,Strigidae,sowica namorzynowa
2807,Ninox philippensis,OR,STRIGIFORMES,Strigidae,sowica filipińska
2808,Ninox spilocephala,OR,STRIGIFORMES,Strigidae,sowica paskowana
2809,Ninox leventisi,OR,STRIGIFORMES,Strigidae,sowica białogardła
2810,Ninox reyi,OR,STRIGIFORMES,Strigidae,sowica suluska
2811,Ninox rumseyi,OR,STRIGIFORMES,Strigidae,sowica białorzytna
2812,Ninox spilonotus,OR,STRIGIFORMES,Strigidae,sowica plamista
2813,Ninox mindorensis,OR,STRIGIFORMES,Strigidae,sowica jarzębata
2814,Ninox sumbaensis,AU,STRIGIFORMES,Strigidae,sowica szarolica
2815,Ninox burhani,AU,STRIGIFORMES,Strigidae,sowica samotna
2816,Ninox ochracea,AU,STRIGIFORMES,Strigidae,sowica ochrowa
2817,Ninox ios,AU,STRIGIFORMES,Strigidae,sowica cynobrowa
2818,Ninox hypogramma,AU,STRIGIFORMES,Strigidae,sowica ciemnogłowa
2819,Ninox hantu,AU,STRIGIFORMES,Strigidae,sowica rdzawobrzucha
2820,Ninox squamipila,AU,STRIGIFORMES,Strigidae,sowica molucka
2821,Ninox forbesi,AU,STRIGIFORMES,Strigidae,sowica ognista
2822,Ninox natalis,IO,STRIGIFORMES,Strigidae,sowica prążkowana
2823,Ninox meeki,AU,STRIGIFORMES,Strigidae,sowica kroplista
2824,Ninox theomacha,AU,STRIGIFORMES,Strigidae,sowica papuaska
2825,Ninox punctulata,AU,STRIGIFORMES,Strigidae,sowica obrożna
2826,Ninox odiosa,AU,STRIGIFORMES,Strigidae,sowica cynamonowa
2827,Ninox variegata,AU,STRIGIFORMES,Strigidae,sowica cętkowana
2828,Taenioptynx brodiei,OR,STRIGIFORMES,Strigidae,obrożynka
2829,Taenioptynx sylvaticus,OR,STRIGIFORMES,Strigidae,obrożynka sundajska
2830,Micrathene whitneyi,"NA, MA",STRIGIFORMES,Strigidae,kaktusówka
2831,Xenoglaux loweryi,SA,STRIGIFORMES,Strigidae,wąsówka
2832,Aegolius funereus,"NA, PAL",STRIGIFORMES,Strigidae,włochatka (zwyczajna)
2833,Aegolius acadicus,"NA, MA",STRIGIFORMES,Strigidae,włochatka mała
2834,Aegolius ridgwayi,MA,STRIGIFORMES,Strigidae,włochatka białolica
2835,Aegolius harrisii,SA,STRIGIFORMES,Strigidae,włochatka obrożna
2836,Athene cunicularia,"NA, MA, SA",STRIGIFORMES,Strigidae,pójdźka ziemna
2837,Athene brama,"OR, PAL",STRIGIFORMES,Strigidae,pójdźka bramińska
2838,Athene noctua,"PAL, AF",STRIGIFORMES,Strigidae,pójdźka (zwyczajna)
2839,Athene superciliaris,AF,STRIGIFORMES,Strigidae,pójdźka białobrewa
2840,Athene blewitti,OR,STRIGIFORMES,Strigidae,pójdźka leśna
2841,Athene jacquinoti,AU,STRIGIFORMES,Strigidae,pójdźka melanezyjska
2842,Athene granti,AU,STRIGIFORMES,Strigidae,pójdźka falista
2843,Athene malaitae,AU,STRIGIFORMES,Strigidae,pójdźka brunatna
2844,Athene roseoaxillaris,AU,STRIGIFORMES,Strigidae,pójdźka cynamonowa
2845,Surnia ulula,"NA, PAL",STRIGIFORMES,Strigidae,sowa jarzębata
2846,Glaucidium passerinum,PAL,STRIGIFORMES,Strigidae,sóweczka (zwyczajna)
2847,Glaucidium perlatum,AF,STRIGIFORMES,Strigidae,sóweczka sawannowa
2848,Glaucidium tephronotum,AF,STRIGIFORMES,Strigidae,sóweczka rdzawopierśna
2849,Glaucidium sjostedti,AF,STRIGIFORMES,Strigidae,sóweczka białobroda
2850,Glaucidium cuculoides,OR,STRIGIFORMES,Strigidae,sóweczka falista
2851,Glaucidium castanopterum,OR,STRIGIFORMES,Strigidae,sóweczka jawajska
2852,Glaucidium radiatum,OR,STRIGIFORMES,Strigidae,sóweczka prążkowana
2853,Glaucidium castanotum,OR,STRIGIFORMES,Strigidae,sóweczka cejlońska
2854,Glaucidium capense,AF,STRIGIFORMES,Strigidae,sóweczka plamobrzucha
2855,Glaucidium albertinum,AF,STRIGIFORMES,Strigidae,sóweczka górska
2856,Glaucidium californicum,"NA, MA",STRIGIFORMES,Strigidae,sóweczka kalifornijska
2857,Glaucidium gnoma,"NA, MA",STRIGIFORMES,Strigidae,sóweczka dwuplamista
2858,Glaucidium hoskinsii,MA,STRIGIFORMES,Strigidae,sóweczka płowa
2859,Glaucidium cobanense,MA,STRIGIFORMES,Strigidae,sóweczka gwatemalska
2860,Glaucidium costaricanum,MA,STRIGIFORMES,Strigidae,sóweczka kostarykańska
2861,Glaucidium nubicola,SA,STRIGIFORMES,Strigidae,sóweczka ekwadorska
2862,Glaucidium jardinii,SA,STRIGIFORMES,Strigidae,sóweczka andyjska
2863,Glaucidium bolivianum,SA,STRIGIFORMES,Strigidae,sóweczka szara
2864,Glaucidium palmarum,MA,STRIGIFORMES,Strigidae,sóweczka palmowa
2865,Glaucidium sanchezi,MA,STRIGIFORMES,Strigidae,sóweczka meksykańska
2866,Glaucidium griseiceps,"MA, SA",STRIGIFORMES,Strigidae,sóweczka lilipucia
2867,Glaucidium parkeri,SA,STRIGIFORMES,Strigidae,sóweczka ciemna
2868,Glaucidium hardyi,SA,STRIGIFORMES,Strigidae,sóweczka brazylijska
2869,Glaucidium minutissimum,SA,STRIGIFORMES,Strigidae,sóweczka karłowata
2870,Glaucidium mooreorum,SA,STRIGIFORMES,Strigidae,sóweczka kasztanowata
2871,Glaucidium brasilianum,"MA, SA",STRIGIFORMES,Strigidae,sóweczka kreskowana
2872,Glaucidium peruanum,SA,STRIGIFORMES,Strigidae,sóweczka peruwiańska
2873,Glaucidium nana,SA,STRIGIFORMES,Strigidae,sóweczka magellańska
2874,Otus gurneyi,OR,STRIGIFORMES,Strigidae,syczek wielki
2875,Otus sagittatus,OR,STRIGIFORMES,Strigidae,syczek białoczelny
2876,Otus rufescens,OR,STRIGIFORMES,Strigidae,syczek sundajski
2877,Otus thilohoffmanni,OR,STRIGIFORMES,Strigidae,syczek cejloński
2878,Otus icterorhynchus,AF,STRIGIFORMES,Strigidae,syczek cynamonowy
2879,Otus ireneae,AF,STRIGIFORMES,Strigidae,syczek brunatny
2880,Otus balli,OR,STRIGIFORMES,Strigidae,syczek andamański
2881,Otus alfredi,AU,STRIGIFORMES,Strigidae,syczek rdzawy
2882,Otus spilocephalus,OR,STRIGIFORMES,Strigidae,syczek górski
2883,Otus angelinae,OR,STRIGIFORMES,Strigidae,syczek jawajski
2884,Otus mirus,OR,STRIGIFORMES,Strigidae,syczek osobliwy
2885,Otus longicornis,OR,STRIGIFORMES,Strigidae,syczek luzoński
2886,Otus mindorensis,OR,STRIGIFORMES,Strigidae,syczek wyżynny
2887,Otus madagascariensis,AF,STRIGIFORMES,Strigidae,syczek madagaskarski
2888,Otus rutilus,AF,STRIGIFORMES,Strigidae,syczek malgaski
2889,Otus mayottensis,AF,STRIGIFORMES,Strigidae,syczek komorski
2890,Otus pauliani,AF,STRIGIFORMES,Strigidae,syczek stokowy
2891,Otus capnodes,AF,STRIGIFORMES,Strigidae,syczek krótkouchy
2892,Otus moheliensis,AF,STRIGIFORMES,Strigidae,syczek złowrogi
2893,Otus brucei,PAL,STRIGIFORMES,Strigidae,syczek arabski
2894,Otus pamelae,PAL,STRIGIFORMES,Strigidae,syczek białobrewy
2895,Otus scops,PAL,STRIGIFORMES,Strigidae,syczek (zwyczajny)
2896,Otus cyprius,PAL,STRIGIFORMES,Strigidae,syczek cypryjski
2897,Otus bikegila,AF,STRIGIFORMES,Strigidae,syczek książęcy
2898,Otus pembaensis,AF,STRIGIFORMES,Strigidae,syczek ognisty
2899,Otus hartlaubi,AF,STRIGIFORMES,Strigidae,syczek groźny
2900,Otus senegalensis,AF,STRIGIFORMES,Strigidae,syczek afrykański
2901,Otus feae,AF,STRIGIFORMES,Strigidae,syczek czarnoplamy
2902,Otus socotranus,AF,STRIGIFORMES,Strigidae,syczek sokotrzański
2903,Otus sunia,OR,STRIGIFORMES,Strigidae,syczek indyjski
2904,Otus elegans,OR,STRIGIFORMES,Strigidae,syczek wschodni
2905,Otus magicus,AU,STRIGIFORMES,Strigidae,syczek molucki
2906,Otus tempestatis,AU,STRIGIFORMES,Strigidae,syczek leśny
2907,Otus sulaensis,AU,STRIGIFORMES,Strigidae,syczek sulański
2908,Otus beccarii,AU,STRIGIFORMES,Strigidae,syczek papuaski
2909,Otus manadensis,AU,STRIGIFORMES,Strigidae,syczek jasnobrzuchy
2910,Otus mendeni,AU,STRIGIFORMES,Strigidae,syczek zmienny
2911,Otus siaoensis,AU,STRIGIFORMES,Strigidae,syczek brązowy
2912,Otus collari,AU,STRIGIFORMES,Strigidae,syczek długoskrzydły
2913,Otus mantananensis,OR,STRIGIFORMES,Strigidae,syczek rafowy
2914,Otus insularis,IO,STRIGIFORMES,Strigidae,syczek seszelski
2915,Otus alius,OR,STRIGIFORMES,Strigidae,syczek nikobarski
2916,Otus umbra,OR,STRIGIFORMES,Strigidae,syczek mroczny
2917,Otus enganensis,OR,STRIGIFORMES,Strigidae,syczek ciemny
2918,Otus mentawi,OR,STRIGIFORMES,Strigidae,syczek atolowy
2919,Otus brookii,OR,STRIGIFORMES,Strigidae,syczek białouchy
2920,Otus bakkamoena,"PAL, OR",STRIGIFORMES,Strigidae,syczek długouchy
2921,Otus lettia,OR,STRIGIFORMES,Strigidae,syczek jasnolicy
2922,Otus semitorques,PAL,STRIGIFORMES,Strigidae,syczek półobrożny
2923,Otus lempiji,OR,STRIGIFORMES,Strigidae,syczek obrożny
2924,Otus megalotis,OR,STRIGIFORMES,Strigidae,syczek duży
2925,Otus nigrorum,OR,STRIGIFORMES,Strigidae,syczek rdzawogłowy
2926,Otus everetti,OR,STRIGIFORMES,Strigidae,syczek wyspowy
2927,Otus fuliginosus,OR,STRIGIFORMES,Strigidae,syczek palawański
2928,Otus silvicola,AU,STRIGIFORMES,Strigidae,syczek płowy
2929,Otus jolandae,AU,STRIGIFORMES,Strigidae,syczek kraterowy
2930,Otus podarginus,PO,STRIGIFORMES,Strigidae,syczek mikronezyjski
2931,Ptilopsis leucotis,AF,STRIGIFORMES,Strigidae,szlarogłówka północna
2932,Ptilopsis granti,AF,STRIGIFORMES,Strigidae,szlarogłówka południowa
2933,Asio clamator,"MA, SA",STRIGIFORMES,Strigidae,uszatka krzykliwa
2934,Asio otus,"NA, MA, PAL",STRIGIFORMES,Strigidae,uszatka (zwyczajna)
2935,Asio abyssinicus,AF,STRIGIFORMES,Strigidae,uszatka etiopska
2936,Asio madagascariensis,AF,STRIGIFORMES,Strigidae,uszatka madagaskarska
2937,Asio stygius,"MA, SA",STRIGIFORMES,Strigidae,uszatka ciemna
2938,Asio flammeus,Worldwide,STRIGIFORMES,Strigidae,uszatka błotna
2939,Asio capensis,AF,STRIGIFORMES,Strigidae,uszatka mauretańska
2940,Asio solomonensis,AU,STRIGIFORMES,Strigidae,uszatka kreskowana
2941,Jubula lettii,AF,STRIGIFORMES,Strigidae,puchaczyk grzywiasty
2942,Bubo scandiacus,"NA, PAL",STRIGIFORMES,Strigidae,puchacz śnieżny
2943,Bubo virginianus,"NA, MA, SA",STRIGIFORMES,Strigidae,puchacz wirginijski
2944,Bubo magellanicus,SA,STRIGIFORMES,Strigidae,puchacz magellański
2945,Bubo bubo,PAL,STRIGIFORMES,Strigidae,puchacz (zwyczajny)
2946,Bubo bengalensis,OR,STRIGIFORMES,Strigidae,puchacz indyjski
2947,Bubo ascalaphus,AF,STRIGIFORMES,Strigidae,puchacz pustynny
2948,Bubo capensis,AF,STRIGIFORMES,Strigidae,puchacz przylądkowy
2949,Bubo milesi,PAL,STRIGIFORMES,Strigidae,puchacz arabski
2950,Bubo cinerascens,AF,STRIGIFORMES,Strigidae,puchacz szary
2951,Bubo africanus,AF,STRIGIFORMES,Strigidae,puchacz plamisty
2952,Ketupa poensis,AF,STRIGIFORMES,Strigidae,puchacz ciemnolicy
2953,Ketupa leucosticta,AF,STRIGIFORMES,Strigidae,puchacz białoplamy
2954,Ketupa lactea,AF,STRIGIFORMES,Strigidae,puchacz mleczny
2955,Ketupa shelleyi,AF,STRIGIFORMES,Strigidae,puchacz prążkowany
2956,Ketupa blakistoni,PAL,STRIGIFORMES,Strigidae,puchacz japoński
2957,Ketupa zeylonensis,"OR, PAL",STRIGIFORMES,Strigidae,ketupa bosonoga
2958,Ketupa flavipes,OR,STRIGIFORMES,Strigidae,ketupa rdzawa
2959,Ketupa ketupu,OR,STRIGIFORMES,Strigidae,ketupa płowa
2960,Ketupa sumatrana,OR,STRIGIFORMES,Strigidae,puchacz malajski
2961,Ketupa nipalensis,OR,STRIGIFORMES,Strigidae,puchacz jarzębaty
2962,Ketupa coromanda,OR,STRIGIFORMES,Strigidae,puchacz brunatny
2963,Ketupa philippensis,OR,STRIGIFORMES,Strigidae,puchacz kreskowany
2964,Scotopelia peli,AF,STRIGIFORMES,Strigidae,rybiarka duża
2965,Scotopelia ussheri,AF,STRIGIFORMES,Strigidae,rybiarka kreskowana
2966,Scotopelia bouvieri,AF,STRIGIFORMES,Strigidae,rybiarka marmurkowa
2967,Psiloscops flammeolus,"NA, MA",STRIGIFORMES,Strigidae,sosnolub
2968,Megascops trichopsis,"NA, MA",STRIGIFORMES,Strigidae,syczoń plamisty
2969,Megascops clarkii,"MA, SA",STRIGIFORMES,Strigidae,syczoń panamski
2970,Megascops albogularis,SA,STRIGIFORMES,Strigidae,syczoń białogardły
2971,Megascops choliba,"MA, SA",STRIGIFORMES,Strigidae,syczoń tropikalny
2972,Megascops barbarus,MA,STRIGIFORMES,Strigidae,syczoń oczkowany
2973,Megascops cooperi,MA,STRIGIFORMES,Strigidae,syczoń namorzynowy
2974,Megascops kennicottii,"NA, MA",STRIGIFORMES,Strigidae,syczoń zachodni
2975,Megascops asio,"NA, MA",STRIGIFORMES,Strigidae,syczoń krzykliwy
2976,Megascops seductus,MA,STRIGIFORMES,Strigidae,syczoń samotny
2977,Megascops guatemalae,MA,STRIGIFORMES,Strigidae,syczoń zmienny
2978,Megascops koepckeae,SA,STRIGIFORMES,Strigidae,syczoń andyjski
2979,Megascops ingens,SA,STRIGIFORMES,Strigidae,syczoń włochaty
2980,Megascops petersoni,SA,STRIGIFORMES,Strigidae,syczoń jarzębaty
2981,Megascops marshalli,SA,STRIGIFORMES,Strigidae,syczoń prążkowany
2982,Megascops hoyi,SA,STRIGIFORMES,Strigidae,syczoń argentyński
2983,Megascops centralis,SA,STRIGIFORMES,Strigidae,syczoń białoplamy
2984,Megascops roraimae,SA,STRIGIFORMES,Strigidae,syczoń wyżynny
2985,Megascops sanctaecatarinae,SA,STRIGIFORMES,Strigidae,syczoń długodzioby
2986,Megascops gilesi,SA,STRIGIFORMES,Strigidae,syczoń stokowy
2987,Megascops roboratus,SA,STRIGIFORMES,Strigidae,syczoń peruwiański
2988,Megascops watsonii,SA,STRIGIFORMES,Strigidae,syczoń amazoński
2989,Megascops atricapilla,SA,STRIGIFORMES,Strigidae,syczoń ciemnogłowy
2990,Pulsatrix perspicillata,"MA, SA",STRIGIFORMES,Strigidae,puchaczyk żółtobrzuchy
2991,Pulsatrix koeniswaldiana,SA,STRIGIFORMES,Strigidae,puchaczyk obrożny
2992,Pulsatrix melanota,SA,STRIGIFORMES,Strigidae,puchaczyk maskowy
2993,Lophostrix cristata,"MA, SA",STRIGIFORMES,Strigidae,puchaczyk czubaty
2994,Strix seloputo,OR,STRIGIFORMES,Strigidae,puszczyk płowolicy
2995,Strix ocellata,OR,STRIGIFORMES,Strigidae,puszczyk falisty
2996,Strix leptogrammica,OR,STRIGIFORMES,Strigidae,puszczyk brunatny
2997,Strix aluco,PAL,STRIGIFORMES,Strigidae,puszczyk (zwyczajny)
2998,Strix mauritanica,AF,STRIGIFORMES,Strigidae,puszczyk maghrebski
2999,Strix nivicolum,PAL,STRIGIFORMES,Strigidae,puszczyk leśny
3000,Strix hadorami,"PAL, AF",STRIGIFORMES,Strigidae,puszczyk pustynny
3001,Strix butleri,PAL,STRIGIFORMES,Strigidae,puszczyk arabski
3002,Strix occidentalis,"NA, MA",STRIGIFORMES,Strigidae,puszczyk plamisty
3003,Strix sartorii,MA,STRIGIFORMES,Strigidae,puszczyk wielkoplamy
3004,Strix fulvescens,MA,STRIGIFORMES,Strigidae,puszczyk płowy
3005,Strix hylophila,SA,STRIGIFORMES,Strigidae,puszczyk brazylijski
3006,Strix chacoensis,SA,STRIGIFORMES,Strigidae,puszczyk jarzębaty
3007,Strix rufipes,SA,STRIGIFORMES,Strigidae,puszczyk patagoński
3008,Strix uralensis,PAL,STRIGIFORMES,Strigidae,puszczyk uralski
3009,Strix nebulosa,"NA, PAL",STRIGIFORMES,Strigidae,puszczyk mszarny
3010,Strix woodfordii,AF,STRIGIFORMES,Strigidae,puszczyk pręgowany
3011,Strix virgata,"MA, SA",STRIGIFORMES,Strigidae,puszczyk pstry
3012,Strix nigrolineata,"MA, SA",STRIGIFORMES,Strigidae,puszczyk czarnolicy
3013,Strix huhula,SA,STRIGIFORMES,Strigidae,puszczyk zebrowany
3014,Strix albitarsis,SA,STRIGIFORMES,Strigidae,puszczyk tygrysi
3015,Colius striatus,AF,COLIIFORMES,Coliidae,czepiga rudawa
3016,Colius leucocephalus,AF,COLIIFORMES,Coliidae,czepiga białogłowa
3017,Colius castanotus,AF,COLIIFORMES,Coliidae,czepiga czerwonogrzbieta
3018,Colius colius,AF,COLIIFORMES,Coliidae,czepiga białogrzbieta
3019,Urocolius macrourus,AF,COLIIFORMES,Coliidae,czepiga długosterna
3020,Urocolius indicus,AF,COLIIFORMES,Coliidae,czepiga czerwonolica
3021,Leptosomus discolor,AF,LEPTOSOMIFORMES,Leptosomidae,kurol
3022,Euptilotis neoxenus,MA,TROGONIFORMES,Trogonidae,kwezal ciemny
3023,Pharomachrus pavoninus,SA,TROGONIFORMES,Trogonidae,kwezal pawi
3024,Pharomachrus auriceps,"MA, SA",TROGONIFORMES,Trogonidae,kwezal złotogłowy
3025,Pharomachrus fulgidus,SA,TROGONIFORMES,Trogonidae,kwezal białosterny
3026,Pharomachrus mocinno,MA,TROGONIFORMES,Trogonidae,kwezal herbowy
3027,Pharomachrus antisianus,SA,TROGONIFORMES,Trogonidae,kwezal czubaty
3028,Trogon clathratus,MA,TROGONIFORMES,Trogonidae,trogon kostarykański
3029,Trogon massena,"MA, SA",TROGONIFORMES,Trogonidae,trogon krasnodzioby
3030,Trogon comptus,SA,TROGONIFORMES,Trogonidae,trogon białooki
3031,Trogon mesurus,SA,TROGONIFORMES,Trogonidae,trogon ekwadorski
3032,Trogon melanurus,"MA, SA",TROGONIFORMES,Trogonidae,trogon czarnosterny
3033,Trogon melanocephalus,MA,TROGONIFORMES,Trogonidae,trogon czarnogłowy
3034,Trogon citreolus,MA,TROGONIFORMES,Trogonidae,trogon cytrynowy
3035,Trogon chionurus,"MA, SA",TROGONIFORMES,Trogonidae,trogon niebieskogrzbiety
3036,Trogon bairdii,MA,TROGONIFORMES,Trogonidae,trogon panamski
3037,Trogon viridis,SA,TROGONIFORMES,Trogonidae,trogon białosterny
3038,Trogon caligatus,"MA, SA",TROGONIFORMES,Trogonidae,trogon wyżynny
3039,Trogon ramonianus,SA,TROGONIFORMES,Trogonidae,trogon amazoński
3040,Trogon violaceus,SA,TROGONIFORMES,Trogonidae,trogon fioletowogłowy
3041,Trogon curucui,SA,TROGONIFORMES,Trogonidae,trogon niebieskogłowy
3042,Trogon surrucura,SA,TROGONIFORMES,Trogonidae,trogon czerwonobrzuchy
3043,Trogon rufus,"MA, SA",TROGONIFORMES,Trogonidae,trogon czarnogardły
3044,Trogon elegans,"NA, MA",TROGONIFORMES,Trogonidae,trogon nadobny
3045,Trogon mexicanus,MA,TROGONIFORMES,Trogonidae,trogon górski
3046,Trogon collaris,"MA, SA",TROGONIFORMES,Trogonidae,trogon obrożny
3047,Trogon personatus,SA,TROGONIFORMES,Trogonidae,trogon maskowy
3048,Apaloderma narina,AF,TROGONIFORMES,Trogonidae,afrotrogon zielony
3049,Apaloderma aequatoriale,AF,TROGONIFORMES,Trogonidae,afrotrogon żółtolicy
3050,Apaloderma vittatum,AF,TROGONIFORMES,Trogonidae,afrotrogon prążkowany
3051,Apalharpactes reinwardtii,OR,TROGONIFORMES,Trogonidae,sędzioł cytrynowy
3052,Apalharpactes mackloti,OR,TROGONIFORMES,Trogonidae,sędzioł sumatrzański
3053,Harpactes fasciatus,OR,TROGONIFORMES,Trogonidae,sędzioł malabarski
3054,Harpactes kasumba,OR,TROGONIFORMES,Trogonidae,sędzioł czarnoszyi
3055,Harpactes diardii,OR,TROGONIFORMES,Trogonidae,sędzioł obrożny
3056,Harpactes ardens,OR,TROGONIFORMES,Trogonidae,sędzioł filipiński
3057,Harpactes whiteheadi,OR,TROGONIFORMES,Trogonidae,sędzioł czarnobrody
3058,Harpactes orrhophaeus,OR,TROGONIFORMES,Trogonidae,sędzioł czarnogłowy
3059,Harpactes duvaucelii,OR,TROGONIFORMES,Trogonidae,sędzioł czerwonorzytny
3060,Harpactes oreskios,OR,TROGONIFORMES,Trogonidae,sędzioł złotobrzuchy
3061,Harpactes erythrocephalus,OR,TROGONIFORMES,Trogonidae,sędzioł czerwonogłowy
3062,Harpactes wardi,OR,TROGONIFORMES,Trogonidae,sędzioł assamski
3063,Upupa epops,"PAL, OR",BUCEROTIFORMES,Upupidae,dudek
3064,Upupa africana,AF,BUCEROTIFORMES,Upupidae,dudek afrykański
3065,Upupa marginata,AF,BUCEROTIFORMES,Upupidae,dudek madagaskarski
3066,Phoeniculus castaneiceps,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek leśny
3067,Phoeniculus bollei,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek białogłowy
3068,Phoeniculus purpureus,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek purpurowy
3069,Phoeniculus somaliensis,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek czarnodzioby
3070,Phoeniculus damarensis,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek fioletowy
3071,Phoeniculus granti,AF,BUCEROTIFORMES,Phoeniculidae,sierpodudek kenijski
3072,Rhinopomastus aterrimus,AF,BUCEROTIFORMES,Phoeniculidae,czarnodudek ciemnodzioby
3073,Rhinopomastus cyanomelas,AF,BUCEROTIFORMES,Phoeniculidae,czarnodudek większy
3074,Rhinopomastus minor,AF,BUCEROTIFORMES,Phoeniculidae,czarnodudek czerwonodzioby
3075,Bucorvus abyssinicus,AF,BUCEROTIFORMES,Bucorvidae,dzioboróg abisyński
3076,Bucorvus leadbeateri,AF,BUCEROTIFORMES,Bucorvidae,dzioboróg kafryjski
3077,Tockus ruahae,AF,BUCEROTIFORMES,Bucerotidae,toko tanzański
3078,Tockus kempi,AF,BUCEROTIFORMES,Bucerotidae,toko senegalski
3079,Tockus damarensis,AF,BUCEROTIFORMES,Bucerotidae,toko namibijski
3080,Tockus rufirostris,AF,BUCEROTIFORMES,Bucerotidae,toko buszmeński
3081,Tockus erythrorhynchus,AF,BUCEROTIFORMES,Bucerotidae,toko białogrzbiety
3082,Tockus monteiri,AF,BUCEROTIFORMES,Bucerotidae,toko plamoskrzydły
3083,Tockus deckeni,AF,BUCEROTIFORMES,Bucerotidae,toko czarnoskrzydły
3084,Tockus jacksoni,AF,BUCEROTIFORMES,Bucerotidae,toko plamisty
3085,Tockus leucomelas,AF,BUCEROTIFORMES,Bucerotidae,toko czerwonolicy
3086,Tockus flavirostris,AF,BUCEROTIFORMES,Bucerotidae,toko żółtodzioby
3087,Lophoceros bradfieldi,AF,BUCEROTIFORMES,Bucerotidae,toko ciemny
3088,Lophoceros alboterminatus,AF,BUCEROTIFORMES,Bucerotidae,toko czarnogłowy
3089,Lophoceros semifasciatus,AF,BUCEROTIFORMES,Bucerotidae,toko czarny
3090,Lophoceros fasciatus,AF,BUCEROTIFORMES,Bucerotidae,toko żałobny
