,IOC,Breeding Range,Order,Family,Estonian
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,punarind-künkakana
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,kaelus-künkakana
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,punakael-künkakana
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,punanokk-künkakana
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,tai künkakana
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,kambodža künkakana
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,hainani künkakana
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,taivani künkakana
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,mustkurk-künkakana
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,helmes-künkakana
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,valjas-künkakana
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,kalimantani künkakana
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,malai künkakana
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,bataki künkakana
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Sumatran Partridge
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,jaava künkakana
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,mustkiird-künkakana
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,lumekana
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,püüfaasan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,tõmmu-helmesfaasan (tõmmutragopan)
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,saatür-helmesfaasan (saatürtragopan)
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,nagalandi helmesfaasan (nagalandi tragopan)
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,puna-helmesfaasan (punatragopan)
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,hele-helmesfaasan (heletragopan)
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,punakurk-mägikana
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,koldkurk-mägikana
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,kroon-läikfaasan
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,hõbeselg-läikfaasan
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,hiina läikfaasan
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,tuttfaasan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,metskalkun
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,silmikkalkun
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,laanepüü
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,mägi-laanepüü
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,rabapüü
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,lumepüü
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,taigapüü
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,metsis e. mõtus
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,kivimetsis (kivimõtus)
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,teder
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,mägiteder
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,suurnokk-kana
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulit Partridge
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,tiibeti nurmkana
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,nurmkana
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,habe-nurmkana
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,vaskfaasan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,kuningfaasan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,mikaadofaasan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,valgekõht-faasan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,birma faasan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,kuldfaasan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,teemantfaasan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,faasan e. jahifaasan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,rohefaasan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,viirfaasan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,hall-kõrvukfaasan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,valge-kõrvukfaasan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,pruun-kõrvukfaasan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,sini-kõrvukfaasan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,annami faasan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,valgeselg-faasan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,valgesaba-faasan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,terasfaasan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,hõbefaasan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,kuldsaba-kanafaasan
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,prelaatfaasan
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,sumatra kanafaasan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,rüütelfaasan
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,pärlfaasan
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,malai pärlfaasan
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argusfaasan
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,kongo paabulind
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,sini-paabulind
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,rohe-paabulind
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,rohejalg-künkakana
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,koldjalg-künkakana
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,süsikana
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,ruuge-kannuskana
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,ehis-kannuskana
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,tseiloni kannuskana
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,palawani paabufaasan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,kalimantani paabufaasan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,kübar-paabufaasan
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,vietnami paabufaasan
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,hainani paabufaasan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,hall-paabufaasan
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,mägi-paabufaasan
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,sumatra paabufaasan
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,mägi-bambuskana
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,bambuskana (hiina bambuskana)
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwan Bamboo Partridge
431,Gallus varius,OR,GALLIFORMES,Phasianidae,rohe-džunglikana
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,puna-džunglikana (bankiva kana)
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,täpik-džunglikana
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,tseiloni džunglikana
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,metsfrankoliin (mets-frankoliinkana)
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,tanufrankoliin (tanu-frankoliinkana)
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,hallfrankoliin (hall-frankoliinkana)
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,soofrankoliin (soo-frankoliinkana)
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,ida-frankoliin (ida-frankoliinkana)
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,mustfrankoliin e. must-frankoliinkana
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,vihma-frankoliin (vihma-frankoliinkana)
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,väikefrankoliin (väike-frankoliinkana)
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,põlendikufrankoliin (põlendiku-frankoliinkana)
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,vöötfrankoliin (vööt-frankoliinkana)
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,kraefrankoliin (krae-frankoliinkana)
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,orufrankoliin (oru-frankoliinkana)
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,punapõsk-frankoliin (punapõsk-frankoliinkana)
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,kanarbikufrankoliin (kanarbiku-frankoliinkana)
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,lõunafrankoliin (lõuna-frankoliinkana)
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,valgekurk-frankoliin (valgekurk-frankoliinkana)
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,välufrankoliin (välu-frankoliinkana)
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tiibeti mägikana
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altai mägikana
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kaukaasia mägikana
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,pärsia mägikana
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,suur-mägikana (himaalaja mägikana)
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,kõnnukana
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,kõrbekana
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,soovutt
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,mägivutt
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,ida-sinivutt
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,aafrika sinivutt
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,helmeskana
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,põldvutt
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,ida-põldvutt
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,aafrika vihmavutt
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,india vihmavutt
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,punakurk-vutt
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,berberi kivikana
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,araabia kivikana
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,lääne-kivikana
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,aasia kivikana
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,kalju-kivikana
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,mustkurk-kivikana
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,uiguuri kivikana
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,džunglivutt
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,kõnnuvutt
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,valgekurk-vutt
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,heinavutt
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,namiibia frankoliin (namiibia frankoliinkana)
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kameruni frankoliin (kameruni frankoliinkana)
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,ruanda frankoliin (ruanda frankoliinkana)
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,etioopia frankoliin (etioopia frankoliinkana)
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,suurfrankoliin (suur-frankoliinkana)
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,kadakafrankoliin (kadaka-frankoliinkana)
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,kaelusfrankoliin (kaelus-frankoliinkana)
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,ginea frankoliin (ginea frankoliinkana)
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,ruugefrankoliin (ruuge-frankoliinkana)
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,keenia frankoliin (keenia frankoliinkana)
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,viirfrankoliin (viir-frankoliinkana)
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kapi frankoliin (kapi-frankoliinkana)
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,kiripugu-frankoliin (kiripugu-frankoliinkana)
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,tähnikfrankoliin (tähnik-frankoliinkana)
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,savannifrankoliin e.savanni-frankoliinkana
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,tuhkfrankoliin (tuhk-frankoliinkana)
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,koldnokk-frankoliin (koldnokk-frankoliinkana)
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,liivafrankoliin (liiva-frankoliinkana)
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,sorgofrankoliin (sorgo-frankoliinkana)
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,lammifrankoliin (lammi-frankoliinkana)
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,kuldkurk-frankoliin (kuldkurk-frankoliinkana)
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,serengeti frankoliin (serengeti frankoliinkana)
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,punakurk-frankoliin (punakurk-frankoliinkana)
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,kõnnu-tanusorr
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,mets-tanusorr
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Solomons Nightjar
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,New Caledonian Nightjar
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,saatan-tanusorr
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,paapua tanusorr
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,mägi-tanusorr
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,malai kõrvuksorr
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,suur-kõrvuksorr
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,sõnajala-öösorr
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,suur-videvikusorr
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,väike-videvikusorr
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,leete-videvikusorr
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,välja-videvikusorr
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,videvikusorr
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,mets-videvikusorr
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,andi videvikusorr
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,laiksaba-videvikusorr
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,kaatinga-videvikusorr
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,kivi-öösorr
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,värb-öösorr
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,paurake-öösorr
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,ekuadori öösorr
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todd's Nightjar
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,väike-öösorr
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,tepui-öösorr
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,guajaana öösorr
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,kooldtiib-öösorr
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,hele-öösorr
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,välu-öösorr
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi's Nightjar
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,pääsu-öösorr
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lüüra-öösorr
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,valgesaba-öösorr
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,helmes-öösorr
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,lõhissaba-öösorr
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,käärsaba-öösorr
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,vedik-öösorr
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,kolumbia öösorr
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,võru-öösorr
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,yucatani öösorr
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,tõmmu-öösorr
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,uni-öösorr
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,ruske-öösorr
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,mehhiko öösorr
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,maia öösorr
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,siid-öösorr
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,kärka-öösorr
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,kostariika öösorr
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,võlvsaba-öösorr
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,punakael-öösorr
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,ida-öösorr
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Grey Nightjar
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau Nightjar
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,öösorr
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,kiltmaa-öösorr
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,lõuna-öösorr
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,kõrbe-öösorr
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,belutši öösorr
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nuubia öösorr
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,kuld-öösorr
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,draviidi öösorr
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,kagu-öösorr
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Mees's Nightjar
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andaman Nightjar
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filipiini öösorr
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,sulawesi öösorr
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,galla öösorr
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,vile-öösorr
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,mägi-öösorr
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,džungli-öösorr
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskari öösorr
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,soo-öösorr
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,nechisari öösorr
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,savanni-öösorr
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,tähnik-öösorr
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,rohtla-öösorr
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,kalju-öösorr
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,hala-öösorr
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,jaava öösorr
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,kivu öösorr
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,kongo öösorr
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,händ-öösorr
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,pügalsaba-öösorr
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,kiilsaba-öösorr
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,lipptiib-öösorr
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,linttiib-öösorr
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,õlilind (guahaaro)
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,ruske-tüükasorr
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,suur-tüükasorr
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,pikksaba-tüükasorr
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,põhja-tüükasorr
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,hall-tüükasorr
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andi tüükasorr
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,valgetiib-tüükasorr
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,mets-konnkurk
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,suur-konnkurk
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,austraalia konnkurk
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Solomons Frogmouth
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,suur-konnsuu
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,sarawaki konnsuu
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,filipiini konnsuu
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,malai konnsuu
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,tseiloni konnsuu
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,nõlva-konnsuu
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,väike-konnsuu
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,mägi-konnsuu
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,pruunpugu-konnsuu
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,ida-konnsuu
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawan Frogmouth
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,džungli-konnsuu
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,suur-õõnesorr
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,jõgi-õõnesorr
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,maluku õõnesorr
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,nõlva-õõnesorr
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,mägi-õõnesorr
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,uuskaledoonia õõnesorr
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,viir-õõnesorr
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,Vogelkop Owlet-nightjar
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,austraalia õõnesorr
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,kroon-puispiiritaja
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,tutt-puispiiritaja
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,väike-puispiiritaja
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,suur-puispiiritaja
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,Spot-fronted Swift
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,pagu-kosepiiritaja
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,mehhiko kosepiiritaja
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,nõgi-kosepiiritaja
