,IOC,Breeding Range,Order,Family,Scientific
3245,Ceyx margarethae,OR,CORACIIFORMES,Alcedinidae,Ceyx margarethae
3246,Ceyx wallacii,AU,CORACIIFORMES,Alcedinidae,Ceyx wallacii
3247,Ceyx cajeli,AU,CORACIIFORMES,Alcedinidae,Ceyx cajeli
3248,Ceyx solitarius,AU,CORACIIFORMES,Alcedinidae,Ceyx solitarius
3249,Ceyx dispar,AU,CORACIIFORMES,Alcedinidae,Ceyx dispar
3250,Ceyx mulcatus,AU,CORACIIFORMES,Alcedinidae,Ceyx mulcatus
3251,Ceyx sacerdotis,AU,CORACIIFORMES,Alcedinidae,Ceyx sacerdotis
3252,Ceyx meeki,AU,CORACIIFORMES,Alcedinidae,Ceyx meeki
3253,Ceyx collectoris,AU,CORACIIFORMES,Alcedinidae,Ceyx collectoris
3254,Ceyx nigromaxilla,AU,CORACIIFORMES,Alcedinidae,Ceyx nigromaxilla
3255,Ceyx gentianus,AU,CORACIIFORMES,Alcedinidae,Ceyx gentianus
3256,Ceyx cyanopectus,OR,CORACIIFORMES,Alcedinidae,Ceyx cyanopectus
3257,Ceyx argentatus,OR,CORACIIFORMES,Alcedinidae,Ceyx argentatus
3258,Ceyx flumenicola,OR,CORACIIFORMES,Alcedinidae,Ceyx flumenicola
3259,Ceyx azureus,AU,CORACIIFORMES,Alcedinidae,Ceyx azureus
3260,Ceyx websteri,AU,CORACIIFORMES,Alcedinidae,Ceyx websteri
3261,Ceyx pusillus,AU,CORACIIFORMES,Alcedinidae,Ceyx pusillus
3262,Chloroceryle amazona,"MA, SA",CORACIIFORMES,Alcedinidae,Chloroceryle amazona
3263,Chloroceryle aenea,"MA, SA",CORACIIFORMES,Alcedinidae,Chloroceryle aenea
3264,Chloroceryle americana,"NA, MA, SA",CORACIIFORMES,Alcedinidae,Chloroceryle americana
3265,Chloroceryle inda,"MA, SA",CORACIIFORMES,Alcedinidae,Chloroceryle inda
3266,Megaceryle lugubris,"OR, PAL",CORACIIFORMES,Alcedinidae,Megaceryle lugubris
3267,Megaceryle maxima,AF,CORACIIFORMES,Alcedinidae,Megaceryle maxima
3268,Megaceryle torquata,"NA, MA, SA",CORACIIFORMES,Alcedinidae,Megaceryle torquata
3269,Ceryle rudis,"AF, OR",CORACIIFORMES,Alcedinidae,Ceryle rudis
3270,Hylomanes momotula,"MA, SA",CORACIIFORMES,Momotidae,Hylomanes momotula
3271,Aspatha gularis,MA,CORACIIFORMES,Momotidae,Aspatha gularis
3272,Momotus mexicanus,MA,CORACIIFORMES,Momotidae,Momotus mexicanus
3273,Momotus coeruliceps,MA,CORACIIFORMES,Momotidae,Momotus coeruliceps
3274,Momotus lessonii,MA,CORACIIFORMES,Momotidae,Momotus lessonii
3275,Momotus subrufescens,"MA, SA",CORACIIFORMES,Momotidae,Momotus subrufescens
3276,Momotus bahamensis,SA,CORACIIFORMES,Momotidae,Momotus bahamensis
3277,Momotus momota,SA,CORACIIFORMES,Momotidae,Momotus momota
3278,Momotus aequatorialis,SA,CORACIIFORMES,Momotidae,Momotus aequatorialis
3279,Baryphthengus martii,"MA, SA",CORACIIFORMES,Momotidae,Baryphthengus martii
3280,Baryphthengus ruficapillus,SA,CORACIIFORMES,Momotidae,Baryphthengus ruficapillus
3281,Electron carinatum,MA,CORACIIFORMES,Momotidae,Electron carinatum
3282,Electron platyrhynchum,"MA, SA",CORACIIFORMES,Momotidae,Electron platyrhynchum
3283,Eumomota superciliosa,MA,CORACIIFORMES,Momotidae,Eumomota superciliosa
3284,Nyctyornis amictus,OR,CORACIIFORMES,Meropidae,Nyctyornis amictus
3285,Nyctyornis athertoni,OR,CORACIIFORMES,Meropidae,Nyctyornis athertoni
3286,Meropogon forsteni,AU,CORACIIFORMES,Meropidae,Meropogon forsteni
3287,Merops breweri,AF,CORACIIFORMES,Meropidae,Merops breweri
3288,Merops muelleri,AF,CORACIIFORMES,Meropidae,Merops muelleri
3289,Merops mentalis,AF,CORACIIFORMES,Meropidae,Merops mentalis
3290,Merops gularis,AF,CORACIIFORMES,Meropidae,Merops gularis
3291,Merops hirundineus,AF,CORACIIFORMES,Meropidae,Merops hirundineus
3292,Merops pusillus,AF,CORACIIFORMES,Meropidae,Merops pusillus
3293,Merops variegatus,AF,CORACIIFORMES,Meropidae,Merops variegatus
3294,Merops lafresnayii,AF,CORACIIFORMES,Meropidae,Merops lafresnayii
3295,Merops oreobates,AF,CORACIIFORMES,Meropidae,Merops oreobates
3296,Merops bulocki,AF,CORACIIFORMES,Meropidae,Merops bulocki
3297,Merops bullockoides,AF,CORACIIFORMES,Meropidae,Merops bullockoides
3298,Merops revoilii,AF,CORACIIFORMES,Meropidae,Merops revoilii
3299,Merops albicollis,AF,CORACIIFORMES,Meropidae,Merops albicollis
3300,Merops boehmi,AF,CORACIIFORMES,Meropidae,Merops boehmi
3301,Merops viridissimus,AF,CORACIIFORMES,Meropidae,Merops viridissimus
3302,Merops cyanophrys,PAL,CORACIIFORMES,Meropidae,Merops cyanophrys
3303,Merops orientalis,"PAL, OR",CORACIIFORMES,Meropidae,Merops orientalis
3304,Merops persicus,PAL,CORACIIFORMES,Meropidae,Merops persicus
3305,Merops superciliosus,AF,CORACIIFORMES,Meropidae,Merops superciliosus
3306,Merops philippinus,"OR, AU",CORACIIFORMES,Meropidae,Merops philippinus
3307,Merops ornatus,AU,CORACIIFORMES,Meropidae,Merops ornatus
3308,Merops viridis,OR,CORACIIFORMES,Meropidae,Merops viridis
3309,Merops americanus,OR,CORACIIFORMES,Meropidae,Merops americanus
3310,Merops leschenaulti,OR,CORACIIFORMES,Meropidae,Merops leschenaulti
3311,Merops apiaster,"PAL, AF",CORACIIFORMES,Meropidae,Merops apiaster
3312,Merops malimbicus,AF,CORACIIFORMES,Meropidae,Merops malimbicus
3313,Merops nubicus,AF,CORACIIFORMES,Meropidae,Merops nubicus
3314,Merops nubicoides,AF,CORACIIFORMES,Meropidae,Merops nubicoides
3315,Galbalcyrhynchus leucotis,SA,PICIFORMES,Galbulidae,Galbalcyrhynchus leucotis
3316,Galbalcyrhynchus purusianus,SA,PICIFORMES,Galbulidae,Galbalcyrhynchus purusianus
3317,Brachygalba salmoni,"MA, SA",PICIFORMES,Galbulidae,Brachygalba salmoni
3318,Brachygalba goeringi,SA,PICIFORMES,Galbulidae,Brachygalba goeringi
3319,Brachygalba lugubris,SA,PICIFORMES,Galbulidae,Brachygalba lugubris
3320,Brachygalba albogularis,SA,PICIFORMES,Galbulidae,Brachygalba albogularis
3321,Jacamaralcyon tridactyla,SA,PICIFORMES,Galbulidae,Jacamaralcyon tridactyla
3322,Galbula albirostris,SA,PICIFORMES,Galbulidae,Galbula albirostris
3323,Galbula cyanicollis,SA,PICIFORMES,Galbulidae,Galbula cyanicollis
3324,Galbula ruficauda,"MA, SA",PICIFORMES,Galbulidae,Galbula ruficauda
3325,Galbula galbula,SA,PICIFORMES,Galbulidae,Galbula galbula
3326,Galbula pastazae,SA,PICIFORMES,Galbulidae,Galbula pastazae
3327,Galbula tombacea,SA,PICIFORMES,Galbulidae,Galbula tombacea
3328,Galbula cyanescens,SA,PICIFORMES,Galbulidae,Galbula cyanescens
3329,Galbula chalcothorax,SA,PICIFORMES,Galbulidae,Galbula chalcothorax
3330,Galbula leucogastra,SA,PICIFORMES,Galbulidae,Galbula leucogastra
3331,Galbula dea,SA,PICIFORMES,Galbulidae,Galbula dea
3332,Jacamerops aureus,"MA, SA",PICIFORMES,Galbulidae,Jacamerops aureus
3333,Notharchus hyperrhynchus,"MA, SA",PICIFORMES,Bucconidae,Notharchus hyperrhynchus
3334,Notharchus macrorhynchos,SA,PICIFORMES,Bucconidae,Notharchus macrorhynchos
3335,Notharchus swainsoni,SA,PICIFORMES,Bucconidae,Notharchus swainsoni
3336,Notharchus pectoralis,"MA, SA",PICIFORMES,Bucconidae,Notharchus pectoralis
3337,Notharchus ordii,SA,PICIFORMES,Bucconidae,Notharchus ordii
3338,Notharchus tectus,"MA, SA",PICIFORMES,Bucconidae,Notharchus tectus
3339,Bucco macrodactylus,SA,PICIFORMES,Bucconidae,Bucco macrodactylus
3340,Bucco tamatia,SA,PICIFORMES,Bucconidae,Bucco tamatia
3341,Bucco noanamae,SA,PICIFORMES,Bucconidae,Bucco noanamae
3342,Bucco capensis,SA,PICIFORMES,Bucconidae,Bucco capensis
3343,Nystalus radiatus,"MA, SA",PICIFORMES,Bucconidae,Nystalus radiatus
3344,Nystalus chacuru,SA,PICIFORMES,Bucconidae,Nystalus chacuru
3345,Nystalus striolatus,SA,PICIFORMES,Bucconidae,Nystalus striolatus
3346,Nystalus obamai,SA,PICIFORMES,Bucconidae,Nystalus obamai
3347,Nystalus maculatus,SA,PICIFORMES,Bucconidae,Nystalus maculatus
3348,Nystalus striatipectus,SA,PICIFORMES,Bucconidae,Nystalus striatipectus
3349,Hypnelus ruficollis,SA,PICIFORMES,Bucconidae,Hypnelus ruficollis
3350,Hypnelus bicinctus,SA,PICIFORMES,Bucconidae,Hypnelus bicinctus
3351,Malacoptila striata,SA,PICIFORMES,Bucconidae,Malacoptila striata
3352,Malacoptila fusca,SA,PICIFORMES,Bucconidae,Malacoptila fusca
3353,Malacoptila semicincta,SA,PICIFORMES,Bucconidae,Malacoptila semicincta
3354,Malacoptila fulvogularis,SA,PICIFORMES,Bucconidae,Malacoptila fulvogularis
3355,Malacoptila rufa,SA,PICIFORMES,Bucconidae,Malacoptila rufa
3356,Malacoptila panamensis,"MA, SA",PICIFORMES,Bucconidae,Malacoptila panamensis
3357,Malacoptila mystacalis,SA,PICIFORMES,Bucconidae,Malacoptila mystacalis
3358,Micromonacha lanceolata,"MA, SA",PICIFORMES,Bucconidae,Micromonacha lanceolata
3359,Nonnula rubecula,SA,PICIFORMES,Bucconidae,Nonnula rubecula
3360,Nonnula sclateri,SA,PICIFORMES,Bucconidae,Nonnula sclateri
3361,Nonnula brunnea,SA,PICIFORMES,Bucconidae,Nonnula brunnea
3362,Nonnula frontalis,"MA, SA",PICIFORMES,Bucconidae,Nonnula frontalis
3363,Nonnula ruficapilla,SA,PICIFORMES,Bucconidae,Nonnula ruficapilla
3364,Nonnula amaurocephala,SA,PICIFORMES,Bucconidae,Nonnula amaurocephala
3365,Hapaloptila castanea,SA,PICIFORMES,Bucconidae,Hapaloptila castanea
3366,Monasa atra,SA,PICIFORMES,Bucconidae,Monasa atra
3367,Monasa nigrifrons,SA,PICIFORMES,Bucconidae,Monasa nigrifrons
3368,Monasa morphoeus,"MA, SA",PICIFORMES,Bucconidae,Monasa morphoeus
3369,Monasa flavirostris,SA,PICIFORMES,Bucconidae,Monasa flavirostris
3370,Chelidoptera tenebrosa,SA,PICIFORMES,Bucconidae,Chelidoptera tenebrosa
3371,Capito aurovirens,SA,PICIFORMES,Capitonidae,Capito aurovirens
3372,Capito wallacei,SA,PICIFORMES,Capitonidae,Capito wallacei
3373,Capito fitzpatricki,SA,PICIFORMES,Capitonidae,Capito fitzpatricki
3374,Capito maculicoronatus,"MA, SA",PICIFORMES,Capitonidae,Capito maculicoronatus
3375,Capito squamatus,SA,PICIFORMES,Capitonidae,Capito squamatus
3376,Capito hypoleucus,SA,PICIFORMES,Capitonidae,Capito hypoleucus
3377,Capito dayi,SA,PICIFORMES,Capitonidae,Capito dayi
3378,Capito brunneipectus,SA,PICIFORMES,Capitonidae,Capito brunneipectus
3379,Capito niger,SA,PICIFORMES,Capitonidae,Capito niger
3380,Capito auratus,SA,PICIFORMES,Capitonidae,Capito auratus
3381,Capito quinticolor,SA,PICIFORMES,Capitonidae,Capito quinticolor
3382,Eubucco richardsoni,SA,PICIFORMES,Capitonidae,Eubucco richardsoni
3383,Eubucco bourcierii,"MA, SA",PICIFORMES,Capitonidae,Eubucco bourcierii
3384,Eubucco tucinkae,SA,PICIFORMES,Capitonidae,Eubucco tucinkae
3385,Eubucco versicolor,SA,PICIFORMES,Capitonidae,Eubucco versicolor
3386,Semnornis frantzii,MA,PICIFORMES,Semnornithidae,Semnornis frantzii
3387,Semnornis ramphastinus,SA,PICIFORMES,Semnornithidae,Semnornis ramphastinus
3388,Aulacorhynchus wagleri,MA,PICIFORMES,Ramphastidae,Aulacorhynchus wagleri
3389,Aulacorhynchus prasinus,MA,PICIFORMES,Ramphastidae,Aulacorhynchus prasinus
3390,Aulacorhynchus caeruleogularis,"MA, SA",PICIFORMES,Ramphastidae,Aulacorhynchus caeruleogularis
3391,Aulacorhynchus albivitta,SA,PICIFORMES,Ramphastidae,Aulacorhynchus albivitta
3392,Aulacorhynchus atrogularis,SA,PICIFORMES,Ramphastidae,Aulacorhynchus atrogularis
3393,Aulacorhynchus sulcatus,SA,PICIFORMES,Ramphastidae,Aulacorhynchus sulcatus
3394,Aulacorhynchus derbianus,SA,PICIFORMES,Ramphastidae,Aulacorhynchus derbianus
3395,Aulacorhynchus whitelianus,SA,PICIFORMES,Ramphastidae,Aulacorhynchus whitelianus
3396,Aulacorhynchus haematopygus,SA,PICIFORMES,Ramphastidae,Aulacorhynchus haematopygus
3397,Aulacorhynchus huallagae,SA,PICIFORMES,Ramphastidae,Aulacorhynchus huallagae
3398,Aulacorhynchus coeruleicinctis,SA,PICIFORMES,Ramphastidae,Aulacorhynchus coeruleicinctis
3399,Pteroglossus viridis,SA,PICIFORMES,Ramphastidae,Pteroglossus viridis
3400,Pteroglossus inscriptus,SA,PICIFORMES,Ramphastidae,Pteroglossus inscriptus
3401,Pteroglossus bitorquatus,SA,PICIFORMES,Ramphastidae,Pteroglossus bitorquatus
3402,Pteroglossus azara,SA,PICIFORMES,Ramphastidae,Pteroglossus azara
3403,Pteroglossus mariae,SA,PICIFORMES,Ramphastidae,Pteroglossus mariae
3404,Pteroglossus aracari,SA,PICIFORMES,Ramphastidae,Pteroglossus aracari
3405,Pteroglossus castanotis,SA,PICIFORMES,Ramphastidae,Pteroglossus castanotis
3406,Pteroglossus pluricinctus,SA,PICIFORMES,Ramphastidae,Pteroglossus pluricinctus
3407,Pteroglossus torquatus,"MA, SA",PICIFORMES,Ramphastidae,Pteroglossus torquatus
3408,Pteroglossus sanguineus,SA,PICIFORMES,Ramphastidae,Pteroglossus sanguineus
3409,Pteroglossus erythropygius,SA,PICIFORMES,Ramphastidae,Pteroglossus erythropygius
3410,Pteroglossus frantzii,MA,PICIFORMES,Ramphastidae,Pteroglossus frantzii
3411,Pteroglossus beauharnaisii,SA,PICIFORMES,Ramphastidae,Pteroglossus beauharnaisii
3412,Pteroglossus bailloni,SA,PICIFORMES,Ramphastidae,Pteroglossus bailloni
3413,Selenidera spectabilis,"MA, SA",PICIFORMES,Ramphastidae,Selenidera spectabilis
3414,Selenidera piperivora,SA,PICIFORMES,Ramphastidae,Selenidera piperivora
3415,Selenidera reinwardtii,SA,PICIFORMES,Ramphastidae,Selenidera reinwardtii
3416,Selenidera nattereri,SA,PICIFORMES,Ramphastidae,Selenidera nattereri
3417,Selenidera gouldii,SA,PICIFORMES,Ramphastidae,Selenidera gouldii
3418,Selenidera maculirostris,SA,PICIFORMES,Ramphastidae,Selenidera maculirostris
3419,Andigena hypoglauca,SA,PICIFORMES,Ramphastidae,Andigena hypoglauca
3420,Andigena laminirostris,SA,PICIFORMES,Ramphastidae,Andigena laminirostris
3421,Andigena cucullata,SA,PICIFORMES,Ramphastidae,Andigena cucullata
3422,Andigena nigrirostris,SA,PICIFORMES,Ramphastidae,Andigena nigrirostris
3423,Ramphastos dicolorus,SA,PICIFORMES,Ramphastidae,Ramphastos dicolorus
3424,Ramphastos vitellinus,SA,PICIFORMES,Ramphastidae,Ramphastos vitellinus
3425,Ramphastos citreolaemus,SA,PICIFORMES,Ramphastidae,Ramphastos citreolaemus
3426,Ramphastos brevis,SA,PICIFORMES,Ramphastidae,Ramphastos brevis
3427,Ramphastos sulfuratus,"MA, SA",PICIFORMES,Ramphastidae,Ramphastos sulfuratus
3428,Ramphastos toco,SA,PICIFORMES,Ramphastidae,Ramphastos toco
3429,Ramphastos tucanus,SA,PICIFORMES,Ramphastidae,Ramphastos tucanus
3430,Ramphastos ambiguus,SA,PICIFORMES,Ramphastidae,Ramphastos ambiguus
3431,Psilopogon pyrolophus,OR,PICIFORMES,Megalaimidae,Psilopogon pyrolophus
3432,Psilopogon virens,OR,PICIFORMES,Megalaimidae,Psilopogon virens
3433,Psilopogon lagrandieri,OR,PICIFORMES,Megalaimidae,Psilopogon lagrandieri
3434,Psilopogon zeylanicus,OR,PICIFORMES,Megalaimidae,Psilopogon zeylanicus
3435,Psilopogon lineatus,OR,PICIFORMES,Megalaimidae,Psilopogon lineatus
3436,Psilopogon viridis,OR,PICIFORMES,Megalaimidae,Psilopogon viridis
3437,Psilopogon faiostrictus,OR,PICIFORMES,Megalaimidae,Psilopogon faiostrictus
3438,Psilopogon corvinus,OR,PICIFORMES,Megalaimidae,Psilopogon corvinus
3439,Psilopogon chrysopogon,OR,PICIFORMES,Megalaimidae,Psilopogon chrysopogon
3440,Psilopogon rafflesii,OR,PICIFORMES,Megalaimidae,Psilopogon rafflesii
3441,Psilopogon mystacophanos,OR,PICIFORMES,Megalaimidae,Psilopogon mystacophanos
3442,Psilopogon javensis,OR,PICIFORMES,Megalaimidae,Psilopogon javensis
3443,Psilopogon flavifrons,OR,PICIFORMES,Megalaimidae,Psilopogon flavifrons
3444,Psilopogon franklinii,OR,PICIFORMES,Megalaimidae,Psilopogon franklinii
3445,Psilopogon auricularis,OR,PICIFORMES,Megalaimidae,Psilopogon auricularis
3446,Psilopogon oorti,OR,PICIFORMES,Megalaimidae,Psilopogon oorti
3447,Psilopogon annamensis,OR,PICIFORMES,Megalaimidae,Psilopogon annamensis
3448,Psilopogon faber,OR,PICIFORMES,Megalaimidae,Psilopogon faber
3449,Psilopogon nuchalis,OR,PICIFORMES,Megalaimidae,Psilopogon nuchalis
3450,Psilopogon asiaticus,OR,PICIFORMES,Megalaimidae,Psilopogon asiaticus
3451,Psilopogon chersonesus,OR,PICIFORMES,Megalaimidae,Psilopogon chersonesus
3452,Psilopogon monticola,OR,PICIFORMES,Megalaimidae,Psilopogon monticola
3453,Psilopogon incognitus,OR,PICIFORMES,Megalaimidae,Psilopogon incognitus
3454,Psilopogon henricii,OR,PICIFORMES,Megalaimidae,Psilopogon henricii
3455,Psilopogon armillaris,OR,PICIFORMES,Megalaimidae,Psilopogon armillaris
3456,Psilopogon pulcherrimus,OR,PICIFORMES,Megalaimidae,Psilopogon pulcherrimus
3457,Psilopogon australis,OR,PICIFORMES,Megalaimidae,Psilopogon australis
3458,Psilopogon duvaucelii,OR,PICIFORMES,Megalaimidae,Psilopogon duvaucelii
3459,Psilopogon eximius,OR,PICIFORMES,Megalaimidae,Psilopogon eximius
3460,Psilopogon rubricapillus,OR,PICIFORMES,Megalaimidae,Psilopogon rubricapillus
3461,Psilopogon malabaricus,OR,PICIFORMES,Megalaimidae,Psilopogon malabaricus
3462,Psilopogon haemacephalus,OR,PICIFORMES,Megalaimidae,Psilopogon haemacephalus
3463,Caloramphus fuliginosus,OR,PICIFORMES,Megalaimidae,Caloramphus fuliginosus
3464,Caloramphus hayii,OR,PICIFORMES,Megalaimidae,Caloramphus hayii
3465,Gymnobucco bonapartei,AF,PICIFORMES,Lybiidae,Gymnobucco bonapartei
3466,Gymnobucco sladeni,AF,PICIFORMES,Lybiidae,Gymnobucco sladeni
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,Gymnobucco peli
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,Gymnobucco calvus
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,Stactolaema leucotis
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,Stactolaema whytii
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,Stactolaema anchietae
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,Stactolaema olivacea
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,Pogoniulus scolopaceus
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,Pogoniulus simplex
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,Pogoniulus leucomystax
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,Pogoniulus coryphaea
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,Pogoniulus atroflavus
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,Pogoniulus subsulphureus
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,Pogoniulus bilineatus
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,Pogoniulus pusillus
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,Pogoniulus chrysoconus
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,Buccanodon duchaillui
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,Tricholaema hirsuta
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,Tricholaema diademata
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,Tricholaema frontata
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,Tricholaema leucomelas
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,Tricholaema lacrymosa
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,Tricholaema melanocephala
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,Lybius undatus
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,Lybius vieilloti
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,Lybius leucocephalus
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,Lybius chaplini
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,Lybius rubrifacies
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,Lybius guifsobalito
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,Lybius torquatus
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,Lybius melanopterus
3497,Lybius minor,AF,PICIFORMES,Lybiidae,Lybius minor
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,Lybius bidentatus
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,Lybius dubius
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,Lybius rolleti
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,Trachyphonus purpuratus
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,Trachyphonus vaillantii
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,Trachyphonus erythrocephalus
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,Trachyphonus margaritatus
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,Trachyphonus darnaudii
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,Trachyphonus usambiro
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,Prodotiscus insignis
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,Prodotiscus zambesiae
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,Prodotiscus regulus
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,Melignomon zenkeri
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,Melignomon eisentrauti
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,Indicator pumilio
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,Indicator willcocksi
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,Indicator meliphilus
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,Indicator exilis
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,Indicator minor
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,Indicator maculatus
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,Indicator variegatus
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,Indicator xanthonotus
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,Indicator archipelagicus
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,Indicator indicator
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,Melichneutes robustus
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,Jynx torquilla
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,Jynx ruficollis
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,Picumnus innominatus
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,Picumnus aurifrons
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,Picumnus lafresnayi
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,Picumnus pumilus
3529,Picumnus exilis,SA,PICIFORMES,Picidae,Picumnus exilis
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,Picumnus sclateri
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,Picumnus squamulatus
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,Picumnus spilogaster
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,Picumnus minutissimus
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,Picumnus pygmaeus
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,Picumnus steindachneri
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,Picumnus varzeae
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,Picumnus cirratus
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,Picumnus dorbignyanus
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,Picumnus temminckii
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,Picumnus albosquamatus
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,Picumnus fuscus
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,Picumnus rufiventris
3543,Picumnus limae,SA,PICIFORMES,Picidae,Picumnus limae
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,Picumnus nebulosus
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,Picumnus castelnau
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,Picumnus subtilis
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,Picumnus olivaceus
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,Picumnus granadensis
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,Picumnus cinnamomeus
3550,Verreauxia africana,AF,PICIFORMES,Picidae,Verreauxia africana
3551,Sasia abnormis,OR,PICIFORMES,Picidae,Sasia abnormis
3552,Sasia ochracea,OR,PICIFORMES,Picidae,Sasia ochracea
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,Hemicircus concretus
3554,Hemicircus canente,OR,PICIFORMES,Picidae,Hemicircus canente
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,Melanerpes candidus
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,Melanerpes formicivorus
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,Melanerpes cruentatus
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,Melanerpes flavifrons
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,Melanerpes chrysauchen
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,Melanerpes pulcher
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,Melanerpes pucherani
